year,state,place,subgroup_type,subgroup,index_transit_trips,index_transit_trips_quality
2020,12,17200,race-ethnicity,Mixed Race and Ethnicity Tracts,56.28,1
2020,12,17935,race-ethnicity,All,91.4,1
2020,12,17935,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,17935,race-ethnicity,Majority White-NH Tracts,97.95,1
2020,12,17935,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,12,24000,race-ethnicity,All,94.03,1
2020,12,24000,race-ethnicity,Majority Non-White Tracts,91.9,1
2020,12,24000,race-ethnicity,Majority White-NH Tracts,98.19,1
2020,12,24000,race-ethnicity,Mixed Race and Ethnicity Tracts,92.8,1
2020,12,24125,race-ethnicity,All,64.99,1
2020,12,24125,race-ethnicity,Majority Non-White Tracts,61.77,1
2020,12,24125,race-ethnicity,Majority White-NH Tracts,85.65,1
2020,12,24125,race-ethnicity,Mixed Race and Ethnicity Tracts,60.96,1
2020,12,25175,race-ethnicity,All,86.9,1
2020,12,25175,race-ethnicity,Majority Non-White Tracts,65.38,1
2020,12,25175,race-ethnicity,Majority White-NH Tracts,97.66,1
2020,12,25175,race-ethnicity,Mixed Race and Ethnicity Tracts,79.36,1
2020,12,30000,race-ethnicity,All,97.8,1
2020,12,30000,race-ethnicity,Majority Non-White Tracts,97.61,2
2020,12,30000,race-ethnicity,Majority White-NH Tracts,99.39,1
2020,12,30000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.52,1
2020,12,32000,race-ethnicity,All,94.65,1
2020,12,32000,race-ethnicity,Majority Non-White Tracts,92.11,1
2020,12,32000,race-ethnicity,Majority White-NH Tracts,98.45,1
2020,12,32000,race-ethnicity,Mixed Race and Ethnicity Tracts,93.06,1
2020,12,32275,race-ethnicity,All,81.34,1
2020,12,32275,race-ethnicity,Majority Non-White Tracts,89.11,1
2020,12,32275,race-ethnicity,Majority White-NH Tracts,95.15,1
2020,12,32275,race-ethnicity,Mixed Race and Ethnicity Tracts,80.49,1
2020,12,35000,race-ethnicity,All,81.97,1
2020,12,35000,race-ethnicity,Majority Non-White Tracts,80.78,1
2020,12,35000,race-ethnicity,Majority White-NH Tracts,95.11,1
2020,12,35000,race-ethnicity,Mixed Race and Ethnicity Tracts,83.31,1
2020,12,36950,race-ethnicity,All,88.05,1
2020,12,36950,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,36950,race-ethnicity,Majority White-NH Tracts,97.08,1
2020,12,36950,race-ethnicity,Mixed Race and Ethnicity Tracts,88.21,1
2020,12,38250,race-ethnicity,All,71.17,1
2020,12,38250,race-ethnicity,Majority Non-White Tracts,65.42,1
2020,12,38250,race-ethnicity,Majority White-NH Tracts,89.12,1
2020,12,38250,race-ethnicity,Mixed Race and Ethnicity Tracts,74.07,1
2020,12,39425,race-ethnicity,All,90.36,1
2020,12,39425,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,39425,race-ethnicity,Majority White-NH Tracts,97.79,1
2020,12,39425,race-ethnicity,Mixed Race and Ethnicity Tracts,90.17,2
2020,12,43975,race-ethnicity,All,63,1
2020,12,43975,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,43975,race-ethnicity,Majority White-NH Tracts,84.83,1
2020,12,43975,race-ethnicity,Mixed Race and Ethnicity Tracts,61.21,1
2020,12,45000,race-ethnicity,All,100,1
2020,12,45000,race-ethnicity,Majority Non-White Tracts,97.78,1
2020,12,45000,race-ethnicity,Majority White-NH Tracts,99.91,1
2020,12,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.63,1
2020,12,45025,race-ethnicity,All,99.69,1
2020,12,45025,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,45025,race-ethnicity,Majority White-NH Tracts,99.79,1
2020,12,45025,race-ethnicity,Mixed Race and Ethnicity Tracts,98.69,1
2020,12,45060,race-ethnicity,All,96.75,1
2020,12,45060,race-ethnicity,Majority Non-White Tracts,93.92,1
2020,12,45060,race-ethnicity,Majority White-NH Tracts,98.75,1
2020,12,45060,race-ethnicity,Mixed Race and Ethnicity Tracts,93.43,1
2020,12,45975,race-ethnicity,All,85.01,1
2020,12,45975,race-ethnicity,Majority Non-White Tracts,84.68,1
2020,12,45975,race-ethnicity,Majority White-NH Tracts,93.61,1
2020,12,45975,race-ethnicity,Mixed Race and Ethnicity Tracts,83.62,1
2020,12,49675,race-ethnicity,All,66.25,1
2020,12,49675,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,49675,race-ethnicity,Majority White-NH Tracts,87.11,1
2020,12,49675,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,12,53000,race-ethnicity,All,95.39,1
2020,12,53000,race-ethnicity,Majority Non-White Tracts,89.26,1
2020,12,53000,race-ethnicity,Majority White-NH Tracts,98.76,1
2020,12,53000,race-ethnicity,Mixed Race and Ethnicity Tracts,94.34,1
2020,12,54000,race-ethnicity,All,50.94,1
2020,12,54000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,54000,race-ethnicity,Majority White-NH Tracts,77.9,1
2020,12,54000,race-ethnicity,Mixed Race and Ethnicity Tracts,46.94,1
2020,12,54200,race-ethnicity,All,49.27,1
2020,12,54200,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,54200,race-ethnicity,Majority White-NH Tracts,76.34,1
2020,12,54200,race-ethnicity,Mixed Race and Ethnicity Tracts,42.86,1
2020,12,55775,race-ethnicity,All,85.85,1
2020,12,55775,race-ethnicity,Majority Non-White Tracts,81.49,1
2020,12,55775,race-ethnicity,Majority White-NH Tracts,96.53,1
2020,12,55775,race-ethnicity,Mixed Race and Ethnicity Tracts,87.32,1
2020,12,57425,race-ethnicity,All,89.83,1
2020,12,57425,race-ethnicity,Majority Non-White Tracts,87.75,2
2020,12,57425,race-ethnicity,Majority White-NH Tracts,97.49,1
2020,12,57425,race-ethnicity,Mixed Race and Ethnicity Tracts,89.3,1
2020,12,58050,race-ethnicity,All,86.69,1
2020,12,58050,race-ethnicity,Majority Non-White Tracts,82.96,1
2020,12,58050,race-ethnicity,Majority White-NH Tracts,96.95,1
2020,12,58050,race-ethnicity,Mixed Race and Ethnicity Tracts,87.46,1
2020,12,58715,race-ethnicity,All,58.28,1
2020,12,58715,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,12,58715,race-ethnicity,Majority White-NH Tracts,82.52,1
2020,12,58715,race-ethnicity,Mixed Race and Ethnicity Tracts,50.38,1
2020,12,63000,race-ethnicity,All,92.14,1
2020,12,63000,race-ethnicity,Majority Non-White Tracts,86.19,1
2020,12,63000,race-ethnicity,Majority White-NH Tracts,98.13,1
2020,12,63000,race-ethnicity,Mixed Race and Ethnicity Tracts,87.77,1
2020,12,69700,race-ethnicity,All,88.47,1
2020,12,69700,race-ethnicity,Majority Non-White Tracts,86.7,1
2020,12,69700,race-ethnicity,Majority White-NH Tracts,96.17,1
2020,12,69700,race-ethnicity,Mixed Race and Ethnicity Tracts,88.79,1
2020,12,70600,race-ethnicity,All,80.29,1
2020,12,70600,race-ethnicity,Majority Non-White Tracts,77.63,1
2020,12,70600,race-ethnicity,Majority White-NH Tracts,94.5,1
2020,12,70600,race-ethnicity,Mixed Race and Ethnicity Tracts,81.15,1
2020,12,71000,race-ethnicity,All,79.45,1
2020,12,71000,race-ethnicity,Majority Non-White Tracts,76.33,1
2020,12,71000,race-ethnicity,Majority White-NH Tracts,93.37,1
2020,12,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,78.68,1
2020,12,76600,race-ethnicity,All,76,1
2020,12,76600,race-ethnicity,Majority Non-White Tracts,74.28,1
2020,12,76600,race-ethnicity,Majority White-NH Tracts,91.49,1
2020,12,76600,race-ethnicity,Mixed Race and Ethnicity Tracts,71.13,1
2020,13,03440,race-ethnicity,All,97.18,1
2020,13,03440,race-ethnicity,Majority Non-White Tracts,82.67,1
2020,13,03440,race-ethnicity,Majority White-NH Tracts,96.09,1
2020,13,03440,race-ethnicity,Mixed Race and Ethnicity Tracts,81.68,1
2020,13,04000,race-ethnicity,All,100,1
2020,13,04000,race-ethnicity,Majority Non-White Tracts,94.54,1
2020,13,04000,race-ethnicity,Majority White-NH Tracts,99.56,1
2020,13,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,97.88,1
2020,13,04204,race-ethnicity,All,52.23,1
2020,13,04204,race-ethnicity,Majority Non-White Tracts,34.62,1
2020,13,04204,race-ethnicity,Majority White-NH Tracts,49.67,1
2020,13,04204,race-ethnicity,Mixed Race and Ethnicity Tracts,37.9,1
2020,13,19000,race-ethnicity,All,94.36,1
2020,13,19000,race-ethnicity,Majority Non-White Tracts,67.56,1
2020,13,19000,race-ethnicity,Majority White-NH Tracts,87.19,1
2020,13,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,67.65,1
2020,13,42425,race-ethnicity,All,96.29,1
2020,13,42425,race-ethnicity,Majority Non-White Tracts,69.91,1
2020,13,42425,race-ethnicity,Majority White-NH Tracts,95.33,1
2020,13,42425,race-ethnicity,Mixed Race and Ethnicity Tracts,79,1
2020,13,49008,race-ethnicity,All,92.14,1
2020,13,49008,race-ethnicity,Majority Non-White Tracts,55.39,1
2020,13,49008,race-ethnicity,Majority White-NH Tracts,77.93,1
2020,13,49008,race-ethnicity,Mixed Race and Ethnicity Tracts,55.44,1
2020,13,67284,race-ethnicity,All,97.77,1
2020,13,67284,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,13,67284,race-ethnicity,Majority White-NH Tracts,95.95,1
2020,13,67284,race-ethnicity,Mixed Race and Ethnicity Tracts,89.42,1
2020,13,68516,race-ethnicity,All,99.26,1
2020,13,68516,race-ethnicity,Majority Non-White Tracts,90.05,1
2020,13,68516,race-ethnicity,Majority White-NH Tracts,98.5,1
2020,13,68516,race-ethnicity,Mixed Race and Ethnicity Tracts,93.17,1
2020,13,69000,race-ethnicity,All,93.18,1
2020,13,69000,race-ethnicity,Majority Non-White Tracts,55.85,1
2020,13,69000,race-ethnicity,Majority White-NH Tracts,86.65,1
2020,13,69000,race-ethnicity,Mixed Race and Ethnicity Tracts,57.63,1
2020,13,72122,race-ethnicity,All,95.99,1
2020,13,72122,race-ethnicity,Majority Non-White Tracts,73.77,1
2020,13,72122,race-ethnicity,Majority White-NH Tracts,83.8,2
2020,13,72122,race-ethnicity,Mixed Race and Ethnicity Tracts,63.51,2
2020,13,80508,race-ethnicity,All,93.47,1
2020,13,80508,race-ethnicity,Majority Non-White Tracts,56.61,1
2020,13,80508,race-ethnicity,Majority White-NH Tracts,85.26,2
2020,13,80508,race-ethnicity,Mixed Race and Ethnicity Tracts,57.14,1
2020,15,71550,race-ethnicity,All,100,1
2020,15,71550,race-ethnicity,Majority Non-White Tracts,96.18,1
2020,15,71550,race-ethnicity,Majority White-NH Tracts,96.86,1
2020,15,71550,race-ethnicity,Mixed Race and Ethnicity Tracts,96.41,1
2020,16,08830,race-ethnicity,All,98.31,1
2020,16,08830,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,16,08830,race-ethnicity,Majority White-NH Tracts,91.03,1
2020,16,08830,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,16,52120,race-ethnicity,All,97.05,1
2020,16,52120,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,16,52120,race-ethnicity,Majority White-NH Tracts,83.97,1
2020,16,52120,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,16,56260,race-ethnicity,All,89.03,1
2020,16,56260,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,16,56260,race-ethnicity,Majority White-NH Tracts,69.51,1
2020,16,56260,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,17,02154,race-ethnicity,All,91.47,1
2020,17,02154,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,17,02154,race-ethnicity,Majority White-NH Tracts,88.06,1
2020,17,02154,race-ethnicity,Mixed Race and Ethnicity Tracts,57.82,1
2020,17,03012,race-ethnicity,All,84.52,1
2020,17,03012,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,17,03012,race-ethnicity,Majority White-NH Tracts,71.88,1
2020,17,03012,race-ethnicity,Mixed Race and Ethnicity Tracts,56.77,1
2020,17,06613,race-ethnicity,All,98.36,1
2020,17,06613,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,17,06613,race-ethnicity,Majority White-NH Tracts,95.39,1
2020,17,06613,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,17,12385,race-ethnicity,All,99.59,1
2020,17,12385,race-ethnicity,Majority Non-White Tracts,95.55,1
2020,17,12385,race-ethnicity,Majority White-NH Tracts,97.68,1
2020,17,12385,race-ethnicity,Mixed Race and Ethnicity Tracts,88.3,1
2020,17,14000,race-ethnicity,All,99.8,1
2020,17,14000,race-ethnicity,Majority Non-White Tracts,86.61,1
2020,17,14000,race-ethnicity,Majority White-NH Tracts,98.46,1
2020,17,14000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.31,1
2020,17,14351,race-ethnicity,All,99.11,1
2020,17,14351,race-ethnicity,Majority Non-White Tracts,85.23,1
2020,17,14351,race-ethnicity,Majority White-NH Tracts,NA,NA
2020,17,14351,race-ethnicity,Mixed Race and Ethnicity Tracts,84.34,1
2020,17,23074,race-ethnicity,All,86.15,1
2020,17,23074,race-ethnicity,Majority Non-White Tracts,62.55,1
2020,17,23074,race-ethnicity,Majority White-NH Tracts,75.19,1
2020,17,23074,race-ethnicity,Mixed Race and Ethnicity Tracts,58.94,1
2020,17,24582,race-ethnicity,All,99.05,1
2020,17,24582,race-ethnicity,Majority Non-White Tracts,80.65,1
2020,17,24582,race-ethnicity,Majority White-NH Tracts,96.84,1
2020,17,24582,race-ethnicity,Mixed Race and Ethnicity Tracts,89.37,1
2020,17,38570,race-ethnicity,All,73.77,1
2020,17,38570,race-ethnicity,Majority Non-White Tracts,58.12,1
2020,17,38570,race-ethnicity,Majority White-NH Tracts,64.46,1
2020,17,38570,race-ethnicity,Mixed Race and Ethnicity Tracts,48.74,1
2020,17,51622,race-ethnicity,All,77.01,1
2020,17,51622,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,17,51622,race-ethnicity,Majority White-NH Tracts,74.61,1
2020,17,51622,race-ethnicity,Mixed Race and Ethnicity Tracts,46.19,1
2020,17,59000,race-ethnicity,All,93.45,1
2020,17,59000,race-ethnicity,Majority Non-White Tracts,71.3,1
2020,17,59000,race-ethnicity,Majority White-NH Tracts,89.92,1
2020,17,59000,race-ethnicity,Mixed Race and Ethnicity Tracts,68.45,1
2020,17,65000,race-ethnicity,All,90.72,1
2020,17,65000,race-ethnicity,Majority Non-White Tracts,60.47,1
2020,17,65000,race-ethnicity,Majority White-NH Tracts,86.18,1
2020,17,65000,race-ethnicity,Mixed Race and Ethnicity Tracts,63.23,1
2020,17,68003,race-ethnicity,All,87.86,1
2020,17,68003,race-ethnicity,Majority Non-White Tracts,58.56,2
2020,17,68003,race-ethnicity,Majority White-NH Tracts,83.58,1
2020,17,68003,race-ethnicity,Mixed Race and Ethnicity Tracts,57.1,1
2020,17,72000,race-ethnicity,All,93.72,1
2020,17,72000,race-ethnicity,Majority Non-White Tracts,71.25,1
2020,17,72000,race-ethnicity,Majority White-NH Tracts,89.82,1
2020,17,72000,race-ethnicity,Mixed Race and Ethnicity Tracts,78.51,1
2020,17,79293,race-ethnicity,All,84.24,1
2020,17,79293,race-ethnicity,Majority Non-White Tracts,57.28,1
2020,17,79293,race-ethnicity,Majority White-NH Tracts,68.69,2
2020,17,79293,race-ethnicity,Mixed Race and Ethnicity Tracts,53.23,1
2020,18,05860,race-ethnicity,All,96.12,1
2020,18,05860,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,18,05860,race-ethnicity,Majority White-NH Tracts,85.15,1
2020,18,05860,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,18,10342,race-ethnicity,All,97.56,1
2020,18,10342,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,18,10342,race-ethnicity,Majority White-NH Tracts,89.42,1
2020,18,10342,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,18,22000,race-ethnicity,All,89.08,1
2020,18,22000,race-ethnicity,Majority Non-White Tracts,52.81,1
2020,18,22000,race-ethnicity,Majority White-NH Tracts,76.31,1
2020,18,22000,race-ethnicity,Mixed Race and Ethnicity Tracts,50.62,1
2020,18,23278,race-ethnicity,All,96.7,1
2020,18,23278,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,18,23278,race-ethnicity,Majority White-NH Tracts,87.04,1
2020,18,23278,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,18,25000,race-ethnicity,All,93.39,1
2020,18,25000,race-ethnicity,Majority Non-White Tracts,55.81,1
2020,18,25000,race-ethnicity,Majority White-NH Tracts,79.93,1
2020,18,25000,race-ethnicity,Mixed Race and Ethnicity Tracts,59.15,1
2020,18,31000,race-ethnicity,All,30.17,1
2020,18,31000,race-ethnicity,Majority Non-White Tracts,44.27,1
2020,18,31000,race-ethnicity,Majority White-NH Tracts,39.81,1
2020,18,31000,race-ethnicity,Mixed Race and Ethnicity Tracts,21.44,1
2020,18,36003,race-ethnicity,All,99.43,1
2020,18,36003,race-ethnicity,Majority Non-White Tracts,75.62,1
2020,18,36003,race-ethnicity,Majority White-NH Tracts,93.67,1
2020,18,36003,race-ethnicity,Mixed Race and Ethnicity Tracts,78.91,1
2020,18,71000,race-ethnicity,All,4.24,1
2020,18,71000,race-ethnicity,Majority Non-White Tracts,9.46,1
2020,18,71000,race-ethnicity,Majority White-NH Tracts,3.2,1
2020,18,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,5.17,1
2020,19,12000,race-ethnicity,All,99.61,1
2020,19,12000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,19,12000,race-ethnicity,Majority White-NH Tracts,93.28,1
2020,19,12000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,19,19000,race-ethnicity,All,99.71,1
2020,19,19000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,19,19000,race-ethnicity,Majority White-NH Tracts,93.68,1
2020,19,19000,race-ethnicity,Mixed Race and Ethnicity Tracts,87.42,1
2020,19,21000,race-ethnicity,All,99.03,1
2020,19,21000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,19,21000,race-ethnicity,Majority White-NH Tracts,90.53,1
2020,19,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,73.43,1
2020,19,73335,race-ethnicity,All,95.53,1
2020,19,73335,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,19,73335,race-ethnicity,Majority White-NH Tracts,83.66,1
2020,19,73335,race-ethnicity,Mixed Race and Ethnicity Tracts,67.93,1
2020,20,36000,race-ethnicity,All,99.59,1
2020,20,36000,race-ethnicity,Majority Non-White Tracts,86.42,1
2020,20,36000,race-ethnicity,Majority White-NH Tracts,96.67,1
2020,20,36000,race-ethnicity,Mixed Race and Ethnicity Tracts,86.86,1
2020,20,38900,race-ethnicity,All,97.57,1
2020,20,38900,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,20,38900,race-ethnicity,Majority White-NH Tracts,89.36,1
2020,20,38900,race-ethnicity,Mixed Race and Ethnicity Tracts,72.63,1
2020,20,52575,race-ethnicity,All,98.11,1
2020,20,52575,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,20,52575,race-ethnicity,Majority White-NH Tracts,93.44,1
2020,20,52575,race-ethnicity,Mixed Race and Ethnicity Tracts,82.39,1
2020,20,53775,race-ethnicity,All,98.65,1
2020,20,53775,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,20,53775,race-ethnicity,Majority White-NH Tracts,96.54,1
2020,20,53775,race-ethnicity,Mixed Race and Ethnicity Tracts,76.11,1
2020,20,71000,race-ethnicity,All,97.3,1
2020,20,71000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,20,71000,race-ethnicity,Majority White-NH Tracts,88.36,1
2020,20,71000,race-ethnicity,Mixed Race and Ethnicity Tracts,66.44,1
2020,20,79000,race-ethnicity,All,95.68,1
2020,20,79000,race-ethnicity,Majority Non-White Tracts,51.95,1
2020,20,79000,race-ethnicity,Majority White-NH Tracts,76.61,1
2020,20,79000,race-ethnicity,Mixed Race and Ethnicity Tracts,51.69,1
2020,21,46027,race-ethnicity,All,89.89,1
2020,21,46027,race-ethnicity,Majority Non-White Tracts,67.81,1
2020,21,46027,race-ethnicity,Majority White-NH Tracts,91.76,1
2020,21,46027,race-ethnicity,Mixed Race and Ethnicity Tracts,75.65,1
2020,21,48006,race-ethnicity,All,83.57,1
2020,21,48006,race-ethnicity,Majority Non-White Tracts,67.98,1
2020,21,48006,race-ethnicity,Majority White-NH Tracts,89.13,1
2020,21,48006,race-ethnicity,Mixed Race and Ethnicity Tracts,70.57,1
2020,22,05000,race-ethnicity,All,98.77,1
2020,22,05000,race-ethnicity,Majority Non-White Tracts,58.83,1
2020,22,05000,race-ethnicity,Majority White-NH Tracts,86.16,1
2020,22,05000,race-ethnicity,Mixed Race and Ethnicity Tracts,58.12,1
2020,22,40735,race-ethnicity,All,99.39,1
2020,22,40735,race-ethnicity,Majority Non-White Tracts,60.78,1
2020,22,40735,race-ethnicity,Majority White-NH Tracts,87.31,1
2020,22,40735,race-ethnicity,Mixed Race and Ethnicity Tracts,65.42,1
2020,22,41155,race-ethnicity,All,81.35,1
2020,22,41155,race-ethnicity,Majority Non-White Tracts,43.01,1
2020,22,41155,race-ethnicity,Majority White-NH Tracts,69.68,1
2020,22,41155,race-ethnicity,Mixed Race and Ethnicity Tracts,41.46,1
2020,22,55000,race-ethnicity,All,100,1
2020,22,55000,race-ethnicity,Majority Non-White Tracts,75.07,1
2020,22,55000,race-ethnicity,Majority White-NH Tracts,96.82,1
2020,22,55000,race-ethnicity,Mixed Race and Ethnicity Tracts,86.53,1
2020,22,70000,race-ethnicity,All,91.39,1
2020,22,70000,race-ethnicity,Majority Non-White Tracts,50.82,1
2020,22,70000,race-ethnicity,Majority White-NH Tracts,78.11,1
2020,22,70000,race-ethnicity,Mixed Race and Ethnicity Tracts,48.23,1
2020,24,04000,race-ethnicity,All,97.76,1
2020,24,04000,race-ethnicity,Majority Non-White Tracts,97.06,1
2020,24,04000,race-ethnicity,Majority White-NH Tracts,99.72,1
2020,24,04000,race-ethnicity,Mixed Race and Ethnicity Tracts,98.46,1
2020,24,30325,race-ethnicity,All,66.23,1
2020,24,30325,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,24,30325,race-ethnicity,Majority White-NH Tracts,89.58,1
2020,24,30325,race-ethnicity,Mixed Race and Ethnicity Tracts,68.47,1
2020,25,07000,race-ethnicity,All,100,1
2020,25,07000,race-ethnicity,Majority Non-White Tracts,99.96,1
2020,25,07000,race-ethnicity,Majority White-NH Tracts,100,1
2020,25,07000,race-ethnicity,Mixed Race and Ethnicity Tracts,100,1
2020,25,09000,race-ethnicity,All,83.47,1
2020,25,09000,race-ethnicity,Majority Non-White Tracts,91.78,1
2020,25,09000,race-ethnicity,Majority White-NH Tracts,NA,NA
2020,25,09000,race-ethnicity,Mixed Race and Ethnicity Tracts,88.81,1
2020,25,11000,race-ethnicity,All,97.98,1
2020,25,11000,race-ethnicity,Majority Non-White Tracts,99.45,1
2020,25,11000,race-ethnicity,Majority White-NH Tracts,99.96,1
2020,25,11000,race-ethnicity,Mixed Race and Ethnicity Tracts,99.79,1
2020,25,23000,race-ethnicity,All,56.45,1
2020,25,23000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,23000,race-ethnicity,Majority White-NH Tracts,89.44,1
2020,25,23000,race-ethnicity,Mixed Race and Ethnicity Tracts,73.82,1
2020,25,34550,race-ethnicity,All,90.32,1
2020,25,34550,race-ethnicity,Majority Non-White Tracts,98.91,1
2020,25,34550,race-ethnicity,Majority White-NH Tracts,NA,NA
2020,25,34550,race-ethnicity,Mixed Race and Ethnicity Tracts,96.06,1
2020,25,37000,race-ethnicity,All,89.92,1
2020,25,37000,race-ethnicity,Majority Non-White Tracts,95.09,1
2020,25,37000,race-ethnicity,Majority White-NH Tracts,99.21,1
2020,25,37000,race-ethnicity,Mixed Race and Ethnicity Tracts,95.71,1
2020,25,37490,race-ethnicity,All,95.16,1
2020,25,37490,race-ethnicity,Majority Non-White Tracts,99.2,1
2020,25,37490,race-ethnicity,Majority White-NH Tracts,99.08,1
2020,25,37490,race-ethnicity,Mixed Race and Ethnicity Tracts,99.02,1
2020,25,45000,race-ethnicity,All,51.61,1
2020,25,45000,race-ethnicity,Majority Non-White Tracts,67.67,1
2020,25,45000,race-ethnicity,Majority White-NH Tracts,85.17,1
2020,25,45000,race-ethnicity,Mixed Race and Ethnicity Tracts,67.77,1
2020,25,45560,race-ethnicity,All,93.15,1
2020,25,45560,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,45560,race-ethnicity,Majority White-NH Tracts,99.67,1
2020,25,45560,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,25,55745,race-ethnicity,All,97.18,1
2020,25,55745,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,55745,race-ethnicity,Majority White-NH Tracts,99.87,1
2020,25,55745,race-ethnicity,Mixed Race and Ethnicity Tracts,99.21,1
2020,25,62535,race-ethnicity,All,98.39,1
2020,25,62535,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,62535,race-ethnicity,Majority White-NH Tracts,99.97,1
2020,25,62535,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,25,67000,race-ethnicity,All,77.42,1
2020,25,67000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,67000,race-ethnicity,Majority White-NH Tracts,96.08,1
2020,25,67000,race-ethnicity,Mixed Race and Ethnicity Tracts,89.72,1
2020,25,82000,race-ethnicity,All,78.63,1
2020,25,82000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,25,82000,race-ethnicity,Majority White-NH Tracts,96.95,1
2020,25,82000,race-ethnicity,Mixed Race and Ethnicity Tracts,90.58,1
2020,26,03000,race-ethnicity,All,100,1
2020,26,03000,race-ethnicity,Majority Non-White Tracts,NA,NA
2020,26,03000,race-ethnicity,Majority White-NH Tracts,98.85,1
2020,26,03000,race-ethnicity,Mixed Race and Ethnicity Tracts,91.26,1
2020,26,21000,race-ethnicity,All,95.44,1
2020,26,21000,race-ethnicity,Majority Non-White Tracts,NA,1
2020,26,21000,race-ethnicity,Majority White-NH Tracts,94.73,1
2020,26,21000,race-ethnicity,Mixed Race and Ethnicity Tracts,NA,NA
2020,26,22000,race-ethnicity,All,98.12,1
2020,26,22000,race-ethnicity,Majority Non-White Tracts,81.91,1
2020,26,22000,race-ethnicity,Majority White-NH Tracts,97.01,1
2020,26,22000,race-ethnicity,Mixed Race and Ethnicity Tracts,87.7,1
2020,26,27440,race-ethnicity,All,95.84,1
2020,26,27440,race-ethnicity,Majority Non-White Tracts,77.7,1
2020,26,27440,race-ethnicity,Majority White-NH Tracts,94.9,1
2020,26,27440,race-ethnicity,Mixed Race and Ethnicity Tracts,79.59,1
2020,26,29000,race-ethnicity,All,87.11,1
2020,26,29000,race-ethnicity,Majority Non-White Tracts,61.81,1
2020,26,29000,race-ethnicity,Majority White-NH Tracts,86.24,1
2020,26,29000,race-ethnicity,Mixed Race and Ethnicity Tracts,65.53,1
2020,26,34000,race-ethnicity,All,98.93,1
2020,26,34000,race-ethnicity,Majority Non-White Tracts,83.89,1
2020,26,34000,race-ethnicity,Majority White-NH Tracts,97.43,1
2020,26,34000,race-ethnicity,Mixed Race and Ethnicity Tracts,86.88,1
2020,26,46000,race-ethnicity,All,96.64,1
2020,26,46000,race-ethnicity,Majority Non-White Tracts,71.21,1
