year,state,county,subgroup_type,subgroup,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2022,29,031,all,All,1,1,0.30050668186712265,1
2022,29,031,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,031,race-ethnicity,White neighborhoods,1,1,0.3043846625349043,1
2022,29,031,race-ethnicity,Mixed neighborhoods,2,1,0.2490235081374322,1
2022,29,033,all,All,1,1,0.35364716364716364,1
2022,29,033,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,033,race-ethnicity,White neighborhoods,1,1,0.35364716364716364,1
2022,29,033,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,035,all,All,1,2,0.4524987012987013,2
2022,29,035,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,035,race-ethnicity,White neighborhoods,1,2,0.4524987012987013,2
2022,29,035,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,037,all,All,1,1,0.25991378479915234,1
2022,29,037,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,037,race-ethnicity,White neighborhoods,1,1,0.25991378479915234,1
2022,29,037,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,039,all,All,1,1,0.44897735573411246,1
2022,29,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,039,race-ethnicity,White neighborhoods,1,1,0.44897735573411246,1
2022,29,039,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,041,all,All,1,1,0.35560015438054804,1
2022,29,041,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,041,race-ethnicity,White neighborhoods,1,1,0.35560015438054804,1
2022,29,041,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,043,all,All,1,1,0.32627398162281884,1
2022,29,043,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,043,race-ethnicity,White neighborhoods,1,1,0.32627398162281884,1
2022,29,043,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,045,all,All,0,1,0.3567478260869565,1
2022,29,045,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,045,race-ethnicity,White neighborhoods,0,1,0.3567478260869565,1
2022,29,045,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,047,all,All,2,1,0.23849066843549308,1
2022,29,047,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,047,race-ethnicity,White neighborhoods,2,1,0.23875550481161312,1
2022,29,047,race-ethnicity,Mixed neighborhoods,2,2,0.22000000000000003,2
2022,29,049,all,All,1,1,0.27506772710326827,1
2022,29,049,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,049,race-ethnicity,White neighborhoods,1,1,0.27506772710326827,1
2022,29,049,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,051,all,All,2,1,0.27299061390998647,1
2022,29,051,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,051,race-ethnicity,White neighborhoods,2,1,0.27922820131354553,1
2022,29,051,race-ethnicity,Mixed neighborhoods,7,1,0.20667052469135805,1
2022,29,053,all,All,1,1,0.3124179591836735,1
2022,29,053,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,053,race-ethnicity,White neighborhoods,1,1,0.3124179591836735,1
2022,29,053,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,055,all,All,1,1,0.3722746365105008,1
2022,29,055,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,055,race-ethnicity,White neighborhoods,1,1,0.3722746365105008,1
2022,29,055,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,057,all,All,0,1,0.43,1
2022,29,057,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,057,race-ethnicity,White neighborhoods,0,1,0.43,1
2022,29,057,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,059,all,All,1,1,0.34635978195033307,1
2022,29,059,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,059,race-ethnicity,White neighborhoods,1,1,0.34635978195033307,1
2022,29,059,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,061,all,All,1,1,0.3682294429708223,1
2022,29,061,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,061,race-ethnicity,White neighborhoods,1,1,0.3682294429708223,1
2022,29,061,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,063,all,All,1,1,0.3215720053835801,1
2022,29,063,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,063,race-ethnicity,White neighborhoods,1,1,0.3215720053835801,1
2022,29,063,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,065,all,All,1,1,0.38285321888412016,1
2022,29,065,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,065,race-ethnicity,White neighborhoods,1,1,0.38285321888412016,1
2022,29,065,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,067,all,All,0,1,0.4295818890814559,1
2022,29,067,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,067,race-ethnicity,White neighborhoods,0,1,0.4295818890814559,1
2022,29,067,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,069,all,All,1,1,0.39633914136878035,1
2022,29,069,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,069,race-ethnicity,White neighborhoods,1,1,0.393333973312854,1
2022,29,069,race-ethnicity,Mixed neighborhoods,0,1,0.44,1
2022,29,071,all,All,1,1,0.2776177972634419,1
2022,29,071,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,071,race-ethnicity,White neighborhoods,1,1,0.2776177972634419,1
2022,29,071,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,073,all,All,1,1,0.32853768844221104,1
2022,29,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,073,race-ethnicity,White neighborhoods,1,1,0.32853768844221104,1
2022,29,073,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,075,all,All,1,1,0.38008947592671494,1
2022,29,075,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,075,race-ethnicity,White neighborhoods,1,1,0.38008947592671494,1
2022,29,075,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,077,all,All,1,1,0.2792632847478052,1
2022,29,077,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,077,race-ethnicity,White neighborhoods,1,1,0.2792632847478052,1
2022,29,077,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,079,all,All,1,1,0.37761692065160274,1
2022,29,079,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,079,race-ethnicity,White neighborhoods,1,1,0.37761692065160274,1
2022,29,079,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,081,all,All,1,1,0.3979522071025556,1
2022,29,081,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,081,race-ethnicity,White neighborhoods,1,1,0.3979522071025556,1
2022,29,081,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,083,all,All,1,1,0.34507953684666165,1
2022,29,083,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,083,race-ethnicity,White neighborhoods,1,1,0.34507953684666165,1
2022,29,083,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,085,all,All,1,1,0.532134703196347,1
2022,29,085,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,085,race-ethnicity,White neighborhoods,1,1,0.532134703196347,1
2022,29,085,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,087,all,All,1,1,0.3785435779816514,1
2022,29,087,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,087,race-ethnicity,White neighborhoods,1,1,0.3785435779816514,1
2022,29,087,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,089,all,All,1,1,0.31016716417910445,1
2022,29,089,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,089,race-ethnicity,White neighborhoods,1,1,0.31016716417910445,1
2022,29,089,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,091,all,All,1,1,0.4067290870213179,1
2022,29,091,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,091,race-ethnicity,White neighborhoods,1,1,0.4067290870213179,1
2022,29,091,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,093,all,All,1,1,0.3717901073017535,1
2022,29,093,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,093,race-ethnicity,White neighborhoods,1,1,0.3717901073017535,1
2022,29,093,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,095,all,All,7,1,0.21950928044749551,1
2022,29,095,race-ethnicity,Neighborhoods of color,9,1,0.2084372339683204,1
2022,29,095,race-ethnicity,White neighborhoods,7,1,0.22542177538008826,1
2022,29,095,race-ethnicity,Mixed neighborhoods,8,1,0.2128422833367625,1
2022,29,097,all,All,2,1,0.3179208525515469,1
2022,29,097,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,097,race-ethnicity,White neighborhoods,2,1,0.3191237527239362,1
2022,29,097,race-ethnicity,Mixed neighborhoods,1,1,0.30442614513638705,1
2022,29,099,all,All,1,1,0.26678491700884854,1
2022,29,099,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,099,race-ethnicity,White neighborhoods,1,1,0.26678491700884854,1
2022,29,099,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,101,all,All,1,1,0.3120249357201766,1
2022,29,101,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,101,race-ethnicity,White neighborhoods,1,1,0.3120249357201766,1
2022,29,101,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,103,all,All,1,1,0.4521403812824957,1
2022,29,103,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,103,race-ethnicity,White neighborhoods,1,1,0.4521403812824957,1
2022,29,103,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,105,all,All,1,1,0.39605019170442657,1
2022,29,105,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,105,race-ethnicity,White neighborhoods,1,1,0.39605019170442657,1
2022,29,105,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,107,all,All,1,1,0.27171722153719685,1
2022,29,107,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,107,race-ethnicity,White neighborhoods,1,1,0.27171722153719685,1
2022,29,107,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,109,all,All,1,1,0.3669184496547953,1
2022,29,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,109,race-ethnicity,White neighborhoods,1,1,0.3669184496547953,1
2022,29,109,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,111,all,All,1,1,0.3365605286872935,1
2022,29,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,111,race-ethnicity,White neighborhoods,1,1,0.3365605286872935,1
2022,29,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,113,all,All,1,1,0.28504120941669325,1
2022,29,113,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,113,race-ethnicity,White neighborhoods,1,1,0.28504120941669325,1
2022,29,113,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,115,all,All,1,1,0.34360360360360365,1
2022,29,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,115,race-ethnicity,White neighborhoods,1,1,0.34360360360360365,1
2022,29,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,117,all,All,1,1,0.31628043199707123,1
2022,29,117,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,117,race-ethnicity,White neighborhoods,1,1,0.31628043199707123,1
2022,29,117,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,119,all,All,1,1,0.43303488510536975,1
2022,29,119,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,119,race-ethnicity,White neighborhoods,1,1,0.4401590023382697,1
2022,29,119,race-ethnicity,Mixed neighborhoods,1,1,0.41,1
2022,29,121,all,All,1,1,0.3712670998632011,1
2022,29,121,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,121,race-ethnicity,White neighborhoods,1,1,0.3712670998632011,1
2022,29,121,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,123,all,All,1,1,0.37897258795596805,1
2022,29,123,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,123,race-ethnicity,White neighborhoods,1,1,0.37897258795596805,1
2022,29,123,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,125,all,All,1,1,0.360635757912271,1
2022,29,125,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,125,race-ethnicity,White neighborhoods,1,1,0.360635757912271,1
2022,29,125,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,127,all,All,1,1,0.29699335989375836,1
2022,29,127,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,127,race-ethnicity,White neighborhoods,1,1,0.29699335989375836,1
2022,29,127,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,129,all,All,0,2,0.4240383080606544,2
2022,29,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,129,race-ethnicity,White neighborhoods,0,2,0.4240383080606544,2
2022,29,129,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,131,all,All,1,1,0.3830674179517596,1
2022,29,131,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,131,race-ethnicity,White neighborhoods,1,1,0.3830674179517596,1
2022,29,131,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,133,all,All,1,2,0.4320641803989592,2
2022,29,133,race-ethnicity,Neighborhoods of color,1,2,0.41,2
2022,29,133,race-ethnicity,White neighborhoods,1,2,0.4413783533765032,2
2022,29,133,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,135,all,All,0,1,0.320479704797048,1
2022,29,135,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,135,race-ethnicity,White neighborhoods,0,1,0.320479704797048,1
2022,29,135,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,137,all,All,1,1,0.40369343065693436,1
2022,29,137,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,137,race-ethnicity,White neighborhoods,1,1,0.40369343065693436,1
2022,29,137,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,139,all,All,1,1,0.3475193798449613,1
2022,29,139,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,139,race-ethnicity,White neighborhoods,1,1,0.3475193798449613,1
2022,29,139,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,141,all,All,0,1,0.42325575447570335,1
2022,29,141,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,141,race-ethnicity,White neighborhoods,0,1,0.42325575447570335,1
2022,29,141,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,143,all,All,1,1,0.41953612054956413,1
2022,29,143,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,143,race-ethnicity,White neighborhoods,1,1,0.41953612054956413,1
2022,29,143,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,145,all,All,1,1,0.3444836524032559,1
2022,29,145,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,145,race-ethnicity,White neighborhoods,1,1,0.3444836524032559,1
2022,29,145,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,147,all,All,1,1,0.34516281321873865,1
2022,29,147,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,147,race-ethnicity,White neighborhoods,1,1,0.34516281321873865,1
2022,29,147,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,149,all,All,1,1,0.4605527638190955,1
2022,29,149,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,149,race-ethnicity,White neighborhoods,1,1,0.4605527638190955,1
2022,29,149,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,151,all,All,1,1,0.323536398467433,1
2022,29,151,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,151,race-ethnicity,White neighborhoods,1,1,0.323536398467433,1
2022,29,151,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,153,all,All,0,2,0.505503557744937,2
2022,29,153,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,153,race-ethnicity,White neighborhoods,0,2,0.505503557744937,2
2022,29,153,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,155,all,All,1,1,0.46683027888446216,1
2022,29,155,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,155,race-ethnicity,White neighborhoods,1,1,0.49816918878690153,1
2022,29,155,race-ethnicity,Mixed neighborhoods,1,1,0.41053475935828876,1
2022,29,157,all,All,1,1,0.3387228817028244,1
2022,29,157,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,157,race-ethnicity,White neighborhoods,1,1,0.3387228817028244,1
2022,29,157,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,159,all,All,1,1,0.32644705318639194,1
2022,29,159,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,159,race-ethnicity,White neighborhoods,1,1,0.32772921376538555,1
2022,29,159,race-ethnicity,Mixed neighborhoods,1,1,0.3,1
2022,29,161,all,All,1,1,0.32932036097010714,1
2022,29,161,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,161,race-ethnicity,White neighborhoods,1,1,0.32932036097010714,1
2022,29,161,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,163,all,All,1,1,0.36908990011098786,1
2022,29,163,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,163,race-ethnicity,White neighborhoods,1,1,0.36908990011098786,1
2022,29,163,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,165,all,All,2,1,0.24132892080927568,1
2022,29,165,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,165,race-ethnicity,White neighborhoods,2,1,0.2421058547052212,1
2022,29,165,race-ethnicity,Mixed neighborhoods,2,1,0.23253325621746676,1
2022,29,167,all,All,1,1,0.3390282131661442,1
2022,29,167,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,167,race-ethnicity,White neighborhoods,1,1,0.3390282131661442,1
2022,29,167,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,169,all,All,1,1,0.3307308503162333,1
2022,29,169,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,169,race-ethnicity,White neighborhoods,1,1,0.34097021773588054,1
2022,29,169,race-ethnicity,Mixed neighborhoods,1,1,0.29725040916530276,1
2022,29,171,all,All,1,1,0.4148868778280543,1
2022,29,171,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,171,race-ethnicity,White neighborhoods,1,1,0.4148868778280543,1
2022,29,171,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,173,all,All,1,1,0.3435276532137519,1
2022,29,173,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,173,race-ethnicity,White neighborhoods,1,1,0.3435276532137519,1
2022,29,173,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,175,all,All,1,1,0.3579112185474124,1
2022,29,175,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,175,race-ethnicity,White neighborhoods,1,1,0.3579112185474124,1
2022,29,175,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,177,all,All,1,1,0.27519206656787876,1
2022,29,177,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,177,race-ethnicity,White neighborhoods,1,1,0.27519206656787876,1
2022,29,177,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,179,all,All,1,1,0.48421394543092244,1
2022,29,179,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,179,race-ethnicity,White neighborhoods,1,1,0.48421394543092244,1
2022,29,179,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,181,all,All,1,1,0.444400406504065,1
2022,29,181,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,181,race-ethnicity,White neighborhoods,1,1,0.444400406504065,1
2022,29,181,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,183,all,All,2,1,0.2509369424674353,1
2022,29,183,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,183,race-ethnicity,White neighborhoods,2,1,0.2509369424674353,1
2022,29,183,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,185,all,All,1,1,0.4467332490518331,1
2022,29,185,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,185,race-ethnicity,White neighborhoods,1,1,0.4467332490518331,1
2022,29,185,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,186,all,All,1,1,0.34478444038758604,1
2022,29,186,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,186,race-ethnicity,White neighborhoods,1,1,0.34478444038758604,1
2022,29,186,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,187,all,All,1,1,0.3394076669586618,1
2022,29,187,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,187,race-ethnicity,White neighborhoods,1,1,0.3394076669586618,1
2022,29,187,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,189,all,All,5,1,0.2314412687811404,1
2022,29,189,race-ethnicity,Neighborhoods of color,4,1,0.22287289960314113,1
2022,29,189,race-ethnicity,White neighborhoods,5,1,0.23585562916365127,1
2022,29,189,race-ethnicity,Mixed neighborhoods,7,1,0.22374373190916877,1
2022,29,195,all,All,1,1,0.35917392418032784,1
2022,29,195,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,195,race-ethnicity,White neighborhoods,1,1,0.35917392418032784,1
2022,29,195,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,197,all,All,1,1,0.41412974683544296,1
2022,29,197,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,197,race-ethnicity,White neighborhoods,1,1,0.41412974683544296,1
2022,29,197,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,199,all,All,1,1,0.37284872298624755,1
2022,29,199,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,199,race-ethnicity,White neighborhoods,1,1,0.37284872298624755,1
2022,29,199,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,201,all,All,1,1,0.34886147757255936,1
2022,29,201,race-ethnicity,Neighborhoods of color,1,2,0.28,2
2022,29,201,race-ethnicity,White neighborhoods,1,1,0.3574017332095326,1
2022,29,201,race-ethnicity,Mixed neighborhoods,1,1,0.32,1
2022,29,203,all,All,1,2,0.4375808209226298,2
2022,29,203,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,203,race-ethnicity,White neighborhoods,1,2,0.4375808209226298,2
2022,29,203,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,205,all,All,1,1,0.39202370872142256,1
2022,29,205,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,205,race-ethnicity,White neighborhoods,1,1,0.39202370872142256,1
2022,29,205,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,207,all,All,1,1,0.38260198744769874,1
2022,29,207,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,207,race-ethnicity,White neighborhoods,1,1,0.38260198744769874,1
2022,29,207,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,209,all,All,1,1,0.3422976583372623,1
2022,29,209,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,209,race-ethnicity,White neighborhoods,1,1,0.3422976583372623,1
2022,29,209,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,211,all,All,1,1,0.4039628327473631,1
2022,29,211,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,211,race-ethnicity,White neighborhoods,1,1,0.4340340909090909,1
2022,29,211,race-ethnicity,Mixed neighborhoods,1,1,0.37,1
2022,29,213,all,All,1,1,0.34268858532067614,1
2022,29,213,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,213,race-ethnicity,White neighborhoods,1,1,0.34623169508525586,1
2022,29,213,race-ethnicity,Mixed neighborhoods,1,2,0.3,2
2022,29,215,all,All,1,1,0.4661028387787895,1
2022,29,215,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,215,race-ethnicity,White neighborhoods,1,1,0.4661028387787895,1
2022,29,215,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,217,all,All,1,1,0.35687371399176954,1
2022,29,217,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,217,race-ethnicity,White neighborhoods,1,1,0.35687371399176954,1
2022,29,217,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,219,all,All,1,1,0.28537613836381726,1
2022,29,219,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,219,race-ethnicity,White neighborhoods,1,1,0.28537613836381726,1
2022,29,219,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,221,all,All,1,1,0.39487156775907883,1
2022,29,221,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,221,race-ethnicity,White neighborhoods,1,1,0.39487156775907883,1
2022,29,221,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,223,all,All,1,1,0.45448106904231633,1
2022,29,223,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,223,race-ethnicity,White neighborhoods,1,1,0.45448106904231633,1
2022,29,223,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,225,all,All,1,1,0.34420427207115256,1
2022,29,225,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,225,race-ethnicity,White neighborhoods,1,1,0.34420427207115256,1
2022,29,225,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,227,all,All,1,1,0.47000000000000003,1
2022,29,227,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,227,race-ethnicity,White neighborhoods,1,1,0.47000000000000003,1
2022,29,227,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,229,all,All,1,1,0.45984761904761906,1
2022,29,229,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2022,29,229,race-ethnicity,White neighborhoods,1,1,0.45984761904761906,1
2022,29,229,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2022,29,510,all,All,8,1,0.19079191102971496,1
2022,29,510,race-ethnicity,Neighborhoods of color,8,1,0.18669209631932898,1
2022,29,510,race-ethnicity,White neighborhoods,8,1,0.19869040175780206,1
2022,29,510,race-ethnicity,Mixed neighborhoods,9,1,0.18401177433572594,1
2022,30,001,all,All,0,1,0.37765765765765763,1
