year,state,county,r_black_nh_hv_hh,black_nh_wealth_quality,r_hispanic_hv_hh,hispanic_wealth_quality,r_other_nh_hv_hh,other_nh_wealth_quality,r_white_nh_hv_hh,white_nh_wealth_quality
2019,20,111,0.8%:1.3%,3,3.9%:8.2%,3,3.3%:2.9%,3,92.0%:87.6%,3
2019,20,113,5.0%:3.2%,3,2.0%:5.2%,3,0.9%:2.8%,3,92.1%:88.8%,3
2019,20,115,0.8%:1.3%,3,3.9%:8.2%,3,3.3%:2.9%,3,92.0%:87.6%,3
2019,20,117,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,119,0.2%:1.7%,3,26.1%:37.3%,3,3.9%:3.1%,3,69.8%:57.8%,3
2019,20,121,0.6%:1.0%,3,1.0%:1.8%,3,1.8%:2.9%,3,96.6%:94.2%,3
2019,20,123,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,125,1.7%:3.3%,3,2.1%:4.3%,3,4.3%:5.4%,3,91.8%:87.0%,3
2019,20,127,0.8%:1.3%,3,3.9%:8.2%,3,3.3%:2.9%,3,92.0%:87.6%,3
2019,20,129,0.2%:1.7%,3,26.1%:37.3%,3,3.9%:3.1%,3,69.8%:57.8%,3
2019,20,131,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,133,1.7%:3.3%,3,2.1%:4.3%,3,4.3%:5.4%,3,91.8%:87.0%,3
2019,20,135,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,137,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,139,0.5%:1.6%,3,2.4%:3.2%,3,3.2%:3.4%,3,93.9%:91.8%,3
2019,20,141,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,143,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,145,0.8%:1.5%,3,2.8%:7.6%,3,2.5%:3.4%,3,94.0%:87.5%,3
2019,20,147,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,149,3.1%:5.7%,3,2.2%:7.0%,3,2.3%:8.4%,3,92.4%:78.9%,3
2019,20,151,0.8%:1.5%,3,2.8%:7.6%,3,2.5%:3.4%,3,94.0%:87.5%,3
2019,20,153,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,155,5.0%:3.2%,3,2.0%:5.2%,3,0.9%:2.8%,3,92.1%:88.8%,2
2019,20,157,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,159,5.0%:3.2%,3,2.0%:5.2%,3,0.9%:2.8%,3,92.1%:88.8%,3
2019,20,161,3.1%:5.7%,3,2.2%:7.0%,3,2.3%:8.4%,3,92.4%:78.9%,2
2019,20,163,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,165,0.8%:1.5%,3,2.8%:7.6%,3,2.5%:3.4%,3,94.0%:87.5%,3
2019,20,167,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,169,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,2
2019,20,171,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,173,2.3%:7.1%,1,6.7%:9.7%,1,4.7%:6.4%,1,86.3%:76.8%,1
2019,20,175,0.2%:1.7%,3,26.1%:37.3%,3,3.9%:3.1%,3,69.8%:57.8%,3
2019,20,177,2.1%:8.7%,3,4.2%:9.0%,3,3.2%:3.6%,3,90.5%:78.6%,1
2019,20,179,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,181,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,183,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,185,0.8%:1.5%,3,2.8%:7.6%,3,2.5%:3.4%,3,94.0%:87.5%,3
2019,20,187,0.2%:1.7%,3,26.1%:37.3%,3,3.9%:3.1%,3,69.8%:57.8%,3
2019,20,189,0.2%:1.7%,3,26.1%:37.3%,3,3.9%:3.1%,3,69.8%:57.8%,3
2019,20,191,0.8%:1.5%,3,2.8%:7.6%,3,2.5%:3.4%,3,94.0%:87.5%,3
2019,20,193,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,195,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,197,0.5%:1.6%,3,2.4%:3.2%,3,3.2%:3.4%,3,93.9%:91.8%,3
2019,20,199,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,201,1.8%:2.4%,3,3.1%:3.4%,3,1.7%:2.5%,3,93.4%:91.7%,3
2019,20,203,0.0%:0.2%,3,2.7%:6.2%,3,1.2%:2.8%,3,96.0%:90.8%,3
2019,20,205,0.8%:1.3%,3,3.9%:8.2%,3,3.3%:2.9%,3,92.0%:87.6%,3
2019,20,207,0.8%:1.3%,3,3.9%:8.2%,3,3.3%:2.9%,3,92.0%:87.6%,3
2019,20,209,16.1%:25.0%,1,15.1%:21.2%,1,6.9%:7.9%,3,61.9%:45.9%,1
2019,21,001,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,003,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,005,5.0%:8.2%,3,1.5%:3.3%,3,0.7%:1.5%,3,92.8%:87.1%,3
2019,21,007,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,009,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,011,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,013,0.8%:2.1%,3,0.4%:0.6%,3,0.4%:1.1%,3,98.4%:96.1%,3
2019,21,015,2.0%:3.9%,3,1.6%:1.8%,3,3.7%:3.6%,3,92.7%:90.7%,1
2019,21,017,3.6%:5.1%,3,0.3%:1.3%,3,0.5%:1.3%,3,95.6%:92.2%,3
2019,21,019,1.8%:1.3%,3,1.3%:2.2%,3,0.3%:0.9%,3,96.6%:95.6%,2
2019,21,021,2.0%:4.8%,3,0.3%:2.8%,3,0.6%:0.7%,3,97.1%:91.7%,3
2019,21,023,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,025,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,027,6.5%:8.4%,3,4.2%:4.2%,3,3.5%:3.8%,3,85.8%:83.5%,3
2019,21,029,0.2%:3.0%,3,0.3%:1.5%,3,0.5%:0.6%,3,99.1%:94.9%,2
2019,21,031,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,033,1.2%:5.1%,3,0.4%:0.5%,3,0.8%:0.9%,3,97.7%:93.5%,3
2019,21,035,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,037,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,2
2019,21,039,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,041,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,3
2019,21,043,1.8%:1.3%,3,1.3%:2.2%,3,0.3%:0.9%,3,96.6%:95.6%,3
2019,21,045,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,047,5.5%:20.1%,3,2.5%:3.8%,3,4.7%:3.6%,3,87.3%:72.5%,2
2019,21,049,3.6%:5.1%,3,0.3%:1.3%,3,0.5%:1.3%,3,95.6%:92.2%,3
2019,21,051,0.1%:0.2%,3,0.3%:0.2%,3,2.2%:2.0%,3,97.4%:97.6%,3
2019,21,053,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,055,1.2%:5.1%,3,0.4%:0.5%,3,0.8%:0.9%,3,97.7%:93.5%,3
2019,21,057,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,059,1.8%:2.6%,3,1.0%:2.4%,3,0.8%:4.0%,3,96.5%:91.0%,1
2019,21,061,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,063,1.8%:1.3%,3,1.3%:2.2%,3,0.3%:0.9%,3,96.6%:95.6%,3
2019,21,065,2.2%:4.4%,3,0.0%:1.4%,3,0.2%:1.4%,3,97.7%:92.7%,3
2019,21,067,8.3%:13.9%,1,2.1%:5.7%,3,5.1%:5.5%,1,84.5%:74.9%,1
2019,21,069,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,071,0.1%:0.1%,3,0.1%:1.2%,3,1.1%:1.5%,3,98.7%:97.2%,3
2019,21,073,5.0%:8.2%,3,1.5%:3.3%,3,0.7%:1.5%,3,92.8%:87.1%,2
2019,21,075,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,077,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,3
2019,21,079,2.0%:4.8%,3,0.3%:2.8%,3,0.6%:0.7%,3,97.1%:91.7%,3
2019,21,081,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,3
2019,21,083,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,085,6.5%:8.4%,3,4.2%:4.2%,3,3.5%:3.8%,3,85.8%:83.5%,3
2019,21,087,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,089,1.8%:1.3%,3,1.3%:2.2%,3,0.3%:0.9%,3,96.6%:95.6%,3
2019,21,091,1.8%:2.6%,3,1.0%:2.4%,3,0.8%:4.0%,3,96.5%:91.0%,3
2019,21,093,5.8%:8.0%,3,3.5%:3.8%,3,3.4%:3.7%,3,87.3%:84.6%,2
2019,21,095,0.8%:2.1%,3,0.4%:0.6%,3,0.4%:1.1%,3,98.4%:96.1%,3
2019,21,097,3.6%:5.1%,3,0.3%:1.3%,3,0.5%:1.3%,3,95.6%:92.2%,3
2019,21,099,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,101,2.6%:6.5%,3,0.2%:2.4%,3,0.5%:1.2%,3,96.7%:90.0%,2
2019,21,103,9.3%:2.8%,3,0.8%:3.1%,3,2.7%:1.2%,3,87.2%:92.9%,3
2019,21,105,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,107,1.2%:5.1%,3,0.4%:0.5%,3,0.8%:0.9%,3,97.7%:93.5%,2
2019,21,109,0.1%:0.2%,3,0.3%:0.2%,3,2.2%:2.0%,3,97.4%:97.6%,3
2019,21,111,9.0%:21.0%,1,2.0%:4.1%,1,3.8%:3.8%,1,85.1%:71.1%,1
2019,21,113,2.0%:4.8%,3,0.3%:2.8%,3,0.6%:0.7%,3,97.1%:91.7%,2
2019,21,115,0.1%:0.1%,3,0.1%:1.2%,3,1.1%:1.5%,3,98.7%:97.2%,3
2019,21,117,1.0%:4.6%,3,0.6%:2.2%,3,0.8%:1.6%,3,97.5%:91.6%,1
2019,21,119,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,121,0.8%:2.1%,3,0.4%:0.6%,3,0.4%:1.1%,3,98.4%:96.1%,3
2019,21,123,2.9%:5.7%,3,1.0%:1.4%,3,3.0%:2.8%,3,93.1%:90.1%,3
2019,21,125,0.1%:0.2%,3,0.3%:0.2%,3,2.2%:2.0%,3,97.4%:97.6%,2
2019,21,127,1.8%:1.3%,3,1.3%:2.2%,3,0.3%:0.9%,3,96.6%:95.6%,3
2019,21,129,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,131,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,133,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,135,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,137,2.0%:4.8%,3,0.3%:2.8%,3,0.6%:0.7%,3,97.1%:91.7%,3
2019,21,139,1.2%:5.1%,3,0.4%:0.5%,3,0.8%:0.9%,3,97.7%:93.5%,3
2019,21,141,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,143,5.5%:20.1%,3,2.5%:3.8%,3,4.7%:3.6%,3,87.3%:72.5%,3
2019,21,145,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,147,0.6%:1.7%,3,1.4%:1.7%,3,1.7%:1.2%,3,96.4%:95.5%,3
2019,21,149,2.6%:6.5%,3,0.2%:2.4%,3,0.5%:1.2%,3,96.7%:90.0%,3
2019,21,151,2.2%:4.4%,3,0.0%:1.4%,3,0.2%:1.4%,3,97.7%:92.7%,1
2019,21,153,0.1%:0.1%,3,0.1%:1.2%,3,1.1%:1.5%,3,98.7%:97.2%,3
2019,21,155,2.9%:5.7%,3,1.0%:1.4%,3,3.0%:2.8%,3,93.1%:90.1%,3
2019,21,157,2.6%:6.4%,3,0.9%:0.9%,3,1.1%:2.3%,3,95.5%:90.4%,3
2019,21,159,0.1%:0.1%,3,0.1%:1.2%,3,1.1%:1.5%,3,98.7%:97.2%,3
2019,21,161,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,163,6.5%:8.4%,3,4.2%:4.2%,3,3.5%:3.8%,3,85.8%:83.5%,3
2019,21,165,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,167,5.0%:8.2%,3,1.5%:3.3%,3,0.7%:1.5%,3,92.8%:87.1%,3
2019,21,169,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,171,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,173,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,175,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,177,1.2%:5.1%,3,0.4%:0.5%,3,0.8%:0.9%,3,97.7%:93.5%,3
2019,21,179,2.9%:5.7%,3,1.0%:1.4%,3,3.0%:2.8%,3,93.1%:90.1%,2
2019,21,181,3.6%:5.1%,3,0.3%:1.3%,3,0.5%:1.3%,3,95.6%:92.2%,3
2019,21,183,2.6%:6.5%,3,0.2%:2.4%,3,0.5%:1.2%,3,96.7%:90.0%,3
2019,21,185,9.3%:2.8%,3,0.8%:3.1%,3,2.7%:1.2%,3,87.2%:92.9%,2
2019,21,187,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,3
2019,21,189,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,191,0.2%:1.2%,3,1.6%:3.0%,3,2.3%:2.2%,3,95.8%:93.6%,3
2019,21,193,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,195,0.1%:0.1%,3,0.1%:1.2%,3,1.1%:1.5%,3,98.7%:97.2%,2
2019,21,197,2.2%:4.4%,3,0.0%:1.4%,3,0.2%:1.4%,3,97.7%:92.7%,3
2019,21,199,0.6%:1.7%,3,1.4%:1.7%,3,1.7%:1.2%,3,96.4%:95.5%,2
2019,21,201,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,203,0.1%:0.2%,3,0.3%:0.2%,3,2.2%:2.0%,3,97.4%:97.6%,3
2019,21,205,1.2%:3.7%,3,0.1%:1.1%,3,0.0%:0.6%,3,98.6%:94.6%,3
2019,21,207,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,209,3.6%:5.1%,3,0.3%:1.3%,3,0.5%:1.3%,3,95.6%:92.2%,2
2019,21,211,6.2%:2.9%,3,0.6%:2.4%,3,2.0%:1.0%,3,91.2%:93.7%,3
2019,21,213,13.3%:6.1%,3,0.5%:0.8%,3,0.4%:0.8%,3,85.8%:92.3%,3
2019,21,215,0.2%:3.0%,3,0.3%:1.5%,3,0.5%:0.6%,3,99.1%:94.9%,3
2019,21,217,0.3%:2.4%,3,0.1%:0.1%,3,0.5%:1.8%,3,99.1%:95.7%,3
2019,21,219,5.5%:20.1%,3,2.5%:3.8%,3,4.7%:3.6%,3,87.3%:72.5%,3
2019,21,221,5.5%:20.1%,3,2.5%:3.8%,3,4.7%:3.6%,3,87.3%:72.5%,3
2019,21,223,9.3%:2.8%,3,0.8%:3.1%,3,2.7%:1.2%,3,87.2%:92.9%,3
2019,21,225,2.6%:6.5%,3,0.2%:2.4%,3,0.5%:1.2%,3,96.7%:90.0%,3
2019,21,227,4.4%:8.7%,3,3.6%:4.5%,3,4.5%:5.7%,3,87.6%:81.1%,1
2019,21,229,2.9%:5.7%,3,1.0%:1.4%,3,3.0%:2.8%,3,93.1%:90.1%,3
2019,21,231,0.6%:1.7%,3,1.4%:1.7%,3,1.7%:1.2%,3,96.4%:95.5%,3
2019,21,233,2.6%:6.5%,3,0.2%:2.4%,3,0.5%:1.2%,3,96.7%:90.0%,3
2019,21,235,0.8%:2.1%,3,0.4%:0.6%,3,0.4%:1.1%,3,98.4%:96.1%,3
2019,21,237,0.1%:0.2%,3,0.6%:0.3%,3,2.0%:2.2%,3,97.4%:97.3%,3
2019,21,239,5.0%:8.2%,3,1.5%:3.3%,3,0.7%:1.5%,3,92.8%:87.1%,3
2019,22,001,9.9%:15.2%,3,0.2%:0.2%,3,0.6%:0.9%,3,89.3%:83.7%,2
2019,22,003,7.1%:9.9%,3,1.1%:2.7%,3,2.2%:3.2%,3,89.6%:84.2%,3
2019,22,005,10.9%:17.2%,1,2.8%:6.1%,3,0.9%:0.9%,3,85.5%:75.7%,1
2019,22,007,5.0%:15.1%,3,2.0%:2.1%,3,1.8%:3.7%,3,91.1%:79.0%,3
2019,22,009,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,22,011,7.1%:9.9%,3,1.1%:2.7%,3,2.2%:3.2%,3,89.6%:84.2%,3
2019,22,013,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,015,13.9%:24.9%,2,3.1%:5.0%,3,2.2%:2.6%,3,80.8%:67.5%,2
2019,22,017,29.2%:49.4%,1,1.5%:2.2%,3,1.8%:2.2%,3,67.5%:46.2%,1
2019,22,019,12.6%:22.2%,2,0.8%:3.1%,3,1.8%:2.8%,3,84.8%:71.9%,2
2019,22,021,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,023,16.8%:30.8%,3,0.5%:3.4%,3,1.5%:2.4%,3,81.3%:63.3%,3
2019,22,025,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,22,027,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,029,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,22,031,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,033,24.1%:43.8%,1,1.4%:2.9%,3,4.0%:3.8%,3,70.6%:49.5%,1
2019,22,035,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,037,31.7%:38.6%,3,0.8%:1.0%,3,1.9%:0.7%,3,65.6%:59.7%,3
2019,22,039,17.6%:35.6%,3,2.8%:1.7%,3,1.7%:0.9%,3,77.9%:61.8%,3
2019,22,041,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,043,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,22,045,16.3%:30.5%,2,1.7%:4.2%,3,3.5%:3.3%,2,78.5%:61.9%,2
2019,22,047,31.7%:38.6%,3,0.8%:1.0%,3,1.9%:0.7%,3,65.6%:59.7%,3
2019,22,049,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,051,13.1%:23.3%,1,6.1%:11.7%,1,5.1%:5.3%,1,75.6%:59.7%,1
2019,22,053,16.8%:30.8%,3,0.5%:3.4%,3,1.5%:2.4%,3,81.3%:63.3%,3
2019,22,055,16.9%:24.0%,1,1.2%:3.6%,3,3.6%:2.6%,3,78.3%:69.8%,1
2019,22,057,5.0%:15.1%,3,2.0%:2.1%,3,1.8%:3.7%,3,91.1%:79.0%,1
2019,22,059,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,22,061,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,063,5.1%:9.4%,3,0.8%:2.6%,3,1.6%:1.5%,3,92.5%:86.5%,1
2019,22,065,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,067,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,069,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,071,29.5%:55.7%,1,5.1%:4.2%,1,5.1%:4.1%,1,60.3%:36.0%,1
2019,22,073,10.5%:39.2%,1,1.2%:1.8%,3,0.9%:1.1%,3,87.4%:57.9%,1
2019,22,075,25.3%:30.8%,3,2.9%:5.5%,3,6.8%:6.2%,3,65.0%:57.5%,3
2019,22,077,31.7%:38.6%,3,0.8%:1.0%,3,1.9%:0.7%,3,65.6%:59.7%,3
2019,22,079,10.5%:24.6%,2,1.0%:4.1%,3,2.6%:3.2%,2,85.8%:68.1%,2
2019,22,081,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,083,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,085,23.3%:37.6%,3,0.8%:2.3%,3,6.5%:5.4%,3,69.5%:54.7%,3
2019,22,087,25.3%:30.8%,3,2.9%:5.5%,3,6.8%:6.2%,3,65.0%:57.5%,3
2019,22,089,30.8%:40.1%,2,9.5%:6.5%,3,6.7%:2.2%,3,53.0%:51.3%,2
2019,22,091,5.1%:9.4%,3,0.8%:2.6%,3,1.6%:1.5%,3,92.5%:86.5%,3
2019,22,093,30.8%:40.1%,3,9.5%:6.5%,3,6.7%:2.2%,3,53.0%:51.3%,3
2019,22,095,30.8%:40.1%,2,9.5%:6.5%,3,6.7%:2.2%,3,53.0%:51.3%,2
2019,22,097,17.6%:35.6%,2,2.8%:1.7%,3,1.7%:0.9%,3,77.9%:61.8%,2
2019,22,099,16.3%:30.5%,3,1.7%:4.2%,3,3.5%:3.3%,3,78.5%:61.9%,3
2019,22,101,16.3%:30.5%,3,1.7%:4.2%,3,3.5%:3.3%,3,78.5%:61.9%,3
2019,22,103,5.9%:10.5%,1,4.8%:5.7%,3,2.9%:2.0%,3,86.3%:81.7%,1
2019,22,105,20.6%:27.1%,2,2.3%:2.7%,3,1.1%:1.2%,3,76.0%:69.0%,2
2019,22,107,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,109,9.2%:20.6%,3,0.0%:3.2%,3,7.6%:7.8%,3,83.2%:68.4%,1
2019,22,111,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,113,9.9%:15.2%,3,0.2%:0.2%,3,0.6%:0.9%,3,89.3%:83.7%,2
2019,22,115,10.5%:24.6%,3,1.0%:4.1%,3,2.6%:3.2%,3,85.8%:68.1%,3
2019,22,117,20.6%:27.1%,3,2.3%:2.7%,3,1.1%:1.2%,3,76.0%:69.0%,3
2019,22,119,13.9%:24.9%,3,3.1%:5.0%,3,2.2%:2.6%,3,80.8%:67.5%,3
2019,22,121,31.7%:38.6%,3,0.8%:1.0%,3,1.9%:0.7%,3,65.6%:59.7%,3
2019,22,123,16.5%:35.4%,3,2.4%:1.9%,3,0.3%:0.5%,3,80.8%:62.2%,3
2019,22,125,31.7%:38.6%,3,0.8%:1.0%,3,1.9%:0.7%,3,65.6%:59.7%,3
2019,22,127,12.1%:18.4%,3,0.6%:1.5%,3,2.9%:3.9%,3,84.3%:76.2%,3
2019,23,001,0.0%:1.8%,3,0.0%:0.7%,3,3.9%:3.3%,3,96.1%:94.2%,1
2019,23,003,0.0%:0.1%,3,0.5%:0.8%,3,2.1%:3.6%,3,97.4%:95.5%,2
2019,23,005,1.0%:2.3%,3,0.9%:1.7%,3,3.5%:3.3%,3,94.6%:92.7%,2
2019,23,007,0.0%:0.0%,3,0.8%:0.3%,3,2.1%:2.8%,3,97.0%:96.9%,3
2019,23,009,0.1%:0.5%,3,0.4%:0.8%,3,0.7%:2.6%,3,98.9%:96.0%,3
2019,23,011,0.4%:0.2%,3,0.3%:1.4%,3,5.1%:3.6%,3,94.2%:94.8%,1
2019,23,013,0.1%:0.5%,3,0.4%:0.8%,3,0.7%:2.6%,3,98.9%:96.0%,3
2019,23,015,0.1%:0.5%,3,0.4%:0.8%,3,0.7%:2.6%,3,98.9%:96.0%,3
2019,23,017,0.0%:0.0%,3,0.8%:0.3%,3,2.1%:2.8%,3,97.0%:96.9%,2
2019,23,019,0.8%:0.4%,3,0.9%:0.8%,3,2.0%:3.2%,3,96.3%:95.6%,1
2019,23,021,0.0%:0.0%,3,0.8%:0.3%,3,2.1%:2.8%,3,97.0%:96.9%,3
2019,23,023,0.6%:0.8%,3,1.4%:1.5%,3,2.3%:2.6%,3,95.7%:95.1%,3
2019,23,025,0.0%:0.0%,3,0.8%:0.3%,3,2.1%:2.8%,3,97.0%:96.9%,3
2019,23,027,0.1%:0.5%,3,0.4%:0.8%,3,0.7%:2.6%,3,98.9%:96.0%,3
2019,23,029,0.0%:0.1%,3,0.5%:0.8%,3,2.1%:3.6%,3,97.4%:95.5%,3
2019,23,031,0.1%:0.4%,3,0.7%:1.6%,3,2.4%:1.6%,3,96.8%:96.4%,2
2019,24,001,0.4%:1.4%,3,0.0%:0.3%,3,3.8%:2.2%,3,95.8%:96.1%,2
2019,24,003,11.8%:17.3%,1,2.4%:5.4%,1,6.4%:5.9%,1,79.4%:71.5%,1
