year,state,place,state_name,place_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2021,06,81344,California,Upland city,2.7%:3.9%,3,33.6%:48.2%,2,19.4%:15.5%,2,44.3%:32.4%,2
2021,06,81554,California,Vacaville city,4.3%:11.6%,2,18.6%:20.3%,2,11.4%:12.7%,2,65.7%:55.4%,2
2021,06,81666,California,Vallejo city,10.4%:17.2%,1,18.7%:21.0%,1,27.0%:25.7%,1,43.9%:36.1%,1
2021,06,82590,California,Victorville city,8.7%:14.1%,2,39.3%:49.5%,2,6.3%:7.6%,2,45.7%:28.8%,2
2021,06,82954,California,Visalia city,1.4%:2.1%,3,32.7%:46.7%,1,9.6%:7.1%,3,56.3%:44.1%,1
2021,06,82996,California,Vista city,1.3%:3.2%,3,20.6%:33.9%,2,10.4%:12.2%,2,67.7%:50.7%,2
2021,06,84200,California,West Covina city,3.2%:3.8%,3,42.0%:52.2%,2,39.2%:29.6%,2,15.6%:14.4%,2
2021,06,84550,California,Westminster city,0.4%:1.4%,3,12.5%:26.1%,2,41.3%:40.3%,2,45.9%:32.3%,2
2021,06,85292,California,Whittier city,0.6%:0.9%,3,49.8%:56.9%,2,21.6%:19.7%,2,28.0%:22.5%,2
2021,08,03455,Colorado,Arvada city,0.5%:0.4%,3,7.6%:11.9%,1,8.2%:6.9%,1,83.6%:80.8%,1
2021,08,04000,Colorado,Aurora city,7.4%:13.5%,3,19.6%:24.2%,3,9.3%:9.4%,3,63.7%:52.8%,3
2021,08,07850,Colorado,Boulder city,0.0%:2.0%,3,4.7%:10.0%,3,7.5%:9.0%,2,87.8%:79.0%,2
2021,08,12815,Colorado,Centennial city,2.5%:4.6%,2,4.9%:8.6%,2,8.9%:10.0%,2,83.8%:76.8%,2
2021,08,16000,Colorado,Colorado Springs city,3.6%:4.3%,3,10.2%:15.1%,3,8.7%:9.2%,3,77.6%:71.4%,3
2021,08,20000,Colorado,Denver city,4.2%:7.8%,1,16.3%:21.6%,1,7.0%:7.8%,1,72.6%:62.8%,1
2021,08,27425,Colorado,Fort Collins city,0.1%:1.3%,3,4.4%:8.9%,2,4.9%:6.8%,2,90.7%:83.1%,2
2021,08,32155,Colorado,Greeley city,0.5%:1.1%,3,15.2%:25.4%,2,8.3%:6.2%,3,75.9%:67.3%,2
2021,08,43000,Colorado,Lakewood city,1.0%:1.0%,3,8.3%:14.5%,3,6.2%:6.7%,3,84.5%:77.7%,3
2021,08,45970,Colorado,Longmont city,NA%:0.4%,NA,7.9%:13.2%,2,6.4%:6.2%,2,85.6%:80.2%,2
2021,08,46465,Colorado,Loveland city,NA%:0.2%,NA,8.2%:9.7%,3,6.5%:4.6%,3,85.3%:85.6%,2
2021,08,62000,Colorado,Pueblo city,2.6%:3.0%,3,31.3%:38.8%,3,3.9%:3.8%,3,62.3%:54.4%,3
2021,08,77290,Colorado,Thornton city,2.1%:2.2%,3,28.1%:33.9%,2,10.0%:8.5%,2,59.8%:55.4%,2
2021,08,83835,Colorado,Westminster city,0.4%:1.3%,3,12.8%:20.3%,2,10.0%:8.9%,2,76.9%:69.5%,2
2021,09,08000,Connecticut,Bridgeport city,27.1%:32.0%,1,25.8%:36.2%,1,16.2%:7.7%,3,30.9%:24.1%,1
2021,09,18430,Connecticut,Danbury city,2.9%:5.3%,3,9.2%:14.3%,2,7.9%:11.1%,2,80.0%:69.3%,2
2021,09,37000,Connecticut,Hartford city,59.7%:31.6%,3,18.5%:41.0%,3,1.2%:5.0%,3,20.5%:22.4%,3
2021,09,52000,Connecticut,New Haven city,32.1%:28.5%,1,14.7%:23.7%,3,8.7%:11.1%,3,44.5%:36.7%,1
2021,09,55990,Connecticut,Norwalk city,2.2%:7.4%,3,8.9%:18.9%,2,6.3%:8.9%,2,82.6%:64.9%,2
2021,09,73000,Connecticut,Stamford city,3.1%:9.9%,3,7.1%:18.0%,3,6.8%:10.4%,3,83.0%:61.8%,3
2021,09,80000,Connecticut,Waterbury city,19.6%:18.8%,3,21.7%:29.4%,3,4.8%:7.2%,3,54.0%:44.6%,2
2021,11,50000,District of Columbia,Washington city,28.8%:40.8%,1,7.9%:9.5%,1,8.8%:9.5%,1,54.5%:40.2%,1
2021,12,07300,Florida,Boca Raton city,1.7%:6.1%,3,13.0%:12.2%,2,5.8%:5.9%,2,79.5%:75.7%,2
2021,12,07875,Florida,Boynton Beach city,10.7%:18.1%,2,7.8%:11.4%,2,7.2%:6.8%,2,74.3%:63.7%,2
2021,12,10275,Florida,Cape Coral city,1.4%:2.1%,1,15.9%:20.5%,1,2.7%:2.9%,1,80.0%:74.4%,1
2021,12,12875,Florida,Clearwater city,1.9%:10.3%,2,9.1%:11.7%,2,2.8%:4.5%,2,86.2%:73.6%,2
2021,12,14400,Florida,Coral Springs city,14.1%:19.5%,1,23.9%:28.6%,1,7.8%:7.8%,1,54.2%:44.1%,1
2021,12,16475,Florida,Davie town,5.6%:8.4%,2,31.6%:37.6%,2,10.8%:8.0%,2,51.9%:46.1%,2
2021,12,16725,Florida,Deerfield Beach city,8.5%:15.3%,3,15.5%:19.5%,2,4.0%:7.3%,3,71.9%:57.8%,2
2021,12,17200,Florida,Deltona city,5.5%:8.0%,3,24.4%:26.8%,2,3.0%:2.8%,3,67.1%:62.3%,2
2021,12,17935,Florida,Doral city,0.5%:2.9%,3,86.5%:85.3%,2,6.6%:4.4%,3,6.3%:7.4%,3
2021,12,24000,Florida,Fort Lauderdale city,8.1%:23.3%,3,9.9%:19.3%,3,6.4%:7.5%,3,75.6%:49.9%,3
2021,12,24125,Florida,Fort Myers city,5.9%:16.2%,2,6.7%:19.3%,2,4.3%:4.7%,2,83.1%:59.8%,2
2021,12,25175,Florida,Gainesville city,12.2%:17.4%,1,7.1%:9.8%,1,12.6%:10.4%,1,68.1%:62.4%,1
2021,12,30000,Florida,Hialeah city,2.0%:3.3%,2,90.3%:93.3%,2,0.8%:0.7%,3,6.8%:2.7%,2
2021,12,32000,Florida,Hollywood city,7.7%:15.2%,2,30.7%:40.2%,2,4.7%:6.4%,2,56.9%:38.2%,2
2021,12,32275,Florida,Homestead city,11.1%:19.1%,3,37.5%:53.5%,3,3.5%:3.5%,3,47.8%:23.9%,3
2021,12,35000,Florida,Jacksonville city,17.7%:29.1%,3,6.7%:9.1%,3,9.2%:8.5%,3,66.3%:53.3%,3
2021,12,36950,Florida,Kissimmee city,10.7%:12.1%,2,38.4%:53.4%,2,6.8%:7.3%,2,44.1%:27.3%,2
2021,12,38250,Florida,Lakeland city,16.4%:16.3%,2,7.8%:12.1%,2,3.4%:5.1%,2,72.5%:66.4%,2
2021,12,39425,Florida,Largo city,4.6%:10.8%,2,5.0%:8.8%,2,8.0%:5.4%,2,82.4%:75.0%,2
2021,12,43975,Florida,Melbourne city,2.8%:6.5%,2,8.6%:10.7%,2,13.3%:7.6%,2,75.4%:75.2%,2
2021,12,45000,Florida,Miami city,6.5%:11.1%,2,61.1%:70.3%,2,4.0%:3.8%,2,28.4%:14.7%,2
2021,12,45025,Florida,Miami Beach city,2.6%:6.6%,3,35.2%:47.0%,2,5.5%:6.4%,2,56.8%:40.1%,2
2021,12,45060,Florida,Miami Gardens city,49.1%:48.6%,2,40.4%:43.8%,2,3.8%:2.5%,2,6.6%:5.1%,2
2021,12,45975,Florida,Miramar city,27.7%:31.5%,2,34.3%:36.9%,2,10.5%:7.1%,2,27.5%:24.5%,2
2021,12,49675,Florida,North Port city,0.5%:1.0%,3,2.6%:4.0%,3,3.4%:3.8%,3,93.5%:91.1%,3
2021,12,53000,Florida,Orlando city,12.1%:22.6%,3,16.7%:27.9%,3,7.0%:8.1%,3,64.2%:41.4%,3
2021,12,54000,Florida,Palm Bay city,14.8%:14.7%,1,8.3%:10.9%,1,6.2%:6.7%,3,70.6%:67.7%,1
2021,12,54200,Florida,Palm Coast city,6.4%:9.3%,3,6.6%:8.6%,3,4.7%:3.7%,3,82.3%:78.4%,2
2021,12,55775,Florida,Pembroke Pines city,14.1%:17.5%,2,37.2%:43.2%,2,12.1%:8.9%,2,36.6%:30.3%,2
2021,12,57425,Florida,Plantation city,17.6%:23.6%,2,24.1%:30.8%,2,7.8%:8.9%,2,50.6%:36.7%,2
2021,12,58050,Florida,Pompano Beach city,7.1%:20.8%,2,12.9%:16.8%,2,7.6%:8.0%,2,72.4%:54.4%,2
2021,12,58715,Florida,Port St. Lucie city,10.2%:14.1%,1,19.2%:20.1%,1,4.1%:4.8%,1,66.5%:60.9%,1
2021,12,63000,Florida,St. Petersburg city,6.7%:15.4%,3,6.3%:7.9%,3,5.3%:4.9%,3,81.7%:71.7%,3
2021,12,69700,Florida,Sunrise city,16.8%:22.8%,2,25.2%:31.5%,2,8.4%:9.1%,2,49.5%:36.6%,2
2021,12,70600,Florida,Tallahassee city,18.0%:33.2%,1,6.9%:7.1%,1,6.8%:7.0%,1,68.3%:52.7%,1
2021,12,71000,Florida,Tampa city,7.6%:19.2%,2,17.0%:23.6%,2,7.4%:6.8%,2,68.0%:50.4%,2
2021,12,76600,Florida,West Palm Beach city,14.5%:28.5%,2,11.9%:21.6%,2,4.3%:6.4%,2,69.3%:43.6%,2
2021,13,03440,Georgia,Athens-Clarke County unified government (balance),13.9%:20.7%,2,7.3%:7.3%,3,7.6%:12.0%,3,71.2%:60.0%,2
2021,13,04000,Georgia,Atlanta city,23.3%:42.6%,3,5.8%:6.1%,3,6.5%:11.5%,3,64.4%:39.8%,3
2021,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),39.7%:50.5%,1,4.7%:5.2%,3,4.8%:5.2%,3,50.8%:39.1%,1
2021,13,19000,Georgia,Columbus city,31.9%:45.0%,3,4.1%:7.9%,3,6.4%:6.8%,3,57.6%:40.3%,3
2021,13,42425,Georgia,Johns Creek city,7.4%:8.2%,2,6.6%:6.9%,2,25.9%:31.9%,2,60.1%:53.1%,2
2021,13,49008,Georgia,Macon-Bibb County,29.2%:51.7%,1,1.9%:2.4%,3,3.9%:5.3%,1,65.0%:40.7%,1
2021,13,67284,Georgia,Roswell city,6.9%:12.0%,2,4.1%:8.7%,2,15.9%:15.1%,2,73.2%:64.1%,2
2021,13,68516,Georgia,Sandy Springs city,12.6%:20.9%,3,3.7%:4.8%,3,6.9%:14.7%,3,76.8%:59.5%,1
2021,13,69000,Georgia,Savannah city,28.5%:45.1%,3,4.2%:6.3%,3,3.4%:6.6%,3,64.0%:42.0%,3
2021,13,80508,Georgia,Warner Robins city,18.0%:33.9%,2,2.3%:4.2%,3,5.9%:5.4%,2,73.7%:56.5%,2
2021,15,71550,Hawaii,Urban Honolulu CDP,0.0%:1.9%,3,2.8%:6.7%,1,77.7%:69.8%,1,19.5%:21.7%,1
2021,16,08830,Idaho,Boise City city,0.9%:1.6%,3,3.6%:6.0%,2,8.3%:7.3%,2,87.2%:85.1%,2
2021,16,52120,Idaho,Meridian city,2.1%:1.3%,3,7.1%:13.9%,3,6.8%:6.2%,3,84.0%:78.6%,3
2021,16,56260,Idaho,Nampa city,0.6%:0.8%,3,10.5%:17.7%,2,6.1%:6.3%,2,82.9%:75.2%,2
2021,17,02154,Illinois,Arlington Heights village,0.6%:2.4%,3,6.9%:12.9%,3,11.2%:13.5%,3,81.3%:71.2%,3
2021,17,03012,Illinois,Aurora city,5.4%:9.4%,2,21.2%:31.0%,2,11.7%:9.3%,2,61.7%:50.3%,2
2021,17,06613,Illinois,Bloomington city,3.3%:9.6%,3,2.4%:4.1%,3,5.7%:6.5%,2,88.6%:79.8%,2
2021,17,12385,Illinois,Champaign city,3.6%:13.7%,3,5.7%:5.3%,3,11.4%:13.5%,3,79.2%:67.4%,3
2021,17,14000,Illinois,Chicago city,13.4%:29.3%,1,17.9%:21.0%,1,11.3%:9.8%,1,57.3%:39.9%,1
2021,17,14351,Illinois,Cicero town,7.4%:14.2%,3,43.8%:46.0%,2,6.7%:5.6%,3,42.1%:34.1%,2
2021,17,23074,Illinois,Elgin city,2.7%:5.3%,3,20.4%:28.0%,2,8.6%:10.2%,2,68.2%:56.6%,2
2021,17,24582,Illinois,Evanston city,3.8%:11.0%,3,9.5%:7.9%,3,16.7%:19.0%,2,70.0%:62.0%,2
2021,17,38570,Illinois,Joliet city,8.5%:14.5%,2,21.7%:25.1%,2,5.5%:4.7%,2,64.4%:55.7%,2
2021,17,51622,Illinois,Naperville city,3.7%:8.2%,2,5.7%:9.3%,2,20.4%:18.2%,2,70.2%:64.3%,2
2021,17,59000,Illinois,Peoria city,4.0%:13.8%,3,3.3%:5.0%,3,10.2%:9.2%,3,82.6%:72.0%,3
2021,17,65000,Illinois,Rockford city,5.2%:14.9%,3,8.3%:12.1%,3,5.7%:5.8%,3,80.8%:67.2%,3
2021,17,68003,Illinois,Schaumburg village,1.4%:2.3%,3,7.6%:14.3%,2,27.8%:23.0%,2,63.2%:60.4%,2
2021,17,72000,Illinois,Springfield city,4.2%:10.8%,3,1.7%:1.8%,3,5.4%:7.4%,2,88.8%:80.0%,2
2021,17,79293,Illinois,Waukegan city,9.9%:18.9%,2,29.9%:37.6%,2,9.3%:8.2%,2,51.0%:35.4%,2
2021,18,05860,Indiana,Bloomington city,0.4%:3.5%,3,1.3%:3.3%,3,9.4%:10.8%,3,88.9%:82.4%,2
2021,18,10342,Indiana,Carmel city,0.4%:3.0%,3,5.0%:3.4%,3,11.3%:12.2%,2,83.4%:81.4%,2
2021,18,22000,Indiana,Evansville city,2.5%:8.1%,3,1.6%:2.1%,3,6.5%:6.3%,3,89.4%:83.5%,3
2021,18,23278,Indiana,Fishers city,1.9%:3.8%,3,2.7%:2.3%,3,8.5%:9.2%,2,87.0%:84.8%,2
2021,18,25000,Indiana,Fort Wayne city,4.5%:12.6%,1,4.5%:5.8%,1,11.2%:9.1%,1,79.8%:72.6%,1
2021,18,31000,Indiana,Hammond city,12.0%:28.5%,3,49.3%:39.2%,3,2.5%:2.2%,3,36.1%:30.1%,3
2021,18,36003,Indiana,Indianapolis city (balance),13.9%:27.7%,1,6.0%:7.6%,1,9.0%:6.9%,1,71.1%:57.8%,1
2021,18,71000,Indiana,South Bend city,8.9%:19.0%,3,9.0%:11.0%,3,5.9%:6.1%,3,76.2%:63.9%,3
2021,19,12000,Iowa,Cedar Rapids city,2.2%:4.2%,3,1.5%:3.3%,3,4.1%:5.2%,3,92.2%:87.3%,3
2021,19,19000,Iowa,Davenport city,2.3%:6.8%,3,6.7%:6.9%,3,12.3%:8.5%,3,78.8%:77.8%,3
2021,19,21000,Iowa,Des Moines city,4.8%:8.0%,3,8.7%:9.9%,3,6.5%:7.9%,3,80.0%:74.2%,3
2021,19,73335,Iowa,Sioux City city,1.0%:4.1%,3,6.1%:10.7%,3,5.1%:4.7%,3,87.9%:80.5%,2
2021,20,36000,Kansas,Kansas City city,13.4%:22.2%,3,18.6%:20.3%,3,6.4%:9.0%,3,61.6%:48.5%,3
2021,20,38900,Kansas,Lawrence city,1.7%:5.4%,3,0.7%:3.4%,3,4.7%:13.4%,3,92.9%:77.8%,1
2021,20,52575,Kansas,Olathe city,1.6%:4.9%,3,5.7%:6.4%,2,8.3%:8.7%,2,84.4%:80.0%,2
2021,20,53775,Kansas,Overland Park city,1.2%:3.6%,3,2.0%:3.7%,3,10.2%:9.8%,2,86.6%:82.9%,2
2021,20,71000,Kansas,Topeka city,4.0%:9.8%,3,6.2%:12.8%,3,3.8%:4.4%,3,85.9%:73.0%,3
2021,20,79000,Kansas,Wichita city,3.1%:8.7%,2,7.4%:10.7%,2,7.9%:8.7%,2,81.5%:71.9%,2
2021,21,46027,Kentucky,Lexington-Fayette urban county,6.0%:12.6%,1,2.4%:5.7%,3,7.0%:9.5%,1,84.6%:72.3%,1
2021,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),7.8%:15.5%,2,3.2%:6.1%,2,8.3%:8.7%,2,80.7%:69.7%,2
2021,22,05000,Louisiana,Baton Rouge city,25.5%:46.5%,3,1.6%:3.6%,3,5.5%:6.7%,3,67.5%:43.3%,3
2021,22,40735,Louisiana,Lafayette city,9.3%:22.3%,2,2.8%:4.2%,3,4.3%:4.7%,3,83.6%:68.9%,2
2021,22,41155,Louisiana,Lake Charles city,14.1%:29.4%,2,4.6%:4.3%,3,2.2%:3.4%,3,79.1%:62.9%,2
2021,22,55000,Louisiana,New Orleans city,32.1%:55.2%,3,4.1%:4.6%,3,6.3%:5.1%,3,57.5%:35.2%,3
2021,22,70000,Louisiana,Shreveport city,26.9%:49.3%,3,2.5%:2.7%,3,4.0%:3.9%,3,66.5%:44.1%,3
2021,24,04000,Maryland,Baltimore city,39.0%:57.3%,2,4.0%:4.4%,2,7.3%:8.2%,2,49.7%:30.0%,2
2021,24,30325,Maryland,Frederick city,7.3%:10.8%,2,6.8%:10.9%,3,9.3%:9.3%,2,76.5%:68.9%,2
2021,25,07000,Massachusetts,Boston city,10.7%:15.9%,2,6.2%:16.3%,2,13.3%:15.6%,2,69.8%:52.2%,2
2021,25,09000,Massachusetts,Brockton city,23.1%:23.6%,2,4.1%:6.2%,3,17.5%:20.0%,2,55.2%:50.2%,2
2021,25,11000,Massachusetts,Cambridge city,2.3%:8.3%,3,2.8%:6.2%,3,13.5%:29.0%,3,81.5%:56.5%,3
2021,25,23000,Massachusetts,Fall River city,2.4%:5.5%,3,2.3%:8.1%,3,8.8%:9.5%,3,86.4%:76.9%,2
2021,25,34550,Massachusetts,Lawrence city,6.1%:3.7%,3,27.9%:46.6%,2,5.8%:4.0%,3,60.2%:45.7%,2
2021,25,37000,Massachusetts,Lowell city,4.5%:9.0%,3,10.7%:12.5%,3,16.6%:16.8%,3,68.2%:61.6%,3
2021,25,37490,Massachusetts,Lynn city,9.9%:9.8%,3,20.1%:28.1%,1,3.4%:7.3%,3,66.6%:54.9%,1
2021,25,45000,Massachusetts,New Bedford city,2.8%:3.7%,3,10.3%:14.2%,3,6.4%:14.1%,3,80.5%:68.0%,3
2021,25,45560,Massachusetts,Newton city,1.1%:2.5%,3,2.2%:3.9%,3,18.5%:22.3%,2,78.3%:71.3%,2
2021,25,55745,Massachusetts,Quincy city,2.8%:8.5%,3,2.5%:6.1%,3,21.3%:22.4%,1,73.4%:63.0%,1
2021,25,62535,Massachusetts,Somerville city,5.3%:5.8%,3,7.2%:14.0%,3,29.3%:19.0%,2,58.1%:61.1%,2
2021,25,67000,Massachusetts,Springfield city,22.3%:18.9%,3,20.4%:37.9%,3,5.2%:3.6%,3,52.1%:39.6%,3
2021,25,82000,Massachusetts,Worcester city,7.5%:11.0%,3,7.5%:20.1%,3,11.5%:10.2%,3,73.5%:58.7%,3
2021,26,03000,Michigan,Ann Arbor city,5.6%:6.1%,3,1.5%:3.9%,3,12.0%:20.7%,3,80.9%:69.4%,3
2021,26,21000,Michigan,Dearborn city,1.5%:5.6%,3,2.0%:3.5%,3,4.4%:5.5%,3,92.0%:85.4%,3
2021,26,22000,Michigan,Detroit city,62.4%:74.0%,1,6.0%:5.6%,1,5.1%:5.6%,1,26.5%:14.8%,1
2021,26,27440,Michigan,Farmington Hills city,28.7%:42.7%,2,2.2%:2.0%,3,6.4%:10.4%,2,62.7%:44.8%,2
2021,26,29000,Michigan,Flint city,46.0%:49.6%,3,4.2%:3.8%,3,4.5%:6.6%,3,45.3%:40.0%,3
2021,26,34000,Michigan,Grand Rapids city,10.5%:18.4%,1,6.0%:9.0%,1,8.0%:7.4%,1,75.6%:65.2%,1
2021,26,46000,Michigan,Lansing city,15.3%:21.3%,3,6.6%:7.6%,3,4.5%:6.9%,3,73.6%:64.3%,3
2021,26,49000,Michigan,Livonia city,11.7%:20.2%,2,1.3%:2.0%,3,4.2%:4.9%,3,82.7%:72.9%,2
2021,26,69035,Michigan,Rochester Hills city,1.3%:4.4%,2,2.6%:3.9%,2,24.7%:23.8%,2,71.4%:67.9%,2
2021,26,74900,Michigan,Southfield city,28.7%:42.7%,2,2.2%:2.0%,3,6.4%:10.4%,2,62.7%:44.8%,2
2021,26,76460,Michigan,Sterling Heights city,2.9%:6.7%,3,1.0%:2.2%,3,10.8%:9.6%,1,85.3%:81.4%,1
2021,26,80700,Michigan,Troy city,1.3%:4.2%,3,2.6%:3.9%,3,24.8%:23.9%,2,71.4%:68.0%,2
2021,26,84000,Michigan,Warren city,8.7%:20.5%,3,2.4%:3.0%,3,12.4%:9.8%,2,76.5%:66.6%,2
2021,26,86000,Michigan,Westland city,13.1%:26.8%,2,2.9%:3.6%,3,7.2%:6.0%,3,76.8%:63.6%,2
2021,26,88940,Michigan,Wyoming city,1.4%:6.8%,3,9.8%:14.0%,2,1.7%:5.6%,3,87.0%:73.5%,2
2021,27,06616,Minnesota,Bloomington city,2.8%:8.5%,3,4.8%:6.0%,3,6.8%:9.3%,3,85.6%:76.3%,2
2021,27,07966,Minnesota,Brooklyn Park city,7.0%:18.5%,3,7.7%:6.5%,3,15.8%:12.2%,3,69.4%:62.8%,2
2021,27,17000,Minnesota,Duluth city,1.6%:3.0%,3,1.8%:1.8%,3,5.7%:7.2%,3,90.9%:88.0%,3
2021,27,43000,Minnesota,Minneapolis city,4.7%:14.9%,2,5.2%:6.9%,3,7.6%:11.6%,2,82.5%:66.6%,2
2021,27,51730,Minnesota,Plymouth city,1.3%:11.0%,3,1.0%:0.7%,3,9.6%:8.1%,3,88.1%:80.2%,2
2021,27,54880,Minnesota,Rochester city,1.3%:5.0%,3,1.2%:4.5%,3,8.3%:9.1%,3,89.2%:81.5%,2
2021,27,58000,Minnesota,St. Paul city,3.7%:13.0%,3,3.9%:6.2%,3,13.7%:16.5%,1,78.7%:64.3%,1
2021,27,71428,Minnesota,Woodbury city,2.1%:3.7%,3,2.8%:5.6%,3,12.5%:10.6%,3,82.6%:80.2%,2
2021,28,36000,Mississippi,Jackson city,44.5%:73.0%,3,1.0%:1.3%,3,1.3%:2.2%,3,53.3%:23.5%,3
2021,29,15670,Missouri,Columbia city,4.0%:7.3%,3,1.6%:3.1%,3,6.5%:6.8%,3,87.9%:82.7%,2
2021,29,35000,Missouri,Independence city,8.9%:16.6%,3,5.2%:6.8%,3,4.0%:3.6%,3,81.9%:73.0%,3
2021,29,38000,Missouri,Kansas City city,11.0%:24.0%,1,4.8%:8.2%,1,5.1%:6.3%,1,79.1%:61.4%,1
2021,29,41348,Missouri,Lee's Summit city,5.1%:7.8%,3,2.6%:3.8%,3,6.8%:6.2%,1,85.5%:82.2%,1
2021,29,54074,Missouri,O'Fallon city,1.9%:2.8%,3,1.6%:2.6%,3,6.1%:6.3%,2,90.5%:88.3%,2
2021,29,65000,Missouri,St. Louis city,19.0%:38.9%,3,2.4%:3.2%,3,5.9%:6.7%,3,72.7%:51.2%,3
2021,29,70000,Missouri,Springfield city,0.6%:2.4%,3,1.9%:3.1%,3,6.4%:7.0%,3,91.1%:87.6%,3
2021,30,06550,Montana,Billings city,0.4%:0.6%,3,3.0%:5.8%,3,5.8%:8.9%,1,90.8%:84.7%,1
2021,31,28000,Nebraska,Lincoln city,1.8%:4.2%,3,3.3%:4.9%,3,5.2%:6.7%,3,89.7%:84.3%,3
2021,31,37000,Nebraska,Omaha city,3.8%:11.2%,3,8.1%:10.1%,3,6.2%:6.2%,3,81.8%:72.5%,3
2021,32,31900,Nevada,Henderson city,5.3%:7.0%,1,13.4%:16.0%,1,15.8%:14.9%,1,65.5%:62.2%,1
2021,32,40000,Nevada,Las Vegas city,6.3%:14.1%,2,19.0%:25.7%,2,12.5%:12.1%,2,62.2%:48.2%,2
2021,32,51800,Nevada,North Las Vegas city,17.8%:24.4%,1,27.9%:31.9%,1,10.4%:11.2%,1,43.8%:32.6%,1
2021,32,60600,Nevada,Reno city,1.1%:3.3%,3,11.8%:18.9%,1,7.3%:10.6%,1,79.8%:67.2%,1
2021,32,68400,Nevada,Sparks city,0.4%:1.0%,3,18.1%:22.6%,2,8.4%:10.7%,2,73.1%:65.8%,2
2021,33,45140,New Hampshire,Manchester city,3.0%:4.2%,3,9.8%:7.9%,3,6.5%:8.4%,3,80.7%:79.6%,1
2021,33,50260,New Hampshire,Nashua city,NA%:0.2%,NA,2.8%:5.9%,3,12.0%:10.7%,3,85.2%:83.1%,2
2021,34,13690,New Jersey,Clifton city,3.8%:5.8%,3,32.0%:47.3%,2,7.6%:7.0%,2,56.6%:39.9%,2
2021,34,21000,New Jersey,Elizabeth city,3.3%:17.3%,3,43.2%:63.9%,3,11.9%:3.8%,3,41.6%:15.0%,3
2021,34,36000,New Jersey,Jersey City city,10.3%:18.7%,3,15.2%:25.2%,3,37.6%:27.3%,3,36.9%:28.8%,3
2021,34,51000,New Jersey,Newark city,37.6%:50.0%,3,35.1%:30.5%,3,9.3%:10.2%,3,17.9%:9.3%,3
2021,34,57000,New Jersey,Paterson city,23.9%:28.1%,3,54.4%:59.2%,2,9.2%:4.1%,3,12.5%:8.6%,3
2021,34,74000,New Jersey,Trenton city,37.2%:41.8%,2,15.0%:24.2%,3,3.7%:4.2%,3,44.1%:29.8%,2
2021,35,02000,New Mexico,Albuquerque city,1.1%:2.8%,3,39.8%:43.3%,2,6.2%:8.6%,2,52.9%:45.3%,2
2021,35,39380,New Mexico,Las Cruces city,1.7%:4.6%,3,47.5%:54.6%,1,1.3%:6.1%,3,49.6%:34.6%,1
2021,35,63460,New Mexico,Rio Rancho city,1.1%:1.5%,3,30.4%:36.8%,2,10.5%:13.2%,2,58.1%:48.5%,2
2021,35,70500,New Mexico,Santa Fe city,0.1%:0.8%,3,24.1%:42.2%,2,5.8%:8.2%,2,69.9%:48.9%,2
2021,36,01000,New York,Albany city,11.0%:20.8%,3,6.8%:8.9%,3,5.3%:11.8%,3,76.9%:58.4%,3
2021,36,11000,New York,Buffalo city,25.5%:31.1%,2,3.3%:10.0%,3,7.6%:8.2%,2,63.5%:50.7%,2
2021,36,50617,New York,New Rochelle city,12.7%:26.5%,2,10.8%:20.3%,2,9.4%:8.8%,2,67.0%:44.3%,2
2021,36,51000,New York,New York city,13.5%:20.5%,1,11.0%:26.1%,1,21.2%:17.4%,1,54.3%:36.0%,1
2021,36,63000,New York,Rochester city,28.8%:32.1%,3,7.8%:13.5%,3,5.2%:6.5%,3,58.2%:48.0%,3
2021,36,73000,New York,Syracuse city,29.3%:19.6%,3,3.6%:7.1%,3,8.9%:10.8%,3,58.2%:62.5%,3
2021,36,84000,New York,Yonkers city,6.8%:16.4%,2,25.3%:35.3%,2,10.5%:6.3%,2,57.4%:42.0%,2
2021,37,02140,North Carolina,Asheville city,2.3%:8.4%,3,1.4%:4.4%,3,6.1%:6.5%,2,90.2%:80.7%,2
2021,37,10740,North Carolina,Cary town,3.9%:9.0%,2,2.5%:6.1%,2,18.0%:14.3%,2,75.5%:70.6%,2
2021,37,12000,North Carolina,Charlotte city,16.1%:33.5%,2,4.9%:9.6%,2,7.8%:8.4%,2,71.2%:48.5%,2
2021,37,14100,North Carolina,Concord city,11.7%:21.4%,2,5.2%:7.1%,2,15.5%:8.0%,2,67.6%:63.5%,2
2021,37,19000,North Carolina,Durham city,18.2%:34.5%,3,5.0%:7.7%,3,12.3%:10.1%,3,64.5%:47.6%,3
2021,37,22920,North Carolina,Fayetteville city,26.9%:42.3%,1,9.6%:9.4%,1,7.1%:9.0%,1,56.4%:39.4%,1
2021,37,25580,North Carolina,Gastonia city,11.2%:21.6%,2,4.0%:7.9%,3,6.6%:5.3%,2,78.1%:65.2%,2
2021,37,28000,North Carolina,Greensboro city,17.8%:40.3%,2,4.5%:5.9%,2,7.8%:7.4%,2,69.8%:46.5%,2
