year,state,county,subgroup_type,subgroup,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,48,473,race-ethnicity,Hispanic,0.81308,0.90313,0.72303,3
2021,48,473,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,473,race-ethnicity,"White, Non-Hispanic",0.81657,0.90358,0.72956,3
2021,48,475,all,All,0.83636,0.90398,0.76875,2
2021,48,475,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,475,race-ethnicity,Hispanic,0.82063,0.91116,0.73011,3
2021,48,475,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,475,race-ethnicity,"White, Non-Hispanic",0.85878,0.96410,0.75346,3
2021,48,477,all,All,0.86583,0.90905,0.82262,2
2021,48,477,race-ethnicity,"Black, Non-Hispanic",0.85179,0.96476,0.73882,3
2021,48,477,race-ethnicity,Hispanic,0.88816,0.96478,0.81155,3
2021,48,477,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,477,race-ethnicity,"White, Non-Hispanic",0.85898,0.91881,0.79915,2
2021,48,479,all,All,0.88575,0.91565,0.85586,1
2021,48,479,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,479,race-ethnicity,Hispanic,0.89168,0.92137,0.86199,1
2021,48,479,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,479,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2021,48,481,all,All,0.89522,0.92279,0.86765,2
2021,48,481,race-ethnicity,"Black, Non-Hispanic",0.99105,1.00000,0.98068,2
2021,48,481,race-ethnicity,Hispanic,0.81308,0.90313,0.72303,3
2021,48,481,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,481,race-ethnicity,"White, Non-Hispanic",0.81657,0.90358,0.72956,3
2021,48,483,all,All,0.90765,0.94238,0.87292,2
2021,48,483,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,483,race-ethnicity,Hispanic,0.87856,0.93582,0.82130,2
2021,48,483,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,483,race-ethnicity,"White, Non-Hispanic",0.94270,0.98555,0.89985,2
2021,48,485,all,All,0.94748,0.97259,0.92236,1
2021,48,485,race-ethnicity,"Black, Non-Hispanic",0.97343,1.00000,0.92162,3
2021,48,485,race-ethnicity,Hispanic,0.90030,0.97877,0.82183,3
2021,48,485,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,485,race-ethnicity,"White, Non-Hispanic",0.95163,0.98280,0.92046,1
2021,48,487,all,All,0.90110,0.94129,0.86092,2
2021,48,487,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,487,race-ethnicity,Hispanic,0.84886,0.94915,0.74856,3
2021,48,487,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,487,race-ethnicity,"White, Non-Hispanic",0.94372,0.98136,0.90607,2
2021,48,489,all,All,0.90424,0.95406,0.85442,2
2021,48,489,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,489,race-ethnicity,Hispanic,0.89585,0.95427,0.83742,2
2021,48,489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,489,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2021,48,491,all,All,0.87988,0.91002,0.84974,1
2021,48,491,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,491,race-ethnicity,Hispanic,0.80090,0.87519,0.72661,1
2021,48,491,race-ethnicity,Other Races and Ethnicities,0.94351,1.00000,0.88194,3
2021,48,491,race-ethnicity,"White, Non-Hispanic",0.92741,0.95932,0.89550,1
2021,48,493,all,All,0.85694,0.91171,0.80217,2
2021,48,493,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,493,race-ethnicity,Hispanic,0.78506,0.87929,0.69083,3
2021,48,493,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,493,race-ethnicity,"White, Non-Hispanic",0.91428,0.97986,0.84870,3
2021,48,495,all,All,0.83636,0.90398,0.76875,2
2021,48,495,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,495,race-ethnicity,Hispanic,0.82063,0.91116,0.73011,3
2021,48,495,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,495,race-ethnicity,"White, Non-Hispanic",0.85878,0.96410,0.75346,3
2021,48,497,all,All,0.90110,0.94129,0.86092,2
2021,48,497,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,497,race-ethnicity,Hispanic,0.84886,0.94915,0.74856,3
2021,48,497,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,497,race-ethnicity,"White, Non-Hispanic",0.94372,0.98136,0.90607,2
2021,48,499,all,All,0.88432,0.93807,0.83056,2
2021,48,499,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,499,race-ethnicity,Hispanic,0.93279,1.00000,0.84319,3
2021,48,499,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,499,race-ethnicity,"White, Non-Hispanic",0.89776,0.96633,0.82920,3
2021,48,501,all,All,0.82109,0.86741,0.77477,2
2021,48,501,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,501,race-ethnicity,Hispanic,0.85436,0.91238,0.79635,2
2021,48,501,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,501,race-ethnicity,"White, Non-Hispanic",0.72788,0.81785,0.63791,3
2021,48,503,all,All,0.90110,0.94129,0.86092,2
2021,48,503,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,503,race-ethnicity,Hispanic,0.84886,0.94915,0.74856,3
2021,48,503,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,503,race-ethnicity,"White, Non-Hispanic",0.94372,0.98136,0.90607,2
2021,48,505,all,All,0.80646,0.88097,0.73195,2
2021,48,505,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,505,race-ethnicity,Hispanic,0.78316,0.86393,0.70240,2
2021,48,505,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,505,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2021,48,507,all,All,0.86573,0.91823,0.81323,2
2021,48,507,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,48,507,race-ethnicity,Hispanic,0.85538,0.91584,0.79491,2
2021,48,507,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,48,507,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,3
2021,49,001,all,All,0.87092,0.90918,0.83266,2
2021,49,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,001,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,001,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,003,all,All,0.88855,0.93414,0.84296,2
2021,49,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,003,race-ethnicity,"White, Non-Hispanic",0.88479,0.93605,0.83352,2
2021,49,005,all,All,0.95966,0.97808,0.94123,2
2021,49,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,005,race-ethnicity,Hispanic,0.80655,0.92196,0.69114,3
2021,49,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,005,race-ethnicity,"White, Non-Hispanic",0.97869,0.99348,0.96389,2
2021,49,007,all,All,0.92566,0.96267,0.88866,2
2021,49,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,007,race-ethnicity,Other Races and Ethnicities,0.94200,1.00000,0.86768,3
2021,49,007,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,009,all,All,0.92566,0.96267,0.88866,2
2021,49,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,009,race-ethnicity,Other Races and Ethnicities,0.94200,1.00000,0.86768,3
2021,49,009,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,011,all,All,0.94125,0.96582,0.91668,1
2021,49,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,011,race-ethnicity,Hispanic,0.92658,0.99961,0.85355,3
2021,49,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,011,race-ethnicity,"White, Non-Hispanic",0.94248,0.97051,0.91444,1
2021,49,013,all,All,0.92566,0.96267,0.88866,2
2021,49,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,013,race-ethnicity,Other Races and Ethnicities,0.94199,1.00000,0.86768,3
2021,49,013,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,015,all,All,0.92566,0.96267,0.88866,2
2021,49,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,015,race-ethnicity,Other Races and Ethnicities,0.94199,1.00000,0.86768,3
2021,49,015,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,017,all,All,0.87092,0.90918,0.83266,2
2021,49,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,017,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,017,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,019,all,All,0.92566,0.96267,0.88866,2
2021,49,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,019,race-ethnicity,Other Races and Ethnicities,0.94200,1.00000,0.86768,3
2021,49,019,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,021,all,All,0.87092,0.90918,0.83266,2
2021,49,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,021,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,021,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,023,all,All,0.87092,0.90918,0.83266,2
2021,49,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,023,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,023,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,025,all,All,0.87092,0.90918,0.83266,2
2021,49,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,025,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,025,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,027,all,All,0.87092,0.90918,0.83266,2
2021,49,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,027,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,027,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,029,all,All,0.95966,0.97808,0.94123,2
2021,49,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,029,race-ethnicity,Hispanic,0.80655,0.92196,0.69114,3
2021,49,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,029,race-ethnicity,"White, Non-Hispanic",0.97869,0.99348,0.96389,2
2021,49,031,all,All,0.87092,0.90918,0.83266,2
2021,49,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,031,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,031,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,033,all,All,0.95966,0.97808,0.94123,2
2021,49,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,033,race-ethnicity,Hispanic,0.80655,0.92196,0.69114,3
2021,49,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,033,race-ethnicity,"White, Non-Hispanic",0.97869,0.99348,0.96389,2
2021,49,035,all,All,0.89241,0.90924,0.87558,1
2021,49,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,035,race-ethnicity,Hispanic,0.86365,0.90512,0.82218,1
2021,49,035,race-ethnicity,Other Races and Ethnicities,0.83545,0.90097,0.76992,1
2021,49,035,race-ethnicity,"White, Non-Hispanic",0.91542,0.93373,0.89711,1
2021,49,037,all,All,0.92566,0.96267,0.88866,2
2021,49,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,037,race-ethnicity,Other Races and Ethnicities,0.94199,1.00000,0.86768,3
2021,49,037,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,039,all,All,0.87092,0.90918,0.83266,2
2021,49,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,039,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,039,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,041,all,All,0.87092,0.90918,0.83266,2
2021,49,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,041,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,041,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,043,all,All,0.95966,0.97808,0.94123,2
2021,49,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,043,race-ethnicity,Hispanic,0.80655,0.92196,0.69114,3
2021,49,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,043,race-ethnicity,"White, Non-Hispanic",0.97869,0.99348,0.96389,2
2021,49,045,all,All,0.88855,0.93414,0.84296,2
2021,49,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,045,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,045,race-ethnicity,"White, Non-Hispanic",0.88479,0.93605,0.83352,2
2021,49,047,all,All,0.92566,0.96267,0.88866,2
2021,49,047,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,047,race-ethnicity,Other Races and Ethnicities,0.94199,1.00000,0.86768,3
2021,49,047,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,049,all,All,0.96435,0.97414,0.95456,1
2021,49,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,049,race-ethnicity,Hispanic,0.96269,0.99386,0.93152,1
2021,49,049,race-ethnicity,Other Races and Ethnicities,0.95960,1.00000,0.91823,3
2021,49,049,race-ethnicity,"White, Non-Hispanic",0.96474,0.97553,0.95394,1
2021,49,051,all,All,0.92566,0.96267,0.88866,2
2021,49,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,051,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,051,race-ethnicity,Other Races and Ethnicities,0.94200,1.00000,0.86768,3
2021,49,051,race-ethnicity,"White, Non-Hispanic",0.91788,0.96544,0.87032,2
2021,49,053,all,All,0.89895,0.94853,0.84938,1
2021,49,053,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,49,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,053,race-ethnicity,"White, Non-Hispanic",0.87681,0.93636,0.81726,1
2021,49,055,all,All,0.87092,0.90918,0.83266,2
2021,49,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,055,race-ethnicity,Hispanic,0.56107,0.71682,0.40532,3
2021,49,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,055,race-ethnicity,"White, Non-Hispanic",0.88953,0.93049,0.84857,2
2021,49,057,all,All,0.90312,0.93654,0.86970,1
2021,49,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,49,057,race-ethnicity,Hispanic,0.93746,1.00000,0.87460,3
2021,49,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,49,057,race-ethnicity,"White, Non-Hispanic",0.88408,0.92638,0.84178,1
2021,50,001,all,All,0.97841,0.99434,0.96249,2
2021,50,001,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,001,race-ethnicity,Other Races and Ethnicities,0.96407,1.00000,0.90844,3
2021,50,001,race-ethnicity,"White, Non-Hispanic",0.98176,0.99793,0.96559,2
2021,50,003,all,All,0.97841,0.99434,0.96249,2
2021,50,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,003,race-ethnicity,Other Races and Ethnicities,0.96407,1.00000,0.90844,3
2021,50,003,race-ethnicity,"White, Non-Hispanic",0.98176,0.99793,0.96559,2
2021,50,005,all,All,0.88789,0.92840,0.84738,2
2021,50,005,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,005,race-ethnicity,"White, Non-Hispanic",0.87978,0.92520,0.83437,2
2021,50,007,all,All,0.97485,0.98850,0.96119,2
2021,50,007,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,007,race-ethnicity,"White, Non-Hispanic",0.98780,0.99783,0.97777,2
2021,50,009,all,All,0.88789,0.92840,0.84738,2
2021,50,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,009,race-ethnicity,"White, Non-Hispanic",0.87978,0.92520,0.83437,2
2021,50,011,all,All,0.97485,0.98850,0.96119,2
2021,50,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,011,race-ethnicity,"White, Non-Hispanic",0.98780,0.99783,0.97777,2
2021,50,013,all,All,0.97485,0.98850,0.96119,2
2021,50,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,013,race-ethnicity,"White, Non-Hispanic",0.98780,0.99783,0.97777,2
2021,50,015,all,All,0.88789,0.92840,0.84738,2
2021,50,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,015,race-ethnicity,"White, Non-Hispanic",0.87978,0.92520,0.83437,2
2021,50,017,all,All,0.89705,0.95120,0.84291,2
2021,50,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,017,race-ethnicity,"White, Non-Hispanic",0.89320,0.95404,0.83236,3
2021,50,019,all,All,0.88789,0.92840,0.84738,2
2021,50,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,019,race-ethnicity,"White, Non-Hispanic",0.87978,0.92520,0.83437,2
2021,50,021,all,All,0.97841,0.99434,0.96249,2
2021,50,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,021,race-ethnicity,Other Races and Ethnicities,0.96407,1.00000,0.90844,3
2021,50,021,race-ethnicity,"White, Non-Hispanic",0.98176,0.99793,0.96559,2
2021,50,023,all,All,0.88789,0.92840,0.84738,2
2021,50,023,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,023,race-ethnicity,"White, Non-Hispanic",0.87978,0.92520,0.83437,2
2021,50,025,all,All,0.89705,0.95120,0.84291,2
2021,50,025,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,025,race-ethnicity,"White, Non-Hispanic",0.89320,0.95404,0.83236,3
2021,50,027,all,All,0.89705,0.95120,0.84291,2
2021,50,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,50,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,50,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,50,027,race-ethnicity,"White, Non-Hispanic",0.89320,0.95404,0.83236,3
2021,51,001,all,All,0.95976,0.99568,0.92385,2
2021,51,001,race-ethnicity,"Black, Non-Hispanic",0.99181,1.00000,0.96008,3
2021,51,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,001,race-ethnicity,"White, Non-Hispanic",0.94222,0.99894,0.88550,3
2021,51,003,all,All,0.94857,0.96369,0.93344,2
2021,51,003,race-ethnicity,"Black, Non-Hispanic",0.87342,0.93959,0.80725,3
2021,51,003,race-ethnicity,Hispanic,0.92044,0.98622,0.85465,3
2021,51,003,race-ethnicity,Other Races and Ethnicities,1.00000,1.00000,1.00000,2
2021,51,003,race-ethnicity,"White, Non-Hispanic",0.95587,0.97385,0.93789,2
2021,51,005,all,All,0.95256,0.97923,0.92589,2
2021,51,005,race-ethnicity,"Black, Non-Hispanic",0.96226,1.00000,0.89724,3
2021,51,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,005,race-ethnicity,"White, Non-Hispanic",0.95526,0.98481,0.92571,2
2021,51,007,all,All,0.94324,0.96802,0.91846,2
2021,51,007,race-ethnicity,"Black, Non-Hispanic",0.92023,0.98325,0.85721,3
2021,51,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,007,race-ethnicity,"White, Non-Hispanic",0.95341,0.98018,0.92663,2
2021,51,009,all,All,0.93119,0.97357,0.88880,2
2021,51,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,009,race-ethnicity,"White, Non-Hispanic",0.93034,0.98208,0.87860,3
2021,51,011,all,All,0.93119,0.97357,0.88880,2
2021,51,011,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,011,race-ethnicity,"White, Non-Hispanic",0.93034,0.98208,0.87860,3
2021,51,013,all,All,0.87938,0.93352,0.82524,1
2021,51,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,013,race-ethnicity,Hispanic,0.68177,0.83392,0.52961,3
2021,51,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,013,race-ethnicity,"White, Non-Hispanic",0.97147,1.00000,0.93099,3
2021,51,015,all,All,0.93576,0.96397,0.90754,2
2021,51,015,race-ethnicity,"Black, Non-Hispanic",0.91860,1.00000,0.82075,3
2021,51,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,015,race-ethnicity,Other Races and Ethnicities,0.94500,1.00000,0.86600,3
2021,51,015,race-ethnicity,"White, Non-Hispanic",0.94586,0.97676,0.91496,2
2021,51,017,all,All,0.93576,0.96397,0.90754,2
2021,51,017,race-ethnicity,"Black, Non-Hispanic",0.91860,1.00000,0.82075,3
2021,51,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,017,race-ethnicity,Other Races and Ethnicities,0.94500,1.00000,0.86600,3
2021,51,017,race-ethnicity,"White, Non-Hispanic",0.94586,0.97676,0.91496,2
2021,51,019,all,All,0.93119,0.97357,0.88880,2
2021,51,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,019,race-ethnicity,"White, Non-Hispanic",0.93034,0.98208,0.87860,3
2021,51,021,all,All,0.93416,0.96708,0.90124,2
2021,51,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,021,race-ethnicity,"White, Non-Hispanic",0.92111,0.96017,0.88206,2
2021,51,023,all,All,0.95256,0.97923,0.92589,2
2021,51,023,race-ethnicity,"Black, Non-Hispanic",0.96226,1.00000,0.89724,3
2021,51,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,023,race-ethnicity,"White, Non-Hispanic",0.95526,0.98481,0.92571,2
2021,51,025,all,All,0.94324,0.96802,0.91846,2
2021,51,025,race-ethnicity,"Black, Non-Hispanic",0.92023,0.98325,0.85721,3
2021,51,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,025,race-ethnicity,"White, Non-Hispanic",0.95341,0.98018,0.92663,2
2021,51,027,all,All,0.91978,0.95331,0.88624,2
2021,51,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,51,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,51,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,51,027,race-ethnicity,"White, Non-Hispanic",0.94185,0.97278,0.91093,2
2021,51,029,all,All,0.94324,0.96802,0.91846,2
