year,state,place,subgroup_type,subgroup,index_air_hazard,environmental_quality
2019,13,68516,race-ethnicity,"Majority White, Non-Hispanic",6,1
2019,13,68516,race-ethnicity,No Majority Race/Ethnicity,6,1
2019,13,69000,all,All,26,1
2019,13,69000,race-ethnicity,Majority Non-White,25,1
2019,13,69000,race-ethnicity,"Majority White, Non-Hispanic",25,1
2019,13,69000,race-ethnicity,No Majority Race/Ethnicity,27,1
2019,13,72122,race-ethnicity,Majority Non-White,NA,NA
2019,13,72122,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,13,72122,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,13,80508,all,All,10,1
2019,13,80508,race-ethnicity,Majority Non-White,2,1
2019,13,80508,race-ethnicity,"Majority White, Non-Hispanic",14,1
2019,13,80508,race-ethnicity,No Majority Race/Ethnicity,11,1
2019,15,71550,all,All,96,1
2019,15,71550,race-ethnicity,Majority Non-White,96,1
2019,15,71550,race-ethnicity,"Majority White, Non-Hispanic",100,1
2019,15,71550,race-ethnicity,No Majority Race/Ethnicity,95,1
2019,16,08830,all,All,55,1
2019,16,08830,race-ethnicity,Majority Non-White,NA,NA
2019,16,08830,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,16,08830,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,16,52120,all,All,48,1
2019,16,52120,race-ethnicity,Majority Non-White,NA,NA
2019,16,52120,race-ethnicity,"Majority White, Non-Hispanic",48,1
2019,16,52120,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,16,56260,all,All,61,1
2019,16,56260,race-ethnicity,Majority Non-White,NA,NA
2019,16,56260,race-ethnicity,"Majority White, Non-Hispanic",62,1
2019,16,56260,race-ethnicity,No Majority Race/Ethnicity,52,1
2019,17,02154,all,All,32,1
2019,17,02154,race-ethnicity,Majority Non-White,24,1
2019,17,02154,race-ethnicity,"Majority White, Non-Hispanic",33,1
2019,17,02154,race-ethnicity,No Majority Race/Ethnicity,36,1
2019,17,03012,all,All,48,1
2019,17,03012,race-ethnicity,Majority Non-White,49,1
2019,17,03012,race-ethnicity,"Majority White, Non-Hispanic",51,1
2019,17,03012,race-ethnicity,No Majority Race/Ethnicity,46,1
2019,17,06613,all,All,70,1
2019,17,06613,race-ethnicity,Majority Non-White,NA,NA
2019,17,06613,race-ethnicity,"Majority White, Non-Hispanic",69,1
2019,17,06613,race-ethnicity,No Majority Race/Ethnicity,71,1
2019,17,12385,all,All,57,1
2019,17,12385,race-ethnicity,Majority Non-White,50,1
2019,17,12385,race-ethnicity,"Majority White, Non-Hispanic",59,1
2019,17,12385,race-ethnicity,No Majority Race/Ethnicity,56,1
2019,17,14000,all,All,11,1
2019,17,14000,race-ethnicity,Majority Non-White,12,1
2019,17,14000,race-ethnicity,"Majority White, Non-Hispanic",7,1
2019,17,14000,race-ethnicity,No Majority Race/Ethnicity,11,1
2019,17,14351,all,All,2,1
2019,17,14351,race-ethnicity,Majority Non-White,2,1
2019,17,14351,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,17,14351,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,17,23074,all,All,43,1
2019,17,23074,race-ethnicity,Majority Non-White,39,1
2019,17,23074,race-ethnicity,"Majority White, Non-Hispanic",54,1
2019,17,23074,race-ethnicity,No Majority Race/Ethnicity,43,1
2019,17,24582,all,All,34,1
2019,17,24582,race-ethnicity,Majority Non-White,34,1
2019,17,24582,race-ethnicity,"Majority White, Non-Hispanic",33,1
2019,17,24582,race-ethnicity,No Majority Race/Ethnicity,37,1
2019,17,38570,all,All,53,1
2019,17,38570,race-ethnicity,Majority Non-White,49,1
2019,17,38570,race-ethnicity,"Majority White, Non-Hispanic",54,1
2019,17,38570,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,17,51622,all,All,37,1
2019,17,51622,race-ethnicity,Majority Non-White,NA,NA
2019,17,51622,race-ethnicity,"Majority White, Non-Hispanic",35,1
2019,17,51622,race-ethnicity,No Majority Race/Ethnicity,41,1
2019,17,59000,all,All,59,1
2019,17,59000,race-ethnicity,Majority Non-White,50,1
2019,17,59000,race-ethnicity,"Majority White, Non-Hispanic",65,1
2019,17,59000,race-ethnicity,No Majority Race/Ethnicity,50,1
2019,17,65000,all,All,63,1
2019,17,65000,race-ethnicity,Majority Non-White,60,1
2019,17,65000,race-ethnicity,"Majority White, Non-Hispanic",66,1
2019,17,65000,race-ethnicity,No Majority Race/Ethnicity,62,1
2019,17,68003,all,All,31,1
2019,17,68003,race-ethnicity,Majority Non-White,30,1
2019,17,68003,race-ethnicity,"Majority White, Non-Hispanic",27,1
2019,17,68003,race-ethnicity,No Majority Race/Ethnicity,35,1
2019,17,72000,all,All,62,1
2019,17,72000,race-ethnicity,Majority Non-White,52,1
2019,17,72000,race-ethnicity,"Majority White, Non-Hispanic",65,1
2019,17,72000,race-ethnicity,No Majority Race/Ethnicity,52,1
2019,17,79293,all,All,47,1
2019,17,79293,race-ethnicity,Majority Non-White,48,1
2019,17,79293,race-ethnicity,"Majority White, Non-Hispanic",58,1
2019,17,79293,race-ethnicity,No Majority Race/Ethnicity,36,1
2019,18,05860,all,All,55,1
2019,18,05860,race-ethnicity,Majority Non-White,NA,NA
2019,18,05860,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,18,05860,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,18,10342,all,All,55,1
2019,18,10342,race-ethnicity,Majority Non-White,NA,NA
2019,18,10342,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,18,10342,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,18,22000,all,All,26,1
2019,18,22000,race-ethnicity,Majority Non-White,17,1
2019,18,22000,race-ethnicity,"Majority White, Non-Hispanic",27,1
2019,18,22000,race-ethnicity,No Majority Race/Ethnicity,25,1
2019,18,23278,all,All,55,1
2019,18,23278,race-ethnicity,Majority Non-White,NA,NA
2019,18,23278,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,18,23278,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,18,25000,all,All,62,1
2019,18,25000,race-ethnicity,Majority Non-White,65,1
2019,18,25000,race-ethnicity,"Majority White, Non-Hispanic",63,1
2019,18,25000,race-ethnicity,No Majority Race/Ethnicity,54,1
2019,18,31000,all,All,39,1
2019,18,31000,race-ethnicity,Majority Non-White,40,1
2019,18,31000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,18,31000,race-ethnicity,No Majority Race/Ethnicity,39,1
2019,18,36003,all,All,48,1
2019,18,36003,race-ethnicity,Majority Non-White,46,1
2019,18,36003,race-ethnicity,"Majority White, Non-Hispanic",51,1
2019,18,36003,race-ethnicity,No Majority Race/Ethnicity,45,1
2019,18,71000,all,All,71,1
2019,18,71000,race-ethnicity,Majority Non-White,67,1
2019,18,71000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,18,71000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,19,12000,all,All,57,1
2019,19,12000,race-ethnicity,Majority Non-White,NA,NA
2019,19,12000,race-ethnicity,"Majority White, Non-Hispanic",57,1
2019,19,12000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,19,19000,all,All,69,1
2019,19,19000,race-ethnicity,Majority Non-White,NA,NA
2019,19,19000,race-ethnicity,"Majority White, Non-Hispanic",69,1
2019,19,19000,race-ethnicity,No Majority Race/Ethnicity,71,1
2019,19,21000,all,All,58,1
2019,19,21000,race-ethnicity,Majority Non-White,52,1
2019,19,21000,race-ethnicity,"Majority White, Non-Hispanic",60,1
2019,19,21000,race-ethnicity,No Majority Race/Ethnicity,54,1
2019,19,73335,all,All,73,1
2019,19,73335,race-ethnicity,Majority Non-White,71,1
2019,19,73335,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,19,73335,race-ethnicity,No Majority Race/Ethnicity,72,1
2019,20,36000,all,All,43,1
2019,20,36000,race-ethnicity,Majority Non-White,39,1
2019,20,36000,race-ethnicity,"Majority White, Non-Hispanic",46,1
2019,20,36000,race-ethnicity,No Majority Race/Ethnicity,46,1
2019,20,38900,all,All,55,1
2019,20,38900,race-ethnicity,Majority Non-White,NA,NA
2019,20,38900,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,20,38900,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,20,52575,all,All,55,1
2019,20,52575,race-ethnicity,Majority Non-White,55,1
2019,20,52575,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,20,52575,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,20,53775,all,All,50,1
2019,20,53775,race-ethnicity,Majority Non-White,NA,NA
2019,20,53775,race-ethnicity,"Majority White, Non-Hispanic",50,1
2019,20,53775,race-ethnicity,No Majority Race/Ethnicity,46,1
2019,20,71000,all,All,55,1
2019,20,71000,race-ethnicity,Majority Non-White,55,1
2019,20,71000,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,20,71000,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,20,79000,all,All,30,1
2019,20,79000,race-ethnicity,Majority Non-White,33,1
2019,20,79000,race-ethnicity,"Majority White, Non-Hispanic",35,1
2019,20,79000,race-ethnicity,No Majority Race/Ethnicity,15,1
2019,21,46027,all,All,39,1
2019,21,46027,race-ethnicity,Majority Non-White,30,1
2019,21,46027,race-ethnicity,"Majority White, Non-Hispanic",40,1
2019,21,46027,race-ethnicity,No Majority Race/Ethnicity,37,1
2019,21,48006,all,All,29,1
2019,21,48006,race-ethnicity,Majority Non-White,17,1
2019,21,48006,race-ethnicity,"Majority White, Non-Hispanic",32,1
2019,21,48006,race-ethnicity,No Majority Race/Ethnicity,21,1
2019,22,05000,all,All,4,1
2019,22,05000,race-ethnicity,Majority Non-White,3,1
2019,22,05000,race-ethnicity,"Majority White, Non-Hispanic",4,1
2019,22,05000,race-ethnicity,No Majority Race/Ethnicity,5,1
2019,22,40735,all,All,37,1
2019,22,40735,race-ethnicity,Majority Non-White,36,1
2019,22,40735,race-ethnicity,"Majority White, Non-Hispanic",38,1
2019,22,40735,race-ethnicity,No Majority Race/Ethnicity,30,1
2019,22,41155,all,All,20,1
2019,22,41155,race-ethnicity,Majority Non-White,22,1
2019,22,41155,race-ethnicity,"Majority White, Non-Hispanic",19,1
2019,22,41155,race-ethnicity,No Majority Race/Ethnicity,17,1
2019,22,55000,all,All,15,1
2019,22,55000,race-ethnicity,Majority Non-White,15,1
2019,22,55000,race-ethnicity,"Majority White, Non-Hispanic",17,1
2019,22,55000,race-ethnicity,No Majority Race/Ethnicity,15,1
2019,22,70000,all,All,9,1
2019,22,70000,race-ethnicity,Majority Non-White,9,1
2019,22,70000,race-ethnicity,"Majority White, Non-Hispanic",8,1
2019,22,70000,race-ethnicity,No Majority Race/Ethnicity,8,1
2019,24,04000,all,All,26,1
2019,24,04000,race-ethnicity,Majority Non-White,25,1
2019,24,04000,race-ethnicity,"Majority White, Non-Hispanic",29,1
2019,24,04000,race-ethnicity,No Majority Race/Ethnicity,26,1
2019,24,30325,all,All,39,1
2019,24,30325,race-ethnicity,Majority Non-White,39,1
2019,24,30325,race-ethnicity,"Majority White, Non-Hispanic",39,1
2019,24,30325,race-ethnicity,No Majority Race/Ethnicity,39,1
2019,25,07000,all,All,35,1
2019,25,07000,race-ethnicity,Majority Non-White,38,1
2019,25,07000,race-ethnicity,"Majority White, Non-Hispanic",34,1
2019,25,07000,race-ethnicity,No Majority Race/Ethnicity,30,1
2019,25,09000,all,All,73,1
2019,25,09000,race-ethnicity,Majority Non-White,73,1
2019,25,09000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,25,09000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,25,11000,all,All,26,1
2019,25,11000,race-ethnicity,Majority Non-White,3,1
2019,25,11000,race-ethnicity,"Majority White, Non-Hispanic",28,1
2019,25,11000,race-ethnicity,No Majority Race/Ethnicity,24,1
2019,25,23000,all,All,71,1
2019,25,23000,race-ethnicity,Majority Non-White,NA,NA
2019,25,23000,race-ethnicity,"Majority White, Non-Hispanic",71,1
2019,25,23000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,25,34550,all,All,60,1
2019,25,34550,race-ethnicity,Majority Non-White,60,1
2019,25,34550,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,25,34550,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,25,37000,all,All,55,1
2019,25,37000,race-ethnicity,Majority Non-White,55,1
2019,25,37000,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,25,37000,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,25,37490,all,All,53,1
2019,25,37490,race-ethnicity,Majority Non-White,52,1
2019,25,37490,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,25,37490,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,25,45000,all,All,71,1
2019,25,45000,race-ethnicity,Majority Non-White,73,1
2019,25,45000,race-ethnicity,"Majority White, Non-Hispanic",68,1
2019,25,45000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,25,45560,all,All,55,1
2019,25,45560,race-ethnicity,Majority Non-White,NA,NA
2019,25,45560,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,25,45560,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,25,55745,all,All,55,1
2019,25,55745,race-ethnicity,Majority Non-White,55,1
2019,25,55745,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,25,55745,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,25,62535,all,All,33,1
2019,25,62535,race-ethnicity,Majority Non-White,NA,NA
2019,25,62535,race-ethnicity,"Majority White, Non-Hispanic",35,1
2019,25,62535,race-ethnicity,No Majority Race/Ethnicity,26,1
2019,25,67000,all,All,46,1
2019,25,67000,race-ethnicity,Majority Non-White,44,1
2019,25,67000,race-ethnicity,"Majority White, Non-Hispanic",54,1
2019,25,67000,race-ethnicity,No Majority Race/Ethnicity,49,1
2019,25,82000,all,All,73,1
2019,25,82000,race-ethnicity,Majority Non-White,73,1
2019,25,82000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,25,82000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,26,03000,all,All,73,1
2019,26,03000,race-ethnicity,Majority Non-White,73,1
2019,26,03000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,26,03000,race-ethnicity,No Majority Race/Ethnicity,72,1
2019,26,21000,all,All,61,1
2019,26,21000,race-ethnicity,Majority Non-White,NA,NA
2019,26,21000,race-ethnicity,"Majority White, Non-Hispanic",61,1
2019,26,21000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,26,22000,all,All,58,1
2019,26,22000,race-ethnicity,Majority Non-White,58,1
2019,26,22000,race-ethnicity,"Majority White, Non-Hispanic",65,1
2019,26,22000,race-ethnicity,No Majority Race/Ethnicity,49,1
2019,26,27440,all,All,72,1
2019,26,27440,race-ethnicity,Majority Non-White,73,1
2019,26,27440,race-ethnicity,"Majority White, Non-Hispanic",72,1
2019,26,27440,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,26,29000,all,All,73,1
2019,26,29000,race-ethnicity,Majority Non-White,73,1
2019,26,29000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,26,29000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,26,34000,all,All,68,1
2019,26,34000,race-ethnicity,Majority Non-White,66,1
2019,26,34000,race-ethnicity,"Majority White, Non-Hispanic",68,1
2019,26,34000,race-ethnicity,No Majority Race/Ethnicity,71,1
2019,26,46000,all,All,73,1
2019,26,46000,race-ethnicity,Majority Non-White,73,1
2019,26,46000,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,26,46000,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,26,49000,all,All,63,1
2019,26,49000,race-ethnicity,Majority Non-White,NA,NA
2019,26,49000,race-ethnicity,"Majority White, Non-Hispanic",63,1
2019,26,49000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,26,69035,all,All,73,1
2019,26,69035,race-ethnicity,Majority Non-White,NA,NA
2019,26,69035,race-ethnicity,"Majority White, Non-Hispanic",73,1
2019,26,69035,race-ethnicity,No Majority Race/Ethnicity,73,1
2019,26,74900,all,All,58,1
2019,26,74900,race-ethnicity,Majority Non-White,59,1
2019,26,74900,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,26,74900,race-ethnicity,No Majority Race/Ethnicity,53,1
2019,26,76460,all,All,65,1
2019,26,76460,race-ethnicity,Majority Non-White,73,1
2019,26,76460,race-ethnicity,"Majority White, Non-Hispanic",65,1
2019,26,76460,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,26,80700,all,All,66,1
2019,26,80700,race-ethnicity,Majority Non-White,55,1
2019,26,80700,race-ethnicity,"Majority White, Non-Hispanic",68,1
2019,26,80700,race-ethnicity,No Majority Race/Ethnicity,61,1
2019,26,84000,all,All,59,1
2019,26,84000,race-ethnicity,Majority Non-White,69,1
2019,26,84000,race-ethnicity,"Majority White, Non-Hispanic",59,1
2019,26,84000,race-ethnicity,No Majority Race/Ethnicity,53,1
2019,26,86000,all,All,70,1
2019,26,86000,race-ethnicity,Majority Non-White,73,1
2019,26,86000,race-ethnicity,"Majority White, Non-Hispanic",70,1
2019,26,86000,race-ethnicity,No Majority Race/Ethnicity,72,1
2019,26,88940,all,All,71,1
2019,26,88940,race-ethnicity,Majority Non-White,71,1
2019,26,88940,race-ethnicity,"Majority White, Non-Hispanic",71,1
2019,26,88940,race-ethnicity,No Majority Race/Ethnicity,71,1
2019,27,06616,all,All,33,1
2019,27,06616,race-ethnicity,Majority Non-White,12,1
2019,27,06616,race-ethnicity,"Majority White, Non-Hispanic",39,1
2019,27,06616,race-ethnicity,No Majority Race/Ethnicity,15,1
2019,27,07966,all,All,24,1
2019,27,07966,race-ethnicity,Majority Non-White,24,1
2019,27,07966,race-ethnicity,"Majority White, Non-Hispanic",17,1
2019,27,07966,race-ethnicity,No Majority Race/Ethnicity,24,1
2019,27,17000,all,All,67,1
2019,27,17000,race-ethnicity,Majority Non-White,NA,NA
2019,27,17000,race-ethnicity,"Majority White, Non-Hispanic",67,1
2019,27,17000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,27,43000,all,All,10,1
2019,27,43000,race-ethnicity,Majority Non-White,11,1
2019,27,43000,race-ethnicity,"Majority White, Non-Hispanic",10,1
2019,27,43000,race-ethnicity,No Majority Race/Ethnicity,10,1
2019,27,51730,all,All,39,1
2019,27,51730,race-ethnicity,Majority Non-White,NA,NA
2019,27,51730,race-ethnicity,"Majority White, Non-Hispanic",38,1
2019,27,51730,race-ethnicity,No Majority Race/Ethnicity,50,1
2019,27,54880,all,All,68,1
2019,27,54880,race-ethnicity,Majority Non-White,NA,NA
2019,27,54880,race-ethnicity,"Majority White, Non-Hispanic",69,1
2019,27,54880,race-ethnicity,No Majority Race/Ethnicity,64,1
2019,27,58000,all,All,12,1
2019,27,58000,race-ethnicity,Majority Non-White,13,1
2019,27,58000,race-ethnicity,"Majority White, Non-Hispanic",10,1
2019,27,58000,race-ethnicity,No Majority Race/Ethnicity,13,1
2019,27,71428,all,All,35,1
2019,27,71428,race-ethnicity,Majority Non-White,NA,NA
2019,27,71428,race-ethnicity,"Majority White, Non-Hispanic",35,1
2019,27,71428,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,28,36000,all,All,18,1
2019,28,36000,race-ethnicity,Majority Non-White,18,1
2019,28,36000,race-ethnicity,"Majority White, Non-Hispanic",13,1
2019,28,36000,race-ethnicity,No Majority Race/Ethnicity,23,1
2019,29,15670,all,All,51,1
2019,29,15670,race-ethnicity,Majority Non-White,NA,NA
2019,29,15670,race-ethnicity,"Majority White, Non-Hispanic",51,1
2019,29,15670,race-ethnicity,No Majority Race/Ethnicity,39,1
2019,29,35000,all,All,43,1
2019,29,35000,race-ethnicity,Majority Non-White,NA,NA
2019,29,35000,race-ethnicity,"Majority White, Non-Hispanic",42,1
2019,29,35000,race-ethnicity,No Majority Race/Ethnicity,50,1
2019,29,38000,all,All,41,1
2019,29,38000,race-ethnicity,Majority Non-White,35,1
2019,29,38000,race-ethnicity,"Majority White, Non-Hispanic",45,1
2019,29,38000,race-ethnicity,No Majority Race/Ethnicity,38,1
2019,29,41348,all,All,57,1
2019,29,41348,race-ethnicity,Majority Non-White,55,1
2019,29,41348,race-ethnicity,"Majority White, Non-Hispanic",57,1
2019,29,41348,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,29,54074,all,All,28,1
2019,29,54074,race-ethnicity,Majority Non-White,NA,NA
2019,29,54074,race-ethnicity,"Majority White, Non-Hispanic",28,1
2019,29,54074,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,29,65000,all,All,17,1
2019,29,65000,race-ethnicity,Majority Non-White,17,1
2019,29,65000,race-ethnicity,"Majority White, Non-Hispanic",17,1
2019,29,65000,race-ethnicity,No Majority Race/Ethnicity,17,1
2019,29,70000,all,All,31,1
2019,29,70000,race-ethnicity,Majority Non-White,NA,NA
2019,29,70000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2019,29,70000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,30,06550,all,All,74,1
2019,30,06550,race-ethnicity,Majority Non-White,NA,NA
2019,30,06550,race-ethnicity,"Majority White, Non-Hispanic",74,1
2019,30,06550,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,31,28000,all,All,59,1
2019,31,28000,race-ethnicity,Majority Non-White,55,1
2019,31,28000,race-ethnicity,"Majority White, Non-Hispanic",59,1
2019,31,28000,race-ethnicity,No Majority Race/Ethnicity,57,1
2019,31,37000,all,All,58,1
2019,31,37000,race-ethnicity,Majority Non-White,55,1
2019,31,37000,race-ethnicity,"Majority White, Non-Hispanic",58,1
2019,31,37000,race-ethnicity,No Majority Race/Ethnicity,58,1
2019,32,31900,all,All,35,1
2019,32,31900,race-ethnicity,Majority Non-White,16,1
2019,32,31900,race-ethnicity,"Majority White, Non-Hispanic",40,1
2019,32,31900,race-ethnicity,No Majority Race/Ethnicity,23,1
2019,32,40000,all,All,40,1
2019,32,40000,race-ethnicity,Majority Non-White,18,1
2019,32,40000,race-ethnicity,"Majority White, Non-Hispanic",60,1
2019,32,40000,race-ethnicity,No Majority Race/Ethnicity,52,1
2019,32,51800,all,All,38,1
2019,32,51800,race-ethnicity,Majority Non-White,36,1
2019,32,51800,race-ethnicity,"Majority White, Non-Hispanic",72,1
2019,32,51800,race-ethnicity,No Majority Race/Ethnicity,50,1
2019,32,60600,all,All,24,1
2019,32,60600,race-ethnicity,Majority Non-White,9,1
2019,32,60600,race-ethnicity,"Majority White, Non-Hispanic",29,1
2019,32,60600,race-ethnicity,No Majority Race/Ethnicity,20,1
2019,32,68400,all,All,22,1
2019,32,68400,race-ethnicity,Majority Non-White,5,1
2019,32,68400,race-ethnicity,"Majority White, Non-Hispanic",25,1
2019,32,68400,race-ethnicity,No Majority Race/Ethnicity,23,1
2019,33,45140,all,All,68,1
2019,33,45140,race-ethnicity,Majority Non-White,NA,NA
2019,33,45140,race-ethnicity,"Majority White, Non-Hispanic",68,1
2019,33,45140,race-ethnicity,No Majority Race/Ethnicity,69,1
2019,33,50260,all,All,55,1
2019,33,50260,race-ethnicity,Majority Non-White,NA,NA
2019,33,50260,race-ethnicity,"Majority White, Non-Hispanic",55,1
2019,33,50260,race-ethnicity,No Majority Race/Ethnicity,55,1
2019,34,13690,all,All,17,1
2019,34,13690,race-ethnicity,Majority Non-White,17,1
2019,34,13690,race-ethnicity,"Majority White, Non-Hispanic",17,1
2019,34,13690,race-ethnicity,No Majority Race/Ethnicity,17,1
2019,34,21000,all,All,4,1
2019,34,21000,race-ethnicity,Majority Non-White,4,1
2019,34,21000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,34,21000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,34,36000,all,All,14,1
2019,34,36000,race-ethnicity,Majority Non-White,14,1
2019,34,36000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2019,34,36000,race-ethnicity,No Majority Race/Ethnicity,15,1
2019,34,51000,all,All,14,1
2019,34,51000,race-ethnicity,Majority Non-White,14,1
2019,34,51000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,34,51000,race-ethnicity,No Majority Race/Ethnicity,9,1
2019,34,57000,all,All,17,1
2019,34,57000,race-ethnicity,Majority Non-White,17,1
2019,34,57000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,34,57000,race-ethnicity,No Majority Race/Ethnicity,17,1
2019,34,74000,all,All,37,1
2019,34,74000,race-ethnicity,Majority Non-White,37,1
2019,34,74000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,34,74000,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2019,35,02000,all,All,50,1
2019,35,02000,race-ethnicity,Majority Non-White,46,1
2019,35,02000,race-ethnicity,"Majority White, Non-Hispanic",61,1
2019,35,02000,race-ethnicity,No Majority Race/Ethnicity,52,1
2019,35,39380,all,All,58,1
2019,35,39380,race-ethnicity,Majority Non-White,56,1
2019,35,39380,race-ethnicity,"Majority White, Non-Hispanic",90,1
2019,35,39380,race-ethnicity,No Majority Race/Ethnicity,63,1
2019,35,63460,all,All,66,1
2019,35,63460,race-ethnicity,Majority Non-White,73,1
2019,35,63460,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2019,35,63460,race-ethnicity,No Majority Race/Ethnicity,66,1
2019,35,70500,all,All,80,1
2019,35,70500,race-ethnicity,Majority Non-White,73,1
2019,35,70500,race-ethnicity,"Majority White, Non-Hispanic",92,1
2019,35,70500,race-ethnicity,No Majority Race/Ethnicity,80,1
2019,36,01000,all,All,67,1
2019,36,01000,race-ethnicity,Majority Non-White,64,1
2019,36,01000,race-ethnicity,"Majority White, Non-Hispanic",71,1
2019,36,01000,race-ethnicity,No Majority Race/Ethnicity,59,1
2019,36,11000,all,All,76,1
2019,36,11000,race-ethnicity,Majority Non-White,74,1
2019,36,11000,race-ethnicity,"Majority White, Non-Hispanic",80,1
2019,36,11000,race-ethnicity,No Majority Race/Ethnicity,74,1
2019,36,50617,all,All,16,1
2019,36,50617,race-ethnicity,Majority Non-White,14,1
2019,36,50617,race-ethnicity,"Majority White, Non-Hispanic",26,1
2019,36,50617,race-ethnicity,No Majority Race/Ethnicity,7,1
2019,36,51000,all,All,12,1
2019,36,51000,race-ethnicity,Majority Non-White,11,1
2019,36,51000,race-ethnicity,"Majority White, Non-Hispanic",12,1
2019,36,51000,race-ethnicity,No Majority Race/Ethnicity,11,1
2019,36,63000,all,All,70,1
2019,36,63000,race-ethnicity,Majority Non-White,70,1
2019,36,63000,race-ethnicity,"Majority White, Non-Hispanic",72,1
2019,36,63000,race-ethnicity,No Majority Race/Ethnicity,71,1
2019,36,73000,all,All,67,1
2019,36,73000,race-ethnicity,Majority Non-White,68,1
2019,36,73000,race-ethnicity,"Majority White, Non-Hispanic",70,1
2019,36,73000,race-ethnicity,No Majority Race/Ethnicity,62,1
2019,36,84000,all,All,19,1
2019,36,84000,race-ethnicity,Majority Non-White,19,1
2019,36,84000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2019,36,84000,race-ethnicity,No Majority Race/Ethnicity,19,1
2019,37,02140,all,All,43,1
2019,37,02140,race-ethnicity,Majority Non-White,NA,NA
2019,37,02140,race-ethnicity,"Majority White, Non-Hispanic",43,1
2019,37,02140,race-ethnicity,No Majority Race/Ethnicity,39,1
2019,37,10740,all,All,23,1
2019,37,10740,race-ethnicity,Majority Non-White,23,1
2019,37,10740,race-ethnicity,"Majority White, Non-Hispanic",23,1
2019,37,10740,race-ethnicity,No Majority Race/Ethnicity,23,1
