year,state,place,subgroup_type,subgroup,index_air_hazard,index_air_hazard_quality
2018,08,77290,poverty,Not High-Poverty,16,1
2018,08,83835,all,All,27,1
2018,08,83835,poverty,High-Poverty,NA,NA
2018,08,83835,poverty,Not High-Poverty,27,1
2018,09,08000,all,All,54,1
2018,09,08000,poverty,High-Poverty,53,1
2018,09,08000,poverty,Not High-Poverty,54,1
2018,09,18430,all,All,95,1
2018,09,18430,poverty,High-Poverty,NA,NA
2018,09,18430,poverty,Not High-Poverty,95,1
2018,09,37000,all,All,52,1
2018,09,37000,poverty,High-Poverty,51,1
2018,09,37000,poverty,Not High-Poverty,52,1
2018,09,52000,all,All,59,1
2018,09,52000,poverty,High-Poverty,53,1
2018,09,52000,poverty,Not High-Poverty,59,1
2018,09,55990,all,All,53,1
2018,09,55990,poverty,High-Poverty,NA,NA
2018,09,55990,poverty,Not High-Poverty,53,1
2018,09,73000,all,All,55,1
2018,09,73000,poverty,High-Poverty,NA,NA
2018,09,73000,poverty,Not High-Poverty,55,1
2018,09,80000,all,All,70,1
2018,09,80000,poverty,High-Poverty,62,1
2018,09,80000,poverty,Not High-Poverty,72,1
2018,11,50000,all,All,21,1
2018,11,50000,poverty,High-Poverty,20,1
2018,11,50000,poverty,Not High-Poverty,22,1
2018,12,07300,all,All,69,1
2018,12,07300,poverty,High-Poverty,NA,NA
2018,12,07300,poverty,Not High-Poverty,69,1
2018,12,07875,all,All,66,1
2018,12,07875,poverty,High-Poverty,NA,NA
2018,12,07875,poverty,Not High-Poverty,66,1
2018,12,10275,all,All,59,1
2018,12,10275,poverty,High-Poverty,NA,NA
2018,12,10275,poverty,Not High-Poverty,59,1
2018,12,12875,all,All,53,1
2018,12,12875,poverty,High-Poverty,NA,NA
2018,12,12875,poverty,Not High-Poverty,53,1
2018,12,14400,all,All,55,1
2018,12,14400,poverty,High-Poverty,NA,NA
2018,12,14400,poverty,Not High-Poverty,55,1
2018,12,16475,all,All,37,1
2018,12,16475,poverty,High-Poverty,NA,NA
2018,12,16475,poverty,Not High-Poverty,37,1
2018,12,16725,all,All,65,1
2018,12,16725,poverty,High-Poverty,NA,NA
2018,12,16725,poverty,Not High-Poverty,65,1
2018,12,17200,all,All,50,1
2018,12,17200,poverty,High-Poverty,NA,NA
2018,12,17200,poverty,Not High-Poverty,50,1
2018,12,17935,all,All,27,1
2018,12,17935,poverty,High-Poverty,NA,NA
2018,12,17935,poverty,Not High-Poverty,27,1
2018,12,24000,all,All,57,1
2018,12,24000,poverty,High-Poverty,55,1
2018,12,24000,poverty,Not High-Poverty,57,1
2018,12,24125,all,All,55,1
2018,12,24125,poverty,High-Poverty,NA,NA
2018,12,24125,poverty,Not High-Poverty,55,1
2018,12,25175,all,All,26,1
2018,12,25175,poverty,High-Poverty,23,1
2018,12,25175,poverty,Not High-Poverty,27,1
2018,12,30000,all,All,23,1
2018,12,30000,poverty,High-Poverty,20,1
2018,12,30000,poverty,Not High-Poverty,23,1
2018,12,32000,all,All,51,1
2018,12,32000,poverty,High-Poverty,47,1
2018,12,32000,poverty,Not High-Poverty,51,1
2018,12,32275,all,All,55,1
2018,12,32275,poverty,High-Poverty,55,1
2018,12,32275,poverty,Not High-Poverty,55,1
2018,12,35000,all,All,38,1
2018,12,35000,poverty,High-Poverty,26,1
2018,12,35000,poverty,Not High-Poverty,39,1
2018,12,36950,all,All,24,1
2018,12,36950,poverty,High-Poverty,NA,NA
2018,12,36950,poverty,Not High-Poverty,24,1
2018,12,38250,all,All,35,1
2018,12,38250,poverty,High-Poverty,26,1
2018,12,38250,poverty,Not High-Poverty,36,1
2018,12,39425,all,All,55,1
2018,12,39425,poverty,High-Poverty,NA,NA
2018,12,39425,poverty,Not High-Poverty,55,1
2018,12,43975,all,All,72,1
2018,12,43975,poverty,High-Poverty,55,1
2018,12,43975,poverty,Not High-Poverty,73,1
2018,12,45000,all,All,54,1
2018,12,45000,poverty,High-Poverty,53,1
2018,12,45000,poverty,Not High-Poverty,54,1
2018,12,45025,all,All,78,1
2018,12,45025,poverty,High-Poverty,NA,NA
2018,12,45025,poverty,Not High-Poverty,78,1
2018,12,45060,all,All,29,1
2018,12,45060,poverty,High-Poverty,NA,NA
2018,12,45060,poverty,Not High-Poverty,29,1
2018,12,45975,all,All,34,1
2018,12,45975,poverty,High-Poverty,NA,NA
2018,12,45975,poverty,Not High-Poverty,34,1
2018,12,49675,all,All,57,1
2018,12,49675,poverty,High-Poverty,NA,NA
2018,12,49675,poverty,Not High-Poverty,57,1
2018,12,53000,all,All,24,1
2018,12,53000,poverty,High-Poverty,26,1
2018,12,53000,poverty,Not High-Poverty,24,1
2018,12,54000,all,All,78,1
2018,12,54000,poverty,High-Poverty,NA,NA
2018,12,54000,poverty,Not High-Poverty,78,1
2018,12,54200,all,All,57,1
2018,12,54200,poverty,High-Poverty,NA,NA
2018,12,54200,poverty,Not High-Poverty,57,1
2018,12,55775,all,All,31,1
2018,12,55775,poverty,High-Poverty,NA,NA
2018,12,55775,poverty,Not High-Poverty,31,1
2018,12,57425,all,All,55,1
2018,12,57425,poverty,High-Poverty,NA,NA
2018,12,57425,poverty,Not High-Poverty,55,1
2018,12,58050,all,All,65,1
2018,12,58050,poverty,High-Poverty,55,1
2018,12,58050,poverty,Not High-Poverty,66,1
2018,12,58715,all,All,60,1
2018,12,58715,poverty,High-Poverty,NA,NA
2018,12,58715,poverty,Not High-Poverty,60,1
2018,12,63000,all,All,64,1
2018,12,63000,poverty,High-Poverty,58,1
2018,12,63000,poverty,Not High-Poverty,64,1
2018,12,69700,all,All,55,1
2018,12,69700,poverty,High-Poverty,NA,NA
2018,12,69700,poverty,Not High-Poverty,55,1
2018,12,70600,all,All,21,1
2018,12,70600,poverty,High-Poverty,17,1
2018,12,70600,poverty,Not High-Poverty,22,1
2018,12,71000,all,All,30,1
2018,12,71000,poverty,High-Poverty,20,1
2018,12,71000,poverty,Not High-Poverty,31,1
2018,12,76600,all,All,61,1
2018,12,76600,poverty,High-Poverty,74,1
2018,12,76600,poverty,Not High-Poverty,61,1
2018,13,03440,all,All,25,1
2018,13,03440,poverty,High-Poverty,25,1
2018,13,03440,poverty,Not High-Poverty,25,1
2018,13,04000,all,All,7,1
2018,13,04000,poverty,High-Poverty,8,1
2018,13,04000,poverty,Not High-Poverty,7,1
2018,13,04204,all,All,24,1
2018,13,04204,poverty,High-Poverty,20,1
2018,13,04204,poverty,Not High-Poverty,24,1
2018,13,19000,all,All,16,1
2018,13,19000,poverty,High-Poverty,12,1
2018,13,19000,poverty,Not High-Poverty,16,1
2018,13,42425,all,All,25,1
2018,13,42425,poverty,High-Poverty,NA,NA
2018,13,42425,poverty,Not High-Poverty,25,1
2018,13,49008,poverty,High-Poverty,NA,NA
2018,13,49008,poverty,Not High-Poverty,NA,NA
2018,13,67284,all,All,26,1
2018,13,67284,poverty,High-Poverty,NA,NA
2018,13,67284,poverty,Not High-Poverty,26,1
2018,13,68516,all,All,16,1
2018,13,68516,poverty,High-Poverty,NA,NA
2018,13,68516,poverty,Not High-Poverty,16,1
2018,13,69000,all,All,33,1
2018,13,69000,poverty,High-Poverty,26,1
2018,13,69000,poverty,Not High-Poverty,34,1
2018,13,72122,poverty,High-Poverty,NA,NA
2018,13,72122,poverty,Not High-Poverty,NA,NA
2018,13,80508,all,All,22,1
2018,13,80508,poverty,High-Poverty,8,1
2018,13,80508,poverty,Not High-Poverty,24,1
2018,15,71550,all,All,96,1
2018,15,71550,poverty,High-Poverty,97,1
2018,15,71550,poverty,Not High-Poverty,96,1
2018,16,08830,all,All,49,1
2018,16,08830,poverty,High-Poverty,NA,NA
2018,16,08830,poverty,Not High-Poverty,49,1
2018,16,52120,all,All,42,1
2018,16,52120,poverty,High-Poverty,NA,NA
2018,16,52120,poverty,Not High-Poverty,42,1
2018,16,56260,all,All,57,1
2018,16,56260,poverty,High-Poverty,NA,NA
2018,16,56260,poverty,Not High-Poverty,57,1
2018,17,02154,all,All,19,1
2018,17,02154,poverty,High-Poverty,NA,NA
2018,17,02154,poverty,Not High-Poverty,19,1
2018,17,03012,all,All,42,1
2018,17,03012,poverty,High-Poverty,NA,NA
2018,17,03012,poverty,Not High-Poverty,42,1
2018,17,06613,all,All,69,1
2018,17,06613,poverty,High-Poverty,50,1
2018,17,06613,poverty,Not High-Poverty,70,1
2018,17,12385,all,All,48,1
2018,17,12385,poverty,High-Poverty,48,1
2018,17,12385,poverty,Not High-Poverty,49,1
2018,17,14000,all,All,9,1
2018,17,14000,poverty,High-Poverty,10,1
2018,17,14000,poverty,Not High-Poverty,9,1
2018,17,14351,all,All,3,1
2018,17,14351,poverty,High-Poverty,NA,NA
2018,17,14351,poverty,Not High-Poverty,3,1
2018,17,23074,all,All,38,1
2018,17,23074,poverty,High-Poverty,NA,NA
2018,17,23074,poverty,Not High-Poverty,38,1
2018,17,24582,all,All,34,1
2018,17,24582,poverty,High-Poverty,37,1
2018,17,24582,poverty,Not High-Poverty,34,1
2018,17,38570,all,All,42,1
2018,17,38570,poverty,High-Poverty,NA,NA
2018,17,38570,poverty,Not High-Poverty,42,1
2018,17,51622,all,All,37,1
2018,17,51622,poverty,High-Poverty,NA,NA
2018,17,51622,poverty,Not High-Poverty,37,1
2018,17,59000,all,All,48,1
2018,17,59000,poverty,High-Poverty,44,1
2018,17,59000,poverty,Not High-Poverty,49,1
2018,17,65000,all,All,45,1
2018,17,65000,poverty,High-Poverty,48,1
2018,17,65000,poverty,Not High-Poverty,44,1
2018,17,68003,all,All,21,1
2018,17,68003,poverty,High-Poverty,NA,NA
2018,17,68003,poverty,Not High-Poverty,21,1
2018,17,72000,all,All,46,1
2018,17,72000,poverty,High-Poverty,38,1
2018,17,72000,poverty,Not High-Poverty,47,1
2018,17,79293,all,All,23,1
2018,17,79293,poverty,High-Poverty,NA,NA
2018,17,79293,poverty,Not High-Poverty,23,1
2018,18,05860,all,All,52,1
2018,18,05860,poverty,High-Poverty,52,1
2018,18,05860,poverty,Not High-Poverty,53,1
2018,18,10342,all,All,55,1
2018,18,10342,poverty,High-Poverty,NA,NA
2018,18,10342,poverty,Not High-Poverty,55,1
2018,18,22000,all,All,35,1
2018,18,22000,poverty,High-Poverty,37,1
2018,18,22000,poverty,Not High-Poverty,35,1
2018,18,23278,all,All,55,1
2018,18,23278,poverty,High-Poverty,NA,NA
2018,18,23278,poverty,Not High-Poverty,55,1
2018,18,25000,all,All,58,1
2018,18,25000,poverty,High-Poverty,49,1
2018,18,25000,poverty,Not High-Poverty,60,1
2018,18,31000,all,All,40,1
2018,18,31000,poverty,High-Poverty,39,1
2018,18,31000,poverty,Not High-Poverty,40,1
2018,18,36003,all,All,53,1
2018,18,36003,poverty,High-Poverty,54,1
2018,18,36003,poverty,Not High-Poverty,53,1
2018,18,71000,all,All,66,1
2018,18,71000,poverty,High-Poverty,57,1
2018,18,71000,poverty,Not High-Poverty,67,1
2018,19,12000,all,All,49,1
2018,19,12000,poverty,High-Poverty,NA,NA
2018,19,12000,poverty,Not High-Poverty,49,1
2018,19,19000,all,All,54,1
2018,19,19000,poverty,High-Poverty,NA,NA
2018,19,19000,poverty,Not High-Poverty,54,1
2018,19,21000,all,All,54,1
2018,19,21000,poverty,High-Poverty,NA,NA
2018,19,21000,poverty,Not High-Poverty,54,1
2018,19,73335,all,All,76,1
2018,19,73335,poverty,High-Poverty,76,1
2018,19,73335,poverty,Not High-Poverty,76,1
2018,20,36000,all,All,36,1
2018,20,36000,poverty,High-Poverty,26,1
2018,20,36000,poverty,Not High-Poverty,36,1
2018,20,38900,all,All,55,1
2018,20,38900,poverty,High-Poverty,55,1
2018,20,38900,poverty,Not High-Poverty,55,1
2018,20,52575,all,All,55,1
2018,20,52575,poverty,High-Poverty,NA,NA
2018,20,52575,poverty,Not High-Poverty,55,1
2018,20,53775,all,All,48,1
2018,20,53775,poverty,High-Poverty,NA,NA
2018,20,53775,poverty,Not High-Poverty,48,1
2018,20,71000,all,All,55,1
2018,20,71000,poverty,High-Poverty,NA,NA
2018,20,71000,poverty,Not High-Poverty,55,1
2018,20,79000,all,All,34,1
2018,20,79000,poverty,High-Poverty,33,1
2018,20,79000,poverty,Not High-Poverty,34,1
2018,21,46027,all,All,36,1
2018,21,46027,poverty,High-Poverty,23,1
2018,21,46027,poverty,Not High-Poverty,38,1
2018,21,48006,all,All,25,1
2018,21,48006,poverty,High-Poverty,13,1
2018,21,48006,poverty,Not High-Poverty,26,1
2018,22,05000,all,All,1,1
2018,22,05000,poverty,High-Poverty,1,1
2018,22,05000,poverty,Not High-Poverty,2,1
2018,22,40735,all,All,42,1
2018,22,40735,poverty,High-Poverty,26,1
2018,22,40735,poverty,Not High-Poverty,43,1
2018,22,41155,all,All,23,1
2018,22,41155,poverty,High-Poverty,17,1
2018,22,41155,poverty,Not High-Poverty,23,1
2018,22,55000,all,All,13,1
2018,22,55000,poverty,High-Poverty,12,1
2018,22,55000,poverty,Not High-Poverty,14,1
2018,22,70000,all,All,13,1
2018,22,70000,poverty,High-Poverty,11,1
2018,22,70000,poverty,Not High-Poverty,13,1
2018,24,04000,all,All,34,1
2018,24,04000,poverty,High-Poverty,27,1
2018,24,04000,poverty,Not High-Poverty,34,1
2018,24,30325,all,All,48,1
2018,24,30325,poverty,High-Poverty,NA,NA
2018,24,30325,poverty,Not High-Poverty,48,1
2018,25,07000,all,All,27,1
2018,25,07000,poverty,High-Poverty,20,1
2018,25,07000,poverty,Not High-Poverty,28,1
2018,25,09000,all,All,77,1
2018,25,09000,poverty,High-Poverty,77,1
2018,25,09000,poverty,Not High-Poverty,77,1
2018,25,11000,all,All,26,1
2018,25,11000,poverty,High-Poverty,NA,NA
2018,25,11000,poverty,Not High-Poverty,26,1
2018,25,23000,all,All,75,1
2018,25,23000,poverty,High-Poverty,NA,NA
2018,25,23000,poverty,Not High-Poverty,75,1
2018,25,34550,all,All,55,1
2018,25,34550,poverty,High-Poverty,55,1
2018,25,34550,poverty,Not High-Poverty,55,1
2018,25,37000,all,All,55,1
2018,25,37000,poverty,High-Poverty,55,1
2018,25,37000,poverty,Not High-Poverty,55,1
2018,25,37490,all,All,53,1
2018,25,37490,poverty,High-Poverty,NA,NA
2018,25,37490,poverty,Not High-Poverty,53,1
2018,25,45000,all,All,78,1
2018,25,45000,poverty,High-Poverty,77,1
2018,25,45000,poverty,Not High-Poverty,78,1
2018,25,45560,all,All,55,1
2018,25,45560,poverty,High-Poverty,NA,NA
2018,25,45560,poverty,Not High-Poverty,55,1
2018,25,55745,all,All,51,1
2018,25,55745,poverty,High-Poverty,NA,NA
2018,25,55745,poverty,Not High-Poverty,51,1
2018,25,62535,all,All,30,1
2018,25,62535,poverty,High-Poverty,NA,NA
2018,25,62535,poverty,Not High-Poverty,30,1
2018,25,67000,all,All,50,1
2018,25,67000,poverty,High-Poverty,50,1
2018,25,67000,poverty,Not High-Poverty,50,1
2018,25,82000,all,All,77,1
2018,25,82000,poverty,High-Poverty,77,1
2018,25,82000,poverty,Not High-Poverty,77,1
2018,26,03000,all,All,76,1
2018,26,03000,poverty,High-Poverty,76,1
2018,26,03000,poverty,Not High-Poverty,76,1
2018,26,21000,all,All,50,1
2018,26,21000,poverty,High-Poverty,46,1
2018,26,21000,poverty,Not High-Poverty,52,1
2018,26,22000,all,All,49,1
2018,26,22000,poverty,High-Poverty,47,1
2018,26,22000,poverty,Not High-Poverty,50,1
2018,26,27440,all,All,62,1
2018,26,27440,poverty,High-Poverty,NA,NA
2018,26,27440,poverty,Not High-Poverty,62,1
2018,26,29000,all,All,77,1
2018,26,29000,poverty,High-Poverty,76,1
2018,26,29000,poverty,Not High-Poverty,77,1
2018,26,34000,all,All,56,1
2018,26,34000,poverty,High-Poverty,45,1
2018,26,34000,poverty,Not High-Poverty,57,1
2018,26,46000,all,All,76,1
2018,26,46000,poverty,High-Poverty,75,1
2018,26,46000,poverty,Not High-Poverty,76,1
2018,26,49000,all,All,55,1
2018,26,49000,poverty,High-Poverty,NA,NA
2018,26,49000,poverty,Not High-Poverty,55,1
2018,26,69035,all,All,74,1
2018,26,69035,poverty,High-Poverty,NA,NA
2018,26,69035,poverty,Not High-Poverty,74,1
2018,26,74900,all,All,54,1
2018,26,74900,poverty,High-Poverty,NA,NA
2018,26,74900,poverty,Not High-Poverty,54,1
2018,26,76460,all,All,50,1
2018,26,76460,poverty,High-Poverty,50,1
2018,26,76460,poverty,Not High-Poverty,50,1
2018,26,80700,all,All,56,1
2018,26,80700,poverty,High-Poverty,NA,NA
2018,26,80700,poverty,Not High-Poverty,56,1
2018,26,84000,all,All,44,1
2018,26,84000,poverty,High-Poverty,26,1
2018,26,84000,poverty,Not High-Poverty,45,1
2018,26,86000,all,All,55,1
2018,26,86000,poverty,High-Poverty,NA,NA
2018,26,86000,poverty,Not High-Poverty,55,1
2018,26,88940,all,All,61,1
2018,26,88940,poverty,High-Poverty,46,1
2018,26,88940,poverty,Not High-Poverty,61,1
2018,27,06616,all,All,22,1
2018,27,06616,poverty,High-Poverty,NA,NA
2018,27,06616,poverty,Not High-Poverty,22,1
2018,27,07966,all,All,11,1
2018,27,07966,poverty,High-Poverty,NA,NA
2018,27,07966,poverty,Not High-Poverty,11,1
2018,27,17000,all,All,56,1
2018,27,17000,poverty,High-Poverty,55,1
2018,27,17000,poverty,Not High-Poverty,56,1
2018,27,43000,all,All,9,1
2018,27,43000,poverty,High-Poverty,7,1
2018,27,43000,poverty,Not High-Poverty,9,1
2018,27,51730,all,All,28,1
2018,27,51730,poverty,High-Poverty,NA,NA
2018,27,51730,poverty,Not High-Poverty,28,1
2018,27,54880,all,All,54,1
2018,27,54880,poverty,High-Poverty,50,1
2018,27,54880,poverty,Not High-Poverty,54,1
2018,27,58000,all,All,5,1
2018,27,58000,poverty,High-Poverty,5,1
2018,27,58000,poverty,Not High-Poverty,5,1
2018,27,71428,all,All,28,1
2018,27,71428,poverty,High-Poverty,NA,NA
2018,27,71428,poverty,Not High-Poverty,28,1
2018,28,36000,all,All,19,1
2018,28,36000,poverty,High-Poverty,19,1
2018,28,36000,poverty,Not High-Poverty,19,1
2018,29,15670,all,All,42,1
2018,29,15670,poverty,High-Poverty,37,1
2018,29,15670,poverty,Not High-Poverty,44,1
2018,29,35000,all,All,34,1
2018,29,35000,poverty,High-Poverty,NA,NA
2018,29,35000,poverty,Not High-Poverty,34,1
2018,29,38000,all,All,33,1
2018,29,38000,poverty,High-Poverty,26,1
2018,29,38000,poverty,Not High-Poverty,33,1
2018,29,41348,all,All,57,1
2018,29,41348,poverty,High-Poverty,NA,NA
2018,29,41348,poverty,Not High-Poverty,57,1
2018,29,54074,all,All,26,1
2018,29,54074,poverty,High-Poverty,NA,NA
2018,29,54074,poverty,Not High-Poverty,26,1
2018,29,65000,all,All,19,1
2018,29,65000,poverty,High-Poverty,19,1
2018,29,65000,poverty,Not High-Poverty,19,1
2018,29,70000,all,All,24,1
2018,29,70000,poverty,High-Poverty,24,1
2018,29,70000,poverty,Not High-Poverty,24,1
2018,30,06550,all,All,77,1
2018,30,06550,poverty,High-Poverty,NA,NA
2018,30,06550,poverty,Not High-Poverty,77,1
2018,31,28000,all,All,56,1
2018,31,28000,poverty,High-Poverty,55,1
2018,31,28000,poverty,Not High-Poverty,56,1
2018,31,37000,all,All,55,1
2018,31,37000,poverty,High-Poverty,55,1
2018,31,37000,poverty,Not High-Poverty,55,1
2018,32,31900,all,All,37,1
2018,32,31900,poverty,High-Poverty,NA,NA
2018,32,31900,poverty,Not High-Poverty,37,1
2018,32,40000,all,All,41,1
2018,32,40000,poverty,High-Poverty,17,1
2018,32,40000,poverty,Not High-Poverty,42,1
2018,32,51800,all,All,39,1
2018,32,51800,poverty,High-Poverty,20,1
2018,32,51800,poverty,Not High-Poverty,40,1
2018,32,60600,all,All,18,1
2018,32,60600,poverty,High-Poverty,NA,NA
2018,32,60600,poverty,Not High-Poverty,18,1
2018,32,68400,all,All,15,1
2018,32,68400,poverty,High-Poverty,NA,NA
2018,32,68400,poverty,Not High-Poverty,15,1
2018,33,45140,all,All,58,1
2018,33,45140,poverty,High-Poverty,55,1
2018,33,45140,poverty,Not High-Poverty,58,1
2018,33,50260,all,All,55,1
2018,33,50260,poverty,High-Poverty,NA,NA
2018,33,50260,poverty,Not High-Poverty,55,1
2018,34,13690,all,All,18,1
2018,34,13690,poverty,High-Poverty,NA,NA
2018,34,13690,poverty,Not High-Poverty,18,1
2018,34,21000,all,All,3,1
2018,34,21000,poverty,High-Poverty,NA,NA
2018,34,21000,poverty,Not High-Poverty,3,1
2018,34,36000,all,All,9,1
2018,34,36000,poverty,High-Poverty,9,1
2018,34,36000,poverty,Not High-Poverty,9,1
2018,34,51000,all,All,12,1
2018,34,51000,poverty,High-Poverty,9,1
2018,34,51000,poverty,Not High-Poverty,13,1
2018,34,57000,all,All,20,1
2018,34,57000,poverty,High-Poverty,20,1
2018,34,57000,poverty,Not High-Poverty,20,1
2018,34,74000,all,All,38,1
2018,34,74000,poverty,High-Poverty,37,1
2018,34,74000,poverty,Not High-Poverty,39,1
2018,35,02000,all,All,55,1
2018,35,02000,poverty,High-Poverty,36,1
2018,35,02000,poverty,Not High-Poverty,56,1
2018,35,39380,all,All,68,1
2018,35,39380,poverty,High-Poverty,77,1
2018,35,39380,poverty,Not High-Poverty,67,1
2018,35,63460,all,All,72,1
2018,35,63460,poverty,High-Poverty,NA,NA
2018,35,63460,poverty,Not High-Poverty,72,1
2018,35,70500,all,All,83,1
2018,35,70500,poverty,High-Poverty,NA,NA
2018,35,70500,poverty,Not High-Poverty,83,1
2018,36,01000,all,All,53,1
2018,36,01000,poverty,High-Poverty,51,1
2018,36,01000,poverty,Not High-Poverty,53,1
2018,36,11000,all,All,72,1
2018,36,11000,poverty,High-Poverty,69,1
2018,36,11000,poverty,Not High-Poverty,73,1
2018,36,50617,all,All,23,1
2018,36,50617,poverty,High-Poverty,NA,NA
2018,36,50617,poverty,Not High-Poverty,23,1
2018,36,51000,all,All,11,1
2018,36,51000,poverty,High-Poverty,8,1
2018,36,51000,poverty,Not High-Poverty,11,1
2018,36,63000,all,All,73,1
2018,36,63000,poverty,High-Poverty,71,1
2018,36,63000,poverty,Not High-Poverty,74,1
2018,36,73000,all,All,66,1
2018,36,73000,poverty,High-Poverty,67,1
2018,36,73000,poverty,Not High-Poverty,65,1
2018,36,84000,all,All,18,1
2018,36,84000,poverty,High-Poverty,17,1
2018,36,84000,poverty,Not High-Poverty,18,1
2018,37,02140,all,All,57,1
2018,37,02140,poverty,High-Poverty,55,1
2018,37,02140,poverty,Not High-Poverty,57,1
2018,37,10740,all,All,33,1
2018,37,10740,poverty,High-Poverty,NA,NA
2018,37,10740,poverty,Not High-Poverty,33,1
2018,37,12000,all,All,18,1
2018,37,12000,poverty,High-Poverty,17,1
2018,37,12000,poverty,Not High-Poverty,18,1
2018,37,14100,all,All,26,1
2018,37,14100,poverty,High-Poverty,NA,NA
2018,37,14100,poverty,Not High-Poverty,26,1
2018,37,19000,all,All,29,1
2018,37,19000,poverty,High-Poverty,32,1
2018,37,19000,poverty,Not High-Poverty,29,1
2018,37,22920,all,All,42,1
2018,37,22920,poverty,High-Poverty,40,1
2018,37,22920,poverty,Not High-Poverty,42,1
2018,37,25580,all,All,20,1
2018,37,25580,poverty,High-Poverty,20,1
2018,37,25580,poverty,Not High-Poverty,20,1
2018,37,28000,all,All,29,1
2018,37,28000,poverty,High-Poverty,21,1
2018,37,28000,poverty,Not High-Poverty,30,1
2018,37,28080,all,All,55,1
2018,37,28080,poverty,High-Poverty,55,1
2018,37,28080,poverty,Not High-Poverty,55,1
2018,37,31400,all,All,24,1
2018,37,31400,poverty,High-Poverty,13,1
2018,37,31400,poverty,Not High-Poverty,25,1
2018,37,55000,all,All,38,1
2018,37,55000,poverty,High-Poverty,39,1
2018,37,55000,poverty,Not High-Poverty,38,1
2018,37,74440,all,All,36,1
2018,37,74440,poverty,High-Poverty,21,1
2018,37,74440,poverty,Not High-Poverty,40,1
2018,37,75000,all,All,34,1
2018,37,75000,poverty,High-Poverty,22,1
2018,37,75000,poverty,Not High-Poverty,36,1
2018,38,25700,all,All,57,1
2018,38,25700,poverty,High-Poverty,50,1
2018,38,25700,poverty,Not High-Poverty,57,1
2018,39,01000,all,All,49,1
2018,39,01000,poverty,High-Poverty,44,1
2018,39,01000,poverty,Not High-Poverty,49,1
2018,39,15000,all,All,30,1
2018,39,15000,poverty,High-Poverty,26,1
2018,39,15000,poverty,Not High-Poverty,32,1
2018,39,16000,all,All,48,1
2018,39,16000,poverty,High-Poverty,45,1
2018,39,16000,poverty,Not High-Poverty,49,1
2018,39,18000,all,All,53,1
2018,39,18000,poverty,High-Poverty,52,1
2018,39,18000,poverty,Not High-Poverty,53,1
2018,39,21000,all,All,44,1
2018,39,21000,poverty,High-Poverty,42,1
2018,39,21000,poverty,Not High-Poverty,45,1
2018,39,61000,all,All,58,1
2018,39,61000,poverty,High-Poverty,NA,NA
2018,39,61000,poverty,Not High-Poverty,58,1
2018,39,77000,all,All,63,1
2018,39,77000,poverty,High-Poverty,52,1
2018,39,77000,poverty,Not High-Poverty,66,1
2018,40,09050,all,All,27,1
2018,40,09050,poverty,High-Poverty,NA,NA
2018,40,09050,poverty,Not High-Poverty,27,1
2018,40,23200,all,All,49,1
2018,40,23200,poverty,High-Poverty,40,1
2018,40,23200,poverty,Not High-Poverty,49,1
2018,40,41850,all,All,58,1
2018,40,41850,poverty,High-Poverty,55,1
2018,40,41850,poverty,Not High-Poverty,58,1
2018,40,52500,all,All,48,1
2018,40,52500,poverty,High-Poverty,41,1
2018,40,52500,poverty,Not High-Poverty,49,1
2018,40,55000,all,All,39,1
2018,40,55000,poverty,High-Poverty,31,1
2018,40,55000,poverty,Not High-Poverty,40,1
2018,40,75000,all,All,22,1
2018,40,75000,poverty,High-Poverty,16,1
2018,40,75000,poverty,Not High-Poverty,22,1
2018,41,05350,all,All,17,1
2018,41,05350,poverty,High-Poverty,NA,NA
2018,41,05350,poverty,Not High-Poverty,17,1
2018,41,05800,all,All,55,1
2018,41,05800,poverty,High-Poverty,NA,NA
2018,41,05800,poverty,Not High-Poverty,55,1
2018,41,23850,all,All,14,1
2018,41,23850,poverty,High-Poverty,15,1
2018,41,23850,poverty,Not High-Poverty,14,1
2018,41,31250,all,All,10,1
2018,41,31250,poverty,High-Poverty,NA,NA
2018,41,31250,poverty,Not High-Poverty,10,1
2018,41,34100,all,All,24,1
2018,41,34100,poverty,High-Poverty,NA,NA
2018,41,34100,poverty,Not High-Poverty,24,1
2018,41,47000,all,All,10,1
2018,41,47000,poverty,High-Poverty,4,1
2018,41,47000,poverty,Not High-Poverty,10,1
2018,41,59000,all,All,12,1
2018,41,59000,poverty,High-Poverty,12,1
2018,41,59000,poverty,Not High-Poverty,12,1
2018,41,64900,all,All,18,1
2018,41,64900,poverty,High-Poverty,NA,NA
2018,41,64900,poverty,Not High-Poverty,18,1
2018,42,02000,all,All,36,1
2018,42,02000,poverty,High-Poverty,37,1
2018,42,02000,poverty,Not High-Poverty,35,1
2018,42,06088,all,All,30,1
2018,42,06088,poverty,High-Poverty,37,1
2018,42,06088,poverty,Not High-Poverty,28,1
2018,42,24000,all,All,66,1
2018,42,24000,poverty,High-Poverty,69,1
2018,42,24000,poverty,Not High-Poverty,65,1
2018,42,60000,all,All,12,1
2018,42,60000,poverty,High-Poverty,8,1
2018,42,60000,poverty,Not High-Poverty,13,1
2018,42,61000,all,All,32,1
2018,42,61000,poverty,High-Poverty,32,1
2018,42,61000,poverty,Not High-Poverty,32,1
2018,42,63624,all,All,22,1
2018,42,63624,poverty,High-Poverty,20,1
2018,42,63624,poverty,Not High-Poverty,24,1
2018,42,69000,all,All,77,1
