year,state,county,subgroup_type,subgroup,poverty_exposure
2018,48,285,race-ethnicity,"White, Non-Hispanic",0
2018,48,287,all,All,0
2018,48,287,race-ethnicity,"Black, Non-Hispanic",0
2018,48,287,race-ethnicity,Hispanic,0
2018,48,287,race-ethnicity,Other Races and Ethnicities,0
2018,48,287,race-ethnicity,"White, Non-Hispanic",0
2018,48,289,all,All,0
2018,48,289,race-ethnicity,"Black, Non-Hispanic",0
2018,48,289,race-ethnicity,Hispanic,0
2018,48,289,race-ethnicity,Other Races and Ethnicities,0
2018,48,289,race-ethnicity,"White, Non-Hispanic",0
2018,48,291,all,All,0
2018,48,291,race-ethnicity,"Black, Non-Hispanic",0
2018,48,291,race-ethnicity,Hispanic,0
2018,48,291,race-ethnicity,Other Races and Ethnicities,0
2018,48,291,race-ethnicity,"White, Non-Hispanic",0
2018,48,293,all,All,0
2018,48,293,race-ethnicity,"Black, Non-Hispanic",0
2018,48,293,race-ethnicity,Hispanic,0
2018,48,293,race-ethnicity,Other Races and Ethnicities,0
2018,48,293,race-ethnicity,"White, Non-Hispanic",0
2018,48,295,all,All,0
2018,48,295,race-ethnicity,"Black, Non-Hispanic",0
2018,48,295,race-ethnicity,Hispanic,0
2018,48,295,race-ethnicity,Other Races and Ethnicities,0
2018,48,295,race-ethnicity,"White, Non-Hispanic",0
2018,48,297,all,All,0
2018,48,297,race-ethnicity,"Black, Non-Hispanic",0
2018,48,297,race-ethnicity,Hispanic,0
2018,48,297,race-ethnicity,Other Races and Ethnicities,0
2018,48,297,race-ethnicity,"White, Non-Hispanic",0
2018,48,299,all,All,0
2018,48,299,race-ethnicity,"Black, Non-Hispanic",0
2018,48,299,race-ethnicity,Hispanic,0
2018,48,299,race-ethnicity,Other Races and Ethnicities,0
2018,48,299,race-ethnicity,"White, Non-Hispanic",0
2018,48,301,all,All,0
2018,48,301,race-ethnicity,"Black, Non-Hispanic",0
2018,48,301,race-ethnicity,Hispanic,0
2018,48,301,race-ethnicity,Other Races and Ethnicities,0
2018,48,301,race-ethnicity,"White, Non-Hispanic",0
2018,48,303,all,All,0.13992288434479103
2018,48,303,race-ethnicity,"Black, Non-Hispanic",0.1490638065806217
2018,48,303,race-ethnicity,Hispanic,0.056304552718928
2018,48,303,race-ethnicity,Other Races and Ethnicities,0.11712862434538256
2018,48,303,race-ethnicity,"White, Non-Hispanic",0.21729330087458298
2018,48,305,all,All,0
2018,48,305,race-ethnicity,"Black, Non-Hispanic",0
2018,48,305,race-ethnicity,Hispanic,0
2018,48,305,race-ethnicity,Other Races and Ethnicities,0
2018,48,305,race-ethnicity,"White, Non-Hispanic",0
2018,48,307,all,All,0
2018,48,307,race-ethnicity,"Black, Non-Hispanic",0
2018,48,307,race-ethnicity,Hispanic,0
2018,48,307,race-ethnicity,Other Races and Ethnicities,0
2018,48,307,race-ethnicity,"White, Non-Hispanic",0
2018,48,309,all,All,0.4027717344008354
2018,48,309,race-ethnicity,"Black, Non-Hispanic",0.5164756446991404
2018,48,309,race-ethnicity,Hispanic,0.3151440074326417
2018,48,309,race-ethnicity,Other Races and Ethnicities,0.4032405294386125
2018,48,309,race-ethnicity,"White, Non-Hispanic",0.3967353951890034
2018,48,311,all,All,0
2018,48,311,race-ethnicity,"Black, Non-Hispanic",0
2018,48,311,race-ethnicity,Hispanic,0
2018,48,311,race-ethnicity,Other Races and Ethnicities,0
2018,48,311,race-ethnicity,"White, Non-Hispanic",0
2018,48,313,all,All,0
2018,48,313,race-ethnicity,"Black, Non-Hispanic",0
2018,48,313,race-ethnicity,Hispanic,0
2018,48,313,race-ethnicity,Other Races and Ethnicities,0
2018,48,313,race-ethnicity,"White, Non-Hispanic",0
2018,48,315,all,All,0
2018,48,315,race-ethnicity,"Black, Non-Hispanic",0
2018,48,315,race-ethnicity,Hispanic,0
2018,48,315,race-ethnicity,Other Races and Ethnicities,0
2018,48,315,race-ethnicity,"White, Non-Hispanic",0
2018,48,317,all,All,0
2018,48,317,race-ethnicity,"Black, Non-Hispanic",0
2018,48,317,race-ethnicity,Hispanic,0
2018,48,317,race-ethnicity,Other Races and Ethnicities,0
2018,48,317,race-ethnicity,"White, Non-Hispanic",0
2018,48,319,all,All,0
2018,48,319,race-ethnicity,"Black, Non-Hispanic",0
2018,48,319,race-ethnicity,Hispanic,0
2018,48,319,race-ethnicity,Other Races and Ethnicities,0
2018,48,319,race-ethnicity,"White, Non-Hispanic",0
2018,48,321,all,All,0
2018,48,321,race-ethnicity,"Black, Non-Hispanic",0
2018,48,321,race-ethnicity,Hispanic,0
2018,48,321,race-ethnicity,Other Races and Ethnicities,0
2018,48,321,race-ethnicity,"White, Non-Hispanic",0
2018,48,323,all,All,0
2018,48,323,race-ethnicity,"Black, Non-Hispanic",0
2018,48,323,race-ethnicity,Hispanic,0
2018,48,323,race-ethnicity,Other Races and Ethnicities,0
2018,48,323,race-ethnicity,"White, Non-Hispanic",0
2018,48,325,all,All,0
2018,48,325,race-ethnicity,"Black, Non-Hispanic",0
2018,48,325,race-ethnicity,Hispanic,0
2018,48,325,race-ethnicity,Other Races and Ethnicities,0
2018,48,325,race-ethnicity,"White, Non-Hispanic",0
2018,48,327,all,All,0
2018,48,327,race-ethnicity,"Black, Non-Hispanic",0
2018,48,327,race-ethnicity,Hispanic,0
2018,48,327,race-ethnicity,Other Races and Ethnicities,0
2018,48,327,race-ethnicity,"White, Non-Hispanic",0
2018,48,329,all,All,0
2018,48,329,race-ethnicity,"Black, Non-Hispanic",0
2018,48,329,race-ethnicity,Hispanic,0
2018,48,329,race-ethnicity,Other Races and Ethnicities,0
2018,48,329,race-ethnicity,"White, Non-Hispanic",0
2018,48,331,all,All,0
2018,48,331,race-ethnicity,"Black, Non-Hispanic",0
2018,48,331,race-ethnicity,Hispanic,0
2018,48,331,race-ethnicity,Other Races and Ethnicities,0
2018,48,331,race-ethnicity,"White, Non-Hispanic",0
2018,48,333,all,All,0
2018,48,333,race-ethnicity,"Black, Non-Hispanic",0
2018,48,333,race-ethnicity,Hispanic,0
2018,48,333,race-ethnicity,Other Races and Ethnicities,0
2018,48,333,race-ethnicity,"White, Non-Hispanic",0
2018,48,335,all,All,0
2018,48,335,race-ethnicity,"Black, Non-Hispanic",0
2018,48,335,race-ethnicity,Hispanic,0
2018,48,335,race-ethnicity,Other Races and Ethnicities,0
2018,48,335,race-ethnicity,"White, Non-Hispanic",0
2018,48,337,all,All,0
2018,48,337,race-ethnicity,"Black, Non-Hispanic",0
2018,48,337,race-ethnicity,Hispanic,0
2018,48,337,race-ethnicity,Other Races and Ethnicities,0
2018,48,337,race-ethnicity,"White, Non-Hispanic",0
2018,48,339,all,All,0
2018,48,339,race-ethnicity,"Black, Non-Hispanic",0
2018,48,339,race-ethnicity,Hispanic,0
2018,48,339,race-ethnicity,Other Races and Ethnicities,0
2018,48,339,race-ethnicity,"White, Non-Hispanic",0
2018,48,341,all,All,0
2018,48,341,race-ethnicity,"Black, Non-Hispanic",0
2018,48,341,race-ethnicity,Hispanic,0
2018,48,341,race-ethnicity,Other Races and Ethnicities,0
2018,48,341,race-ethnicity,"White, Non-Hispanic",0
2018,48,343,all,All,0
2018,48,343,race-ethnicity,"Black, Non-Hispanic",0
2018,48,343,race-ethnicity,Hispanic,0
2018,48,343,race-ethnicity,Other Races and Ethnicities,0
2018,48,343,race-ethnicity,"White, Non-Hispanic",0
2018,48,345,all,All,0
2018,48,345,race-ethnicity,"Black, Non-Hispanic",0
2018,48,345,race-ethnicity,Hispanic,0
2018,48,345,race-ethnicity,Other Races and Ethnicities,0
2018,48,345,race-ethnicity,"White, Non-Hispanic",0
2018,48,347,all,All,0.26655730982161163
2018,48,347,race-ethnicity,"Black, Non-Hispanic",0.37369277248431326
2018,48,347,race-ethnicity,Hispanic,0.14500537056928034
2018,48,347,race-ethnicity,Other Races and Ethnicities,0.13853396099529253
2018,48,347,race-ethnicity,"White, Non-Hispanic",0.2757847533632287
2018,48,349,all,All,0
2018,48,349,race-ethnicity,"Black, Non-Hispanic",0
2018,48,349,race-ethnicity,Hispanic,0
2018,48,349,race-ethnicity,Other Races and Ethnicities,0
2018,48,349,race-ethnicity,"White, Non-Hispanic",0
2018,48,351,all,All,0
2018,48,351,race-ethnicity,"Black, Non-Hispanic",0
2018,48,351,race-ethnicity,Hispanic,0
2018,48,351,race-ethnicity,Other Races and Ethnicities,0
2018,48,351,race-ethnicity,"White, Non-Hispanic",0
2018,48,353,all,All,0
2018,48,353,race-ethnicity,"Black, Non-Hispanic",0
2018,48,353,race-ethnicity,Hispanic,0
2018,48,353,race-ethnicity,Other Races and Ethnicities,0
2018,48,353,race-ethnicity,"White, Non-Hispanic",0
2018,48,355,all,All,0.10824116770100198
2018,48,355,race-ethnicity,"Black, Non-Hispanic",0.16871287128712872
2018,48,355,race-ethnicity,Hispanic,0.13090300688095013
2018,48,355,race-ethnicity,Other Races and Ethnicities,0.06000515065670873
2018,48,355,race-ethnicity,"White, Non-Hispanic",0.024355300859598854
2018,48,357,all,All,0
2018,48,357,race-ethnicity,"Black, Non-Hispanic",0
2018,48,357,race-ethnicity,Hispanic,0
2018,48,357,race-ethnicity,Other Races and Ethnicities,0
2018,48,357,race-ethnicity,"White, Non-Hispanic",0
2018,48,359,all,All,0
2018,48,359,race-ethnicity,"Black, Non-Hispanic",0
2018,48,359,race-ethnicity,Hispanic,0
2018,48,359,race-ethnicity,Other Races and Ethnicities,0
2018,48,359,race-ethnicity,"White, Non-Hispanic",0
2018,48,361,all,All,0
2018,48,361,race-ethnicity,"Black, Non-Hispanic",0
2018,48,361,race-ethnicity,Hispanic,0
2018,48,361,race-ethnicity,Other Races and Ethnicities,0
2018,48,361,race-ethnicity,"White, Non-Hispanic",0
2018,48,363,all,All,0
2018,48,363,race-ethnicity,"Black, Non-Hispanic",0
2018,48,363,race-ethnicity,Hispanic,0
2018,48,363,race-ethnicity,Other Races and Ethnicities,0
2018,48,363,race-ethnicity,"White, Non-Hispanic",0
2018,48,365,all,All,0
2018,48,365,race-ethnicity,"Black, Non-Hispanic",0
2018,48,365,race-ethnicity,Hispanic,0
2018,48,365,race-ethnicity,Other Races and Ethnicities,0
2018,48,365,race-ethnicity,"White, Non-Hispanic",0
2018,48,367,all,All,0
2018,48,367,race-ethnicity,"Black, Non-Hispanic",0
2018,48,367,race-ethnicity,Hispanic,0
2018,48,367,race-ethnicity,Other Races and Ethnicities,0
2018,48,367,race-ethnicity,"White, Non-Hispanic",0
2018,48,369,all,All,0
2018,48,369,race-ethnicity,"Black, Non-Hispanic",0
2018,48,369,race-ethnicity,Hispanic,0
2018,48,369,race-ethnicity,Other Races and Ethnicities,0
2018,48,369,race-ethnicity,"White, Non-Hispanic",0
2018,48,371,all,All,0
2018,48,371,race-ethnicity,"Black, Non-Hispanic",0
2018,48,371,race-ethnicity,Hispanic,0
2018,48,371,race-ethnicity,Other Races and Ethnicities,0
2018,48,371,race-ethnicity,"White, Non-Hispanic",0
2018,48,373,all,All,0
2018,48,373,race-ethnicity,"Black, Non-Hispanic",0
2018,48,373,race-ethnicity,Hispanic,0
2018,48,373,race-ethnicity,Other Races and Ethnicities,0
2018,48,373,race-ethnicity,"White, Non-Hispanic",0
2018,48,375,all,All,0.05876698562502731
2018,48,375,race-ethnicity,"Black, Non-Hispanic",0.10241379310344828
2018,48,375,race-ethnicity,Hispanic,0.05899982873779757
2018,48,375,race-ethnicity,Other Races and Ethnicities,0.04271356783919598
2018,48,375,race-ethnicity,"White, Non-Hispanic",0.033467417538214
2018,48,377,all,All,0
2018,48,377,race-ethnicity,"Black, Non-Hispanic",0
2018,48,377,race-ethnicity,Hispanic,0
2018,48,377,race-ethnicity,Other Races and Ethnicities,0
2018,48,377,race-ethnicity,"White, Non-Hispanic",0
2018,48,379,all,All,0
2018,48,379,race-ethnicity,"Black, Non-Hispanic",0
2018,48,379,race-ethnicity,Hispanic,0
2018,48,379,race-ethnicity,Other Races and Ethnicities,0
2018,48,379,race-ethnicity,"White, Non-Hispanic",0
2018,48,381,all,All,0
2018,48,381,race-ethnicity,"Black, Non-Hispanic",0
2018,48,381,race-ethnicity,Hispanic,0
2018,48,381,race-ethnicity,Other Races and Ethnicities,0
2018,48,381,race-ethnicity,"White, Non-Hispanic",0
2018,48,383,all,All,0
2018,48,383,race-ethnicity,"Black, Non-Hispanic",0
2018,48,383,race-ethnicity,Hispanic,0
2018,48,383,race-ethnicity,Other Races and Ethnicities,0
2018,48,383,race-ethnicity,"White, Non-Hispanic",0
2018,48,385,all,All,0
2018,48,385,race-ethnicity,"Black, Non-Hispanic",0
2018,48,385,race-ethnicity,Hispanic,0
2018,48,385,race-ethnicity,Other Races and Ethnicities,0
2018,48,385,race-ethnicity,"White, Non-Hispanic",0
2018,48,387,all,All,0
2018,48,387,race-ethnicity,"Black, Non-Hispanic",0
2018,48,387,race-ethnicity,Hispanic,0
2018,48,387,race-ethnicity,Other Races and Ethnicities,0
2018,48,387,race-ethnicity,"White, Non-Hispanic",0
2018,48,389,all,All,0
2018,48,389,race-ethnicity,"Black, Non-Hispanic",0
2018,48,389,race-ethnicity,Hispanic,0
2018,48,389,race-ethnicity,Other Races and Ethnicities,0
2018,48,389,race-ethnicity,"White, Non-Hispanic",0
2018,48,391,all,All,0
2018,48,391,race-ethnicity,"Black, Non-Hispanic",0
2018,48,391,race-ethnicity,Hispanic,0
2018,48,391,race-ethnicity,Other Races and Ethnicities,0
2018,48,391,race-ethnicity,"White, Non-Hispanic",0
2018,48,393,all,All,0
2018,48,393,race-ethnicity,"Black, Non-Hispanic",0
2018,48,393,race-ethnicity,Hispanic,0
2018,48,393,race-ethnicity,Other Races and Ethnicities,0
2018,48,393,race-ethnicity,"White, Non-Hispanic",0
2018,48,395,all,All,0
2018,48,395,race-ethnicity,"Black, Non-Hispanic",0
2018,48,395,race-ethnicity,Hispanic,0
2018,48,395,race-ethnicity,Other Races and Ethnicities,0
2018,48,395,race-ethnicity,"White, Non-Hispanic",0
2018,48,397,all,All,0
2018,48,397,race-ethnicity,"Black, Non-Hispanic",0
2018,48,397,race-ethnicity,Hispanic,0
2018,48,397,race-ethnicity,Other Races and Ethnicities,0
2018,48,397,race-ethnicity,"White, Non-Hispanic",0
2018,48,399,all,All,0
2018,48,399,race-ethnicity,"Black, Non-Hispanic",0
2018,48,399,race-ethnicity,Hispanic,0
2018,48,399,race-ethnicity,Other Races and Ethnicities,0
2018,48,399,race-ethnicity,"White, Non-Hispanic",0
2018,48,401,all,All,0
2018,48,401,race-ethnicity,"Black, Non-Hispanic",0
2018,48,401,race-ethnicity,Hispanic,0
2018,48,401,race-ethnicity,Other Races and Ethnicities,0
2018,48,401,race-ethnicity,"White, Non-Hispanic",0
2018,48,403,all,All,0
2018,48,403,race-ethnicity,"Black, Non-Hispanic",0
2018,48,403,race-ethnicity,Hispanic,0
2018,48,403,race-ethnicity,Other Races and Ethnicities,0
2018,48,403,race-ethnicity,"White, Non-Hispanic",0
2018,48,405,all,All,0
2018,48,405,race-ethnicity,"Black, Non-Hispanic",0
2018,48,405,race-ethnicity,Hispanic,0
2018,48,405,race-ethnicity,Other Races and Ethnicities,0
2018,48,405,race-ethnicity,"White, Non-Hispanic",0
2018,48,407,all,All,0
2018,48,407,race-ethnicity,"Black, Non-Hispanic",0
2018,48,407,race-ethnicity,Hispanic,0
2018,48,407,race-ethnicity,Other Races and Ethnicities,0
2018,48,407,race-ethnicity,"White, Non-Hispanic",0
2018,48,409,all,All,0
2018,48,409,race-ethnicity,"Black, Non-Hispanic",0
2018,48,409,race-ethnicity,Hispanic,0
2018,48,409,race-ethnicity,Other Races and Ethnicities,0
2018,48,409,race-ethnicity,"White, Non-Hispanic",0
2018,48,411,all,All,0
2018,48,411,race-ethnicity,"Black, Non-Hispanic",0
2018,48,411,race-ethnicity,Hispanic,0
2018,48,411,race-ethnicity,Other Races and Ethnicities,0
2018,48,411,race-ethnicity,"White, Non-Hispanic",0
2018,48,413,all,All,0
2018,48,413,race-ethnicity,"Black, Non-Hispanic",0
2018,48,413,race-ethnicity,Hispanic,0
2018,48,413,race-ethnicity,Other Races and Ethnicities,0
2018,48,413,race-ethnicity,"White, Non-Hispanic",0
2018,48,415,all,All,0
2018,48,415,race-ethnicity,"Black, Non-Hispanic",0
2018,48,415,race-ethnicity,Hispanic,0
2018,48,415,race-ethnicity,Other Races and Ethnicities,0
2018,48,415,race-ethnicity,"White, Non-Hispanic",0
2018,48,417,all,All,0
2018,48,417,race-ethnicity,"Black, Non-Hispanic",0
2018,48,417,race-ethnicity,Hispanic,0
2018,48,417,race-ethnicity,Other Races and Ethnicities,0
2018,48,417,race-ethnicity,"White, Non-Hispanic",0
2018,48,419,all,All,0
2018,48,419,race-ethnicity,"Black, Non-Hispanic",0
2018,48,419,race-ethnicity,Hispanic,0
2018,48,419,race-ethnicity,Other Races and Ethnicities,0
2018,48,419,race-ethnicity,"White, Non-Hispanic",0
2018,48,421,all,All,0
2018,48,421,race-ethnicity,"Black, Non-Hispanic",0
2018,48,421,race-ethnicity,Hispanic,0
2018,48,421,race-ethnicity,Other Races and Ethnicities,0
2018,48,421,race-ethnicity,"White, Non-Hispanic",0
2018,48,423,all,All,0.10736731360225919
2018,48,423,race-ethnicity,"Black, Non-Hispanic",0.25730223123732254
2018,48,423,race-ethnicity,Hispanic,0.0882277725684085
2018,48,423,race-ethnicity,Other Races and Ethnicities,0.08675564681724846
2018,48,423,race-ethnicity,"White, Non-Hispanic",0.019334765538188015
2018,48,425,all,All,0
2018,48,425,race-ethnicity,"Black, Non-Hispanic",0
2018,48,425,race-ethnicity,Hispanic,0
2018,48,425,race-ethnicity,Other Races and Ethnicities,0
2018,48,425,race-ethnicity,"White, Non-Hispanic",0
2018,48,427,all,All,0.3314828080229226
2018,48,427,race-ethnicity,"Black, Non-Hispanic",0
2018,48,427,race-ethnicity,Hispanic,0.3327322724608935
2018,48,427,race-ethnicity,Other Races and Ethnicities,0.37715179968701096
2018,48,427,race-ethnicity,"White, Non-Hispanic",0.18699186991869918
2018,48,429,all,All,0
2018,48,429,race-ethnicity,"Black, Non-Hispanic",0
2018,48,429,race-ethnicity,Hispanic,0
2018,48,429,race-ethnicity,Other Races and Ethnicities,0
2018,48,429,race-ethnicity,"White, Non-Hispanic",0
2018,48,431,all,All,0
2018,48,431,race-ethnicity,"Black, Non-Hispanic",0
2018,48,431,race-ethnicity,Hispanic,0
2018,48,431,race-ethnicity,Other Races and Ethnicities,0
2018,48,431,race-ethnicity,"White, Non-Hispanic",0
2018,48,433,all,All,0
2018,48,433,race-ethnicity,"Black, Non-Hispanic",0
2018,48,433,race-ethnicity,Hispanic,0
2018,48,433,race-ethnicity,Other Races and Ethnicities,0
2018,48,433,race-ethnicity,"White, Non-Hispanic",0
2018,48,435,all,All,0
2018,48,435,race-ethnicity,"Black, Non-Hispanic",0
2018,48,435,race-ethnicity,Hispanic,0
2018,48,435,race-ethnicity,Other Races and Ethnicities,0
2018,48,435,race-ethnicity,"White, Non-Hispanic",0
2018,48,437,all,All,0
2018,48,437,race-ethnicity,"Black, Non-Hispanic",0
2018,48,437,race-ethnicity,Hispanic,0
2018,48,437,race-ethnicity,Other Races and Ethnicities,0
2018,48,437,race-ethnicity,"White, Non-Hispanic",0
2018,48,439,all,All,0.06786643538594969
2018,48,439,race-ethnicity,"Black, Non-Hispanic",0.09800607204398129
2018,48,439,race-ethnicity,Hispanic,0.06689880383206741
2018,48,439,race-ethnicity,Other Races and Ethnicities,0.09970795965286551
2018,48,439,race-ethnicity,"White, Non-Hispanic",0.026602371495155878
2018,48,441,all,All,0.016574585635359115
2018,48,441,race-ethnicity,"Black, Non-Hispanic",0.008339952343129467
2018,48,441,race-ethnicity,Hispanic,0.004091999435586285
2018,48,441,race-ethnicity,Other Races and Ethnicities,0.002144542140253056
2018,48,441,race-ethnicity,"White, Non-Hispanic",0.029088689991863304
2018,48,443,all,All,0
2018,48,443,race-ethnicity,"Black, Non-Hispanic",0
2018,48,443,race-ethnicity,Hispanic,0
2018,48,443,race-ethnicity,Other Races and Ethnicities,0
2018,48,443,race-ethnicity,"White, Non-Hispanic",0
2018,48,445,all,All,0
2018,48,445,race-ethnicity,"Black, Non-Hispanic",0
2018,48,445,race-ethnicity,Hispanic,0
2018,48,445,race-ethnicity,Other Races and Ethnicities,0
2018,48,445,race-ethnicity,"White, Non-Hispanic",0
2018,48,447,all,All,0
2018,48,447,race-ethnicity,"Black, Non-Hispanic",0
2018,48,447,race-ethnicity,Hispanic,0
2018,48,447,race-ethnicity,Other Races and Ethnicities,0
2018,48,447,race-ethnicity,"White, Non-Hispanic",0
2018,48,449,all,All,0
2018,48,449,race-ethnicity,"Black, Non-Hispanic",0
2018,48,449,race-ethnicity,Hispanic,0
2018,48,449,race-ethnicity,Other Races and Ethnicities,0
2018,48,449,race-ethnicity,"White, Non-Hispanic",0
2018,48,451,all,All,0
2018,48,451,race-ethnicity,"Black, Non-Hispanic",0
2018,48,451,race-ethnicity,Hispanic,0
2018,48,451,race-ethnicity,Other Races and Ethnicities,0
2018,48,451,race-ethnicity,"White, Non-Hispanic",0
2018,48,453,all,All,0.09514608280933948
2018,48,453,race-ethnicity,"Black, Non-Hispanic",0.0830932047990779
2018,48,453,race-ethnicity,Hispanic,0.0467520933773154
2018,48,453,race-ethnicity,Other Races and Ethnicities,0.13006138346775303
2018,48,453,race-ethnicity,"White, Non-Hispanic",0.12606606744672536
2018,48,455,all,All,0
2018,48,455,race-ethnicity,"Black, Non-Hispanic",0
2018,48,455,race-ethnicity,Hispanic,0
2018,48,455,race-ethnicity,Other Races and Ethnicities,0
2018,48,455,race-ethnicity,"White, Non-Hispanic",0
2018,48,457,all,All,0
2018,48,457,race-ethnicity,"Black, Non-Hispanic",0
2018,48,457,race-ethnicity,Hispanic,0
2018,48,457,race-ethnicity,Other Races and Ethnicities,0
2018,48,457,race-ethnicity,"White, Non-Hispanic",0
2018,48,459,all,All,0
2018,48,459,race-ethnicity,"Black, Non-Hispanic",0
2018,48,459,race-ethnicity,Hispanic,0
2018,48,459,race-ethnicity,Other Races and Ethnicities,0
2018,48,459,race-ethnicity,"White, Non-Hispanic",0
2018,48,461,all,All,0
2018,48,461,race-ethnicity,"Black, Non-Hispanic",0
2018,48,461,race-ethnicity,Hispanic,0
2018,48,461,race-ethnicity,Other Races and Ethnicities,0
2018,48,461,race-ethnicity,"White, Non-Hispanic",0
2018,48,463,all,All,0
2018,48,463,race-ethnicity,"Black, Non-Hispanic",0
2018,48,463,race-ethnicity,Hispanic,0
2018,48,463,race-ethnicity,Other Races and Ethnicities,0
2018,48,463,race-ethnicity,"White, Non-Hispanic",0
2018,48,465,all,All,0
2018,48,465,race-ethnicity,"Black, Non-Hispanic",0
2018,48,465,race-ethnicity,Hispanic,0
2018,48,465,race-ethnicity,Other Races and Ethnicities,0
2018,48,465,race-ethnicity,"White, Non-Hispanic",0
2018,48,467,all,All,0
2018,48,467,race-ethnicity,"Black, Non-Hispanic",0
2018,48,467,race-ethnicity,Hispanic,0
2018,48,467,race-ethnicity,Other Races and Ethnicities,0
2018,48,467,race-ethnicity,"White, Non-Hispanic",0
2018,48,469,all,All,0
2018,48,469,race-ethnicity,"Black, Non-Hispanic",0
2018,48,469,race-ethnicity,Hispanic,0
2018,48,469,race-ethnicity,Other Races and Ethnicities,0
2018,48,469,race-ethnicity,"White, Non-Hispanic",0
2018,48,471,all,All,0.46797608881298036
2018,48,471,race-ethnicity,"Black, Non-Hispanic",0.5095398428731762
2018,48,471,race-ethnicity,Hispanic,0.3803313359182235
2018,48,471,race-ethnicity,Other Races and Ethnicities,0.7180851063829787
2018,48,471,race-ethnicity,"White, Non-Hispanic",0.4607876135981151
2018,48,473,all,All,0
2018,48,473,race-ethnicity,"Black, Non-Hispanic",0
2018,48,473,race-ethnicity,Hispanic,0
2018,48,473,race-ethnicity,Other Races and Ethnicities,0
2018,48,473,race-ethnicity,"White, Non-Hispanic",0
2018,48,475,all,All,0
2018,48,475,race-ethnicity,"Black, Non-Hispanic",0
2018,48,475,race-ethnicity,Hispanic,0
2018,48,475,race-ethnicity,Other Races and Ethnicities,0
2018,48,475,race-ethnicity,"White, Non-Hispanic",0
2018,48,477,all,All,0
2018,48,477,race-ethnicity,"Black, Non-Hispanic",0
2018,48,477,race-ethnicity,Hispanic,0
2018,48,477,race-ethnicity,Other Races and Ethnicities,0
2018,48,477,race-ethnicity,"White, Non-Hispanic",0
2018,48,479,all,All,0.5232840405241386
2018,48,479,race-ethnicity,"Black, Non-Hispanic",0.3511111111111111
2018,48,479,race-ethnicity,Hispanic,0.5249509586787319
2018,48,479,race-ethnicity,Other Races and Ethnicities,0.5127238454288408
2018,48,479,race-ethnicity,"White, Non-Hispanic",0.592048401037165
2018,48,481,all,All,0
2018,48,481,race-ethnicity,"Black, Non-Hispanic",0
2018,48,481,race-ethnicity,Hispanic,0
2018,48,481,race-ethnicity,Other Races and Ethnicities,0
2018,48,481,race-ethnicity,"White, Non-Hispanic",0
2018,48,483,all,All,0
2018,48,483,race-ethnicity,"Black, Non-Hispanic",0
2018,48,483,race-ethnicity,Hispanic,0
2018,48,483,race-ethnicity,Other Races and Ethnicities,0
2018,48,483,race-ethnicity,"White, Non-Hispanic",0
2018,48,485,all,All,0.09182672087480723
2018,48,485,race-ethnicity,"Black, Non-Hispanic",0.12147043153969099
2018,48,485,race-ethnicity,Hispanic,0.17219343696027634
2018,48,485,race-ethnicity,Other Races and Ethnicities,0.13285948605795517
2018,48,485,race-ethnicity,"White, Non-Hispanic",0.04396013784111018
2018,48,487,all,All,0
2018,48,487,race-ethnicity,"Black, Non-Hispanic",0
2018,48,487,race-ethnicity,Hispanic,0
2018,48,487,race-ethnicity,Other Races and Ethnicities,0
2018,48,487,race-ethnicity,"White, Non-Hispanic",0
2018,48,489,all,All,0.4562115066846928
2018,48,489,race-ethnicity,"Black, Non-Hispanic",0
2018,48,489,race-ethnicity,Hispanic,0.4587140721050008
2018,48,489,race-ethnicity,Other Races and Ethnicities,0.4198473282442748
2018,48,489,race-ethnicity,"White, Non-Hispanic",0.4416
2018,48,491,all,All,0
2018,48,491,race-ethnicity,"Black, Non-Hispanic",0
2018,48,491,race-ethnicity,Hispanic,0
2018,48,491,race-ethnicity,Other Races and Ethnicities,0
2018,48,491,race-ethnicity,"White, Non-Hispanic",0
2018,48,493,all,All,0
2018,48,493,race-ethnicity,"Black, Non-Hispanic",0
2018,48,493,race-ethnicity,Hispanic,0
2018,48,493,race-ethnicity,Other Races and Ethnicities,0
2018,48,493,race-ethnicity,"White, Non-Hispanic",0
2018,48,495,all,All,0
2018,48,495,race-ethnicity,"Black, Non-Hispanic",0
2018,48,495,race-ethnicity,Hispanic,0
2018,48,495,race-ethnicity,Other Races and Ethnicities,0
2018,48,495,race-ethnicity,"White, Non-Hispanic",0
2018,48,497,all,All,0
2018,48,497,race-ethnicity,"Black, Non-Hispanic",0
2018,48,497,race-ethnicity,Hispanic,0
2018,48,497,race-ethnicity,Other Races and Ethnicities,0
2018,48,497,race-ethnicity,"White, Non-Hispanic",0
2018,48,499,all,All,0
2018,48,499,race-ethnicity,"Black, Non-Hispanic",0
2018,48,499,race-ethnicity,Hispanic,0
2018,48,499,race-ethnicity,Other Races and Ethnicities,0
2018,48,499,race-ethnicity,"White, Non-Hispanic",0
2018,48,501,all,All,0
2018,48,501,race-ethnicity,"Black, Non-Hispanic",0
2018,48,501,race-ethnicity,Hispanic,0
2018,48,501,race-ethnicity,Other Races and Ethnicities,0
2018,48,501,race-ethnicity,"White, Non-Hispanic",0
2018,48,503,all,All,0
2018,48,503,race-ethnicity,"Black, Non-Hispanic",0
2018,48,503,race-ethnicity,Hispanic,0
