state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
35,63460,74,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
35,63460,80,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
35,70500,88,All,all,NA,1,2014
35,70500,NA,High Poverty,poverty,NA,NA,2014
35,70500,89,Not High Poverty,poverty,NA,1,2014
35,70500,85,Majority Non-White,race-ethnicity,NA,1,2014
35,70500,96,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
35,70500,90,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,01000,56,All,all,NA,1,2014
36,01000,48,High Poverty,poverty,NA,1,2014
36,01000,57,Not High Poverty,poverty,NA,1,2014
36,01000,50,Majority Non-White,race-ethnicity,NA,1,2014
36,01000,59,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,01000,54,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,11000,65,All,all,NA,1,2014
36,11000,66,High Poverty,poverty,NA,1,2014
36,11000,65,Not High Poverty,poverty,NA,1,2014
36,11000,55,Majority Non-White,race-ethnicity,NA,1,2014
36,11000,71,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,11000,70,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,50617,26,All,all,NA,1,2014
36,50617,NA,High Poverty,poverty,NA,NA,2014
36,50617,26,Not High Poverty,poverty,NA,1,2014
36,50617,21,Majority Non-White,race-ethnicity,NA,1,2014
36,50617,31,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,50617,28,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,51000,7,All,all,NA,1,2014
36,51000,5,High Poverty,poverty,NA,1,2014
36,51000,8,Not High Poverty,poverty,NA,1,2014
36,51000,7,Majority Non-White,race-ethnicity,NA,1,2014
36,51000,9,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,51000,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,63000,65,All,all,NA,1,2014
36,63000,61,High Poverty,poverty,NA,1,2014
36,63000,68,Not High Poverty,poverty,NA,1,2014
36,63000,63,Majority Non-White,race-ethnicity,NA,1,2014
36,63000,70,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,63000,68,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,73000,69,All,all,NA,1,2014
36,73000,65,High Poverty,poverty,NA,1,2014
36,73000,73,Not High Poverty,poverty,NA,1,2014
36,73000,71,Majority Non-White,race-ethnicity,NA,1,2014
36,73000,69,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,73000,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
36,84000,20,All,all,NA,1,2014
36,84000,18,High Poverty,poverty,NA,1,2014
36,84000,20,Not High Poverty,poverty,NA,1,2014
36,84000,20,Majority Non-White,race-ethnicity,NA,1,2014
36,84000,21,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
36,84000,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,02140,64,All,all,NA,1,2014
37,02140,53,High Poverty,poverty,NA,1,2014
37,02140,65,Not High Poverty,poverty,NA,1,2014
37,02140,53,Majority Non-White,race-ethnicity,NA,1,2014
37,02140,65,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,02140,63,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,10740,34,All,all,NA,1,2014
37,10740,NA,High Poverty,poverty,NA,NA,2014
37,10740,34,Not High Poverty,poverty,NA,1,2014
37,10740,33,Majority Non-White,race-ethnicity,NA,1,2014
37,10740,34,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,10740,33,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,12000,17,All,all,NA,1,2014
37,12000,15,High Poverty,poverty,NA,1,2014
37,12000,17,Not High Poverty,poverty,NA,1,2014
37,12000,17,Majority Non-White,race-ethnicity,NA,1,2014
37,12000,17,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,12000,18,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,14100,25,All,all,NA,1,2014
37,14100,NA,High Poverty,poverty,NA,NA,2014
37,14100,25,Not High Poverty,poverty,NA,1,2014
37,14100,27,Majority Non-White,race-ethnicity,NA,1,2014
37,14100,25,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,14100,24,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,19000,33,All,all,NA,1,2014
37,19000,29,High Poverty,poverty,NA,1,2014
37,19000,34,Not High Poverty,poverty,NA,1,2014
37,19000,32,Majority Non-White,race-ethnicity,NA,1,2014
37,19000,34,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,19000,32,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,22920,36,All,all,NA,1,2014
37,22920,33,High Poverty,poverty,NA,1,2014
37,22920,37,Not High Poverty,poverty,NA,1,2014
37,22920,37,Majority Non-White,race-ethnicity,NA,1,2014
37,22920,37,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,22920,35,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,25580,22,All,all,NA,1,2014
37,25580,22,High Poverty,poverty,NA,1,2014
37,25580,22,Not High Poverty,poverty,NA,1,2014
37,25580,25,Majority Non-White,race-ethnicity,NA,1,2014
37,25580,23,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,25580,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,28000,34,All,all,NA,1,2014
37,28000,27,High Poverty,poverty,NA,1,2014
37,28000,35,Not High Poverty,poverty,NA,1,2014
37,28000,29,Majority Non-White,race-ethnicity,NA,1,2014
37,28000,38,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,28000,33,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,28080,60,All,all,NA,1,2014
37,28080,59,High Poverty,poverty,NA,1,2014
37,28080,61,Not High Poverty,poverty,NA,1,2014
37,28080,59,Majority Non-White,race-ethnicity,NA,1,2014
37,28080,60,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,28080,61,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,31400,30,All,all,NA,1,2014
37,31400,20,High Poverty,poverty,NA,1,2014
37,31400,32,Not High Poverty,poverty,NA,1,2014
37,31400,25,Majority Non-White,race-ethnicity,NA,1,2014
37,31400,35,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,31400,27,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,55000,33,All,all,NA,1,2014
37,55000,31,High Poverty,poverty,NA,1,2014
37,55000,33,Not High Poverty,poverty,NA,1,2014
37,55000,33,Majority Non-White,race-ethnicity,NA,1,2014
37,55000,33,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,55000,32,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,74440,41,All,all,NA,1,2014
37,74440,40,High Poverty,poverty,NA,1,2014
37,74440,43,Not High Poverty,poverty,NA,1,2014
37,74440,47,Majority Non-White,race-ethnicity,NA,1,2014
37,74440,46,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,74440,31,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
37,75000,39,All,all,NA,1,2014
37,75000,35,High Poverty,poverty,NA,1,2014
37,75000,40,Not High Poverty,poverty,NA,1,2014
37,75000,36,Majority Non-White,race-ethnicity,NA,1,2014
37,75000,41,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
37,75000,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
38,25700,73,All,all,NA,1,2014
38,25700,69,High Poverty,poverty,NA,1,2014
38,25700,73,Not High Poverty,poverty,NA,1,2014
38,25700,NA,Majority Non-White,race-ethnicity,NA,NA,2014
38,25700,73,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
38,25700,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
39,01000,50,All,all,NA,1,2014
39,01000,47,High Poverty,poverty,NA,1,2014
39,01000,52,Not High Poverty,poverty,NA,1,2014
39,01000,45,Majority Non-White,race-ethnicity,NA,1,2014
39,01000,53,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,01000,48,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
39,15000,28,All,all,NA,1,2014
39,15000,25,High Poverty,poverty,NA,1,2014
39,15000,30,Not High Poverty,poverty,NA,1,2014
39,15000,26,Majority Non-White,race-ethnicity,NA,1,2014
39,15000,30,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,15000,28,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
39,16000,35,All,all,NA,1,2014
39,16000,25,High Poverty,poverty,NA,1,2014
39,16000,41,Not High Poverty,poverty,NA,1,2014
39,16000,32,Majority Non-White,race-ethnicity,NA,1,2014
39,16000,41,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,16000,37,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
39,18000,41,All,all,NA,1,2014
39,18000,34,High Poverty,poverty,NA,1,2014
39,18000,42,Not High Poverty,poverty,NA,1,2014
39,18000,37,Majority Non-White,race-ethnicity,NA,1,2014
39,18000,42,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,18000,41,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
39,21000,41,All,all,NA,1,2014
39,21000,39,High Poverty,poverty,NA,1,2014
39,21000,43,Not High Poverty,poverty,NA,1,2014
39,21000,48,Majority Non-White,race-ethnicity,NA,1,2014
39,21000,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,21000,36,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
39,61000,56,All,all,NA,1,2014
39,61000,NA,High Poverty,poverty,NA,NA,2014
39,61000,56,Not High Poverty,poverty,NA,1,2014
39,61000,NA,Majority Non-White,race-ethnicity,NA,NA,2014
39,61000,56,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,61000,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
39,77000,55,All,all,NA,1,2014
39,77000,49,High Poverty,poverty,NA,1,2014
39,77000,58,Not High Poverty,poverty,NA,1,2014
39,77000,47,Majority Non-White,race-ethnicity,NA,1,2014
39,77000,59,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
39,77000,50,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
40,09050,43,All,all,NA,1,2014
40,09050,NA,High Poverty,poverty,NA,NA,2014
40,09050,43,Not High Poverty,poverty,NA,1,2014
40,09050,NA,Majority Non-White,race-ethnicity,NA,NA,2014
40,09050,44,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,09050,38,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
40,23200,48,All,all,NA,1,2014
40,23200,51,High Poverty,poverty,NA,1,2014
40,23200,48,Not High Poverty,poverty,NA,1,2014
40,23200,NA,Majority Non-White,race-ethnicity,NA,NA,2014
40,23200,48,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,23200,48,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
40,41850,66,All,all,NA,1,2014
40,41850,61,High Poverty,poverty,NA,1,2014
40,41850,66,Not High Poverty,poverty,NA,1,2014
40,41850,62,Majority Non-White,race-ethnicity,NA,1,2014
40,41850,64,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,41850,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
40,52500,40,All,all,NA,1,2014
40,52500,33,High Poverty,poverty,NA,1,2014
40,52500,42,Not High Poverty,poverty,NA,1,2014
40,52500,NA,Majority Non-White,race-ethnicity,NA,NA,2014
40,52500,40,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,52500,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
40,55000,42,All,all,NA,1,2014
40,55000,35,High Poverty,poverty,NA,1,2014
40,55000,43,Not High Poverty,poverty,NA,1,2014
40,55000,38,Majority Non-White,race-ethnicity,NA,1,2014
40,55000,45,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,55000,40,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
40,75000,29,All,all,NA,1,2014
40,75000,32,High Poverty,poverty,NA,1,2014
40,75000,29,Not High Poverty,poverty,NA,1,2014
40,75000,28,Majority Non-White,race-ethnicity,NA,1,2014
40,75000,32,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
40,75000,26,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
41,05350,26,All,all,NA,1,2014
41,05350,NA,High Poverty,poverty,NA,NA,2014
41,05350,26,Not High Poverty,poverty,NA,1,2014
41,05350,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,05350,27,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,05350,26,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
41,05800,73,All,all,NA,1,2014
41,05800,NA,High Poverty,poverty,NA,NA,2014
41,05800,73,Not High Poverty,poverty,NA,1,2014
41,05800,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,05800,73,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,05800,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
41,23850,27,All,all,NA,1,2014
41,23850,22,High Poverty,poverty,NA,1,2014
41,23850,28,Not High Poverty,poverty,NA,1,2014
41,23850,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,23850,28,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,23850,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
41,31250,27,All,all,NA,1,2014
41,31250,22,High Poverty,poverty,NA,1,2014
41,31250,28,Not High Poverty,poverty,NA,1,2014
41,31250,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,31250,28,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,31250,25,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
41,34100,45,All,all,NA,1,2014
41,34100,44,High Poverty,poverty,NA,1,2014
41,34100,44,Not High Poverty,poverty,NA,1,2014
41,34100,44,Majority Non-White,race-ethnicity,NA,1,2014
41,34100,47,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,34100,40,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
41,47000,28,All,all,NA,1,2014
41,47000,19,High Poverty,poverty,NA,1,2014
41,47000,29,Not High Poverty,poverty,NA,1,2014
41,47000,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,47000,28,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,47000,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
41,59000,16,All,all,NA,1,2014
41,59000,19,High Poverty,poverty,NA,1,2014
41,59000,16,Not High Poverty,poverty,NA,1,2014
41,59000,NA,Majority Non-White,race-ethnicity,NA,NA,2014
41,59000,15,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,59000,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
41,64900,31,All,all,NA,1,2014
41,64900,31,High Poverty,poverty,NA,1,2014
41,64900,32,Not High Poverty,poverty,NA,1,2014
41,64900,30,Majority Non-White,race-ethnicity,NA,1,2014
41,64900,32,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
41,64900,31,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,02000,6,All,all,NA,1,2014
42,02000,2,High Poverty,poverty,NA,1,2014
42,02000,7,Not High Poverty,poverty,NA,1,2014
42,02000,4,Majority Non-White,race-ethnicity,NA,1,2014
42,02000,11,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,02000,9,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,06088,5,All,all,NA,1,2014
42,06088,7,High Poverty,poverty,NA,1,2014
42,06088,5,Not High Poverty,poverty,NA,1,2014
42,06088,9,Majority Non-White,race-ethnicity,NA,1,2014
42,06088,5,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,06088,2,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,24000,72,All,all,NA,1,2014
42,24000,68,High Poverty,poverty,NA,1,2014
42,24000,74,Not High Poverty,poverty,NA,1,2014
42,24000,72,Majority Non-White,race-ethnicity,NA,1,2014
42,24000,74,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,24000,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,60000,13,All,all,NA,1,2014
42,60000,9,High Poverty,poverty,NA,1,2014
42,60000,14,Not High Poverty,poverty,NA,1,2014
42,60000,12,Majority Non-White,race-ethnicity,NA,1,2014
42,60000,15,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,60000,13,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,61000,30,All,all,NA,1,2014
42,61000,28,High Poverty,poverty,NA,1,2014
42,61000,30,Not High Poverty,poverty,NA,1,2014
42,61000,27,Majority Non-White,race-ethnicity,NA,1,2014
42,61000,31,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,61000,28,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,63624,11,All,all,NA,1,2014
42,63624,10,High Poverty,poverty,NA,1,2014
42,63624,14,Not High Poverty,poverty,NA,1,2014
42,63624,10,Majority Non-White,race-ethnicity,NA,1,2014
42,63624,25,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,63624,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
42,69000,79,All,all,NA,1,2014
42,69000,81,High Poverty,poverty,NA,1,2014
42,69000,79,Not High Poverty,poverty,NA,1,2014
42,69000,NA,Majority Non-White,race-ethnicity,NA,NA,2014
42,69000,79,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
42,69000,80,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
44,19180,64,All,all,NA,1,2014
44,19180,NA,High Poverty,poverty,NA,NA,2014
44,19180,64,Not High Poverty,poverty,NA,1,2014
44,19180,NA,Majority Non-White,race-ethnicity,NA,NA,2014
44,19180,66,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
44,19180,56,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
44,54640,57,All,all,NA,1,2014
44,54640,49,High Poverty,poverty,NA,1,2014
44,54640,59,Not High Poverty,poverty,NA,1,2014
44,54640,36,Majority Non-White,race-ethnicity,NA,1,2014
44,54640,67,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
44,54640,60,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
44,59000,50,All,all,NA,1,2014
44,59000,46,High Poverty,poverty,NA,1,2014
44,59000,52,Not High Poverty,poverty,NA,1,2014
44,59000,47,Majority Non-White,race-ethnicity,NA,1,2014
44,59000,56,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
44,59000,49,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
44,74300,74,All,all,NA,1,2014
44,74300,NA,High Poverty,poverty,NA,NA,2014
44,74300,74,Not High Poverty,poverty,NA,1,2014
44,74300,NA,Majority Non-White,race-ethnicity,NA,NA,2014
44,74300,74,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
44,74300,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
45,13330,31,All,all,NA,1,2014
45,13330,32,High Poverty,poverty,NA,1,2014
45,13330,31,Not High Poverty,poverty,NA,1,2014
45,13330,21,Majority Non-White,race-ethnicity,NA,1,2014
45,13330,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
45,13330,22,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
45,16000,16,All,all,NA,1,2014
45,16000,15,High Poverty,poverty,NA,1,2014
45,16000,16,Not High Poverty,poverty,NA,1,2014
45,16000,17,Majority Non-White,race-ethnicity,NA,1,2014
45,16000,15,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
45,16000,16,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
45,48535,51,All,all,NA,1,2014
45,48535,NA,High Poverty,poverty,NA,NA,2014
45,48535,51,Not High Poverty,poverty,NA,1,2014
45,48535,NA,Majority Non-White,race-ethnicity,NA,NA,2014
45,48535,51,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
45,48535,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
45,50875,15,All,all,NA,1,2014
45,50875,3,High Poverty,poverty,NA,1,2014
45,50875,18,Not High Poverty,poverty,NA,1,2014
45,50875,12,Majority Non-White,race-ethnicity,NA,1,2014
45,50875,22,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
45,50875,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
46,59020,79,All,all,NA,1,2014
46,59020,NA,High Poverty,poverty,NA,NA,2014
46,59020,80,Not High Poverty,poverty,NA,1,2014
46,59020,NA,Majority Non-White,race-ethnicity,NA,NA,2014
46,59020,80,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
46,59020,76,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,14000,17,All,all,NA,1,2014
47,14000,11,High Poverty,poverty,NA,1,2014
47,14000,19,Not High Poverty,poverty,NA,1,2014
47,14000,12,Majority Non-White,race-ethnicity,NA,1,2014
47,14000,22,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,14000,14,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,15160,47,All,all,NA,1,2014
47,15160,46,High Poverty,poverty,NA,1,2014
47,15160,47,Not High Poverty,poverty,NA,1,2014
47,15160,46,Majority Non-White,race-ethnicity,NA,1,2014
47,15160,49,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,15160,45,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,27740,37,All,all,NA,1,2014
47,27740,NA,High Poverty,poverty,NA,NA,2014
47,27740,37,Not High Poverty,poverty,NA,1,2014
47,27740,NA,Majority Non-White,race-ethnicity,NA,NA,2014
47,27740,37,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,27740,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
47,40000,17,All,all,NA,1,2014
47,40000,12,High Poverty,poverty,NA,1,2014
47,40000,18,Not High Poverty,poverty,NA,1,2014
47,40000,16,Majority Non-White,race-ethnicity,NA,1,2014
47,40000,18,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,40000,4,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,48000,23,All,all,NA,1,2014
47,48000,19,High Poverty,poverty,NA,1,2014
47,48000,24,Not High Poverty,poverty,NA,1,2014
47,48000,21,Majority Non-White,race-ethnicity,NA,1,2014
47,48000,26,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,48000,27,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,51560,37,All,all,NA,1,2014
47,51560,53,High Poverty,poverty,NA,1,2014
47,51560,37,Not High Poverty,poverty,NA,1,2014
47,51560,NA,Majority Non-White,race-ethnicity,NA,NA,2014
47,51560,37,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,51560,43,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
47,52006,23,All,all,NA,1,2014
47,52006,13,High Poverty,poverty,NA,1,2014
47,52006,24,Not High Poverty,poverty,NA,1,2014
47,52006,21,Majority Non-White,race-ethnicity,NA,1,2014
47,52006,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
47,52006,22,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,01000,75,All,all,NA,1,2014
48,01000,74,High Poverty,poverty,NA,1,2014
48,01000,74,Not High Poverty,poverty,NA,1,2014
48,01000,77,Majority Non-White,race-ethnicity,NA,1,2014
48,01000,75,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,01000,72,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,01924,50,All,all,NA,1,2014
48,01924,NA,High Poverty,poverty,NA,NA,2014
48,01924,50,Not High Poverty,poverty,NA,1,2014
48,01924,NA,Majority Non-White,race-ethnicity,NA,NA,2014
48,01924,51,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,01924,49,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,03000,87,All,all,NA,1,2014
48,03000,83,High Poverty,poverty,NA,1,2014
48,03000,87,Not High Poverty,poverty,NA,1,2014
48,03000,85,Majority Non-White,race-ethnicity,NA,1,2014
48,03000,88,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,03000,86,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,04000,39,All,all,NA,1,2014
48,04000,35,High Poverty,poverty,NA,1,2014
48,04000,40,Not High Poverty,poverty,NA,1,2014
48,04000,35,Majority Non-White,race-ethnicity,NA,1,2014
48,04000,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,04000,37,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,05000,52,All,all,NA,1,2014
48,05000,52,High Poverty,poverty,NA,1,2014
48,05000,52,Not High Poverty,poverty,NA,1,2014
48,05000,52,Majority Non-White,race-ethnicity,NA,1,2014
48,05000,51,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,05000,53,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,06128,18,All,all,NA,1,2014
48,06128,NA,High Poverty,poverty,NA,NA,2014
48,06128,18,Not High Poverty,poverty,NA,1,2014
48,06128,15,Majority Non-White,race-ethnicity,NA,1,2014
48,06128,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,06128,21,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,07000,10,All,all,NA,1,2014
48,07000,5,High Poverty,poverty,NA,1,2014
48,07000,11,Not High Poverty,poverty,NA,1,2014
48,07000,6,Majority Non-White,race-ethnicity,NA,1,2014
48,07000,14,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,07000,15,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,10768,91,All,all,NA,1,2014
48,10768,92,High Poverty,poverty,NA,1,2014
48,10768,89,Not High Poverty,poverty,NA,1,2014
48,10768,91,Majority Non-White,race-ethnicity,NA,1,2014
48,10768,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,10768,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,10912,60,All,all,NA,1,2014
48,10912,NA,High Poverty,poverty,NA,NA,2014
48,10912,60,Not High Poverty,poverty,NA,1,2014
48,10912,63,Majority Non-White,race-ethnicity,NA,1,2014
48,10912,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
48,10912,56,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,13024,34,All,all,NA,1,2014
48,13024,NA,High Poverty,poverty,NA,NA,2014
48,13024,34,Not High Poverty,poverty,NA,1,2014
48,13024,31,Majority Non-White,race-ethnicity,NA,1,2014
48,13024,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,13024,35,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
48,13552,64,All,all,NA,1,2014
48,13552,NA,High Poverty,poverty,NA,NA,2014
48,13552,64,Not High Poverty,poverty,NA,1,2014
48,13552,65,Majority Non-White,race-ethnicity,NA,1,2014
48,13552,64,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
48,13552,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
48,15976,61,All,all,NA,1,2014
48,15976,58,High Poverty,poverty,NA,1,2014
48,15976,64,Not High Poverty,poverty,NA,1,2014
48,15976,57,Majority Non-White,race-ethnicity,NA,1,2014
48,15976,61,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
