year,state,county,state_name,county_name,subgroup_type,subgroup,share_debt_col,share_debt_col_ub,share_debt_col_lb,share_debt_col_quality,transportation_cost,index_transit_trips,transportation_cost_quality,index_transit_trips_quality,index_air_quality,index_air_quality_quality
2018,27,143,Minnesota,Sibley County,race-ethnicity,"Majority White, Non-Hispanic",0.1218487,0.1634951,0.0802024,1,NA,NA,NA,NA,76,1
2018,27,143,Minnesota,Sibley County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,145,Minnesota,Stearns County,all,All,0.1533898,0.1679321,0.1388476,1,NA,NA,NA,NA,66,1
2018,27,145,Minnesota,Stearns County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,145,Minnesota,Stearns County,race-ethnicity,"Majority White, Non-Hispanic",0.1533873,0.1679697,0.1388049,1,NA,NA,NA,NA,68,1
2018,27,145,Minnesota,Stearns County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,49,1
2018,27,147,Minnesota,Steele County,all,All,0.1689655,0.1994884,0.1384427,1,NA,NA,NA,NA,76,1
2018,27,147,Minnesota,Steele County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,147,Minnesota,Steele County,race-ethnicity,"Majority White, Non-Hispanic",0.1689655,0.1994884,0.1384427,1,NA,NA,NA,NA,76,1
2018,27,147,Minnesota,Steele County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,149,Minnesota,Stevens County,all,All,0.1574803,0.2210828,0.0938778,1,NA,NA,NA,NA,87,1
2018,27,149,Minnesota,Stevens County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,149,Minnesota,Stevens County,race-ethnicity,"Majority White, Non-Hispanic",0.1574803,0.2210828,0.0938778,1,NA,NA,NA,NA,87,1
2018,27,149,Minnesota,Stevens County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,151,Minnesota,Swift County,all,All,0.1277778,0.1766848,0.0788708,1,NA,NA,NA,NA,75,1
2018,27,151,Minnesota,Swift County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,151,Minnesota,Swift County,race-ethnicity,"Majority White, Non-Hispanic",0.1277778,0.1766848,0.0788708,1,NA,NA,NA,NA,75,1
2018,27,151,Minnesota,Swift County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,153,Minnesota,Todd County,all,All,0.1746575,0.218281,0.1310341,1,NA,NA,NA,NA,78,1
2018,27,153,Minnesota,Todd County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,153,Minnesota,Todd County,race-ethnicity,"Majority White, Non-Hispanic",0.1746575,0.218281,0.1310341,1,NA,NA,NA,NA,78,1
2018,27,153,Minnesota,Todd County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,155,Minnesota,Traverse County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,95,1
2018,27,155,Minnesota,Traverse County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,155,Minnesota,Traverse County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,95,1
2018,27,155,Minnesota,Traverse County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,157,Minnesota,Wabasha County,all,All,0.1019737,0.1360477,0.0678997,1,NA,NA,NA,NA,75,1
2018,27,157,Minnesota,Wabasha County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,157,Minnesota,Wabasha County,race-ethnicity,"Majority White, Non-Hispanic",0.1019737,0.1360477,0.0678997,1,NA,NA,NA,NA,75,1
2018,27,157,Minnesota,Wabasha County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,159,Minnesota,Wadena County,all,All,0.1542056,0.2027064,0.1057048,1,NA,NA,NA,NA,76,1
2018,27,159,Minnesota,Wadena County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,159,Minnesota,Wadena County,race-ethnicity,"Majority White, Non-Hispanic",0.1542056,0.2027064,0.1057048,1,NA,NA,NA,NA,76,1
2018,27,159,Minnesota,Wadena County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,161,Minnesota,Waseca County,all,All,0.1893688,0.2337053,0.1450323,1,NA,NA,NA,NA,76,1
2018,27,161,Minnesota,Waseca County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,161,Minnesota,Waseca County,race-ethnicity,"Majority White, Non-Hispanic",0.1893688,0.2337053,0.1450323,1,NA,NA,NA,NA,76,1
2018,27,161,Minnesota,Waseca County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,163,Minnesota,Washington County,all,All,0.1057715,0.1151399,0.0964032,1,NA,NA,NA,NA,35,1
2018,27,163,Minnesota,Washington County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,54,1
2018,27,163,Minnesota,Washington County,race-ethnicity,"Majority White, Non-Hispanic",0.1057971,0.1151676,0.0964266,1,NA,NA,NA,NA,36,1
2018,27,163,Minnesota,Washington County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,165,Minnesota,Watonwan County,all,All,0.1538462,0.2084055,0.0992868,1,NA,NA,NA,NA,76,1
2018,27,165,Minnesota,Watonwan County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,165,Minnesota,Watonwan County,race-ethnicity,"Majority White, Non-Hispanic",0.1538462,0.2084055,0.0992868,1,NA,NA,NA,NA,76,1
2018,27,165,Minnesota,Watonwan County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,167,Minnesota,Wilkin County,all,All,0.1764706,0.2677545,0.0851866,1,NA,NA,NA,NA,76,1
2018,27,167,Minnesota,Wilkin County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,167,Minnesota,Wilkin County,race-ethnicity,"Majority White, Non-Hispanic",0.1764706,0.2677545,0.0851866,1,NA,NA,NA,NA,76,1
2018,27,167,Minnesota,Wilkin County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,169,Minnesota,Winona County,all,All,0.1456311,0.1713966,0.1198655,1,NA,NA,NA,NA,72,1
2018,27,169,Minnesota,Winona County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,169,Minnesota,Winona County,race-ethnicity,"Majority White, Non-Hispanic",0.1458333,0.1716316,0.120035,1,NA,NA,NA,NA,72,1
2018,27,169,Minnesota,Winona County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,171,Minnesota,Wright County,all,All,0.1306376,0.1456807,0.1155945,1,NA,NA,NA,NA,64,1
2018,27,171,Minnesota,Wright County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,171,Minnesota,Wright County,race-ethnicity,"Majority White, Non-Hispanic",0.1307054,0.1457557,0.1156551,1,NA,NA,NA,NA,64,1
2018,27,171,Minnesota,Wright County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,173,Minnesota,Yellow Medicine County,all,All,0.1470588,0.2068028,0.0873148,1,NA,NA,NA,NA,90,1
2018,27,173,Minnesota,Yellow Medicine County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,27,173,Minnesota,Yellow Medicine County,race-ethnicity,"Majority White, Non-Hispanic",0.1470588,0.2068028,0.0873148,1,NA,NA,NA,NA,90,1
2018,27,173,Minnesota,Yellow Medicine County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,001,Mississippi,Adams County,all,All,0.449807,0.4926896,0.4069243,1,NA,NA,NA,NA,26,1
2018,28,001,Mississippi,Adams County,race-ethnicity,Majority Non-White,0.4441964,0.4902593,0.3981336,1,NA,NA,NA,NA,26,1
2018,28,001,Mississippi,Adams County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,001,Mississippi,Adams County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,003,Mississippi,Alcorn County,all,All,0.3463687,0.3866506,0.3060868,1,NA,NA,NA,NA,26,1
2018,28,003,Mississippi,Alcorn County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,003,Mississippi,Alcorn County,race-ethnicity,"Majority White, Non-Hispanic",0.3479087,0.3886527,0.3071648,1,NA,NA,NA,NA,26,1
2018,28,003,Mississippi,Alcorn County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,005,Mississippi,Amite County,all,All,0.3830846,0.45046,0.3157092,1,NA,NA,NA,NA,26,1
2018,28,005,Mississippi,Amite County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,005,Mississippi,Amite County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,005,Mississippi,Amite County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,007,Mississippi,Attala County,all,All,0.4593301,0.5270557,0.3916045,1,NA,NA,NA,NA,26,1
2018,28,007,Mississippi,Attala County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,007,Mississippi,Attala County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,007,Mississippi,Attala County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,009,Mississippi,Benton County,all,All,0.3831776,0.475729,0.2906261,1,NA,NA,NA,NA,35,1
2018,28,009,Mississippi,Benton County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,009,Mississippi,Benton County,race-ethnicity,"Majority White, Non-Hispanic",0.3285714,0.4393986,0.2177442,1,NA,NA,NA,NA,26,1
2018,28,009,Mississippi,Benton County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,40,1
2018,28,011,Mississippi,Bolivar County,all,All,0.4858299,0.5299492,0.4417107,1,NA,NA,NA,NA,54,1
2018,28,011,Mississippi,Bolivar County,race-ethnicity,Majority Non-White,0.5854923,0.6551762,0.5158083,1,NA,NA,NA,NA,54,1
2018,28,011,Mississippi,Bolivar County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,55,1
2018,28,011,Mississippi,Bolivar County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,55,1
2018,28,013,Mississippi,Calhoun County,all,All,0.4,0.4698443,0.3301557,1,NA,NA,NA,NA,25,1
2018,28,013,Mississippi,Calhoun County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,013,Mississippi,Calhoun County,race-ethnicity,"Majority White, Non-Hispanic",0.3982301,0.4888929,0.3075672,1,NA,NA,NA,NA,26,1
2018,28,013,Mississippi,Calhoun County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,23,1
2018,28,015,Mississippi,Carroll County,all,All,0.2807018,0.363552,0.1978515,1,NA,NA,NA,NA,26,1
2018,28,015,Mississippi,Carroll County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,015,Mississippi,Carroll County,race-ethnicity,"Majority White, Non-Hispanic",0.2307692,0.3248775,0.1366609,1,NA,NA,NA,NA,26,1
2018,28,015,Mississippi,Carroll County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,017,Mississippi,Chickasaw County,all,All,0.4686347,0.5281581,0.4091113,1,NA,NA,NA,NA,26,1
2018,28,017,Mississippi,Chickasaw County,race-ethnicity,Majority Non-White,0.6029412,0.7201023,0.48578,1,NA,NA,NA,NA,26,1
2018,28,017,Mississippi,Chickasaw County,race-ethnicity,"Majority White, Non-Hispanic",0.4473684,0.5599004,0.3348364,1,NA,NA,NA,NA,26,1
2018,28,017,Mississippi,Chickasaw County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,019,Mississippi,Choctaw County,all,All,0.3913043,0.4915794,0.2910293,1,NA,NA,NA,NA,28,1
2018,28,019,Mississippi,Choctaw County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,019,Mississippi,Choctaw County,race-ethnicity,"Majority White, Non-Hispanic",0.3448276,0.4682226,0.2214326,1,NA,NA,NA,NA,26,1
2018,28,019,Mississippi,Choctaw County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,29,1
2018,28,021,Mississippi,Claiborne County,all,All,0.5254237,0.6159075,0.4349399,1,NA,NA,NA,NA,26,1
2018,28,021,Mississippi,Claiborne County,race-ethnicity,Majority Non-White,0.5254237,0.6159075,0.4349399,1,NA,NA,NA,NA,26,1
2018,28,021,Mississippi,Claiborne County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,021,Mississippi,Claiborne County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,023,Mississippi,Clarke County,all,All,0.3609959,0.4217609,0.3002309,1,NA,NA,NA,NA,22,1
2018,28,023,Mississippi,Clarke County,race-ethnicity,Majority Non-White,0.3793103,0.5052763,0.2533444,1,NA,NA,NA,NA,26,1
2018,28,023,Mississippi,Clarke County,race-ethnicity,"Majority White, Non-Hispanic",0.3740458,0.4572256,0.290866,1,NA,NA,NA,NA,20,1
2018,28,023,Mississippi,Clarke County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,025,Mississippi,Clay County,all,All,0.5037879,0.5642155,0.4433602,1,NA,NA,NA,NA,19,1
2018,28,025,Mississippi,Clay County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,17,1
2018,28,025,Mississippi,Clay County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,025,Mississippi,Clay County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,22,1
2018,28,027,Mississippi,Coahoma County,all,All,0.5803571,0.6332042,0.52751,1,NA,NA,NA,NA,55,1
2018,28,027,Mississippi,Coahoma County,race-ethnicity,Majority Non-White,0.5853658,0.6387643,0.5319674,1,NA,NA,NA,NA,55,1
2018,28,027,Mississippi,Coahoma County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,027,Mississippi,Coahoma County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,55,1
2018,28,029,Mississippi,Copiah County,all,All,0.4162679,0.463581,0.3689548,1,NA,NA,NA,NA,25,1
2018,28,029,Mississippi,Copiah County,race-ethnicity,Majority Non-White,0.48125,0.5589144,0.4035856,1,NA,NA,NA,NA,23,1
2018,28,029,Mississippi,Copiah County,race-ethnicity,"Majority White, Non-Hispanic",0.328125,0.4440694,0.2121806,1,NA,NA,NA,NA,26,1
2018,28,029,Mississippi,Copiah County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,031,Mississippi,Covington County,all,All,0.3768997,0.4293455,0.3244539,1,NA,NA,NA,NA,26,1
2018,28,031,Mississippi,Covington County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,031,Mississippi,Covington County,race-ethnicity,"Majority White, Non-Hispanic",0.2222222,0.3133252,0.1311192,1,NA,NA,NA,NA,26,1
2018,28,031,Mississippi,Covington County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,033,Mississippi,DeSoto County,all,All,0.3499636,0.3678065,0.3321207,1,NA,NA,NA,NA,31,1
2018,28,033,Mississippi,DeSoto County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,20,1
2018,28,033,Mississippi,DeSoto County,race-ethnicity,"Majority White, Non-Hispanic",0.3177528,0.3371038,0.2984018,1,NA,NA,NA,NA,35,1
2018,28,033,Mississippi,DeSoto County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,24,1
2018,28,035,Mississippi,Forrest County,all,All,0.3708873,0.4007967,0.340978,1,NA,NA,NA,NA,23,1
2018,28,035,Mississippi,Forrest County,race-ethnicity,Majority Non-White,0.4435146,0.4880985,0.3989308,1,NA,NA,NA,NA,22,1
2018,28,035,Mississippi,Forrest County,race-ethnicity,"Majority White, Non-Hispanic",0.3028455,0.343489,0.2622021,1,NA,NA,NA,NA,26,1
2018,28,035,Mississippi,Forrest County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,20,1
2018,28,037,Mississippi,Franklin County,all,All,0.3837209,0.4871025,0.2803394,1,NA,NA,NA,NA,26,1
2018,28,037,Mississippi,Franklin County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,037,Mississippi,Franklin County,race-ethnicity,"Majority White, Non-Hispanic",0.3076923,0.4207692,0.1946154,1,NA,NA,NA,NA,26,1
2018,28,037,Mississippi,Franklin County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,039,Mississippi,George County,all,All,0.2638522,0.3082819,0.2194226,1,NA,NA,NA,NA,26,1
2018,28,039,Mississippi,George County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,039,Mississippi,George County,race-ethnicity,"Majority White, Non-Hispanic",0.2638522,0.3082819,0.2194226,1,NA,NA,NA,NA,26,1
2018,28,039,Mississippi,George County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,041,Mississippi,Greene County,all,All,0.3529412,0.4391672,0.2667152,1,NA,NA,NA,NA,26,1
2018,28,041,Mississippi,Greene County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,041,Mississippi,Greene County,race-ethnicity,"Majority White, Non-Hispanic",0.3225806,0.4181041,0.2270572,1,NA,NA,NA,NA,26,1
2018,28,041,Mississippi,Greene County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,043,Mississippi,Grenada County,all,All,0.4117647,0.4655209,0.3580086,1,NA,NA,NA,NA,26,1
2018,28,043,Mississippi,Grenada County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,043,Mississippi,Grenada County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,043,Mississippi,Grenada County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,045,Mississippi,Hancock County,all,All,0.3271693,0.361877,0.2924615,1,NA,NA,NA,NA,51,1
2018,28,045,Mississippi,Hancock County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,045,Mississippi,Hancock County,race-ethnicity,"Majority White, Non-Hispanic",0.3197674,0.3546432,0.2848917,1,NA,NA,NA,NA,50,1
2018,28,045,Mississippi,Hancock County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,047,Mississippi,Harrison County,all,All,0.3858418,0.4028823,0.3688014,1,NA,NA,NA,NA,38,1
2018,28,047,Mississippi,Harrison County,race-ethnicity,Majority Non-White,0.5147059,0.5679092,0.4615026,1,NA,NA,NA,NA,48,1
2018,28,047,Mississippi,Harrison County,race-ethnicity,"Majority White, Non-Hispanic",0.3602099,0.380767,0.3396529,1,NA,NA,NA,NA,39,1
2018,28,047,Mississippi,Harrison County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,34,1
2018,28,049,Mississippi,Hinds County,all,All,0.4523411,0.4686295,0.4360527,1,NA,NA,NA,NA,21,1
2018,28,049,Mississippi,Hinds County,race-ethnicity,Majority Non-White,0.5543576,0.5750104,0.5337048,1,NA,NA,NA,NA,20,1
2018,28,049,Mississippi,Hinds County,race-ethnicity,"Majority White, Non-Hispanic",0.2383178,0.2955356,0.1810999,1,NA,NA,NA,NA,16,1
2018,28,049,Mississippi,Hinds County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,051,Mississippi,Holmes County,all,All,0.5589225,0.615487,0.5023581,1,NA,NA,NA,NA,30,1
2018,28,051,Mississippi,Holmes County,race-ethnicity,Majority Non-White,0.5797101,0.6380506,0.5213697,1,NA,NA,NA,NA,30,1
2018,28,051,Mississippi,Holmes County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,051,Mississippi,Holmes County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,053,Mississippi,Humphreys County,all,All,0.4963504,0.5803825,0.4123183,1,NA,NA,NA,NA,42,1
2018,28,053,Mississippi,Humphreys County,race-ethnicity,Majority Non-White,0.4963504,0.5803825,0.4123183,1,NA,NA,NA,NA,41,1
2018,28,053,Mississippi,Humphreys County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,053,Mississippi,Humphreys County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,055,Mississippi,Issaquena County,all,All,NA,NA,NA,NA,NA,NA,NA,NA,40,1
2018,28,055,Mississippi,Issaquena County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,40,1
2018,28,055,Mississippi,Issaquena County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,055,Mississippi,Issaquena County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,057,Mississippi,Itawamba County,all,All,0.3803681,0.4331498,0.3275864,1,NA,NA,NA,NA,26,1
2018,28,057,Mississippi,Itawamba County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,057,Mississippi,Itawamba County,race-ethnicity,"Majority White, Non-Hispanic",0.3803681,0.4331498,0.3275864,1,NA,NA,NA,NA,26,1
2018,28,057,Mississippi,Itawamba County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,059,Mississippi,Jackson County,all,All,0.3121743,0.3319464,0.2924022,1,NA,NA,NA,NA,34,1
2018,28,059,Mississippi,Jackson County,race-ethnicity,Majority Non-White,0.4410256,0.5108944,0.3711569,1,NA,NA,NA,NA,26,1
2018,28,059,Mississippi,Jackson County,race-ethnicity,"Majority White, Non-Hispanic",0.2798354,0.3028866,0.2567842,1,NA,NA,NA,NA,34,1
2018,28,059,Mississippi,Jackson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,36,1
2018,28,061,Mississippi,Jasper County,all,All,0.3454545,0.4017594,0.2891496,1,NA,NA,NA,NA,26,1
2018,28,061,Mississippi,Jasper County,race-ethnicity,Majority Non-White,0.3622047,0.4461292,0.2782803,1,NA,NA,NA,NA,26,1
2018,28,061,Mississippi,Jasper County,race-ethnicity,"Majority White, Non-Hispanic",0.2647059,0.3703465,0.1590653,1,NA,NA,NA,NA,26,1
2018,28,061,Mississippi,Jasper County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,063,Mississippi,Jefferson County,all,All,0.5688074,0.6622107,0.475404,1,NA,NA,NA,NA,26,1
2018,28,063,Mississippi,Jefferson County,race-ethnicity,Majority Non-White,0.5688074,0.6622107,0.475404,1,NA,NA,NA,NA,26,1
2018,28,063,Mississippi,Jefferson County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,063,Mississippi,Jefferson County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,065,Mississippi,Jefferson Davis County,all,All,0.421875,0.5077679,0.3359821,1,NA,NA,NA,NA,26,1
2018,28,065,Mississippi,Jefferson Davis County,race-ethnicity,Majority Non-White,0.4504505,0.5434299,0.3574711,1,NA,NA,NA,NA,26,1
2018,28,065,Mississippi,Jefferson Davis County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,065,Mississippi,Jefferson Davis County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,067,Mississippi,Jones County,all,All,0.3626149,0.3927457,0.3324841,1,NA,NA,NA,NA,23,1
2018,28,067,Mississippi,Jones County,race-ethnicity,Majority Non-White,0.5136054,0.5708364,0.4563744,1,NA,NA,NA,NA,17,1
2018,28,067,Mississippi,Jones County,race-ethnicity,"Majority White, Non-Hispanic",0.2869127,0.3232577,0.2505678,1,NA,NA,NA,NA,26,1
2018,28,067,Mississippi,Jones County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,069,Mississippi,Kemper County,all,All,0.3813559,0.4693694,0.2933425,1,NA,NA,NA,NA,26,1
2018,28,069,Mississippi,Kemper County,race-ethnicity,Majority Non-White,0.3488372,0.450159,0.2475154,1,NA,NA,NA,NA,26,1
2018,28,069,Mississippi,Kemper County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,28,069,Mississippi,Kemper County,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA,26,1
2018,28,071,Mississippi,Lafayette County,all,All,0.3220088,0.357232,0.2867857,1,NA,NA,NA,NA,27,1
2018,28,071,Mississippi,Lafayette County,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
