state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,housing_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
40,09050,Oklahoma,Broken Arrow city,0.35687912450918813,2,0.85897124,0.72876674,0.98917574,1,0.11341393,1,0.15958475,1,0.095663264,1,0.8889904962332345,2,0.9443463916062828,1,29146.9624,72094.96,140070.208,2,NA,NA,2.9%:6.9%,3,6.7%:11.2%,3,15.0%:14.1%,3,75.4%:67.8%,3,357,357,357,0.0183679778,1,1.9470103277954232,1.7270286332231797,1.4924725430751369,2,0.6346438775769127,2,0.16955060265540883,0.05158269106260698,0.09785279066261052,0.6810139156193736,0,1,0.923890936696314,1,0.8741940989890905,1,0.8184254150194977,1,0.30229496476168227,1,27,1,0.8787591821207266,3,3,2,275.277137117774,3,850.546780072904,2907.291287882147,3,0.8038762897946148,2
40,23200,Oklahoma,Edmond city,0.4722748815165877,3,0.94359922,0.79087335,1.096325,1,0.0664794,1,0.082931243,1,0.026593626,1,0.8949740034662046,2,0.9432539937127092,1,37695.3648,77244.6,161698.696,2,NA,NA,3.4%:11.2%,3,2.7%:5.6%,3,9.5%:7.9%,3,84.5%:75.3%,2,90,89,91,0.0027128863,1,1.6701475792726044,1.8924506114851805,1.3460367809933542,2,0.6057920648586295,2,0.11937298175830284,0.05165629477556083,0.06195333718269498,0.7670173862834413,0.03404461446847572,1,0.9072309114625536,1,0.900947050546436,1,0.8600518949740408,1,0.2247991353025835,1,49,1,0.9761064342722664,3,2.9,1,3019.0349712262064,1,621.2441992258506,2729.8389683710784,1,0.8102758642582775,2
40,41850,Oklahoma,Lawton city,0.23762376237623764,3,0.93159741,0.71005446,1.1531403,1,0.67017651,1,0.69992971,1,0.58431447,1,0.9827952421410364,1,0.8185803368877881,1,21628.488,44492.8896,95268.34,1,NA,NA,11.6%:16.1%,3,8.7%:14.4%,3,10.6%:15.1%,3,69.1%:54.4%,3,736,736,736,0.0538051017,1,1.636845261934088,2.0404751110351413,1.585100383568712,1,0.2910959565391751,1,0.17595099016953983,0.1782743542253444,0.15509550998936952,0.4906791456157462,0.1237283853095185,1,0.7934569354142772,1,0.8241465805822196,1,0.8047965846380383,1,0.49053414653331834,1,58,1,0.7884775444289969,3,3,2,1364.3026271281994,1,1616.4915010904467,1706.3574692866616,1,0.7045250713412148,1
40,52500,Oklahoma,Norman city,0.4028373474100957,2,0.81816709,0.63209939,1.0042348,1,0.42054263,1,0.3501749,1,0.32483339,1,0.9870046673377872,2,0.8565270984929818,1,28426.0128,70035.104,123591.36000000002,2,NA,NA,3.8%:5.3%,3,5.0%:7.9%,3,9.8%:14.2%,3,81.4%:72.6%,3,292,292,292,0.0166078936,1,1.7653743828773296,1.593264444875659,1.4494714407672205,2,0.5665785477936548,1,0.16175593462960755,0.04618871525706787,0.08692194520656885,0.7051334049067557,0.07930324774704586,1,0.9136309460201738,1,0.8862692364273549,1,0.82254258443806,1,0.2838173800384819,1,48,1,0.923367616322155,3,2,2,2459.4363791631085,3,1237.4249473140085,4970.376555727861,3,0.8302876334826043,2
40,55000,Oklahoma,Oklahoma City city,0.3793946284033471,2,1.0369207,0.91653824,1.1573031,1,0.39208823,1,0.26276204,1,0.27927595,1,0.780898376253407,2,0.888485003334903,1,25748.2,61383.70880000001,118441.72,2,0.36045,1,6.6%:14.1%,2,7.6%:14.6%,2,9.1%:11.9%,2,76.7%:59.5%,2,3250,3246,3254,0.0541793071,1,1.7487979330961594,1.610983213328144,1.3025204589014738,2,0.5534158497864083,1,0.134681059979233,0.13612049026787665,0.19856116390342596,0.5306372858494645,0.13095941497556873,1,0.6686965416609534,1,0.596612808131777,1,0.8377790608572021,1,0.38883279021686334,1,39,1,0.7760720910201071,2,0.2,1,1603.288525846914,2,1436.162232260767,5563.271799792924,2,0.7995583453541413,2
40,75000,Oklahoma,Tulsa city,0.4667596928322539,2,0.91470933,0.79750174,1.0319169,1,0.74292892,1,0.73442239,1,0.39938101,1,0.8768628459398342,2,0.870367123501164,1,23585.3512,55616.112,117823.7632,2,0.37386,1,2.5%:9.6%,2,5.9%:9.3%,2,10.8%:14.4%,2,80.8%:66.7%,2,1972,1971,1973,0.0369357541,1,1.612823730174912,1.4693820586395312,1.1362214274863502,2,0.5405485161713834,1,0.1509112338427671,0.14584124757702385,0.17148583228621803,0.531761686293991,0.10267688585893515,1,0.6706428574592628,1,0.703031488019506,1,0.8271790293168179,1,0.3797995082784535,1,22,1,0.7229327200155832,2,0.4,1,826.7823258335593,2,2738.084801729932,6825.243758705668,1,0.7724270324090259,2
41,05350,Oregon,Beaverton city,0.4271808911573597,2,1.109575,0.98611802,1.2330321,2,0.21956521,1,0.27351829,1,0.12256729,1,0.9070459747581662,2,0.9290214023351732,1,36459.4512,88573.808,180237.4,2,NA,NA,2.1%:3.5%,3,5.8%:13.4%,2,15.3%:15.6%,2,76.8%:67.5%,2,1892,1892,1892,0.0458211228,1,1.600632384917983,0.9638943001059792,0.7859261690899125,2,0.7544155919021532,1,0.19367779533375745,0.02181273469722775,0.16893070404038332,0.6155787659286315,0,1,0.9673645668238872,1,0.7300946216066264,1,0.7482562718743584,1,0.3471215023849772,1,17,1,0.994424378498595,3,2.6,2,833.2327013645695,1,636.119262101656,3392.978064145446,1,0.8345185766285159,2
41,05800,Oregon,Bend city,0.5837133550488599,3,0.83735704,0.57752025,1.0971938,3,0.079646021,1,0.15210991,1,0.042398944,1,0.7391849529780564,3,0.9371406195255664,1,35841.4944,77347.5928,146249.776,2,NA,NA,0.3%:0.4%,3,2.3%:4.3%,3,4.8%:5.7%,3,92.6%:89.6%,3,397,397,397,0.021285722,1,1.3350998067952298,1.3668391258050632,1.226423791155934,2,0.8258292137514675,1,0.06438449331217411,0.00674965478864821,0.08640588611116835,0.8424599657880093,0,1,0.9832396155030144,2,0.8911738685850704,1,0.9275803156120028,1,0.15070317176446912,1,55,1,1.0054531428019324,3,4.4,2,931.9764327798608,1,714.1237814554522,2948.207992415655,1,0.8226827864133563,2
41,23850,Oregon,Eugene city,0.09740759749584456,2,1.0696481,0.69498461,1.4443115,2,0.17548746,1,0.30819932,1,0.15808429,1,0.9488974668081466,2,0.8952030840614504,1,25748.2,59890.3132,115866.9,2,NA,NA,0.7%:0.9%,3,6.1%:8.1%,2,8.2%:9.1%,2,85.0%:81.9%,2,1177,1177,1177,0.0508401357,1,1.3497235435833597,1.113346774740514,0.8689329711828151,2,0.7264687079996103,1,0.1088193538706587,0.01290989046503306,0.10561063724188877,0.7726601184224194,0.24190921609103216,1,0.97372182855574,1,0.8699015114342733,1,0.8685417361118712,1,0.21687086077159667,1,14,1,0.9505621177806676,3,2.6,2,1022.8387277567606,2,1251.7457496046816,6047.507473539629,2,0.8037997173502118,2
41,31250,Oregon,Gresham city,0.1445511849990509,2,1.3100353,1.0753547,1.544716,2,0.31213874,1,0.3446776,1,0.27149627,1,0.8689909239169563,2,0.9102606776216672,1,30897.840000000004,67975.248,121737.4896,2,NA,NA,4.6%:5.1%,3,4.9%:11.2%,3,10.2%:11.3%,3,80.3%:72.5%,3,302,302,302,0.025282545,1,1.4755427076543393,1.1040977093883844,0.8797975598079979,2,0.674407531270961,1,0.12055464069233734,0.03905784660663607,0.20742966259065904,0.6329578501103675,0,1,0.9263706041107056,1,0.7498096283092995,1,0.8641585230855496,1,0.3364497253586229,1,9,1,0.7939860602382086,3,2.5,2,146.5370970229832,1,736.6595424126695,3966.224028590449,1,0.7659806416653016,2
41,34100,Oregon,Hillsboro city,0.3180930035674896,1,1.2149788,1.0418235,1.3881341,2,0.17460318,1,0.34951156,1,0.15052083,1,0.9461784688411125,1,0.94746433258741,1,47994.6448,102992.8,168908.19199999998,1,NA,NA,0.6%:1.3%,3,10.7%:18.3%,3,16.3%:17.4%,3,72.5%:63.1%,3,515,515,515,0.0253482312,1,1.7928635724714366,1.2441652006730142,1.017746766500044,1,0.7268548128553121,1,0.18977612856320047,0.02880775004957085,0.23892209349535923,0.5424940278918694,0,1,0.9413141104344712,1,0.6545437504212743,1,0.7518831457478432,1,0.4331038260050225,1,24,1,0.957267276037736,3,3.4,2,268.5851318944844,1,722.3182165821602,3673.9087329688696,1,0.8074074600936019,1
41,47000,Oregon,Medford city,0.2706994196439481,2,1.1961207,0.98455441,1.4076871,2,0.44067797,1,0.57084692,1,0.34697387,1,0.8429599428143578,3,0.9008174900464108,1,24718.272,61795.68,115351.936,2,NA,NA,0.3%:0.8%,3,12.5%:15.7%,3,5.4%:6.2%,3,81.7%:77.3%,3,1207,1207,1207,0.0832528621,1,1.3837615289981084,1.0808830487955656,1.00931343444668,2,0.7329175025533354,1,0.0701580794873607,0.00948241336254623,0.1715197776050133,0.7488397295450797,0,1,0.9840704892114918,2,0.793656495787039,1,0.917539156667522,1,0.23911159499970927,1,10,1,0.7357765524568138,3,5.2,2,2029.639175257732,1,1074.280867905859,5432.657196032699,1,0.7760300678202574,2
41,59000,Oregon,Portland city,0.36970776196006017,1,1.328994,0.94982463,1.7081634,2,0.45862168,1,0.44041678,1,0.15965174,1,0.9455186400058736,1,0.9184441326625216,1,30897.84,79304.456,158608.912,1,0.15952,1,2.5%:4.4%,1,6.0%:10.1%,1,12.8%:13.5%,1,78.7%:72.0%,1,2250,2250,2250,0.0332648307,1,1.404270093520389,1.0552715155840489,0.683588957130198,1,0.7644432944187377,1,0.1552128014635895,0.05458020692979962,0.10262277958391534,0.6875842120226955,0.07135055477979924,1,0.8929981395924472,1,0.855209633343815,1,0.8159166085309569,1,0.2890370840415701,1,12,1,1.0285509694090873,2,0.4,1,228.4720677733072,1,1354.0366144603631,7708.722202306636,1,0.8166207745676235,1
41,64900,Oregon,Salem city,0.1895662012841171,2,1.1754147,1.0526508,1.2981786,2,0.56335282,1,0.78430688,1,0.33760446,1,0.8310244376560217,2,0.8903859512150316,1,30897.84,65400.428,123591.36,2,NA,NA,1.0%:0.9%,3,11.6%:16.4%,2,8.8%:9.9%,2,78.6%:72.8%,2,1141,1141,1141,0.0270834826,1,1.4307115064111389,1.1762407943821906,1.0028475153639749,2,0.6941013773843203,1,0.10638200157296793,0.01230818689614393,0.22353366668006175,0.6577761448508264,0.0367229056774645,1,0.9762612744001448,1,0.687232959431308,1,0.8757675807807388,1,0.3032095451107953,1,18,1,0.7696153261937377,3,3.1,2,685.4531607006854,1,1075.818201649894,7016.355421859662,1,0.7808867362476526,2
42,02000,Pennsylvania,Allentown city,0.09182602624579382,1,1.0484138,0.83148438,1.2653432,1,0.86799997,1,0.91395378,1,0.24855748,1,0.7821897329005749,1,0.8179241516966068,1,20598.56,48406.616,94753.376,1,NA,NA,3.4%:10.5%,3,27.8%:47.4%,1,11.0%:3.6%,3,57.7%:38.5%,1,690,688,692,0.0224865563,1,1.2512530881640165,0.9833838108865232,0.7411280890120517,1,0.5326928653466129,1,0.05219161676646707,0.10335329341317365,0.5452135728542914,0.2992415169660679,0.1831323576770315,1,0.8757861922642128,1,0.3879689370551584,1,0.8698609291554203,1,0.583688846480002,1,35,1,0.6352823571423797,3,2.2,1,NA,NA,NA,NA,NA,0.6580674423267451,1
42,06088,Pennsylvania,Bethlehem city,0.3689604685212298,3,0.93715662,0.79778278,1.0765305,1,0.30480045,1,0.44894204,1,0.13425526,1,0.9088096104841644,2,0.8089392716834879,1,31927.768,69005.176,128741,2,NA,NA,2.0%:7.8%,3,11.8%:17.3%,3,4.9%:6.9%,3,81.3%:68.0%,3,389,388,390,0.0238562487,1,1.7146239612703786,1.5289246260318523,1.572135368861279,2,0.6217144225704977,1,0.05906162779930951,0.08169420230426329,0.30098281723303216,0.558261352663395,0.13163633858639623,1,0.8757088034838736,1,0.6288345446221028,1,0.9052161169048988,1,0.3900934932010655,1,29,1,0.8830772366895762,3,4.6,2,NA,NA,NA,NA,NA,0.8025757789149179,2
42,24000,Pennsylvania,Erie city,0.5650813516896119,3,0.96303248,0.7491135,1.1769515,1,0.90911019,1,0.83086056,1,0.48585048,1,0.7411320754716981,1,0.8060312342991124,1,16478.848,47479.6808,93723.448,1,NA,NA,6.2%:11.4%,3,2.0%:7.8%,3,6.2%:6.6%,3,85.6%:74.2%,1,340,340,340,0.016091628,1,1.6941785275602366,1.6459508119212931,1.392795394978954,1,0.5410262353437167,1,0.08720272986099481,0.15226720817283537,0.08074443141852286,0.679785630547647,0.26431263460157933,1,0.7523713634777958,1,0.8745771990838168,1,0.876131349159449,1,0.27662361093512816,1,66,1,0.61353645140817,2,1.7,1,278.32182249252656,2,237.6067660358399,596.6337296935187,2,0.7469064018844859,1
42,60000,Pennsylvania,Philadelphia city,0.33866816091561486,1,0.99887377,0.95897847,1.0387691,1,0.98858285,1,0.97308445,1,0.90319479,1,0.8616858111451695,1,0.8361508330384848,1,17302.7904,53556.256,118441.72,1,0.36951,1,26.4%:39.2%,1,8.2%:12.2%,1,11.8%:10.7%,1,53.6%:37.9%,1,5592,5583,5601,0.0288479403,1,1.3924057477846967,1.2101366574507928,0.9137897517800292,1,0.6507744606289669,1,0.11183976103177162,0.3964780992757685,0.15403180607001843,0.33765033362244146,0.27498075529476124,1,0.31697508183041123,1,0.6090724503149432,1,0.8090776843689618,1,0.4086008821218708,1,12,1,0.8339686358513554,1,0.1,1,727.8241091736163,2,1698.3902834616576,4197.161312947556,2,0.7565826506421675,1
42,61000,Pennsylvania,Pittsburgh city,0.48104568900115374,1,0.93088549,0.71429193,1.1474791,1,0.87515253,1,0.54994851,1,0.21905674,1,0.9906339596129938,1,0.8258252612901417,1,18229.7256,57161.004,121222.5256,1,0.25126,1,8.9%:19.0%,1,2.3%:3.2%,3,8.4%:9.5%,1,80.4%:68.3%,1,1386,1386,1386,0.0189639609,1,1.5374326196928758,1.4219393067541457,1.0758475571901758,1,0.6698819060470694,1,0.10003067211508967,0.2270297189708681,0.03478481697322291,0.6381547919408193,0.2881490004314684,1,0.5196372942077974,1,0.9479785267508682,1,0.8515257256081494,1,0.28130226256315455,1,32,1,0.8993678178796413,2,0.7,1,NA,NA,NA,NA,NA,0.7943218031531397,1
42,63624,Pennsylvania,Reading city,0.22276323076066892,2,0.82159668,0.61240876,1.0307846,1,0.83433372,1,0.9228214,1,0.21079749,1,0.9017445232915596,2,0.8192988604623995,1,17508.776,51856.8748,101447.908,2,NA,NA,0.5%:4.8%,3,21.7%:42.8%,3,2.0%:3.6%,3,75.8%:48.9%,3,909,909,909,0.033542435600000003,1,1.5140574345745623,1.3393016230760608,0.9232874476136214,2,0.4369001733544859,1,0.03394186552819107,0.08695744522679241,0.6650630303416489,0.2140376589033676,0.32048900118906065,1,0.8856012175207223,1,0.29673825586372943,1,0.9208738031875728,1,0.7099773335268398,1,22,1,0.5576068226824644,3,2,2,NA,NA,NA,NA,NA,0.6694308815201508,2
42,69000,Pennsylvania,Scranton city,0.2475145697634556,3,0.99757159,0.76292163,1.2322215,1,0.98714858,1,0.99745142,1,0.94545847,1,0.9128574645350146,2,0.8191269559266716,1,22246.4448,56337.0616,111850.1808,2,NA,NA,1.4%:3.7%,3,3.1%:9.0%,3,3.2%:6.8%,3,92.4%:80.5%,2,243,243,243,0.024319455,1,1.8531057647910665,1.841089843351819,1.3699254556195408,2,0.5560394527164263,1,0.08665956018792688,0.05398291813073289,0.16023793543632464,0.6991195862450156,0.06904074882116969,1,0.9013003614151572,1,0.7624151468037079,1,0.8740947643856655,1,0.25944211014734037,1,76,1,0.8023429428371348,3,1.6,2,1115.494490545504,2,1056.759708897575,2811.0071459591773,2,0.8296350218384457,2
44,19180,Rhode Island,Cranston city,0.49224501446141466,2,0.90414524,0.73764998,1.0706404,1,0.31262526,1,0.39072621,1,0.10922962,1,0.9898302663723544,2,0.8784087884433905,1,26263.163999999997,74154.816,143159.992,2,NA,NA,1.0%:4.0%,2,8.3%:10.4%,2,8.2%:7.9%,2,82.4%:77.7%,2,72,72,72,0.0068735084,1,1.6728589326429513,1.3193961131247254,0.9383463482893292,2,0.6464323786640285,1,0.11049676966631984,0.05093522394560457,0.1618191497084231,0.6767488566796526,0,1,0.9221853550454824,1,0.7301467892122339,1,0.8796347100150951,1,0.27821860166353246,1,64,1,0.9495729271370024,3,1.8,2,1074.3285446595878,1,498.46347424202094,2158.395237980013,1,0.7762164600143207,2
44,54640,Rhode Island,Pawtucket city,0.25833366253922335,2,0.79425341,0.61554092,0.9729659,1,0.95539457,1,0.92109257,1,0.82767856,1,0.833029481712485,2,0.8932978723404256,1,26984.1136,65915.392,131006.8416,2,NA,NA,2.1%:6.9%,3,11.6%:19.4%,3,9.1%:11.5%,3,77.2%:62.2%,3,105,105,105,0.0114892218,1,1.665100673775657,1.4298334526737275,0.9154865693427708,2,0.5090918267141731,1,0.12787234042553192,0.15352393617021276,0.25190159574468085,0.4667021276595745,0.11366919465511016,1,0.796067694686916,1,0.6930010226054035,1,0.8367837931989932,1,0.4497799633241607,1,48,1,0.7824912906010363,3,2.3,2,3021.5827338129498,1,1206.1170212765958,2909.574468085106,1,0.8105530866850076,2
44,59000,Rhode Island,Providence city,0.2393166054113825,1,0.7977882,0.59423429,1.0013422,2,0.91315454,1,0.93421841,1,0.89002758,1,0.981573947728136,1,0.8267694849903607,1,18816.78456,59735.82400000001,134405.604,1,NA,NA,4.8%:8.1%,1,29.0%:39.8%,1,11.2%:10.8%,1,55.0%:41.2%,1,340,338,342,0.0125068976,1,1.3722339405096933,0.9608515742963032,0.812349805833207,1,0.4928180260623845,1,0.0999512742834142,0.13025125521682945,0.4290087494438913,0.3407887210558651,0.14881557135982032,1,0.806107957856284,1,0.4355199825660455,1,0.8679857024361536,1,0.4761843468130489,1,49,1,0.7538770455350978,3,1.7,2,599.0176111177668,1,1217.0836599368683,4045.8233586848296,1,0.7308420041682019,1
44,74300,Rhode Island,Warwick city,0.342847198050818,3,0.78451824,0.6061067,0.96292979,1,0,1,0,1,0,1,0.9289972899728998,2,0.9128662327922,1,32133.7536,72815.9096,147125.2148,2,NA,NA,5.6%:1.2%,3,1.9%:3.5%,3,7.2%:6.2%,3,85.3%:89.1%,3,85,85,85,0.0098722419,1,1.3803793473529264,1.2985008249151044,0.9670753883951854,2,0.6168496498490952,2,0.05719400962910991,0.02550020564681973,0.06042387438608376,0.8568819103379866,0,1,0.948509253620032,1,0.9116470563041588,1,0.9256738723962036,1,0.1379649239739494,1,73,1,1.038626521051666,3,3.1,1,834.0649692712907,1,505.64923910676697,2100.0169356204483,1,0.8464404725840654,2
45,13330,South Carolina,Charleston city,0.49081748740451814,2,1.0577052,0.97745663,1.1379536,1,0.65240717,1,0.4237968,1,0.21571527,1,0.9887133182844244,2,0.8556662700773349,1,30897.84,77244.6,154695.1856,2,NA,NA,9.8%:19.3%,3,1.8%:3.9%,3,3.1%:4.8%,3,85.3%:72.0%,3,350,350,350,0.0069583887,1,1.4752777507978632,1.3323286024215408,1.1639672674873498,2,0.6981158166078283,3,0.04421745714131199,0.1960142772159429,0.04232464442161051,0.7174436212211346,0.11735660132246364,1,0.6557382775420042,1,0.940881319417132,1,0.9454500195580742,1,0.2547444210412425,1,29,1,0.9327797257704918,3,2.3,1,2000.6488590894344,1,1246.5523768319722,3620.0043264290734,1,0.8265267576075551,2
45,16000,South Carolina,Columbia city,0.3736839602432063,2,0.96731788,0.85835791,1.0762777,1,0.63075638,1,0.5222196,1,0.32629418,1,0.9642628361737464,2,0.6984760628223433,1,16478.848,46346.76,109687.332,2,NA,NA,26.3%:48.1%,2,1.2%:2.6%,2,4.6%:6.7%,2,68.0%:42.6%,2,1369,1369,1369,0.01657084,1,1.5034496731448352,1.086022838864918,0.9053466689805568,2,0.4955013272302733,3,0.06122701710422798,0.4033698534339578,0.05564701768699554,0.47975611177481864,0.37912979826058646,1,0.3950419870207694,1,0.867613227823575,1,0.9133095386771536,1,0.3634987542962777,1,21,1,0.6741379040197729,3,2.6,2,447.48858447488584,2,1180.832774847752,6420.641627087037,2,0.7979439714250243,2
45,48535,South Carolina,Mount Pleasant town,0.6230215827338129,2,NA,NA,NA,NA,0,1,0,2,0,1,0.9538968166849616,3,0.8429358830146232,1,33472.66,83424.168,164788.48,2,NA,NA,4.9%:13.2%,3,1.1%:2.3%,3,1.3%:3.1%,3,92.7%:81.5%,3,NA,NA,NA,NA,NA,1.4603111368987565,1.5494227719352625,1.5060718057022175,2,0.7119234675419848,2,0.04528683914510686,0.03323959505061867,0.02289088863892013,0.8985826771653543,0,2,0.8964930472181156,1,0.9669245806916272,1,0.9378597986332852,1,0.131256561565277,1,45,1,1.0761266666403402,3,4.1,2,438.6801449551783,1,403.8245219347582,1730.0337457817773,1,0.8243118015808122,2
45,50875,South Carolina,North Charleston city,0.20066709235120955,2,NA,NA,NA,NA,0.80508155,1,0.80732483,1,0.34358522,1,0.9569518505629684,2,0.7868380157496814,1,26984.1136,65709.4064,117926.756,2,NA,NA,20.2%:35.3%,3,4.4%:5.8%,3,8.8%:8.3%,3,66.5%:50.5%,3,NA,NA,NA,NA,NA,1.90176395849468,1.3967087851649589,1.2372325887899482,2,0.5611895708100556,2,0.08611688289011891,0.43073283162508075,0.11198512336086326,0.3711651621239371,0.05059846989144202,1,0.4701409127965852,1,0.8134178327644734,1,0.8725391080013282,1,0.5158653405476866,1,9,1,0.756200818185646,3,2,2,3426.99216950714,1,3518.3600775261475,7891.428471652321,1,0.8091956081491002,2
46,59020,South Dakota,Sioux Falls city,0.3805844324525675,1,1.1163613,0.99053401,1.2421885,1,0.44731978,1,0.43239668,1,0.12150627,1,0.807321085642514,1,0.9060013315157088,1,32957.696,73536.8592,134199.6184,1,NA,NA,1.1%:4.5%,3,1.1%:4.0%,3,6.9%:8.3%,3,91.0%:83.2%,2,758,758,758,0.0300841406,1,1.8858860648829252,1.8369293316932265,1.5705314070299197,1,0.6958043466573928,1,0.07944710395333354,0.06629574443352461,0.05545868602648236,0.7987984655866595,0,1,0.8592251215378733,1,0.8842657674526173,1,0.8859928722045242,1,0.1782197606366205,1,68,1,0.9157687468046316,3,1.7,1,5463.626273837151,1,1664.394635893859,4102.336493041245,1,0.9030637289190092,1
47,14000,Tennessee,Chattanooga city,0.3849411828780052,2,0.98800927,0.90354156,1.072477,1,0.92558283,1,0.9697094,1,0.61281013,1,0.8632297739347734,2,0.8310258215832285,1,21937.4664,56955.0184,116381.864,2,0.32556,1,11.1%:25.1%,2,2.2%:5.0%,2,9.0%:4.5%,2,77.7%:65.4%,2,1463,1463,1463,0.0322658904,1,1.6525415617764545,1.364052141385815,1.2102209420189531,2,0.5663829420580804,1,0.06161250436643693,0.30270081451375913,0.07287929782149451,0.5628073832983094,0.1914802747066397,1,0.4839878918718478,1,0.8221501471563706,1,0.909395691418312,1,0.31451388773103645,1,16,1,0.6857864668951382,2,1.1,1,2562.300319488818,2,2935.3545546788796,8644.713423120214,2,0.7932070575053148,2
47,15160,Tennessee,Clarksville city,0.1738919247115968,2,0.93534744,0.83501691,1.035678,1,0.48362377,1,0.39712918,1,0.34881684,1,0.9158143194335168,2,0.9149390281192284,1,30908.139280000003,63958.5288,108142.44,2,NA,NA,14.2%:15.5%,3,6.9%:8.4%,3,7.1%:8.9%,3,71.8%:67.2%,3,934,934,934,0.0255316831,1,1.7162468760172138,1.4375484794648623,1.6014198624404707,2,0.4348874887676001,1,0.09808706075172152,0.21831847258405804,0.11703910272875158,0.5665553639354689,0.08837458697339413,1,0.7221197550169783,1,0.847505144985037,1,0.8793646241628934,1,0.39603331775808975,1,32,1,0.8694897894397394,3,2.2,2,2100.79275198188,2,1967.367506941132,3394.733301532553,2,0.7381905843444305,2
47,27740,Tennessee,Franklin city,0.3873944322802628,3,0.86373723,0.75126779,0.97620672,1,0,1,0,1,0,1,1,3,0.954876059412984,1,57469.9824,117411.79200000002,228129.052,3,NA,NA,2.5%:3.6%,3,2.4%:3.7%,3,6.4%:6.8%,3,88.7%:85.9%,3,179,179,179,0.0039757458,1,1.5916965806340333,1.933524504692388,2.4035087719298245,3,0.6175287603164793,3,0.12108277832971508,0.06180471231801401,0.05386908047245833,0.7632434288798126,0,2,0.8597598443116998,1,0.8958907181069953,1,0.7949209301303963,1,0.20471579853301664,1,32,1,1.1831817372262774,3,6,2,1539.6458814472671,2,607.1310299150016,1477.9654364597516,2,0.834198292790446,3
47,40000,Tennessee,Knoxville city,0.26359308506110873,1,0.97914833,0.90674561,1.051551,1,0.6108551,1,0.42974603,1,0.17072189,1,0.9213078973752266,1,0.8002366126365936,1,19774.6176,47376.688,105052.656,1,NA,NA,5.7%:11.2%,2,2.4%:3.6%,2,5.3%:6.6%,2,86.6%:78.7%,2,515,514,516,0.008348193,1,1.5077591539274962,1.2189707466044304,1.1146516485320883,1,0.5447377531410248,2,0.05925350825767538,0.1631148363517289,0.05660746069219759,0.7210241946983981,0.29087011632794746,1,0.6620956164302069,1,0.9171999574034132,1,0.9144061511481052,1,0.22951423390512915,1,18,1,0.7628470138251748,2,1.3,1,2877.6513191929644,2,2313.8391984746936,5578.3541689773365,2,0.7997541791295947,1
47,48000,Tennessee,Memphis city,0.30141770445156857,1,1.0119165,0.95958585,1.0642471,1,0.92596555,1,0.9238593,1,0.5172587,1,0.8982244044358746,1,0.7911025816106564,1,18724.09104,46346.76,100314.9872,1,0.46173,1,30.6%:60.1%,1,4.7%:5.3%,1,3.8%:4.4%,1,60.9%:30.2%,1,1594,1594,1594,0.014081521,1,1.371712495843276,1.0284125253478706,0.7902326942320468,1,0.4890200867972084,1,0.0364746530334832,0.6437311062716534,0.07719758601820736,0.2425966546766561,0.3418946410369996,1,0.21016148460396192,1,0.7889677973618299,1,0.9220963715856828,1,0.4605029413552848,1,16,1,0.5595806776701595,2,0.3,1,3043.7706499809947,2,4469.524820268111,8461.078722488286,2,0.755895134320139,1
47,51560,Tennessee,Murfreesboro city,0.32564139723364377,2,1.0238899,0.86941922,1.1783606,2,0.27904898,1,0.35080108,1,0.10591456,1,0.9978121111929154,2,0.8955293012015842,1,39137.264,80849.348,139040.28,2,NA,NA,12.9%:13.4%,3,3.3%:6.5%,3,3.6%:6.9%,3,80.3%:73.2%,3,1304,1304,1304,0.023008788,1,2.04660556537025,2.012293232360286,2.2166884608619544,2,0.45939470842791,3,0.07733100624286769,0.1820635027186682,0.07336376451634558,0.66724172652211855,0,1,0.7861354643841835,1,0.8779914623880062,1,0.9066894115284126,1,0.29576001616002845,1,28,1,1.0217008905628977,3,2.3,2,682.469075620011,2,2026.5825333959856,3876.619453581258,2,0.8386848442274393,2
