year,state,county,state_name,county_name,subgroup_type,subgroup,environmental,environmental_quality
2018,51,105,Virginia,Lee County,all,All,58,1
2018,51,105,Virginia,Lee County,poverty,High Poverty Tracts,NA,NA
2018,51,105,Virginia,Lee County,poverty,Not High Poverty Tracts,58,1
2018,51,105,Virginia,Lee County,race-ethnicity,Majority Non-White,NA,NA
2018,51,105,Virginia,Lee County,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,51,105,Virginia,Lee County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,107,Virginia,Loudoun County,all,All,46,1
2018,51,107,Virginia,Loudoun County,poverty,High Poverty Tracts,NA,NA
2018,51,107,Virginia,Loudoun County,poverty,Not High Poverty Tracts,46,1
2018,51,107,Virginia,Loudoun County,race-ethnicity,Majority Non-White,39,1
2018,51,107,Virginia,Loudoun County,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,51,107,Virginia,Loudoun County,race-ethnicity,No Majority Race/Ethnicity,46,1
2018,51,109,Virginia,Louisa County,all,All,55,1
2018,51,109,Virginia,Louisa County,poverty,High Poverty Tracts,NA,NA
2018,51,109,Virginia,Louisa County,poverty,Not High Poverty Tracts,55,1
2018,51,109,Virginia,Louisa County,race-ethnicity,Majority Non-White,NA,NA
2018,51,109,Virginia,Louisa County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,109,Virginia,Louisa County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,111,Virginia,Lunenburg County,all,All,55,1
2018,51,111,Virginia,Lunenburg County,poverty,High Poverty Tracts,NA,NA
2018,51,111,Virginia,Lunenburg County,poverty,Not High Poverty Tracts,55,1
2018,51,111,Virginia,Lunenburg County,race-ethnicity,Majority Non-White,NA,NA
2018,51,111,Virginia,Lunenburg County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,111,Virginia,Lunenburg County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,113,Virginia,Madison County,all,All,64,1
2018,51,113,Virginia,Madison County,poverty,High Poverty Tracts,NA,NA
2018,51,113,Virginia,Madison County,poverty,Not High Poverty Tracts,64,1
2018,51,113,Virginia,Madison County,race-ethnicity,Majority Non-White,NA,NA
2018,51,113,Virginia,Madison County,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,51,113,Virginia,Madison County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,115,Virginia,Mathews County,all,All,76,1
2018,51,115,Virginia,Mathews County,poverty,High Poverty Tracts,NA,NA
2018,51,115,Virginia,Mathews County,poverty,Not High Poverty Tracts,76,1
2018,51,115,Virginia,Mathews County,race-ethnicity,Majority Non-White,NA,NA
2018,51,115,Virginia,Mathews County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,115,Virginia,Mathews County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,117,Virginia,Mecklenburg County,all,All,57,1
2018,51,117,Virginia,Mecklenburg County,poverty,High Poverty Tracts,NA,NA
2018,51,117,Virginia,Mecklenburg County,poverty,Not High Poverty Tracts,57,1
2018,51,117,Virginia,Mecklenburg County,race-ethnicity,Majority Non-White,NA,NA
2018,51,117,Virginia,Mecklenburg County,race-ethnicity,"Majority White, Non-Hispanic",62,1
2018,51,117,Virginia,Mecklenburg County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,119,Virginia,Middlesex County,all,All,69,1
2018,51,119,Virginia,Middlesex County,poverty,High Poverty Tracts,NA,NA
2018,51,119,Virginia,Middlesex County,poverty,Not High Poverty Tracts,69,1
2018,51,119,Virginia,Middlesex County,race-ethnicity,Majority Non-White,NA,NA
2018,51,119,Virginia,Middlesex County,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,51,119,Virginia,Middlesex County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,121,Virginia,Montgomery County,all,All,69,1
2018,51,121,Virginia,Montgomery County,poverty,High Poverty Tracts,76,1
2018,51,121,Virginia,Montgomery County,poverty,Not High Poverty Tracts,65,1
2018,51,121,Virginia,Montgomery County,race-ethnicity,Majority Non-White,NA,NA
2018,51,121,Virginia,Montgomery County,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,51,121,Virginia,Montgomery County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,125,Virginia,Nelson County,all,All,69,1
2018,51,125,Virginia,Nelson County,poverty,High Poverty Tracts,NA,NA
2018,51,125,Virginia,Nelson County,poverty,Not High Poverty Tracts,69,1
2018,51,125,Virginia,Nelson County,race-ethnicity,Majority Non-White,NA,NA
2018,51,125,Virginia,Nelson County,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,51,125,Virginia,Nelson County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,127,Virginia,New Kent County,all,All,40,1
2018,51,127,Virginia,New Kent County,poverty,High Poverty Tracts,NA,NA
2018,51,127,Virginia,New Kent County,poverty,Not High Poverty Tracts,40,1
2018,51,127,Virginia,New Kent County,race-ethnicity,Majority Non-White,NA,NA
2018,51,127,Virginia,New Kent County,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,51,127,Virginia,New Kent County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,131,Virginia,Northampton County,all,All,76,1
2018,51,131,Virginia,Northampton County,poverty,High Poverty Tracts,NA,NA
2018,51,131,Virginia,Northampton County,poverty,Not High Poverty Tracts,76,1
2018,51,131,Virginia,Northampton County,race-ethnicity,Majority Non-White,NA,NA
2018,51,131,Virginia,Northampton County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,51,131,Virginia,Northampton County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,51,133,Virginia,Northumberland County,all,All,76,1
2018,51,133,Virginia,Northumberland County,poverty,High Poverty Tracts,NA,NA
2018,51,133,Virginia,Northumberland County,poverty,Not High Poverty Tracts,76,1
2018,51,133,Virginia,Northumberland County,race-ethnicity,Majority Non-White,NA,NA
2018,51,133,Virginia,Northumberland County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,133,Virginia,Northumberland County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,135,Virginia,Nottoway County,all,All,55,1
2018,51,135,Virginia,Nottoway County,poverty,High Poverty Tracts,55,1
2018,51,135,Virginia,Nottoway County,poverty,Not High Poverty Tracts,55,1
2018,51,135,Virginia,Nottoway County,race-ethnicity,Majority Non-White,NA,NA
2018,51,135,Virginia,Nottoway County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,135,Virginia,Nottoway County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,137,Virginia,Orange County,all,All,55,1
2018,51,137,Virginia,Orange County,poverty,High Poverty Tracts,NA,NA
2018,51,137,Virginia,Orange County,poverty,Not High Poverty Tracts,55,1
2018,51,137,Virginia,Orange County,race-ethnicity,Majority Non-White,NA,NA
2018,51,137,Virginia,Orange County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,137,Virginia,Orange County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,139,Virginia,Page County,all,All,76,1
2018,51,139,Virginia,Page County,poverty,High Poverty Tracts,NA,NA
2018,51,139,Virginia,Page County,poverty,Not High Poverty Tracts,76,1
2018,51,139,Virginia,Page County,race-ethnicity,Majority Non-White,NA,NA
2018,51,139,Virginia,Page County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,139,Virginia,Page County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,141,Virginia,Patrick County,all,All,67,1
2018,51,141,Virginia,Patrick County,poverty,High Poverty Tracts,NA,NA
2018,51,141,Virginia,Patrick County,poverty,Not High Poverty Tracts,67,1
2018,51,141,Virginia,Patrick County,race-ethnicity,Majority Non-White,NA,NA
2018,51,141,Virginia,Patrick County,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,51,141,Virginia,Patrick County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,143,Virginia,Pittsylvania County,all,All,52,1
2018,51,143,Virginia,Pittsylvania County,poverty,High Poverty Tracts,NA,NA
2018,51,143,Virginia,Pittsylvania County,poverty,Not High Poverty Tracts,52,1
2018,51,143,Virginia,Pittsylvania County,race-ethnicity,Majority Non-White,NA,NA
2018,51,143,Virginia,Pittsylvania County,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,51,143,Virginia,Pittsylvania County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,145,Virginia,Powhatan County,all,All,43,1
2018,51,145,Virginia,Powhatan County,poverty,High Poverty Tracts,NA,NA
2018,51,145,Virginia,Powhatan County,poverty,Not High Poverty Tracts,43,1
2018,51,145,Virginia,Powhatan County,race-ethnicity,Majority Non-White,40,1
2018,51,145,Virginia,Powhatan County,race-ethnicity,"Majority White, Non-Hispanic",43,1
2018,51,145,Virginia,Powhatan County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,147,Virginia,Prince Edward County,all,All,55,1
2018,51,147,Virginia,Prince Edward County,poverty,High Poverty Tracts,NA,NA
2018,51,147,Virginia,Prince Edward County,poverty,Not High Poverty Tracts,55,1
2018,51,147,Virginia,Prince Edward County,race-ethnicity,Majority Non-White,NA,NA
2018,51,147,Virginia,Prince Edward County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,147,Virginia,Prince Edward County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,149,Virginia,Prince George County,all,All,36,1
2018,51,149,Virginia,Prince George County,poverty,High Poverty Tracts,NA,NA
2018,51,149,Virginia,Prince George County,poverty,Not High Poverty Tracts,38,1
2018,51,149,Virginia,Prince George County,race-ethnicity,Majority Non-White,NA,NA
2018,51,149,Virginia,Prince George County,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,51,149,Virginia,Prince George County,race-ethnicity,No Majority Race/Ethnicity,37,1
2018,51,153,Virginia,Prince William County,all,All,41,1
2018,51,153,Virginia,Prince William County,poverty,High Poverty Tracts,NA,NA
2018,51,153,Virginia,Prince William County,poverty,Not High Poverty Tracts,41,1
2018,51,153,Virginia,Prince William County,race-ethnicity,Majority Non-White,38,1
2018,51,153,Virginia,Prince William County,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,51,153,Virginia,Prince William County,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,51,155,Virginia,Pulaski County,all,All,72,1
2018,51,155,Virginia,Pulaski County,poverty,High Poverty Tracts,NA,NA
2018,51,155,Virginia,Pulaski County,poverty,Not High Poverty Tracts,72,1
2018,51,155,Virginia,Pulaski County,race-ethnicity,Majority Non-White,NA,NA
2018,51,155,Virginia,Pulaski County,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,51,155,Virginia,Pulaski County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,157,Virginia,Rappahannock County,all,All,76,1
2018,51,157,Virginia,Rappahannock County,poverty,High Poverty Tracts,NA,NA
2018,51,157,Virginia,Rappahannock County,poverty,Not High Poverty Tracts,76,1
2018,51,157,Virginia,Rappahannock County,race-ethnicity,Majority Non-White,NA,NA
2018,51,157,Virginia,Rappahannock County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,157,Virginia,Rappahannock County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,159,Virginia,Richmond County,all,All,63,1
2018,51,159,Virginia,Richmond County,poverty,High Poverty Tracts,NA,NA
2018,51,159,Virginia,Richmond County,poverty,Not High Poverty Tracts,62,1
2018,51,159,Virginia,Richmond County,race-ethnicity,Majority Non-White,NA,NA
2018,51,159,Virginia,Richmond County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,159,Virginia,Richmond County,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,51,161,Virginia,Roanoke County,all,All,58,1
2018,51,161,Virginia,Roanoke County,poverty,High Poverty Tracts,NA,NA
2018,51,161,Virginia,Roanoke County,poverty,Not High Poverty Tracts,58,1
2018,51,161,Virginia,Roanoke County,race-ethnicity,Majority Non-White,NA,NA
2018,51,161,Virginia,Roanoke County,race-ethnicity,"Majority White, Non-Hispanic",58,1
2018,51,161,Virginia,Roanoke County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,163,Virginia,Rockbridge County,all,All,69,1
2018,51,163,Virginia,Rockbridge County,poverty,High Poverty Tracts,NA,NA
2018,51,163,Virginia,Rockbridge County,poverty,Not High Poverty Tracts,69,1
2018,51,163,Virginia,Rockbridge County,race-ethnicity,Majority Non-White,NA,NA
2018,51,163,Virginia,Rockbridge County,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,51,163,Virginia,Rockbridge County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,165,Virginia,Rockingham County,all,All,68,1
2018,51,165,Virginia,Rockingham County,poverty,High Poverty Tracts,NA,NA
2018,51,165,Virginia,Rockingham County,poverty,Not High Poverty Tracts,69,1
2018,51,165,Virginia,Rockingham County,race-ethnicity,Majority Non-White,NA,NA
2018,51,165,Virginia,Rockingham County,race-ethnicity,"Majority White, Non-Hispanic",69,1
2018,51,165,Virginia,Rockingham County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,167,Virginia,Russell County,all,All,76,1
2018,51,167,Virginia,Russell County,poverty,High Poverty Tracts,NA,NA
2018,51,167,Virginia,Russell County,poverty,Not High Poverty Tracts,76,1
2018,51,167,Virginia,Russell County,race-ethnicity,Majority Non-White,NA,NA
2018,51,167,Virginia,Russell County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,167,Virginia,Russell County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,169,Virginia,Scott County,all,All,54,1
2018,51,169,Virginia,Scott County,poverty,High Poverty Tracts,NA,NA
2018,51,169,Virginia,Scott County,poverty,Not High Poverty Tracts,54,1
2018,51,169,Virginia,Scott County,race-ethnicity,Majority Non-White,NA,NA
2018,51,169,Virginia,Scott County,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,51,169,Virginia,Scott County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,171,Virginia,Shenandoah County,all,All,76,1
2018,51,171,Virginia,Shenandoah County,poverty,High Poverty Tracts,NA,NA
2018,51,171,Virginia,Shenandoah County,poverty,Not High Poverty Tracts,76,1
2018,51,171,Virginia,Shenandoah County,race-ethnicity,Majority Non-White,NA,NA
2018,51,171,Virginia,Shenandoah County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,171,Virginia,Shenandoah County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,173,Virginia,Smyth County,all,All,76,1
2018,51,173,Virginia,Smyth County,poverty,High Poverty Tracts,NA,NA
2018,51,173,Virginia,Smyth County,poverty,Not High Poverty Tracts,76,1
2018,51,173,Virginia,Smyth County,race-ethnicity,Majority Non-White,NA,NA
2018,51,173,Virginia,Smyth County,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,173,Virginia,Smyth County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,175,Virginia,Southampton County,all,All,56,1
2018,51,175,Virginia,Southampton County,poverty,High Poverty Tracts,NA,NA
2018,51,175,Virginia,Southampton County,poverty,Not High Poverty Tracts,55,1
2018,51,175,Virginia,Southampton County,race-ethnicity,Majority Non-White,NA,NA
2018,51,175,Virginia,Southampton County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,175,Virginia,Southampton County,race-ethnicity,No Majority Race/Ethnicity,61,1
2018,51,177,Virginia,Spotsylvania County,all,All,43,1
2018,51,177,Virginia,Spotsylvania County,poverty,High Poverty Tracts,NA,NA
2018,51,177,Virginia,Spotsylvania County,poverty,Not High Poverty Tracts,43,1
2018,51,177,Virginia,Spotsylvania County,race-ethnicity,Majority Non-White,NA,NA
2018,51,177,Virginia,Spotsylvania County,race-ethnicity,"Majority White, Non-Hispanic",44,1
2018,51,177,Virginia,Spotsylvania County,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,51,179,Virginia,Stafford County,all,All,41,1
2018,51,179,Virginia,Stafford County,poverty,High Poverty Tracts,40,1
2018,51,179,Virginia,Stafford County,poverty,Not High Poverty Tracts,41,1
2018,51,179,Virginia,Stafford County,race-ethnicity,Majority Non-White,40,1
2018,51,179,Virginia,Stafford County,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,51,179,Virginia,Stafford County,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,51,181,Virginia,Surry County,all,All,55,1
2018,51,181,Virginia,Surry County,poverty,High Poverty Tracts,NA,NA
2018,51,181,Virginia,Surry County,poverty,Not High Poverty Tracts,55,1
2018,51,181,Virginia,Surry County,race-ethnicity,Majority Non-White,NA,NA
2018,51,181,Virginia,Surry County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,51,181,Virginia,Surry County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,183,Virginia,Sussex County,all,All,58,1
2018,51,183,Virginia,Sussex County,poverty,High Poverty Tracts,NA,NA
2018,51,183,Virginia,Sussex County,poverty,Not High Poverty Tracts,55,1
2018,51,183,Virginia,Sussex County,race-ethnicity,Majority Non-White,62,1
2018,51,183,Virginia,Sussex County,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,51,183,Virginia,Sussex County,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,185,Virginia,Tazewell County,all,All,77,1
2018,51,185,Virginia,Tazewell County,poverty,High Poverty Tracts,NA,NA
2018,51,185,Virginia,Tazewell County,poverty,Not High Poverty Tracts,77,1
2018,51,185,Virginia,Tazewell County,race-ethnicity,Majority Non-White,NA,NA
2018,51,185,Virginia,Tazewell County,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,51,185,Virginia,Tazewell County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,187,Virginia,Warren County,all,All,70,1
2018,51,187,Virginia,Warren County,poverty,High Poverty Tracts,NA,NA
2018,51,187,Virginia,Warren County,poverty,Not High Poverty Tracts,70,1
2018,51,187,Virginia,Warren County,race-ethnicity,Majority Non-White,NA,NA
2018,51,187,Virginia,Warren County,race-ethnicity,"Majority White, Non-Hispanic",70,1
2018,51,187,Virginia,Warren County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,191,Virginia,Washington County,all,All,66,1
2018,51,191,Virginia,Washington County,poverty,High Poverty Tracts,NA,NA
2018,51,191,Virginia,Washington County,poverty,Not High Poverty Tracts,65,1
2018,51,191,Virginia,Washington County,race-ethnicity,Majority Non-White,NA,NA
2018,51,191,Virginia,Washington County,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,51,191,Virginia,Washington County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,193,Virginia,Westmoreland County,all,All,61,1
2018,51,193,Virginia,Westmoreland County,poverty,High Poverty Tracts,NA,NA
2018,51,193,Virginia,Westmoreland County,poverty,Not High Poverty Tracts,61,1
2018,51,193,Virginia,Westmoreland County,race-ethnicity,Majority Non-White,NA,NA
2018,51,193,Virginia,Westmoreland County,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,193,Virginia,Westmoreland County,race-ethnicity,No Majority Race/Ethnicity,67,1
2018,51,195,Virginia,Wise County,all,All,75,1
2018,51,195,Virginia,Wise County,poverty,High Poverty Tracts,NA,NA
2018,51,195,Virginia,Wise County,poverty,Not High Poverty Tracts,75,1
2018,51,195,Virginia,Wise County,race-ethnicity,Majority Non-White,NA,NA
2018,51,195,Virginia,Wise County,race-ethnicity,"Majority White, Non-Hispanic",75,1
2018,51,195,Virginia,Wise County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,197,Virginia,Wythe County,all,All,78,1
2018,51,197,Virginia,Wythe County,poverty,High Poverty Tracts,NA,NA
2018,51,197,Virginia,Wythe County,poverty,Not High Poverty Tracts,78,1
2018,51,197,Virginia,Wythe County,race-ethnicity,Majority Non-White,NA,NA
2018,51,197,Virginia,Wythe County,race-ethnicity,"Majority White, Non-Hispanic",78,1
2018,51,197,Virginia,Wythe County,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,199,Virginia,York County,all,All,50,1
2018,51,199,Virginia,York County,poverty,High Poverty Tracts,NA,NA
2018,51,199,Virginia,York County,poverty,Not High Poverty Tracts,50,1
2018,51,199,Virginia,York County,race-ethnicity,Majority Non-White,NA,NA
2018,51,199,Virginia,York County,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,51,199,Virginia,York County,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,51,510,Virginia,Alexandria city,all,All,24,1
2018,51,510,Virginia,Alexandria city,poverty,High Poverty Tracts,NA,NA
2018,51,510,Virginia,Alexandria city,poverty,Not High Poverty Tracts,24,1
2018,51,510,Virginia,Alexandria city,race-ethnicity,Majority Non-White,23,1
2018,51,510,Virginia,Alexandria city,race-ethnicity,"Majority White, Non-Hispanic",24,1
2018,51,510,Virginia,Alexandria city,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,51,520,Virginia,Bristol city,all,All,52,1
2018,51,520,Virginia,Bristol city,poverty,High Poverty Tracts,NA,NA
2018,51,520,Virginia,Bristol city,poverty,Not High Poverty Tracts,52,1
2018,51,520,Virginia,Bristol city,race-ethnicity,Majority Non-White,NA,NA
2018,51,520,Virginia,Bristol city,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,51,520,Virginia,Bristol city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,530,Virginia,Buena Vista city,all,All,55,1
2018,51,530,Virginia,Buena Vista city,poverty,High Poverty Tracts,NA,NA
2018,51,530,Virginia,Buena Vista city,poverty,Not High Poverty Tracts,55,1
2018,51,530,Virginia,Buena Vista city,race-ethnicity,Majority Non-White,NA,NA
2018,51,530,Virginia,Buena Vista city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,51,530,Virginia,Buena Vista city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,540,Virginia,Charlottesville city,all,All,36,1
2018,51,540,Virginia,Charlottesville city,poverty,High Poverty Tracts,36,1
2018,51,540,Virginia,Charlottesville city,poverty,Not High Poverty Tracts,37,1
2018,51,540,Virginia,Charlottesville city,race-ethnicity,Majority Non-White,36,1
2018,51,540,Virginia,Charlottesville city,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,51,540,Virginia,Charlottesville city,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,51,550,Virginia,Chesapeake city,all,All,55,1
2018,51,550,Virginia,Chesapeake city,poverty,High Poverty Tracts,NA,NA
2018,51,550,Virginia,Chesapeake city,poverty,Not High Poverty Tracts,55,1
2018,51,550,Virginia,Chesapeake city,race-ethnicity,Majority Non-White,53,1
2018,51,550,Virginia,Chesapeake city,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,51,550,Virginia,Chesapeake city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,51,570,Virginia,Colonial Heights city,all,All,33,1
2018,51,570,Virginia,Colonial Heights city,poverty,High Poverty Tracts,NA,NA
2018,51,570,Virginia,Colonial Heights city,poverty,Not High Poverty Tracts,32,1
2018,51,570,Virginia,Colonial Heights city,race-ethnicity,Majority Non-White,NA,NA
2018,51,570,Virginia,Colonial Heights city,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,51,570,Virginia,Colonial Heights city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,580,Virginia,Covington city,all,All,62,1
2018,51,580,Virginia,Covington city,poverty,High Poverty Tracts,NA,NA
2018,51,580,Virginia,Covington city,poverty,Not High Poverty Tracts,62,1
2018,51,580,Virginia,Covington city,race-ethnicity,Majority Non-White,NA,NA
2018,51,580,Virginia,Covington city,race-ethnicity,"Majority White, Non-Hispanic",63,1
2018,51,580,Virginia,Covington city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,590,Virginia,Danville city,all,All,41,1
2018,51,590,Virginia,Danville city,poverty,High Poverty Tracts,40,1
2018,51,590,Virginia,Danville city,poverty,Not High Poverty Tracts,41,1
2018,51,590,Virginia,Danville city,race-ethnicity,Majority Non-White,40,1
2018,51,590,Virginia,Danville city,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,51,590,Virginia,Danville city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,51,595,Virginia,Emporia city,all,All,30,1
2018,51,595,Virginia,Emporia city,poverty,High Poverty Tracts,NA,NA
2018,51,595,Virginia,Emporia city,poverty,Not High Poverty Tracts,29,1
2018,51,595,Virginia,Emporia city,race-ethnicity,Majority Non-White,27,1
2018,51,595,Virginia,Emporia city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,51,595,Virginia,Emporia city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,600,Virginia,Fairfax city,all,All,37,1
2018,51,600,Virginia,Fairfax city,poverty,High Poverty Tracts,NA,NA
2018,51,600,Virginia,Fairfax city,poverty,Not High Poverty Tracts,37,1
2018,51,600,Virginia,Fairfax city,race-ethnicity,Majority Non-White,NA,NA
2018,51,600,Virginia,Fairfax city,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,51,600,Virginia,Fairfax city,race-ethnicity,No Majority Race/Ethnicity,35,1
2018,51,610,Virginia,Falls Church city,all,All,20,1
2018,51,610,Virginia,Falls Church city,poverty,High Poverty Tracts,NA,NA
2018,51,610,Virginia,Falls Church city,poverty,Not High Poverty Tracts,20,1
2018,51,610,Virginia,Falls Church city,race-ethnicity,Majority Non-White,NA,NA
2018,51,610,Virginia,Falls Church city,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,51,610,Virginia,Falls Church city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,620,Virginia,Franklin city,all,All,55,1
2018,51,620,Virginia,Franklin city,poverty,High Poverty Tracts,NA,NA
2018,51,620,Virginia,Franklin city,poverty,Not High Poverty Tracts,55,1
2018,51,620,Virginia,Franklin city,race-ethnicity,Majority Non-White,55,1
2018,51,620,Virginia,Franklin city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,51,620,Virginia,Franklin city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,51,630,Virginia,Fredericksburg city,all,All,26,1
2018,51,630,Virginia,Fredericksburg city,poverty,High Poverty Tracts,20,1
2018,51,630,Virginia,Fredericksburg city,poverty,Not High Poverty Tracts,26,1
2018,51,630,Virginia,Fredericksburg city,race-ethnicity,Majority Non-White,NA,NA
2018,51,630,Virginia,Fredericksburg city,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,51,630,Virginia,Fredericksburg city,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,51,640,Virginia,Galax city,all,All,76,1
2018,51,640,Virginia,Galax city,poverty,High Poverty Tracts,NA,NA
2018,51,640,Virginia,Galax city,poverty,Not High Poverty Tracts,76,1
2018,51,640,Virginia,Galax city,race-ethnicity,Majority Non-White,NA,NA
2018,51,640,Virginia,Galax city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,51,640,Virginia,Galax city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,51,650,Virginia,Hampton city,all,All,51,1
2018,51,650,Virginia,Hampton city,poverty,High Poverty Tracts,49,1
2018,51,650,Virginia,Hampton city,poverty,Not High Poverty Tracts,51,1
2018,51,650,Virginia,Hampton city,race-ethnicity,Majority Non-White,49,1
2018,51,650,Virginia,Hampton city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,51,650,Virginia,Hampton city,race-ethnicity,No Majority Race/Ethnicity,54,1
2018,51,660,Virginia,Harrisonburg city,all,All,55,1
2018,51,660,Virginia,Harrisonburg city,poverty,High Poverty Tracts,55,1
2018,51,660,Virginia,Harrisonburg city,poverty,Not High Poverty Tracts,55,1
