year,state,place,state_name,place_name,subgroup_type,subgroup,environmental,environmental_quality
2018,42,69000,Pennsylvania,Scranton city,poverty,Not High Poverty Tracts,76,1
2018,42,69000,Pennsylvania,Scranton city,race-ethnicity,Majority Non-White,NA,NA
2018,42,69000,Pennsylvania,Scranton city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,42,69000,Pennsylvania,Scranton city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,44,19180,Rhode Island,Cranston city,all,All,64,1
2018,44,19180,Rhode Island,Cranston city,poverty,High Poverty Tracts,NA,NA
2018,44,19180,Rhode Island,Cranston city,poverty,Not High Poverty Tracts,65,1
2018,44,19180,Rhode Island,Cranston city,race-ethnicity,Majority Non-White,NA,NA
2018,44,19180,Rhode Island,Cranston city,race-ethnicity,"Majority White, Non-Hispanic",72,1
2018,44,19180,Rhode Island,Cranston city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,44,54640,Rhode Island,Pawtucket city,all,All,48,1
2018,44,54640,Rhode Island,Pawtucket city,poverty,High Poverty Tracts,36,1
2018,44,54640,Rhode Island,Pawtucket city,poverty,Not High Poverty Tracts,49,1
2018,44,54640,Rhode Island,Pawtucket city,race-ethnicity,Majority Non-White,47,1
2018,44,54640,Rhode Island,Pawtucket city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,44,54640,Rhode Island,Pawtucket city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,44,59000,Rhode Island,Providence city,all,All,49,1
2018,44,59000,Rhode Island,Providence city,poverty,High Poverty Tracts,49,1
2018,44,59000,Rhode Island,Providence city,poverty,Not High Poverty Tracts,49,1
2018,44,59000,Rhode Island,Providence city,race-ethnicity,Majority Non-White,48,1
2018,44,59000,Rhode Island,Providence city,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,44,59000,Rhode Island,Providence city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,44,74300,Rhode Island,Warwick city,all,All,73,1
2018,44,74300,Rhode Island,Warwick city,poverty,High Poverty Tracts,NA,NA
2018,44,74300,Rhode Island,Warwick city,poverty,Not High Poverty Tracts,73,1
2018,44,74300,Rhode Island,Warwick city,race-ethnicity,Majority Non-White,NA,NA
2018,44,74300,Rhode Island,Warwick city,race-ethnicity,"Majority White, Non-Hispanic",73,1
2018,44,74300,Rhode Island,Warwick city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,45,13330,South Carolina,Charleston city,all,All,29,1
2018,45,13330,South Carolina,Charleston city,poverty,High Poverty Tracts,41,1
2018,45,13330,South Carolina,Charleston city,poverty,Not High Poverty Tracts,27,1
2018,45,13330,South Carolina,Charleston city,race-ethnicity,Majority Non-White,21,1
2018,45,13330,South Carolina,Charleston city,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,45,13330,South Carolina,Charleston city,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,45,16000,South Carolina,Columbia city,all,All,21,1
2018,45,16000,South Carolina,Columbia city,poverty,High Poverty Tracts,21,1
2018,45,16000,South Carolina,Columbia city,poverty,Not High Poverty Tracts,22,1
2018,45,16000,South Carolina,Columbia city,race-ethnicity,Majority Non-White,22,1
2018,45,16000,South Carolina,Columbia city,race-ethnicity,"Majority White, Non-Hispanic",21,1
2018,45,16000,South Carolina,Columbia city,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,45,48535,South Carolina,Mount Pleasant town,all,All,45,1
2018,45,48535,South Carolina,Mount Pleasant town,poverty,High Poverty Tracts,NA,NA
2018,45,48535,South Carolina,Mount Pleasant town,poverty,Not High Poverty Tracts,45,1
2018,45,48535,South Carolina,Mount Pleasant town,race-ethnicity,Majority Non-White,NA,NA
2018,45,48535,South Carolina,Mount Pleasant town,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,45,48535,South Carolina,Mount Pleasant town,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,45,50875,South Carolina,North Charleston city,all,All,9,1
2018,45,50875,South Carolina,North Charleston city,poverty,High Poverty Tracts,4,1
2018,45,50875,South Carolina,North Charleston city,poverty,Not High Poverty Tracts,10,1
2018,45,50875,South Carolina,North Charleston city,race-ethnicity,Majority Non-White,5,1
2018,45,50875,South Carolina,North Charleston city,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,45,50875,South Carolina,North Charleston city,race-ethnicity,No Majority Race/Ethnicity,13,1
2018,46,59020,South Dakota,Sioux Falls city,all,All,68,1
2018,46,59020,South Dakota,Sioux Falls city,poverty,High Poverty Tracts,NA,NA
2018,46,59020,South Dakota,Sioux Falls city,poverty,Not High Poverty Tracts,69,1
2018,46,59020,South Dakota,Sioux Falls city,race-ethnicity,Majority Non-White,NA,NA
2018,46,59020,South Dakota,Sioux Falls city,race-ethnicity,"Majority White, Non-Hispanic",68,1
2018,46,59020,South Dakota,Sioux Falls city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,47,14000,Tennessee,Chattanooga city,all,All,16,1
2018,47,14000,Tennessee,Chattanooga city,poverty,High Poverty Tracts,12,1
2018,47,14000,Tennessee,Chattanooga city,poverty,Not High Poverty Tracts,18,1
2018,47,14000,Tennessee,Chattanooga city,race-ethnicity,Majority Non-White,12,1
2018,47,14000,Tennessee,Chattanooga city,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,47,14000,Tennessee,Chattanooga city,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,47,15160,Tennessee,Clarksville city,all,All,32,1
2018,47,15160,Tennessee,Clarksville city,poverty,High Poverty Tracts,26,1
2018,47,15160,Tennessee,Clarksville city,poverty,Not High Poverty Tracts,33,1
2018,47,15160,Tennessee,Clarksville city,race-ethnicity,Majority Non-White,24,1
2018,47,15160,Tennessee,Clarksville city,race-ethnicity,"Majority White, Non-Hispanic",36,1
2018,47,15160,Tennessee,Clarksville city,race-ethnicity,No Majority Race/Ethnicity,31,1
2018,47,27740,Tennessee,Franklin city,all,All,32,1
2018,47,27740,Tennessee,Franklin city,poverty,High Poverty Tracts,NA,NA
2018,47,27740,Tennessee,Franklin city,poverty,Not High Poverty Tracts,32,1
2018,47,27740,Tennessee,Franklin city,race-ethnicity,Majority Non-White,NA,NA
2018,47,27740,Tennessee,Franklin city,race-ethnicity,"Majority White, Non-Hispanic",32,1
2018,47,27740,Tennessee,Franklin city,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,47,40000,Tennessee,Knoxville city,all,All,18,1
2018,47,40000,Tennessee,Knoxville city,poverty,High Poverty Tracts,13,1
2018,47,40000,Tennessee,Knoxville city,poverty,Not High Poverty Tracts,20,1
2018,47,40000,Tennessee,Knoxville city,race-ethnicity,Majority Non-White,18,1
2018,47,40000,Tennessee,Knoxville city,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,47,40000,Tennessee,Knoxville city,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,47,48000,Tennessee,Memphis city,all,All,16,1
2018,47,48000,Tennessee,Memphis city,poverty,High Poverty Tracts,12,1
2018,47,48000,Tennessee,Memphis city,poverty,Not High Poverty Tracts,18,1
2018,47,48000,Tennessee,Memphis city,race-ethnicity,Majority Non-White,13,1
2018,47,48000,Tennessee,Memphis city,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,47,48000,Tennessee,Memphis city,race-ethnicity,No Majority Race/Ethnicity,25,1
2018,47,51560,Tennessee,Murfreesboro city,all,All,28,1
2018,47,51560,Tennessee,Murfreesboro city,poverty,High Poverty Tracts,NA,NA
2018,47,51560,Tennessee,Murfreesboro city,poverty,Not High Poverty Tracts,28,1
2018,47,51560,Tennessee,Murfreesboro city,race-ethnicity,Majority Non-White,26,1
2018,47,51560,Tennessee,Murfreesboro city,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,47,51560,Tennessee,Murfreesboro city,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),all,All,24,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),poverty,High Poverty Tracts,19,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),poverty,Not High Poverty Tracts,24,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),race-ethnicity,Majority Non-White,23,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),race-ethnicity,No Majority Race/Ethnicity,23,1
2018,48,01000,Texas,Abilene city,all,All,88,1
2018,48,01000,Texas,Abilene city,poverty,High Poverty Tracts,93,1
2018,48,01000,Texas,Abilene city,poverty,Not High Poverty Tracts,88,1
2018,48,01000,Texas,Abilene city,race-ethnicity,Majority Non-White,88,1
2018,48,01000,Texas,Abilene city,race-ethnicity,"Majority White, Non-Hispanic",90,1
2018,48,01000,Texas,Abilene city,race-ethnicity,No Majority Race/Ethnicity,85,1
2018,48,01924,Texas,Allen city,all,All,53,1
2018,48,01924,Texas,Allen city,poverty,High Poverty Tracts,NA,NA
2018,48,01924,Texas,Allen city,poverty,Not High Poverty Tracts,53,1
2018,48,01924,Texas,Allen city,race-ethnicity,Majority Non-White,NA,NA
2018,48,01924,Texas,Allen city,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,48,01924,Texas,Allen city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,48,03000,Texas,Amarillo city,all,All,91,1
2018,48,03000,Texas,Amarillo city,poverty,High Poverty Tracts,76,1
2018,48,03000,Texas,Amarillo city,poverty,Not High Poverty Tracts,91,1
2018,48,03000,Texas,Amarillo city,race-ethnicity,Majority Non-White,84,1
2018,48,03000,Texas,Amarillo city,race-ethnicity,"Majority White, Non-Hispanic",94,1
2018,48,03000,Texas,Amarillo city,race-ethnicity,No Majority Race/Ethnicity,91,1
2018,48,04000,Texas,Arlington city,all,All,37,1
2018,48,04000,Texas,Arlington city,poverty,High Poverty Tracts,34,1
2018,48,04000,Texas,Arlington city,poverty,Not High Poverty Tracts,37,1
2018,48,04000,Texas,Arlington city,race-ethnicity,Majority Non-White,36,1
2018,48,04000,Texas,Arlington city,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,48,04000,Texas,Arlington city,race-ethnicity,No Majority Race/Ethnicity,35,1
2018,48,05000,Texas,Austin city,all,All,61,1
2018,48,05000,Texas,Austin city,poverty,High Poverty Tracts,55,1
2018,48,05000,Texas,Austin city,poverty,Not High Poverty Tracts,62,1
2018,48,05000,Texas,Austin city,race-ethnicity,Majority Non-White,57,1
2018,48,05000,Texas,Austin city,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,48,05000,Texas,Austin city,race-ethnicity,No Majority Race/Ethnicity,62,1
2018,48,06128,Texas,Baytown city,all,All,6,1
2018,48,06128,Texas,Baytown city,poverty,High Poverty Tracts,NA,NA
2018,48,06128,Texas,Baytown city,poverty,Not High Poverty Tracts,7,1
2018,48,06128,Texas,Baytown city,race-ethnicity,Majority Non-White,4,1
2018,48,06128,Texas,Baytown city,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,48,06128,Texas,Baytown city,race-ethnicity,No Majority Race/Ethnicity,9,1
2018,48,07000,Texas,Beaumont city,all,All,8,1
2018,48,07000,Texas,Beaumont city,poverty,High Poverty Tracts,9,1
2018,48,07000,Texas,Beaumont city,poverty,Not High Poverty Tracts,8,1
2018,48,07000,Texas,Beaumont city,race-ethnicity,Majority Non-White,6,1
2018,48,07000,Texas,Beaumont city,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,48,07000,Texas,Beaumont city,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,48,10768,Texas,Brownsville city,all,All,84,1
2018,48,10768,Texas,Brownsville city,poverty,High Poverty Tracts,90,1
2018,48,10768,Texas,Brownsville city,poverty,Not High Poverty Tracts,83,1
2018,48,10768,Texas,Brownsville city,race-ethnicity,Majority Non-White,84,1
2018,48,10768,Texas,Brownsville city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,10768,Texas,Brownsville city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,10912,Texas,Bryan city,all,All,58,1
2018,48,10912,Texas,Bryan city,poverty,High Poverty Tracts,55,1
2018,48,10912,Texas,Bryan city,poverty,Not High Poverty Tracts,59,1
2018,48,10912,Texas,Bryan city,race-ethnicity,Majority Non-White,58,1
2018,48,10912,Texas,Bryan city,race-ethnicity,"Majority White, Non-Hispanic",57,1
2018,48,10912,Texas,Bryan city,race-ethnicity,No Majority Race/Ethnicity,57,1
2018,48,13024,Texas,Carrollton city,all,All,40,1
2018,48,13024,Texas,Carrollton city,poverty,High Poverty Tracts,NA,NA
2018,48,13024,Texas,Carrollton city,poverty,Not High Poverty Tracts,40,1
2018,48,13024,Texas,Carrollton city,race-ethnicity,Majority Non-White,39,1
2018,48,13024,Texas,Carrollton city,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,48,13024,Texas,Carrollton city,race-ethnicity,No Majority Race/Ethnicity,41,1
2018,48,13552,Texas,Cedar Park city,all,All,77,1
2018,48,13552,Texas,Cedar Park city,poverty,High Poverty Tracts,NA,NA
2018,48,13552,Texas,Cedar Park city,poverty,Not High Poverty Tracts,77,1
2018,48,13552,Texas,Cedar Park city,race-ethnicity,Majority Non-White,NA,NA
2018,48,13552,Texas,Cedar Park city,race-ethnicity,"Majority White, Non-Hispanic",77,1
2018,48,13552,Texas,Cedar Park city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,48,15976,Texas,College Station city,all,All,62,1
2018,48,15976,Texas,College Station city,poverty,High Poverty Tracts,55,1
2018,48,15976,Texas,College Station city,poverty,Not High Poverty Tracts,64,1
2018,48,15976,Texas,College Station city,race-ethnicity,Majority Non-White,NA,NA
2018,48,15976,Texas,College Station city,race-ethnicity,"Majority White, Non-Hispanic",64,1
2018,48,15976,Texas,College Station city,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,48,16432,Texas,Conroe city,all,All,30,1
2018,48,16432,Texas,Conroe city,poverty,High Poverty Tracts,NA,NA
2018,48,16432,Texas,Conroe city,poverty,Not High Poverty Tracts,31,1
2018,48,16432,Texas,Conroe city,race-ethnicity,Majority Non-White,23,1
2018,48,16432,Texas,Conroe city,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,48,16432,Texas,Conroe city,race-ethnicity,No Majority Race/Ethnicity,32,1
2018,48,17000,Texas,Corpus Christi city,all,All,57,1
2018,48,17000,Texas,Corpus Christi city,poverty,High Poverty Tracts,41,1
2018,48,17000,Texas,Corpus Christi city,poverty,Not High Poverty Tracts,58,1
2018,48,17000,Texas,Corpus Christi city,race-ethnicity,Majority Non-White,48,1
2018,48,17000,Texas,Corpus Christi city,race-ethnicity,"Majority White, Non-Hispanic",87,1
2018,48,17000,Texas,Corpus Christi city,race-ethnicity,No Majority Race/Ethnicity,84,1
2018,48,19000,Texas,Dallas city,all,All,41,1
2018,48,19000,Texas,Dallas city,poverty,High Poverty Tracts,44,1
2018,48,19000,Texas,Dallas city,poverty,Not High Poverty Tracts,41,1
2018,48,19000,Texas,Dallas city,race-ethnicity,Majority Non-White,43,1
2018,48,19000,Texas,Dallas city,race-ethnicity,"Majority White, Non-Hispanic",38,1
2018,48,19000,Texas,Dallas city,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,48,19972,Texas,Denton city,all,All,47,1
2018,48,19972,Texas,Denton city,poverty,High Poverty Tracts,29,1
2018,48,19972,Texas,Denton city,poverty,Not High Poverty Tracts,50,1
2018,48,19972,Texas,Denton city,race-ethnicity,Majority Non-White,35,1
2018,48,19972,Texas,Denton city,race-ethnicity,"Majority White, Non-Hispanic",52,1
2018,48,19972,Texas,Denton city,race-ethnicity,No Majority Race/Ethnicity,44,1
2018,48,22660,Texas,Edinburg city,all,All,77,1
2018,48,22660,Texas,Edinburg city,poverty,High Poverty Tracts,82,1
2018,48,22660,Texas,Edinburg city,poverty,Not High Poverty Tracts,76,1
2018,48,22660,Texas,Edinburg city,race-ethnicity,Majority Non-White,77,1
2018,48,22660,Texas,Edinburg city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,22660,Texas,Edinburg city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,24000,Texas,El Paso city,all,All,35,1
2018,48,24000,Texas,El Paso city,poverty,High Poverty Tracts,35,1
2018,48,24000,Texas,El Paso city,poverty,Not High Poverty Tracts,35,1
2018,48,24000,Texas,El Paso city,race-ethnicity,Majority Non-White,34,1
2018,48,24000,Texas,El Paso city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,24000,Texas,El Paso city,race-ethnicity,No Majority Race/Ethnicity,49,1
2018,48,26232,Texas,Flower Mound town,all,All,34,1
2018,48,26232,Texas,Flower Mound town,poverty,High Poverty Tracts,NA,NA
2018,48,26232,Texas,Flower Mound town,poverty,Not High Poverty Tracts,34,1
2018,48,26232,Texas,Flower Mound town,race-ethnicity,Majority Non-White,NA,NA
2018,48,26232,Texas,Flower Mound town,race-ethnicity,"Majority White, Non-Hispanic",34,1
2018,48,26232,Texas,Flower Mound town,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,48,27000,Texas,Fort Worth city,all,All,49,1
2018,48,27000,Texas,Fort Worth city,poverty,High Poverty Tracts,43,1
2018,48,27000,Texas,Fort Worth city,poverty,Not High Poverty Tracts,50,1
2018,48,27000,Texas,Fort Worth city,race-ethnicity,Majority Non-White,45,1
2018,48,27000,Texas,Fort Worth city,race-ethnicity,"Majority White, Non-Hispanic",54,1
2018,48,27000,Texas,Fort Worth city,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,48,27684,Texas,Frisco city,all,All,49,1
2018,48,27684,Texas,Frisco city,poverty,High Poverty Tracts,NA,NA
2018,48,27684,Texas,Frisco city,poverty,Not High Poverty Tracts,49,1
2018,48,27684,Texas,Frisco city,race-ethnicity,Majority Non-White,40,1
2018,48,27684,Texas,Frisco city,race-ethnicity,"Majority White, Non-Hispanic",46,1
2018,48,27684,Texas,Frisco city,race-ethnicity,No Majority Race/Ethnicity,51,1
2018,48,29000,Texas,Garland city,all,All,43,1
2018,48,29000,Texas,Garland city,poverty,High Poverty Tracts,NA,NA
2018,48,29000,Texas,Garland city,poverty,Not High Poverty Tracts,43,1
2018,48,29000,Texas,Garland city,race-ethnicity,Majority Non-White,42,1
2018,48,29000,Texas,Garland city,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,48,29000,Texas,Garland city,race-ethnicity,No Majority Race/Ethnicity,43,1
2018,48,30464,Texas,Grand Prairie city,all,All,35,1
2018,48,30464,Texas,Grand Prairie city,poverty,High Poverty Tracts,NA,NA
2018,48,30464,Texas,Grand Prairie city,poverty,Not High Poverty Tracts,35,1
2018,48,30464,Texas,Grand Prairie city,race-ethnicity,Majority Non-White,37,1
2018,48,30464,Texas,Grand Prairie city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,30464,Texas,Grand Prairie city,race-ethnicity,No Majority Race/Ethnicity,15,1
2018,48,35000,Texas,Houston city,all,All,26,1
2018,48,35000,Texas,Houston city,poverty,High Poverty Tracts,27,1
2018,48,35000,Texas,Houston city,poverty,Not High Poverty Tracts,26,1
2018,48,35000,Texas,Houston city,race-ethnicity,Majority Non-White,26,1
2018,48,35000,Texas,Houston city,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,48,35000,Texas,Houston city,race-ethnicity,No Majority Race/Ethnicity,27,1
2018,48,37000,Texas,Irving city,all,All,35,1
2018,48,37000,Texas,Irving city,poverty,High Poverty Tracts,NA,NA
2018,48,37000,Texas,Irving city,poverty,Not High Poverty Tracts,36,1
2018,48,37000,Texas,Irving city,race-ethnicity,Majority Non-White,35,1
2018,48,37000,Texas,Irving city,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,48,37000,Texas,Irving city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,39148,Texas,Killeen city,all,All,62,1
2018,48,39148,Texas,Killeen city,poverty,High Poverty Tracts,NA,NA
2018,48,39148,Texas,Killeen city,poverty,Not High Poverty Tracts,62,1
2018,48,39148,Texas,Killeen city,race-ethnicity,Majority Non-White,63,1
2018,48,39148,Texas,Killeen city,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,48,39148,Texas,Killeen city,race-ethnicity,No Majority Race/Ethnicity,58,1
2018,48,41464,Texas,Laredo city,all,All,46,1
2018,48,41464,Texas,Laredo city,poverty,High Poverty Tracts,51,1
2018,48,41464,Texas,Laredo city,poverty,Not High Poverty Tracts,42,1
2018,48,41464,Texas,Laredo city,race-ethnicity,Majority Non-White,46,1
2018,48,41464,Texas,Laredo city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,41464,Texas,Laredo city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,41980,Texas,League City city,all,All,14,1
2018,48,41980,Texas,League City city,poverty,High Poverty Tracts,NA,NA
2018,48,41980,Texas,League City city,poverty,Not High Poverty Tracts,14,1
2018,48,41980,Texas,League City city,race-ethnicity,Majority Non-White,9,1
2018,48,41980,Texas,League City city,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,48,41980,Texas,League City city,race-ethnicity,No Majority Race/Ethnicity,16,1
2018,48,42508,Texas,Lewisville city,all,All,36,1
2018,48,42508,Texas,Lewisville city,poverty,High Poverty Tracts,NA,NA
2018,48,42508,Texas,Lewisville city,poverty,Not High Poverty Tracts,35,1
2018,48,42508,Texas,Lewisville city,race-ethnicity,Majority Non-White,34,1
2018,48,42508,Texas,Lewisville city,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,48,42508,Texas,Lewisville city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,43888,Texas,Longview city,all,All,9,1
2018,48,43888,Texas,Longview city,poverty,High Poverty Tracts,3,1
2018,48,43888,Texas,Longview city,poverty,Not High Poverty Tracts,10,1
2018,48,43888,Texas,Longview city,race-ethnicity,Majority Non-White,2,1
2018,48,43888,Texas,Longview city,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,48,43888,Texas,Longview city,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,48,45000,Texas,Lubbock city,all,All,84,1
2018,48,45000,Texas,Lubbock city,poverty,High Poverty Tracts,76,1
2018,48,45000,Texas,Lubbock city,poverty,Not High Poverty Tracts,85,1
2018,48,45000,Texas,Lubbock city,race-ethnicity,Majority Non-White,88,1
2018,48,45000,Texas,Lubbock city,race-ethnicity,"Majority White, Non-Hispanic",84,1
2018,48,45000,Texas,Lubbock city,race-ethnicity,No Majority Race/Ethnicity,83,1
2018,48,45384,Texas,McAllen city,all,All,74,1
2018,48,45384,Texas,McAllen city,poverty,High Poverty Tracts,55,1
2018,48,45384,Texas,McAllen city,poverty,Not High Poverty Tracts,75,1
2018,48,45384,Texas,McAllen city,race-ethnicity,Majority Non-White,74,1
2018,48,45384,Texas,McAllen city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,45384,Texas,McAllen city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,45744,Texas,McKinney city,all,All,57,1
2018,48,45744,Texas,McKinney city,poverty,High Poverty Tracts,NA,NA
2018,48,45744,Texas,McKinney city,poverty,Not High Poverty Tracts,57,1
2018,48,45744,Texas,McKinney city,race-ethnicity,Majority Non-White,55,1
2018,48,45744,Texas,McKinney city,race-ethnicity,"Majority White, Non-Hispanic",59,1
2018,48,45744,Texas,McKinney city,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,48,47892,Texas,Mesquite city,all,All,45,1
2018,48,47892,Texas,Mesquite city,poverty,High Poverty Tracts,NA,NA
2018,48,47892,Texas,Mesquite city,poverty,Not High Poverty Tracts,45,1
2018,48,47892,Texas,Mesquite city,race-ethnicity,Majority Non-White,45,1
2018,48,47892,Texas,Mesquite city,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,48,47892,Texas,Mesquite city,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,48,48072,Texas,Midland city,all,All,75,1
2018,48,48072,Texas,Midland city,poverty,High Poverty Tracts,NA,NA
2018,48,48072,Texas,Midland city,poverty,Not High Poverty Tracts,74,1
2018,48,48072,Texas,Midland city,race-ethnicity,Majority Non-White,80,1
2018,48,48072,Texas,Midland city,race-ethnicity,"Majority White, Non-Hispanic",82,1
2018,48,48072,Texas,Midland city,race-ethnicity,No Majority Race/Ethnicity,59,1
2018,48,48768,Texas,Mission city,all,All,82,1
2018,48,48768,Texas,Mission city,poverty,High Poverty Tracts,92,1
2018,48,48768,Texas,Mission city,poverty,Not High Poverty Tracts,81,1
2018,48,48768,Texas,Mission city,race-ethnicity,Majority Non-White,83,1
2018,48,48768,Texas,Mission city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,48768,Texas,Mission city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,50820,Texas,New Braunfels city,all,All,76,1
2018,48,50820,Texas,New Braunfels city,poverty,High Poverty Tracts,NA,NA
2018,48,50820,Texas,New Braunfels city,poverty,Not High Poverty Tracts,76,1
2018,48,50820,Texas,New Braunfels city,race-ethnicity,Majority Non-White,76,1
2018,48,50820,Texas,New Braunfels city,race-ethnicity,"Majority White, Non-Hispanic",76,1
2018,48,50820,Texas,New Braunfels city,race-ethnicity,No Majority Race/Ethnicity,76,1
2018,48,53388,Texas,Odessa city,all,All,84,1
2018,48,53388,Texas,Odessa city,poverty,High Poverty Tracts,NA,NA
2018,48,53388,Texas,Odessa city,poverty,Not High Poverty Tracts,83,1
2018,48,53388,Texas,Odessa city,race-ethnicity,Majority Non-White,88,1
2018,48,53388,Texas,Odessa city,race-ethnicity,"Majority White, Non-Hispanic",95,1
2018,48,53388,Texas,Odessa city,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,48,56000,Texas,Pasadena city,all,All,3,1
2018,48,56000,Texas,Pasadena city,poverty,High Poverty Tracts,5,1
2018,48,56000,Texas,Pasadena city,poverty,Not High Poverty Tracts,3,1
2018,48,56000,Texas,Pasadena city,race-ethnicity,Majority Non-White,3,1
2018,48,56000,Texas,Pasadena city,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,48,56000,Texas,Pasadena city,race-ethnicity,No Majority Race/Ethnicity,3,1
2018,48,56348,Texas,Pearland city,all,All,25,1
2018,48,56348,Texas,Pearland city,poverty,High Poverty Tracts,NA,NA
2018,48,56348,Texas,Pearland city,poverty,Not High Poverty Tracts,25,1
2018,48,56348,Texas,Pearland city,race-ethnicity,Majority Non-White,32,1
2018,48,56348,Texas,Pearland city,race-ethnicity,"Majority White, Non-Hispanic",24,1
2018,48,56348,Texas,Pearland city,race-ethnicity,No Majority Race/Ethnicity,22,1
2018,48,57200,Texas,Pharr city,all,All,84,1
2018,48,57200,Texas,Pharr city,poverty,High Poverty Tracts,76,1
2018,48,57200,Texas,Pharr city,poverty,Not High Poverty Tracts,84,1
2018,48,57200,Texas,Pharr city,race-ethnicity,Majority Non-White,84,1
2018,48,57200,Texas,Pharr city,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,48,57200,Texas,Pharr city,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,48,58016,Texas,Plano city,all,All,40,1
2018,48,58016,Texas,Plano city,poverty,High Poverty Tracts,NA,NA
2018,48,58016,Texas,Plano city,poverty,Not High Poverty Tracts,41,1
2018,48,58016,Texas,Plano city,race-ethnicity,Majority Non-White,40,1
2018,48,58016,Texas,Plano city,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,48,58016,Texas,Plano city,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,48,61796,Texas,Richardson city,all,All,36,1
2018,48,61796,Texas,Richardson city,poverty,High Poverty Tracts,NA,NA
