state,place,state_name,place_name,year,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_desc_rep_total_population,count_desc_rep_total_nonhisp,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,count_desc_rep_total_hispanic,share_desc_rep_white_nonhispanic,count_desc_rep_total_population_quality,count_desc_rep_total_nonhisp_quality,share_desc_rep_asian_other_quality,share_desc_rep_black_nonhispanic_quality,count_desc_rep_total_hispanic_quality,share_desc_rep_white_nonhispanic_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
42,60000,Pennsylvania,Philadelphia city,2016,25.4%:40.4%,1,5.7%:10.9%,1,8.0%:8.4%,1,61.0%:40.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,60000,Pennsylvania,Philadelphia city,2017,25.7%:39.0%,1,6.1%:11.5%,1,10.1%:8.0%,1,58.1%:41.4%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,60000,Pennsylvania,Philadelphia city,2018,24.8%:40.5%,1,6.9%:11.3%,1,12.5%:9.0%,1,55.8%:39.2%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,60000,Pennsylvania,Philadelphia city,2019,26.8%:39.7%,1,6.5%:12.1%,1,9.8%:9.0%,1,56.9%:39.2%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,60000,Pennsylvania,Philadelphia city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8339686358513554,1,0.1,1
42,60000,Pennsylvania,Philadelphia city,2021,26.4%:39.2%,1,8.2%:12.2%,1,11.8%:10.7%,1,53.6%:37.9%,1,1596865,1350897,0.11183976103177162,0.3964780992757685,0.15403180607001843,0.33765033362244146,1,1,1,1,1,1,NA,NA,NA,NA
42,60000,Pennsylvania,Philadelphia city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2014,11.5%:23.5%,1,0.8%:2.5%,3,4.4%:7.5%,1,83.3%:66.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2015,8.2%:22.4%,1,5.0%:2.4%,3,2.8%:8.3%,1,84.1%:66.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2016,8.1%:22.3%,1,1.1%:1.9%,3,4.9%:7.0%,1,85.9%:68.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2017,9.4%:21.6%,1,1.5%:3.1%,3,6.2%:8.7%,1,82.8%:66.6%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2018,9.5%:21.7%,1,0.6%:2.2%,3,6.9%:8.1%,1,83.0%:68.1%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2019,10.4%:21.2%,1,1.4%:2.1%,3,4.2%:7.4%,1,84.0%:69.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8993678178796413,2,0.7,1
42,61000,Pennsylvania,Pittsburgh city,2021,8.9%:19.0%,1,2.3%:3.2%,3,8.4%:9.5%,1,80.4%:68.3%,1,303207,292660,0.10003067211508967,0.2270297189708681,0.03478481697322291,0.6381547919408193,1,1,1,1,1,1,NA,NA,NA,NA
42,61000,Pennsylvania,Pittsburgh city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2014,2.7%:9.8%,3,13.9%:33.6%,3,0.9%:1.4%,3,82.5%:55.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2015,1.7%:7.3%,3,9.2%:34.1%,3,2.2%:2.2%,3,86.9%:56.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2016,2.8%:7.3%,3,12.8%:34.5%,3,3.6%:2.2%,3,80.8%:56.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2017,2.6%:8.2%,3,12.4%:35.1%,3,3.2%:1.7%,3,81.8%:55.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2018,3.2%:6.2%,3,12.9%:38.3%,3,0.9%:3.2%,3,82.9%:52.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2019,2.0%:8.1%,3,19.1%:33.7%,3,3.4%:2.1%,3,75.5%:56.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5576068226824644,3,2,2
42,63624,Pennsylvania,Reading city,2021,0.5%:4.8%,3,21.7%:42.8%,3,2.0%:3.6%,3,75.8%:48.9%,3,94161,31538,0.03394186552819107,0.08695744522679241,0.6650630303416489,0.2140376589033676,1,1,1,1,1,1,NA,NA,NA,NA
42,63624,Pennsylvania,Reading city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2014,0.7%:4.1%,3,2.1%:5.5%,3,1.0%:3.3%,3,96.2%:87.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2015,0.9%:2.9%,3,4.6%:9.3%,3,1.3%:2.4%,3,93.2%:85.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2016,0.7%:3.6%,3,0.6%:7.4%,3,2.0%:4.1%,3,96.8%:84.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2017,0.1%:2.9%,3,1.9%:10.1%,3,5.6%:4.7%,3,92.3%:82.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2018,6.1%:3.4%,3,2.2%:10.6%,3,2.3%:6.8%,3,89.4%:79.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2019,1.7%:4.3%,3,6.8%:8.6%,3,4.9%:3.8%,3,86.6%:83.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8023429428371348,3,1.6,2
42,69000,Pennsylvania,Scranton city,2021,1.4%:3.7%,3,3.1%:9.0%,3,3.2%:6.8%,3,92.4%:80.5%,2,75987,63811,0.08665956018792688,0.05398291813073289,0.16023793543632464,0.6991195862450156,1,1,1,1,1,1,NA,NA,NA,NA
42,69000,Pennsylvania,Scranton city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2014,3.3%:4.6%,2,3.1%:7.6%,2,7.0%:7.7%,2,86.7%:80.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2015,2.3%:4.2%,2,4.4%:8.9%,2,7.2%:6.7%,2,86.0%:80.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2016,2.3%:5.7%,2,5.7%:8.3%,2,4.7%:5.6%,2,87.3%:80.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2017,4.0%:4.6%,2,4.2%:8.5%,2,4.6%:7.4%,2,87.2%:79.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2018,3.6%:5.9%,2,4.2%:8.9%,2,4.5%:7.2%,2,87.7%:78.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2019,3.8%:5.8%,2,3.1%:8.6%,2,8.1%:7.7%,2,85.0%:77.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9495729271370024,3,1.8,2
44,19180,Rhode Island,Cranston city,2021,1.0%:4.0%,2,8.3%:10.4%,2,8.2%:7.9%,2,82.4%:77.7%,2,82654,69279,0.11049676966631984,0.05093522394560457,0.1618191497084231,0.6767488566796526,1,1,1,1,1,1,NA,NA,NA,NA
44,19180,Rhode Island,Cranston city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2014,2.2%:6.5%,3,6.0%:15.9%,3,2.1%:5.2%,3,89.7%:72.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2015,3.5%:9.3%,3,5.0%:14.6%,3,6.8%:7.1%,3,84.7%:69.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2016,2.8%:7.7%,3,4.7%:14.7%,3,4.0%:6.6%,3,88.5%:71.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2017,2.2%:6.8%,3,5.7%:16.3%,3,9.8%:5.5%,3,82.3%:71.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2018,6.1%:8.1%,3,14.8%:20.3%,3,3.7%:5.4%,3,75.4%:66.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2019,2.6%:7.4%,3,10.6%:17.9%,3,3.4%:5.8%,3,83.3%:68.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7824912906010363,3,2.3,2
44,54640,Rhode Island,Pawtucket city,2021,2.1%:6.9%,3,11.6%:19.4%,3,9.1%:11.5%,3,77.2%:62.2%,3,75200,56257,0.12787234042553192,0.15352393617021276,0.25190159574468085,0.4667021276595745,1,1,1,1,1,1,NA,NA,NA,NA
44,54640,Rhode Island,Pawtucket city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2014,6.2%:12.6%,1,15.3%:36.7%,1,11.6%:8.8%,1,66.9%:41.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2015,11.0%:15.0%,1,15.5%:35.3%,1,3.1%:7.2%,1,70.3%:42.5%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2016,6.7%:11.7%,1,13.8%:39.0%,1,8.2%:8.5%,1,71.3%:40.8%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2017,8.4%:13.5%,1,17.4%:36.4%,1,5.7%:8.2%,1,68.5%:41.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2018,8.7%:13.3%,1,17.6%:37.0%,1,4.8%:8.9%,1,68.9%:40.9%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2019,10.4%:13.7%,1,25.3%:40.0%,1,8.0%:7.9%,1,56.3%:38.4%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7538770455350978,3,1.7,2
44,59000,Rhode Island,Providence city,2021,4.8%:8.1%,1,29.0%:39.8%,1,11.2%:10.8%,1,55.0%:41.2%,1,188812,107810,0.0999512742834142,0.13025125521682945,0.4290087494438913,0.3407887210558651,1,1,1,1,1,1,NA,NA,NA,NA
44,59000,Rhode Island,Providence city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2014,0.5%:0.8%,3,1.5%:2.1%,3,2.2%:4.1%,3,95.8%:93.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2015,0.7%:2.1%,3,2.0%:2.8%,3,4.1%:3.8%,3,93.3%:91.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2016,0.5%:1.2%,3,2.7%:3.2%,3,4.0%:3.6%,3,92.8%:91.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2017,0.7%:1.6%,3,2.4%:3.4%,3,3.1%:3.2%,3,93.9%:91.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2018,0.4%:1.1%,3,1.5%:3.5%,3,3.3%:3.3%,3,94.7%:92.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2019,3.1%:1.6%,3,3.7%:4.2%,3,4.2%:5.6%,3,89.0%:88.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.038626521051666,3,3.1,1
44,74300,Rhode Island,Warwick city,2021,5.6%:1.2%,3,1.9%:3.5%,3,7.2%:6.2%,3,85.3%:89.1%,3,82666,77671,0.05719400962910991,0.02550020564681973,0.06042387438608376,0.8568819103379866,1,1,1,1,1,1,NA,NA,NA,NA
44,74300,Rhode Island,Warwick city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2014,10.5%:24.8%,3,0.8%:2.1%,3,1.2%:2.2%,3,87.6%:70.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2015,12.8%:23.2%,3,1.7%:2.7%,3,1.7%:2.1%,3,83.8%:72.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2016,9.9%:23.7%,3,0.8%:2.7%,3,1.0%:2.0%,3,88.3%:71.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2017,16.0%:22.9%,3,1.1%:2.9%,3,0.5%:1.7%,3,82.3%:72.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2018,11.6%:21.2%,3,2.2%:2.8%,3,2.2%:2.8%,3,83.9%:73.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2019,9.7%:20.3%,3,1.5%:3.1%,3,3.1%:3.5%,3,85.7%:73.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9327797257704918,3,2.3,1
45,13330,South Carolina,Charleston city,2021,9.8%:19.3%,3,1.8%:3.9%,3,3.1%:4.8%,3,85.3%:72.0%,3,147928,141667,0.04421745714131199,0.1960142772159429,0.04232464442161051,0.7174436212211346,1,1,1,1,1,1,NA,NA,NA,NA
45,13330,South Carolina,Charleston city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2014,17.1%:43.9%,2,2.0%:3.9%,3,2.1%:3.9%,2,78.9%:48.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2015,19.2%:43.2%,2,4.1%:5.3%,2,3.0%:4.1%,2,73.8%:47.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2016,24.2%:45.2%,2,0.9%:3.9%,2,3.9%:4.9%,2,70.9%:46.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2017,28.2%:48.7%,2,2.7%:2.8%,2,4.9%:5.4%,2,64.3%:43.2%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2018,22.4%:45.7%,2,2.6%:2.2%,2,4.7%:4.8%,2,70.2%:47.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2019,23.5%:45.9%,2,1.2%:4.0%,2,4.9%:6.0%,2,70.4%:44.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6741379040197729,3,2.6,2
45,16000,South Carolina,Columbia city,2021,26.3%:48.1%,2,1.2%:2.6%,2,4.6%:6.7%,2,68.0%:42.6%,2,137276,129637,0.06122701710422798,0.4033698534339578,0.05564701768699554,0.47975611177481864,1,1,1,1,1,1,NA,NA,NA,NA
45,16000,South Carolina,Columbia city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2014,5.1%:15.9%,3,6.6%:1.7%,3,1.2%:2.7%,3,87.0%:79.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2015,8.6%:19.5%,3,2.3%:1.8%,3,1.5%:1.3%,3,87.5%:77.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2016,6.7%:16.3%,3,2.0%:1.9%,3,2.4%:2.7%,3,89.0%:79.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2017,8.9%:18.3%,3,1.1%:2.1%,3,3.2%:2.5%,3,86.8%:77.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2018,9.3%:18.3%,3,1.7%:2.5%,3,1.4%:1.5%,3,87.6%:77.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2019,9.5%:16.2%,3,0.6%:1.0%,3,1.4%:2.6%,3,88.5%:80.2%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0761266666403402,3,4.1,2
45,48535,South Carolina,Mount Pleasant town,2021,4.9%:13.2%,3,1.1%:2.3%,3,1.3%:3.1%,3,92.7%:81.5%,3,88900,86865,0.04528683914510686,0.03323959505061867,0.02289088863892013,0.8985826771653543,1,1,1,1,1,1,NA,NA,NA,NA
45,48535,South Carolina,Mount Pleasant town,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2014,20.1%:35.7%,3,3.9%:7.9%,3,4.4%:4.5%,3,71.6%:51.9%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2015,23.6%:33.3%,3,2.9%:7.5%,3,5.5%:4.2%,3,68.0%:55.0%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2016,16.9%:33.3%,3,2.7%:7.0%,3,3.8%:4.9%,3,76.6%:54.8%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2017,19.2%:31.1%,3,4.5%:6.7%,3,3.6%:3.9%,3,72.7%:58.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2018,17.7%:32.5%,3,4.3%:8.7%,3,6.6%:5.7%,3,71.5%:53.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2019,19.1%:32.4%,3,2.0%:8.0%,3,5.6%:5.0%,3,73.2%:54.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756200818185646,3,2,2
45,50875,South Carolina,North Charleston city,2021,20.2%:35.3%,3,4.4%:5.8%,3,8.8%:8.3%,3,66.5%:50.5%,3,114542,101715,0.08611688289011891,0.43073283162508075,0.11198512336086326,0.3711651621239371,1,1,1,1,1,1,NA,NA,NA,NA
45,50875,South Carolina,North Charleston city,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,59020,South Dakota,Sioux Falls city,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,59020,South Dakota,Sioux Falls city,2014,0.7%:3.9%,3,1.4%:2.8%,3,0.9%:4.9%,3,97.0%:88.5%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,59020,South Dakota,Sioux Falls city,2015,1.5%:4.0%,3,1.9%:3.2%,3,1.5%:4.8%,3,95.1%:87.9%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
