SCHOOL_YEAR_TEXT,STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
2015-2016,MARYLAND,24,2400720,Worcester County Public Schools,Yes,231,Y,32,17,13,169,38,S,S,53,12APR17
2015-2016,MASSACHUSETTS,25,2500001,Quabbin,No,15,,.,.,5,10,4,.,.,3,12APR17
2015-2016,MASSACHUSETTS,25,2500002,Spencer-E Brookfield,No,13,,.,.,3,10,4,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2500013,Southwick-Tolland-Granville Regional School District,No,5,Y,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500021,Academy Of the Pacific Rim Charter Public (District),No,S,,.,.,.,S,.,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2500022,Benjamin Banneker Charter Public (District),No,7,,S,.,.,S,3,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500026,City on a Hill Charter Public School Circuit Street (Distric,No,S,,.,.,S,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500033,Lowell Middlesex Academy Charter (District),No,4,,S,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500039,Boston Renaissance Charter Public (District),No,19,Y,3,.,10,6,5,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500041,Atlantis Charter (District),No,S,,.,.,.,S,S,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2500045,Seven Hills Charter Public (District),No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500046,Prospect Hill Academy Charter (District),No,15,,5,.,5,5,4,S,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2500049,Boston Day and Evening Academy Charter (District),No,54,,.,.,9,45,17,6,.,19,12APR17
2015-2016,MASSACHUSETTS,25,2500052,Foxborough Regional Charter (District),No,8,,5,.,3,.,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500053,Boston Collegiate Charter (District),No,3,,.,.,3,.,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500054,Edward M. Kennedy Academy for Health Careers (Horace Mann Ch,No,6,,.,.,S,S,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500063,Roxbury Preparatory Charter (District),No,12,,4,.,8,.,4,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500065,Lowell Community Charter Public (District),No,S,Y,.,.,.,S,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500066,MATCH Charter Public School (District),No,5,,.,.,S,S,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500070,Codman Academy Charter Public (District),No,7,Y,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500071,Brooke Charter School Roslindale (District),No,5,,S,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500073,Sizer School: A North Central Charter Essential (District),No,9,,.,.,4,5,4,.,.,3,12APR17
2015-2016,MASSACHUSETTS,25,2500075,Excel Academy Charter (District),No,8,,3,.,5,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500079,Berkshire Arts and Technology Charter Public (District),No,6,,.,.,S,S,S,.,.,3,12APR17
2015-2016,MASSACHUSETTS,25,2500080,Boston Preparatory Charter Public (District),No,6,,S,.,3,S,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500082,KIPP Academy Lynn Charter (District),No,S,,S,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500084,Salem Academy Charter (District),No,5,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500086,Community Charter School of Cambridge (District),No,S,,S,.,.,S,S,S,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2500087,Holyoke Community Charter (District),No,5,,S,.,S,.,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500089,Martin Luther King Jr. Charter School of Excellence (Distric,No,13,,.,.,7,6,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500090,Phoenix Charter Academy (District),No,11,,.,S,S,6,5,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500519,Global Learning Charter Public (District),No,4,,.,.,.,4,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500525,Alma del Mar Charter School (District),No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500527,Bridge Boston Charter School (District),No,6,Y,.,.,S,S,3,3,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500528,Brooke Charter School Mattapan (District),No,4,,.,.,4,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500532,New Liberty Charter School of Salem (District),No,17,,.,.,5,12,6,S,.,7,12APR17
2015-2016,MASSACHUSETTS,25,2500533,UP Academy Charter School of Boston (District),No,9,,4,.,5,.,.,3,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500537,KIPP Academy Boston Charter School (District),No,9,,S,.,S,.,S,5,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500538,Community Day Charter Public School - Gateway (District),No,S,Y,S,.,.,.,.,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500539,Brooke Charter School East Boston (District),No,4,,.,.,S,S,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500541,Somerset Berkley Regional School District,No,S,,S,.,S,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500542,Ayer Shirley School District,No,6,,S,.,3,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500543,Dudley Street Neighborhood Charter School (District),No,10,Y,S,.,S,4,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500544,Monomoy Regional School District,No,10,,S,.,S,6,7,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500547,Paulo Freire Social Justice Charter School (District),No,19,,.,.,8,11,3,S,.,7,12APR17
2015-2016,MASSACHUSETTS,25,2500548,City on a Hill Charter Public School Dudley Square (District,No,8,,S,.,S,5,3,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500549,UP Academy Charter School of Dorchester (District),No,19,Y,S,.,12,S,5,3,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500550,Baystate Academy Charter Public School (District),No,3,,.,.,3,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500551,Massachusetts Virtual Academy at Greenfield Commonwealth Vir,No,9,,S,.,S,4,4,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500552,Argosy Collegiate Charter School (District),No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500553,City on a Hill Charter Public School New Bedford (District),No,3,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500554,Essex North Shore Agricultural and Technical School District,No,15,,.,.,S,S,7,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500555,Phoenix Academy Public Charter High School Springfield (Dist,No,13,,.,.,S,S,4,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2500557,Springfield Preparatory Charter School (District),No,3,,.,.,3,.,.,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2501650,Abington,No,7,,3,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2501710,Acton-Boxborough,No,S,,.,.,.,S,S,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2501780,Adams-Cheshire,No,23,,S,.,S,14,8,.,.,7,12APR17
2015-2016,MASSACHUSETTS,25,2501800,Agawam,No,23,Y,S,.,19,S,11,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2501890,Amherst,No,13,,.,.,3,10,7,6,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2501920,Amherst-Pelham,No,8,,.,.,S,S,S,S,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2501950,Andover,No,3,,S,.,S,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502040,Ashburnham-Westminster,No,5,,.,.,S,S,S,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502100,Ashland,No,19,,.,.,S,S,7,4,.,4,12APR17
2015-2016,MASSACHUSETTS,25,2502110,Assabet Valley Regional Vocational Technical,No,8,,S,.,S,5,S,.,.,3,12APR17
2015-2016,MASSACHUSETTS,25,2502160,Athol-Royalston,No,33,,7,.,12,14,17,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502190,Attleboro,No,131,Y,33,S,81,S,32,12,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502220,Auburn,No,20,,S,.,11,S,7,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502250,Avon,No,6,,S,.,S,3,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502310,Barnstable,Yes,133,Y,9,3,55,66,29,6,.,7,12APR17
2015-2016,MASSACHUSETTS,25,2502400,Bedford,Yes,27,,18,.,S,S,5,11,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502430,Belchertown,No,6,,.,.,3,3,S,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502490,Belmont,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502520,Berkley,No,S,,.,.,.,S,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502530,Berkshire Hills,No,17,,.,.,7,10,6,S,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502580,Berlin-Boylston,No,S,,S,.,S,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502640,Beverly,No,65,,4,.,37,24,18,8,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2502670,Billerica,No,20,,5,.,7,8,6,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502710,Blackstone Valley Regional Vocational Technical,No,7,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502715,Blackstone-Millville,No,4,,.,.,S,S,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502740,Blue Hills Regional Vocational Technical,No,10,,S,.,S,6,5,.,.,4,12APR17
2015-2016,MASSACHUSETTS,25,2502790,Boston,Yes,3873,Y,649,65,2094,1065,892,1421,.,37,12APR17
2015-2016,MASSACHUSETTS,25,2502820,Bourne,No,28,Y,.,.,10,18,6,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502910,Boylston,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502940,Braintree,No,20,,6,.,9,5,8,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2502970,Brewster,No,6,,.,.,.,6,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503030,Bridgewater-Raynham,No,17,,S,.,S,8,7,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2503060,Brimfield,No,S,,.,.,S,.,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503070,Bristol County Agricultural,No,10,,.,.,.,10,.,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2503080,Bristol-Plymouth Regional Vocational Technical,No,10,,S,.,S,7,5,.,.,5,12APR17
2015-2016,MASSACHUSETTS,25,2503090,Brockton,Yes,508,Y,156,6,216,130,103,107,.,23,12APR17
2015-2016,MASSACHUSETTS,25,2503120,Brookfield,No,3,,.,.,.,3,.,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503150,Brookline,No,21,,.,.,S,S,4,5,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2503240,Burlington,No,12,,S,.,S,9,3,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503270,Cambridge,Yes,258,Y,13,.,78,167,67,33,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2503300,Canton,No,15,,.,S,S,11,7,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503360,Carver,No,10,,.,.,3,7,4,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503390,Central Berkshire,No,7,,.,.,4,3,S,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2503510,Chelmsford,No,35,Y,25,.,7,3,13,9,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503540,Chelsea,No,159,Y,46,.,79,34,39,40,3,.,12APR17
2015-2016,MASSACHUSETTS,25,2503660,Chicopee,Yes,262,Y,39,.,115,108,66,25,.,12,12APR17
2015-2016,MASSACHUSETTS,25,2503750,Clinton,No,10,,.,.,6,4,S,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503780,Cohasset,No,S,,.,.,S,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2503990,Danvers,Yes,91,Y,73,.,12,6,19,16,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504020,Dartmouth,No,31,Y,24,.,.,7,15,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504050,Dedham,No,22,,.,.,8,14,9,7,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504140,Dennis-Yarmouth,No,81,Y,9,.,15,57,21,6,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504200,Dighton-Rehoboth,No,11,,5,.,S,S,4,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504320,Dracut,No,30,,.,.,5,25,6,S,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504360,Dudley-Charlton Reg,No,16,Y,S,.,S,9,8,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504410,Duxbury,No,7,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504440,East Bridgewater,No,14,,S,.,S,7,7,.,.,S,12APR17
2015-2016,MASSACHUSETTS,25,2504500,East Longmeadow,No,3,,.,.,S,S,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504530,Eastham,No,3,,.,.,3,.,S,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504560,Nauset,No,10,,S,.,S,6,4,.,.,.,12APR17
2015-2016,MASSACHUSETTS,25,2504590,Easthampton,No,5,,.,.,S,S,S,.,.,.,12APR17
