tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,PUMA2020code,PUMA2020name,school_district_code,school_district_name,zip5_zcta2020
09007595102,09130595102,5951.02,East Haddam,0900722280,0913022280,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,41,East Haddam,06469
09007550201,09130550201,5502.01,East Hampton,0900722490,0913022490,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,42,East Hampton,06424
09007595101,09130595101,5951.01,East Haddam,0900722280,0913022280,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,41,East Haddam,06423
09007680200,09130680200,6802,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09009361402,09170361402,3614.02,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009348122,09140348122,3481.22,Southbury,0900969640,0914069640,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,215,Region 15,06488
09009348123,09140348123,3481.23,Southbury,0900969640,0914069640,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,215,Region 15,06488
09009348124,09140348124,3481.24,Southbury,0900969640,0914069640,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,215,Region 15,06488
09009348125,09140348125,3481.25,Southbury,0900969640,0914069640,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,215,Region 15,06488
09011870703,09180870703,8707.03,East Lyme,0901123400,0918023400,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,45,East Lyme,06357
09011870502,09180870502,8705.02,Montville,0901148900,0918048900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,86,Montville,06382
09011870501,09180870501,8705.01,Montville,0901148900,0918048900,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,86,Montville,06382
09011714103,09180714103,7141.03,Colchester,0901115910,0918015910,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,28,Colchester,06415
09011870200,09180870200,8702,Groton,0901134250,0918034250,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,59,Groton,06340
09009150500,09170150500,1505,Milford,0900947535,0917047535,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,84,Milford,06460
09009150400,09170150400,1504,Milford,0900947535,0917047535,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,84,Milford,06460
09011690300,09180690300,6903,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09011690400,09180690400,6904,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09011690500,09180690500,6905,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09011690700,09180690700,6907,New London,0901152350,0918052350,New London,09011,Southeastern Connecticut Planning Region,09180,20301,Shoreline Southeastern,95,New London,06320
09009154200,09170154200,1542,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009154500,09170154500,1545,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009154600,09170154600,1546,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009154800,09170154800,1548,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009154900,09170154900,1549,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009155100,09170155100,1551,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09009150700,09170150700,1507,Milford,0900947535,0917047535,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,84,Milford,06461
09009157300,09170157300,1573,Orange,0900957600,0917057600,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,205,Region 5,06477
09009161100,09170161100,1611,Bethany,0900904580,0917004580,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,205,Region 5,06524
09009165100,09170165100,1651,Hamden,0900935650,0917035650,New Haven,09009,South Central Connecticut Planning Region,09170,20503,South Central North,62,Hamden,06517
09009157200,09170157200,1572,Orange,0900957600,0917057600,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,205,Region 5,06477
09015800700,09180800700,8007,Windham,0901586790,0918086790,Windham,09015,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,163,Windham,06226
09015815000,09150815000,8150,Chaplin,0901513810,0915013810,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,211,Region 11,06235
09001010400,09190010400,104,Greenwich,0900133620,0919033620,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,57,Greenwich,06831
09013528100,09110528100,5281,Andover,0901301080,0911001080,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,208,Region 8,06232
09001050400,09190050400,504,Westport,0900183500,0919083500,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,158,Westport,06855
09001060700,09120060700,607,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06824
09001060800,09120060800,608,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06824
09001060900,09120060900,609,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06824
09001211300,09190211300,2113,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
09001020200,09190020200,202,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06903
09001020700,09190020700,207,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06905
09001045101,09190045101,451.01,Wilton,0900186370,0919086370,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,161,Wilton,06897
09001050600,09190050600,506,Westport,0900183500,0919083500,Fairfield,09001,Western Connecticut Planning Region,09190,20803,Norwalk & Westport Towns,158,Westport,06880
09001060600,09120060600,606,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06890
09001072900,09120072900,729,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06606
09001211100,09190211100,2111,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
09001074000,09120074000,740,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06608
09001110301,09140110301,1103.01,Shelton,0900168170,0914068170,Fairfield,09001,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,126,Shelton,06484
09001211400,09190211400,2114,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
09001220100,09190220100,2201,New Fairfield,0900150860,0919050860,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,91,New Fairfield,06812
09001220300,09190220300,2203,New Fairfield,0900150860,0919050860,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,91,New Fairfield,06812
09001245300,09190245300,2453,Ridgefield,0900163970,0919063970,Fairfield,09001,Western Connecticut Planning Region,09190,20802,Western Central,118,Ridgefield,06877
09007580100,09130580100,5801,Middlefield,0900747080,0913047080,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,213,Region 13,06455
09015820000,09150820000,8200,Hampton,0901536000,0915036000,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,211,Region 11,06247
09015825000,09150825000,8250,Scotland,0901567400,0915067400,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,211,Region 11,06264
09015906100,09150906100,9061,Canterbury,0901512130,0915012130,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,22,Canterbury,06331
09015907300,09150907300,9073,Plainfield,0901559980,0915059980,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,109,Plainfield,06374
09015900200,09150900200,9002,Thompson,0901575870,0915075870,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,141,Thompson,06255
09015903200,09150903200,9032,Putnam,0901562710,0915062710,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,116,Putnam,06260
09001021900,09190021900,219,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001022000,09190022000,220,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09015908100,09150908100,9081,Sterling,0901573420,0915073420,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,136,Sterling,06377
09001061200,09120061200,612,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06825
09001061500,09120061500,615,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06824
09001061600,09120061600,616,Fairfield,0900126620,0912026620,Fairfield,09001,Greater Bridgeport Planning Region,09120,20702,Bridgeport Suburban,51,Fairfield,06824
09001070100,09120070100,701,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09013530200,09110530200,5302,Vernon,0901378250,0911078250,Tolland,09013,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",146,Vernon,06066
09015904400,09150904400,9044,Killingly,0901540500,0915040500,Windham,09015,Northeastern Connecticut Planning Region,09150,20204,Northeastern Planning Region & Stafford Town,69,Killingly,06241
09013850100,09110850100,8501,Coventry,0901317800,0911017800,Tolland,09013,Capitol Planning Region,09110,20203,Capitol East,32,Coventry,06238
09001022400,09190022400,224,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001022300,09190022300,223,Stamford,0900173070,0919073070,Fairfield,09001,Western Connecticut Planning Region,09190,20801,Stamford & Greenwich Towns,135,Stamford,06902
09001070300,09120070300,703,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09001070400,09120070400,704,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09001070500,09120070500,705,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09001070600,09120070600,706,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06604
09001070900,09120070900,709,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09001070200,09120070200,702,Bridgeport,0900108070,0912008070,Fairfield,09001,Greater Bridgeport Planning Region,09120,20701,Bridgeport Town,15,Bridgeport,06605
09007541700,09130541700,5417,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007542200,09130542200,5422,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09007570100,09130570100,5701,Cromwell,0900718080,0913018080,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,33,Cromwell,06416
09003501300,09110501300,5013,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003501500,09110501500,5015,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06112
09011696401,09180696401,6964.01,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011696701,09180696701,6967.01,Norwich,0901156270,0918056270,New London,09011,Southeastern Connecticut Planning Region,09180,20302,Inland Southeastern,104,Norwich,06360
09011660104,09130660104,6601.04,Old Lyme,0901157040,0913057040,New London,09011,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,218,Region 18,06371
09011660103,09130660103,6601.03,Old Lyme,0901157040,0913057040,New London,09011,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,218,Region 18,06371
09009140800,09170140800,1408,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06511
09009141000,09170141000,1410,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06515
09009141100,09170141100,1411,New Haven,0900952070,0917052070,New Haven,09009,South Central Connecticut Planning Region,09170,20501,New Haven Town,93,New Haven,06515
09003473100,09110473100,4731,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09009130101,09140130101,1301.01,Seymour,0900967610,0914067610,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,124,Seymour,06483
09009130102,09140130102,1301.02,Seymour,0900967610,0914067610,New Haven,09009,Naugatuck Valley Planning Region,09140,20603,Naugatuck Valley South,124,Seymour,06483
09009361500,09170361500,3615,West Haven,0900982870,0917082870,New Haven,09009,South Central Connecticut Planning Region,09170,20502,South Central West,156,West Haven,06516
09007541600,09130541600,5416,Middletown,0900747360,0913047360,Middlesex,09007,Lower Connecticut River Valley Planning Region,09130,20400,Lower Connecticut River Valley,83,Middletown,06457
09003473700,09110473700,4737,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003473800,09110473800,4738,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003476200,09110476200,4762,Windsor Locks,0900387070,0911087070,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,165,Windsor Locks,06096
09003480300,09110480300,4803,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003484200,09110484200,4842,East Windsor,0900324800,0911024800,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,47,East Windsor,06016
09003500900,09110500900,5009,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003487500,09110487500,4875,South Windsor,0900371390,0911071390,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,132,South Windsor,06074
09003503300,09110503300,5033,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06105
09003466101,09110466101,4661.01,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06070
09003477101,09110477101,4771.01,Suffield,0900374540,0911074540,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,139,Suffield,06078
09003481300,09110481300,4813,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003473601,09110473601,4736.01,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003480400,09110480400,4804,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003480500,09110480500,4805,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003480600,09110480600,4806,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003480700,09110480700,4807,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003480900,09110480900,4809,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003510500,09110510500,5105,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003511000,09110511000,5110,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003511100,09110511100,5111,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003511200,09110511200,5112,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003511400,09110511400,5114,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06108
09003481200,09110481200,4812,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003494600,09110494600,4946,Newington,0900352140,0911052140,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",94,Newington,06111
09003496100,09110496100,4961,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06110
09003496200,09110496200,4962,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06110
09003496300,09110496300,4963,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06107
09003430203,09110430203,4302.03,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003477200,09110477200,4772,Suffield,0900374540,0911074540,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,139,Suffield,06093
09003462201,09110462201,4622.01,Avon,0900302060,0911002060,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,4,Avon,06001
09003464102,09110464102,4641.02,Canton,0900312270,0911012270,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,23,Canton,06019
09003520100,09110520100,5201,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06033
09003520202,09110520202,5202.02,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06073
09003501700,09110501700,5017,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003466202,09110466202,4662.02,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06092
09003415400,09110415400,4154,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06051
09003416500,09110416500,4165,New Britain,0900350440,0911050440,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",89,New Britain,06053
09003462102,09110462102,4621.02,Avon,0900302060,0911002060,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,4,Avon,06001
09003405500,09140405500,4055,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003464101,09110464101,4641.01,Canton,0900312270,0911012270,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,23,Canton,06019
09003473502,09110473502,4735.02,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003500100,09110500100,5001,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06114
09003501800,09110501800,5018,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06120
09003510600,09110510600,5106,East Hartford,0900322630,0911022630,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",43,East Hartford,06118
09003515102,09110515102,5151.02,Manchester,0900344700,0911044700,Hartford,09003,Capitol Planning Region,09110,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester,06040
09003330100,09160330100,3301,Hartland,0900337140,0916037140,Hartford,09003,Northwest Hills Planning Region,09160,20100,Northwest Hills,65,Hartland,06091
09003400200,09110400200,4002,Berlin,0900304300,0911004300,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",7,Berlin,06037
09003497100,09110497100,4971,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06119
09003405100,09140405100,4051,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003405300,09140405300,4053,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003406100,09140406100,4061,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003496400,09110496400,4964,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06107
09003496500,09110496500,4965,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06107
09003496600,09110496600,4966,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06107
09003496700,09110496700,4967,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06119
09003468101,09110468101,4681.01,Granby,0900332640,0911032640,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,56,Granby,06090
09003466102,09110466102,4661.02,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06070
09003487400,09110487400,4874,South Windsor,0900371390,0911071390,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,132,South Windsor,06074
09003471300,09110471300,4713,Bloomfield,0900305910,0911005910,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,11,Bloomfield,06002
09003460302,09110460302,4603.02,Farmington,0900327600,0911027600,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,52,Farmington,06085
09003430202,09110430202,4302.02,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003430400,09110430400,4304,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06479
09003462101,09110462101,4621.01,Avon,0900302060,0911002060,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,4,Avon,06001
09003470100,09110470100,4701,East Granby,0900322070,0911022070,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,40,East Granby,06026
09003484100,09110484100,4841,East Windsor,0900324800,0911024800,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,47,East Windsor,06088
09003520501,09110520501,5205.01,Glastonbury,0900331240,0911031240,Hartford,09003,Capitol Planning Region,09110,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury,06073
09003468102,09110468102,4681.02,Granby,0900332640,0911032640,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,56,Granby,06035
09003466300,09110466300,4663,Simsbury,0900368940,0911068940,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,128,Simsbury,06070
09003481000,09110481000,4810,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003481100,09110481100,4811,Enfield,0900325990,0911025990,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,49,Enfield,06082
09003460202,09110460202,4602.02,Farmington,0900327600,0911027600,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,52,Farmington,06032
09003501400,09110501400,5014,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06112
09003473501,09110473501,4735.01,Windsor,0900387000,0911087000,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,164,Windsor,06095
09003476100,09110476100,4761,Windsor Locks,0900387070,0911087070,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,165,Windsor Locks,06096
09003420700,09110420700,4207,Plainville,0900360120,0911060120,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",110,Plainville,06062
09003430301,09110430301,4303.01,Southington,0900370550,0911070550,Hartford,09003,Capitol Planning Region,09110,20207,"New Britain, Southington, Berlin & Plainville Towns",131,Southington,06489
09003471400,09110471400,4714,Bloomfield,0900305910,0911005910,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,11,Bloomfield,06002
09003405900,09140405900,4059,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003476300,09110476300,4763,Windsor Locks,0900387070,0911087070,Hartford,09003,Capitol Planning Region,09110,20202,Connecticut River North,165,Windsor Locks,06096
09003406001,09140406001,4060.01,Bristol,0900308490,0914008490,Hartford,09003,Naugatuck Valley Planning Region,09140,20602,Naugatuck Valley North,17,Bristol,06010
09003496800,09110496800,4968,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06110
09003496900,09110496900,4969,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06119
09003497000,09110497000,4970,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06119
09003497200,09110497200,4972,West Hartford,0900382590,0911082590,Hartford,09003,Capitol Planning Region,09110,20208,Capitol West,155,West Hartford,06117
09003502100,09110502100,5021,Hartford,0900337070,0911037070,Hartford,09003,Capitol Planning Region,09110,20201,Hartford Town,64,Hartford,06103
09001205100,09190205100,2051,Brookfield,0900108980,0919008980,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,18,Brookfield,06804
09001210900,09190210900,2109,Danbury,0900118500,0919018500,Fairfield,09001,Western Connecticut Planning Region,09190,20804,Western North,34,Danbury,06811
