state,place,city_name,subgroup,achievement_change,achievement_change_lb,achievement_change_ub,achievement_change_quality,year,state_name,_merge,subgroup_type,missing_outcome
48,04000,Arlington,All,-.21558425,-.57494324,.14377476,2,2022,Texas,Matched (3),,0
48,04000,Arlington,"White, Non-Hispanic",-.021663284,-.38949504,.34616846,2,2022,Texas,Matched (3),race-ethnicity,0
48,05000,Austin,Economically Disadvantaged,-.18038356,-.55166405,.19089691,2,2022,Texas,Matched (3),income,0
48,05000,Austin,Hispanic,-.17111529,-.51669544,.17446487,2,2022,Texas,Matched (3),race-ethnicity,0
48,05000,Austin,All,-.16790615,-.53533715,.19952483,2,2022,Texas,Matched (3),,0
48,05000,Austin,"Black, Non-Hispanic",-.14563869,-.53227669,.24099931,2,2022,Texas,Matched (3),race-ethnicity,0
48,05000,Austin,Not Economically Disadvantaged,-.26083732,-.61375833,.09208367,2,2022,Texas,Matched (3),income,0
48,05000,Austin,"White, Non-Hispanic",-.27768928,-.64522672,.089848146,2,2022,Texas,Matched (3),race-ethnicity,0
48,06128,Baytown,All,-.10167154,-.46661985,.26327676,2,2022,Texas,Matched (3),,0
48,06128,Baytown,Hispanic,-.036169451,-.38298404,.31064513,2,2022,Texas,Matched (3),race-ethnicity,0
48,06128,Baytown,"Black, Non-Hispanic",-.27007273,-.6617552,.12160971,2,2022,Texas,Matched (3),race-ethnicity,0
48,06128,Baytown,Not Economically Disadvantaged,-.34702438,-.71347237,.019423608,2,2022,Texas,Matched (3),income,0
48,06128,Baytown,"White, Non-Hispanic",-.1470232,-.53673118,.2426848,2,2022,Texas,Matched (3),race-ethnicity,0
48,06128,Baytown,Economically Disadvantaged,-.013504431,-.3847715,.35776263,2,2022,Texas,Matched (3),income,0
48,07000,Beaumont,Not Economically Disadvantaged,-.76574826,-1.1929587,-.33853781,2,2022,Texas,Matched (3),income,0
48,07000,Beaumont,Economically Disadvantaged,-.29661596,-.6838513,.090619341,2,2022,Texas,Matched (3),income,0
48,07000,Beaumont,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,07000,Beaumont,"Black, Non-Hispanic",-.31454208,-.67167526,.04259108,2,2022,Texas,Matched (3),race-ethnicity,0
48,07000,Beaumont,All,-.24145997,-.61973864,.13681872,2,2022,Texas,Matched (3),,0
48,07000,Beaumont,Hispanic,-.14133872,-.53849262,.25581518,2,2022,Texas,Matched (3),race-ethnicity,0
48,10768,Brownsville,All,-.17832321,-.53930688,.18266045,2,2022,Texas,Matched (3),,0
48,10768,Brownsville,Not Economically Disadvantaged,-.048062209,-.44547179,.34934738,2,2022,Texas,Matched (3),income,0
48,10768,Brownsville,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,10768,Brownsville,Hispanic,-.18870409,-.52604359,.14863542,2,2022,Texas,Matched (3),race-ethnicity,0
48,10768,Brownsville,Economically Disadvantaged,-.18993603,-.55334163,.17346956,2,2022,Texas,Matched (3),income,0
48,10768,Brownsville,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,10912,Bryan,"White, Non-Hispanic",-.03235006,-.45437768,.38967755,2,2022,Texas,Matched (3),race-ethnicity,0
48,10912,Bryan,Economically Disadvantaged,-.040459815,-.42281154,.34189191,2,2022,Texas,Matched (3),income,0
48,10912,Bryan,Hispanic,-.060865112,-.42184579,.30011559,2,2022,Texas,Matched (3),race-ethnicity,0
48,10912,Bryan,"Black, Non-Hispanic",-.33136249,-.76629889,.1035739,2,2022,Texas,Matched (3),race-ethnicity,0
48,10912,Bryan,All,-.14272878,-.5186891,.23323154,2,2022,Texas,Matched (3),,0
48,10912,Bryan,Not Economically Disadvantaged,-.26164839,-.70507884,.18178207,2,2022,Texas,Matched (3),income,0
48,13024,Carrollton,Not Economically Disadvantaged,-.47957191,-.86005861,-.099085249,2,2022,Texas,Matched (3),income,0
48,13024,Carrollton,Economically Disadvantaged,-.29986674,-.67271167,.072978176,2,2022,Texas,Matched (3),income,0
48,13024,Carrollton,"Black, Non-Hispanic",-.41690844,-.8008129,-.033003986,2,2022,Texas,Matched (3),race-ethnicity,0
48,13024,Carrollton,"White, Non-Hispanic",-.1304809,-.55899745,.29803565,2,2022,Texas,Matched (3),race-ethnicity,0
48,13024,Carrollton,All,-.28079411,-.64769846,.086110212,2,2022,Texas,Matched (3),,0
48,13024,Carrollton,Hispanic,-.25520918,-.60472977,.094311424,2,2022,Texas,Matched (3),race-ethnicity,0
48,13552,Cedar Park,"Black, Non-Hispanic",,,,,2022,Texas,Using only (2),race-ethnicity,1
48,13552,Cedar Park,Economically Disadvantaged,,,,,2022,Texas,Using only (2),income,1
48,13552,Cedar Park,All,,,,,2022,Texas,Using only (2),,1
48,13552,Cedar Park,Not Economically Disadvantaged,,,,,2022,Texas,Using only (2),income,1
48,13552,Cedar Park,Hispanic,,,,,2022,Texas,Using only (2),race-ethnicity,1
48,13552,Cedar Park,"White, Non-Hispanic",,,,,2022,Texas,Using only (2),race-ethnicity,1
48,15976,College Station,Hispanic,.13984926,-.2672191,.54691762,2,2022,Texas,Matched (3),race-ethnicity,0
48,15976,College Station,Not Economically Disadvantaged,-.074367478,-.44403818,.29530326,2,2022,Texas,Matched (3),income,0
48,15976,College Station,All,-.11447205,-.49409413,.26515004,2,2022,Texas,Matched (3),,0
48,15976,College Station,"Black, Non-Hispanic",-.12021324,-.55679715,.31637064,2,2022,Texas,Matched (3),race-ethnicity,0
48,15976,College Station,"White, Non-Hispanic",-.15490699,-.53242409,.22261012,2,2022,Texas,Matched (3),race-ethnicity,0
48,15976,College Station,Economically Disadvantaged,-.085793287,-.49989331,.32830673,2,2022,Texas,Matched (3),income,0
48,16432,Conroe,All,-.2201947,-.57977694,.13938753,2,2022,Texas,Matched (3),,0
48,16432,Conroe,Not Economically Disadvantaged,-.33071491,-.66587675,.0044468734,2,2022,Texas,Matched (3),income,0
48,16432,Conroe,"Black, Non-Hispanic",-.10576566,-.47161096,.26007965,2,2022,Texas,Matched (3),race-ethnicity,0
48,16432,Conroe,Economically Disadvantaged,-.075342022,-.44095954,.29027551,2,2022,Texas,Matched (3),income,0
48,16432,Conroe,Hispanic,-.16521035,-.50670153,.17628086,2,2022,Texas,Matched (3),race-ethnicity,0
48,16432,Conroe,"White, Non-Hispanic",-.1362811,-.48614576,.21358357,2,2022,Texas,Matched (3),race-ethnicity,0
48,17000,Corpus Christi,"White, Non-Hispanic",.072374128,-.34640747,.49115574,2,2022,Texas,Matched (3),race-ethnicity,0
48,17000,Corpus Christi,Hispanic,-.069524653,-.42787728,.28882796,2,2022,Texas,Matched (3),race-ethnicity,0
48,17000,Corpus Christi,Economically Disadvantaged,-.027747558,-.4161751,.36068001,2,2022,Texas,Matched (3),income,0
48,17000,Corpus Christi,"Black, Non-Hispanic",-.045388523,-.51047534,.4196983,2,2022,Texas,Matched (3),race-ethnicity,0
48,17000,Corpus Christi,All,-.042190664,-.42319432,.33881301,2,2022,Texas,Matched (3),,0
48,17000,Corpus Christi,Not Economically Disadvantaged,.15244955,-.25005952,.55495858,2,2022,Texas,Matched (3),income,0
48,19000,Dallas,Hispanic,-.18451262,-.51764357,.14861834,2,2022,Texas,Matched (3),race-ethnicity,0
48,19000,Dallas,"Black, Non-Hispanic",.018089928,-.30553061,.34171045,2,2022,Texas,Matched (3),race-ethnicity,0
48,19000,Dallas,Economically Disadvantaged,-.16089515,-.51883113,.19704081,2,2022,Texas,Matched (3),income,0
48,19000,Dallas,All,-.099902287,-.45829606,.25849149,2,2022,Texas,Matched (3),,0
48,19000,Dallas,Not Economically Disadvantaged,.061024252,-.29860476,.42065328,2,2022,Texas,Matched (3),income,0
48,19000,Dallas,"White, Non-Hispanic",.055771146,-.34420818,.4557505,2,2022,Texas,Matched (3),race-ethnicity,0
48,19972,Denton,Hispanic,-.28804299,-.64251488,.0664289,2,2022,Texas,Matched (3),race-ethnicity,0
48,19972,Denton,Economically Disadvantaged,-.44189233,-.81623232,-.067552298,2,2022,Texas,Matched (3),income,0
48,19972,Denton,Not Economically Disadvantaged,-.4358241,-.77957368,-.092074461,2,2022,Texas,Matched (3),income,0
48,19972,Denton,"White, Non-Hispanic",-.26227513,-.62124455,.096694298,2,2022,Texas,Matched (3),race-ethnicity,0
48,19972,Denton,All,-.50438821,-.86778831,-.14098808,2,2022,Texas,Matched (3),,0
48,19972,Denton,"Black, Non-Hispanic",-.72716129,-1.086275,-.3680476,2,2022,Texas,Matched (3),race-ethnicity,0
48,22660,Edinburg,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,22660,Edinburg,All,-.065710723,-.4283407,.29691926,2,2022,Texas,Matched (3),,0
48,22660,Edinburg,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,22660,Edinburg,Not Economically Disadvantaged,.031450249,-.36346823,.42636871,2,2022,Texas,Matched (3),income,0
48,22660,Edinburg,Hispanic,-.061318651,-.40043247,.27779517,2,2022,Texas,Matched (3),race-ethnicity,0
48,22660,Edinburg,Economically Disadvantaged,-.15551299,-.52101791,.20999195,2,2022,Texas,Matched (3),income,0
48,24000,El Paso,Hispanic,-.18406264,-.52385193,.15572664,2,2022,Texas,Matched (3),race-ethnicity,0
48,24000,El Paso,Economically Disadvantaged,-.20462012,-.5715549,.16231468,2,2022,Texas,Matched (3),income,0
48,24000,El Paso,Not Economically Disadvantaged,-.086586431,-.44917613,.2760033,2,2022,Texas,Matched (3),income,0
48,24000,El Paso,All,-.17816824,-.54080367,.18446721,2,2022,Texas,Matched (3),,0
48,24000,El Paso,"Black, Non-Hispanic",-.15561767,-.6083613,.29712597,2,2022,Texas,Matched (3),race-ethnicity,0
48,24000,El Paso,"White, Non-Hispanic",-.073439218,-.48568687,.33880842,2,2022,Texas,Matched (3),race-ethnicity,0
48,26232,Flower Mound,Not Economically Disadvantaged,,,,,2022,Texas,Using only (2),income,1
48,26232,Flower Mound,Economically Disadvantaged,,,,,2022,Texas,Using only (2),income,1
48,26232,Flower Mound,"Black, Non-Hispanic",,,,,2022,Texas,Using only (2),race-ethnicity,1
48,26232,Flower Mound,All,,,,,2022,Texas,Using only (2),,1
48,26232,Flower Mound,"White, Non-Hispanic",,,,,2022,Texas,Using only (2),race-ethnicity,1
48,26232,Flower Mound,Hispanic,,,,,2022,Texas,Using only (2),race-ethnicity,1
48,27000,Fort Worth,All,-.31084758,-.67558503,.053889882,2,2022,Texas,Matched (3),,0
48,27000,Fort Worth,Hispanic,-.33098486,-.67746258,.015492842,2,2022,Texas,Matched (3),race-ethnicity,0
48,27000,Fort Worth,"Black, Non-Hispanic",-.26349136,-.61831528,.09133257,2,2022,Texas,Matched (3),race-ethnicity,0
48,27000,Fort Worth,Economically Disadvantaged,-.37896252,-.74814886,-.009776202,2,2022,Texas,Matched (3),income,0
48,27000,Fort Worth,"White, Non-Hispanic",-.10904396,-.48386201,.2657741,2,2022,Texas,Matched (3),race-ethnicity,0
48,27000,Fort Worth,Not Economically Disadvantaged,-.56552297,-.91448021,-.21656574,2,2022,Texas,Matched (3),income,0
48,27684,Frisco,"Black, Non-Hispanic",-.48648393,-.83517396,-.13779388,2,2022,Texas,Matched (3),race-ethnicity,0
48,27684,Frisco,"White, Non-Hispanic",-.32151011,-.67249674,.029476512,2,2022,Texas,Matched (3),race-ethnicity,0
48,27684,Frisco,Not Economically Disadvantaged,-.011789886,-.37316608,.34958631,3,2022,Texas,Matched (3),income,0
48,27684,Frisco,Economically Disadvantaged,-.18677686,-.59951502,.22596133,3,2022,Texas,Matched (3),income,0
48,27684,Frisco,Hispanic,-.23284143,-.59821916,.13253632,2,2022,Texas,Matched (3),race-ethnicity,0
48,27684,Frisco,All,-.083301164,-.44675469,.28015235,2,2022,Texas,Matched (3),,0
48,29000,Garland,Not Economically Disadvantaged,-.15771401,-.5063349,.1909069,2,2022,Texas,Matched (3),income,0
48,29000,Garland,Economically Disadvantaged,-.19922109,-.56170678,.16326459,2,2022,Texas,Matched (3),income,0
48,29000,Garland,Hispanic,-.30669889,-.64597762,.032579809,2,2022,Texas,Matched (3),race-ethnicity,0
48,29000,Garland,"Black, Non-Hispanic",-.28718492,-.62826133,.053891491,2,2022,Texas,Matched (3),race-ethnicity,0
48,29000,Garland,"White, Non-Hispanic",-.092589617,-.4633109,.27813166,2,2022,Texas,Matched (3),race-ethnicity,0
48,29000,Garland,All,-.27560222,-.63476789,.083563462,2,2022,Texas,Matched (3),,0
48,30464,Grand Prairie,Hispanic,-.30256644,-.64729917,.042166289,2,2022,Texas,Matched (3),race-ethnicity,0
48,30464,Grand Prairie,Not Economically Disadvantaged,-.46382982,-.83655417,-.091105483,2,2022,Texas,Matched (3),income,0
48,30464,Grand Prairie,"White, Non-Hispanic",-.13801074,-.56552672,.28950524,2,2022,Texas,Matched (3),race-ethnicity,0
48,30464,Grand Prairie,Economically Disadvantaged,-.31721905,-.68643385,.051995762,2,2022,Texas,Matched (3),income,0
48,30464,Grand Prairie,All,-.31283903,-.67707235,.051394284,2,2022,Texas,Matched (3),,0
48,30464,Grand Prairie,"Black, Non-Hispanic",-.3443895,-.71701443,.028235441,2,2022,Texas,Matched (3),race-ethnicity,0
48,35000,Houston,Not Economically Disadvantaged,-.047706999,-.39742315,.30200917,2,2022,Texas,Matched (3),income,0
48,35000,Houston,All,-.061889015,-.42106667,.29728863,2,2022,Texas,Matched (3),,0
48,35000,Houston,"White, Non-Hispanic",-.086322665,-.45347208,.28082675,2,2022,Texas,Matched (3),race-ethnicity,0
48,35000,Houston,"Black, Non-Hispanic",-.24040648,-.57289189,.092078947,2,2022,Texas,Matched (3),race-ethnicity,0
48,35000,Houston,Hispanic,-.062382698,-.40078723,.27602181,2,2022,Texas,Matched (3),race-ethnicity,0
48,35000,Houston,Economically Disadvantaged,-.096813522,-.45885938,.26523235,2,2022,Texas,Matched (3),income,0
48,37000,Irving,"White, Non-Hispanic",-.037611168,-.46711478,.39189243,2,2022,Texas,Matched (3),race-ethnicity,0
48,37000,Irving,"Black, Non-Hispanic",-.24021161,-.62736416,.14694098,2,2022,Texas,Matched (3),race-ethnicity,0
48,37000,Irving,All,-.36748442,-.73158491,-.0033839692,2,2022,Texas,Matched (3),,0
48,37000,Irving,Hispanic,-.3995654,-.74311185,-.05601893,2,2022,Texas,Matched (3),race-ethnicity,0
48,37000,Irving,Not Economically Disadvantaged,-.2291006,-.61902231,.16082112,2,2022,Texas,Matched (3),income,0
48,37000,Irving,Economically Disadvantaged,-.31675708,-.68504041,.05152626,2,2022,Texas,Matched (3),income,0
48,39148,Killeen,Hispanic,-.33046773,-.6800136,.019078111,2,2022,Texas,Matched (3),race-ethnicity,0
48,39148,Killeen,"Black, Non-Hispanic",-.39432681,-.72441232,-.064241298,2,2022,Texas,Matched (3),race-ethnicity,0
48,39148,Killeen,All,-.29506266,-.65540397,.065278694,2,2022,Texas,Matched (3),,0
48,39148,Killeen,Economically Disadvantaged,-.23856087,-.60494614,.12782438,2,2022,Texas,Matched (3),income,0
48,39148,Killeen,Not Economically Disadvantaged,-.37140626,-.71213764,-.030674858,2,2022,Texas,Matched (3),income,0
48,39148,Killeen,"White, Non-Hispanic",-.21769196,-.58472931,.14934541,2,2022,Texas,Matched (3),race-ethnicity,0
48,41464,Laredo,Hispanic,-.12279771,-.46231514,.21671972,2,2022,Texas,Matched (3),race-ethnicity,0
48,41464,Laredo,Economically Disadvantaged,-.17983802,-.54629809,.18662208,2,2022,Texas,Matched (3),income,0
48,41464,Laredo,All,-.12389939,-.48696578,.23916699,2,2022,Texas,Matched (3),,0
48,41464,Laredo,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,41464,Laredo,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,41464,Laredo,Not Economically Disadvantaged,-.082075447,-.43803775,.27388686,2,2022,Texas,Matched (3),income,0
48,41980,League City,Economically Disadvantaged,.037151814,-.34118456,.41548818,2,2022,Texas,Matched (3),income,0
48,41980,League City,All,-.18479003,-.54688096,.17730092,2,2022,Texas,Matched (3),,0
48,41980,League City,"Black, Non-Hispanic",-.09869206,-.48462865,.28724453,2,2022,Texas,Matched (3),race-ethnicity,0
48,41980,League City,Hispanic,-.22697641,-.57748514,.1235323,2,2022,Texas,Matched (3),race-ethnicity,0
48,41980,League City,"White, Non-Hispanic",-.18689074,-.53972852,.16594706,2,2022,Texas,Matched (3),race-ethnicity,0
48,41980,League City,Not Economically Disadvantaged,-.030910397,-.36734611,.30552533,2,2022,Texas,Matched (3),income,0
48,42508,Lewisville,All,.15068634,-.21144049,.51281315,2,2022,Texas,Matched (3),,0
48,42508,Lewisville,Hispanic,.10754497,-.2425366,.45762655,2,2022,Texas,Matched (3),race-ethnicity,0
48,42508,Lewisville,Economically Disadvantaged,.20337224,-.1687523,.57549679,2,2022,Texas,Matched (3),income,0
48,42508,Lewisville,"White, Non-Hispanic",.14284129,-.21255438,.49823695,2,2022,Texas,Matched (3),race-ethnicity,0
48,42508,Lewisville,Not Economically Disadvantaged,.11305108,-.22641812,.45252028,2,2022,Texas,Matched (3),income,0
48,42508,Lewisville,"Black, Non-Hispanic",.092522271,-.2703211,.45536566,2,2022,Texas,Matched (3),race-ethnicity,0
48,43888,Longview,Hispanic,.24040638,-.16888712,.64969993,2,2022,Texas,Matched (3),race-ethnicity,0
48,43888,Longview,All,.117651,-.28626436,.52156633,2,2022,Texas,Matched (3),,0
48,43888,Longview,Economically Disadvantaged,.34898406,-.059074163,.75704235,2,2022,Texas,Matched (3),income,0
48,43888,Longview,"Black, Non-Hispanic",-.085128404,-.49929172,.32903492,2,2022,Texas,Matched (3),race-ethnicity,0
48,43888,Longview,"White, Non-Hispanic",.048368517,-.39866525,.49540228,2,2022,Texas,Matched (3),race-ethnicity,0
48,43888,Longview,Not Economically Disadvantaged,.092712395,-.39083096,.57625574,2,2022,Texas,Matched (3),income,0
48,45000,Lubbock,"Black, Non-Hispanic",.1571895,-.24309042,.55746943,2,2022,Texas,Matched (3),race-ethnicity,0
48,45000,Lubbock,All,.027878305,-.34444189,.40019849,2,2022,Texas,Matched (3),,0
48,45000,Lubbock,Hispanic,.01250122,-.34542939,.37043181,2,2022,Texas,Matched (3),race-ethnicity,0
48,45000,Lubbock,Not Economically Disadvantaged,-.025187729,-.40556523,.35518977,2,2022,Texas,Matched (3),income,0
48,45000,Lubbock,Economically Disadvantaged,.094662584,-.28867418,.47799933,2,2022,Texas,Matched (3),income,0
48,45000,Lubbock,"White, Non-Hispanic",-.037141219,-.42829934,.3540169,2,2022,Texas,Matched (3),race-ethnicity,0
48,45384,Mcallen,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,45384,Mcallen,Hispanic,.087830074,-.25837412,.43403429,2,2022,Texas,Matched (3),race-ethnicity,0
48,45384,Mcallen,Economically Disadvantaged,.091575459,-.28254277,.46569368,2,2022,Texas,Matched (3),income,0
48,45384,Mcallen,All,.077397257,-.29154891,.44634342,2,2022,Texas,Matched (3),,0
48,45384,Mcallen,Not Economically Disadvantaged,.12343659,-.27912861,.52600181,2,2022,Texas,Matched (3),income,0
48,45384,Mcallen,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,45744,Mckinney,"Black, Non-Hispanic",-.41111884,-.79256123,-.029676443,2,2022,Texas,Matched (3),race-ethnicity,0
48,45744,Mckinney,Not Economically Disadvantaged,-.46531492,-.81045401,-.12017582,2,2022,Texas,Matched (3),income,0
48,45744,Mckinney,All,-.36838666,-.73485929,-.0019139837,2,2022,Texas,Matched (3),,0
48,45744,Mckinney,"White, Non-Hispanic",-.38249734,-.74283302,-.022161664,2,2022,Texas,Matched (3),race-ethnicity,0
48,45744,Mckinney,Economically Disadvantaged,-.088731289,-.47395679,.29649422,2,2022,Texas,Matched (3),income,0
48,45744,Mckinney,Hispanic,-.1376597,-.5026325,.2273131,2,2022,Texas,Matched (3),race-ethnicity,0
48,47892,Mesquite,All,-.045860503,-.4069424,.31522137,2,2022,Texas,Matched (3),,0
48,47892,Mesquite,Not Economically Disadvantaged,-.38098916,-.74369586,-.018282508,2,2022,Texas,Matched (3),income,0
48,47892,Mesquite,"White, Non-Hispanic",.19638768,-.20585102,.59862638,2,2022,Texas,Matched (3),race-ethnicity,0
48,47892,Mesquite,Economically Disadvantaged,.014979986,-.34958225,.37954223,2,2022,Texas,Matched (3),income,0
48,47892,Mesquite,"Black, Non-Hispanic",-.17540777,-.5193786,.16856307,2,2022,Texas,Matched (3),race-ethnicity,0
48,47892,Mesquite,Hispanic,-.024803996,-.36563978,.31603178,2,2022,Texas,Matched (3),race-ethnicity,0
48,48072,Midland,"Black, Non-Hispanic",.4820869,.026184887,.93798888,2,2022,Texas,Matched (3),race-ethnicity,0
48,48072,Midland,"White, Non-Hispanic",.10219293,-.28969467,.49408051,2,2022,Texas,Matched (3),race-ethnicity,0
48,48072,Midland,All,.26861206,-.10417119,.64139533,2,2022,Texas,Matched (3),,0
48,48072,Midland,Not Economically Disadvantaged,.17986478,-.18206751,.54179704,2,2022,Texas,Matched (3),income,0
48,48072,Midland,Economically Disadvantaged,.38109469,-.00026553209,.76245487,2,2022,Texas,Matched (3),income,0
48,48072,Midland,Hispanic,.27663544,-.080487728,.6337586,2,2022,Texas,Matched (3),race-ethnicity,0
48,48768,Mission,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,48768,Mission,Economically Disadvantaged,-.41308308,-.79765683,-.028509328,2,2022,Texas,Matched (3),income,0
48,48768,Mission,Not Economically Disadvantaged,-.17534462,-.60811257,.25742328,2,2022,Texas,Matched (3),income,0
48,48768,Mission,Hispanic,-.33354527,-.68789196,.020801453,2,2022,Texas,Matched (3),race-ethnicity,0
48,48768,Mission,All,-.3412469,-.71848822,.035994418,2,2022,Texas,Matched (3),,0
48,48768,Mission,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,50820,New Braunfels,Hispanic,.0267077,-.33367419,.38708958,2,2022,Texas,Matched (3),race-ethnicity,0
48,50820,New Braunfels,All,.0021151379,-.36749813,.37172839,2,2022,Texas,Matched (3),,0
48,50820,New Braunfels,Economically Disadvantaged,.0057698144,-.38932601,.40086567,2,2022,Texas,Matched (3),income,0
48,50820,New Braunfels,"White, Non-Hispanic",.035986379,-.33091375,.40288654,2,2022,Texas,Matched (3),race-ethnicity,0
48,50820,New Braunfels,Not Economically Disadvantaged,-.04160941,-.39173174,.30851293,2,2022,Texas,Matched (3),income,0
48,50820,New Braunfels,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,53388,Odessa,"White, Non-Hispanic",.22136079,-.1713068,.61402833,2,2022,Texas,Matched (3),race-ethnicity,0
48,53388,Odessa,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,53388,Odessa,Hispanic,.31266734,-.031402968,.65673763,2,2022,Texas,Matched (3),race-ethnicity,0
48,53388,Odessa,Economically Disadvantaged,.40073517,.025575997,.77589434,2,2022,Texas,Matched (3),income,0
48,53388,Odessa,All,.24794948,-.11699408,.61289304,2,2022,Texas,Matched (3),,0
48,53388,Odessa,Not Economically Disadvantaged,.18363699,-.16625342,.53352737,2,2022,Texas,Matched (3),income,0
48,56000,Pasadena,All,-.28791842,-.64681423,.070977397,2,2022,Texas,Matched (3),,0
48,56000,Pasadena,Economically Disadvantaged,-.313393,-.67458773,.047801748,2,2022,Texas,Matched (3),income,0
48,56000,Pasadena,"White, Non-Hispanic",-.20928712,-.62924743,.21067315,2,2022,Texas,Matched (3),race-ethnicity,0
48,56000,Pasadena,Hispanic,-.26863304,-.60459286,.067326762,2,2022,Texas,Matched (3),race-ethnicity,0
48,56000,Pasadena,"Black, Non-Hispanic",-.34686646,-.72658187,.032848954,2,2022,Texas,Matched (3),race-ethnicity,0
48,56000,Pasadena,Not Economically Disadvantaged,-.50706738,-.87165338,-.14248134,2,2022,Texas,Matched (3),income,0
48,56348,Pearland,"White, Non-Hispanic",-.18583815,-.57213151,.20045523,2,2022,Texas,Matched (3),race-ethnicity,0
48,56348,Pearland,Not Economically Disadvantaged,-.11267911,-.47433686,.24897864,2,2022,Texas,Matched (3),income,0
48,56348,Pearland,"Black, Non-Hispanic",-.33972248,-.73576015,.056315184,2,2022,Texas,Matched (3),race-ethnicity,0
48,56348,Pearland,Economically Disadvantaged,-.060208354,-.45211902,.33170232,2,2022,Texas,Matched (3),income,0
48,56348,Pearland,Hispanic,.055544473,-.31097975,.42206869,2,2022,Texas,Matched (3),race-ethnicity,0
48,56348,Pearland,All,-.090140983,-.46312022,.28283826,2,2022,Texas,Matched (3),,0
48,57200,Pharr,"White, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,57200,Pharr,All,.011340661,-.35823801,.38091934,2,2022,Texas,Matched (3),,0
48,57200,Pharr,Economically Disadvantaged,-.024068896,-.39725924,.34912142,2,2022,Texas,Matched (3),income,0
48,57200,Pharr,"Black, Non-Hispanic",,,,,2022,Texas,Matched (3),race-ethnicity,1
48,57200,Pharr,Not Economically Disadvantaged,.070557818,-.37394834,.51506394,2,2022,Texas,Matched (3),income,0
48,57200,Pharr,Hispanic,.005208849,-.34093377,.35135147,2,2022,Texas,Matched (3),race-ethnicity,0
48,58016,Plano,Hispanic,-.2849791,-.63791692,.067958713,2,2022,Texas,Matched (3),race-ethnicity,0
48,58016,Plano,Economically Disadvantaged,.089505158,-.28285798,.46186829,2,2022,Texas,Matched (3),income,0
48,58016,Plano,"White, Non-Hispanic",-.10310046,-.46191099,.25571007,2,2022,Texas,Matched (3),race-ethnicity,0
48,58016,Plano,All,-.26020733,-.62308782,.10267315,2,2022,Texas,Matched (3),,0
48,58016,Plano,"Black, Non-Hispanic",-.13884376,-.48987579,.21218827,2,2022,Texas,Matched (3),race-ethnicity,0
48,58016,Plano,Not Economically Disadvantaged,-.43291491,-.77434909,-.09148071,2,2022,Texas,Matched (3),income,0
48,61796,Richardson,Economically Disadvantaged,-.31413817,-.68472826,.056451913,2,2022,Texas,Matched (3),income,0
48,61796,Richardson,Hispanic,-.41240242,-.76458693,-.060217913,2,2022,Texas,Matched (3),race-ethnicity,0
48,61796,Richardson,All,-.29226908,-.65712529,.07258711,2,2022,Texas,Matched (3),,0
48,61796,Richardson,Not Economically Disadvantaged,-.33171475,-.69777203,.034342501,2,2022,Texas,Matched (3),income,0
48,61796,Richardson,"Black, Non-Hispanic",-.35352591,-.70608693,-.00096491532,2,2022,Texas,Matched (3),race-ethnicity,0
48,61796,Richardson,"White, Non-Hispanic",-.27149993,-.65581572,.1128159,2,2022,Texas,Matched (3),race-ethnicity,0
48,63500,Round Rock,Not Economically Disadvantaged,-.35444626,-.69563872,-.013253775,2,2022,Texas,Matched (3),income,0
48,63500,Round Rock,Economically Disadvantaged,-.35093743,-.73142624,.029551353,2,2022,Texas,Matched (3),income,0
48,63500,Round Rock,"White, Non-Hispanic",-.27564016,-.63349098,.082210682,2,2022,Texas,Matched (3),race-ethnicity,0
48,63500,Round Rock,"Black, Non-Hispanic",-.31003028,-.69731778,.077257238,2,2022,Texas,Matched (3),race-ethnicity,0
48,63500,Round Rock,All,-.1604916,-.5251233,.20414007,2,2022,Texas,Matched (3),,0
48,63500,Round Rock,Hispanic,-.28212601,-.63420165,.069949664,2,2022,Texas,Matched (3),race-ethnicity,0
48,64472,San Angelo,Not Economically Disadvantaged,.11364344,-.26691449,.49420133,2,2022,Texas,Matched (3),income,0
48,64472,San Angelo,Hispanic,-.013280796,-.37834454,.35178295,2,2022,Texas,Matched (3),race-ethnicity,0
