state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
48,005,Texas,Angelina County,3.4:13.3,2,11.1:16.0,2,9.1:5.0,2,76.4:65.7,2
48,007,Texas,Aransas County,1.9:3.8,3,28.1:45.3,3,6.7:4.3,3,63.3:46.5,3
48,009,Texas,Archer County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,011,Texas,Armstrong County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,013,Texas,Atascosa County,0.6:1.3,2,35.9:47.9,2,2.8:4.6,2,60.6:46.2,2
48,015,Texas,Austin County,5.3:11.7,3,18.4:28.8,3,6.2:6.8,3,70.0:52.7,3
48,017,Texas,Bailey County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,019,Texas,Bandera County,0.6:1.3,3,35.9:47.9,3,2.8:4.6,3,60.6:46.2,3
48,021,Texas,Bastrop County,3.9:5.9,2,18.9:32.3,2,2.5:2.6,2,74.7:59.2,2
48,023,Texas,Baylor County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,025,Texas,Bee County,1.9:3.8,3,28.1:45.3,3,6.7:4.3,3,63.3:46.5,3
48,027,Texas,Bell County,15.6:22.8,1,21.2:23.0,1,6.3:7.9,1,56.8:46.3,1
48,029,Texas,Bexar County,5.2:7.5,1,47.5:56.3,1,5.9:5.7,1,41.5:30.4,1
48,031,Texas,Blanco County,0.8:0.7,3,11.0:16.8,3,2.7:4.4,3,85.6:78.2,3
48,033,Texas,Borden County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,035,Texas,Bosque County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,037,Texas,Bowie County,10.4:23.7,1,4.5:4.9,1,4.8:4.7,1,80.3:66.7,1
48,039,Texas,Brazoria County,15.3:15.8,1,20.5:27.2,1,10.7:9.4,1,53.5:47.6,1
48,041,Texas,Brazos County,4.5:9.4,1,15.1:22.3,1,8.7:10.0,1,71.6:58.4,1
48,043,Texas,Brewster County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,045,Texas,Briscoe County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,047,Texas,Brooks County,0.9:1.7,3,63.7:73.1,3,3.6:3.1,3,31.8:22.1,3
48,049,Texas,Brown County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,051,Texas,Burleson County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,053,Texas,Burnet County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,055,Texas,Caldwell County,3.9:5.9,3,18.9:32.3,3,2.5:2.6,3,74.7:59.2,3
48,057,Texas,Calhoun County,0.8:3.3,3,33.1:44.9,3,3.6:3.8,3,62.5:48.0,3
48,059,Texas,Callahan County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,061,Texas,Cameron County,0.4:0.3,1,76.8:85.3,1,2.9:1.8,1,19.9:12.6,1
48,063,Texas,Camp County,1.8:3.9,3,7.4:10.1,3,1.2:2.5,3,89.6:83.5,3
48,065,Texas,Carson County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,067,Texas,Cass County,10.4:23.7,3,4.5:4.9,3,4.8:4.7,3,80.3:66.7,3
48,069,Texas,Castro County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,071,Texas,Chambers County,4.7:6.9,3,19.9:26.1,3,6.5:5.1,3,68.9:61.9,3
48,073,Texas,Cherokee County,12.5:10.1,2,6.1:10.4,2,3.7:6.5,2,77.8:73.1,2
48,075,Texas,Childress County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,077,Texas,Clay County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,079,Texas,Cochran County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,081,Texas,Coke County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,083,Texas,Coleman County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,085,Texas,Collin County,6.6:11.2,1,7.9:12.7,1,23.3:19.7,1,62.2:56.4,1
48,087,Texas,Collingsworth County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,089,Texas,Colorado County,5.3:11.7,3,18.4:28.8,3,6.2:6.8,3,70.0:52.7,3
48,091,Texas,Comal County,1.5:1.5,1,16.4:22.7,1,3.5:4.7,1,78.6:71.1,1
48,093,Texas,Comanche County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,095,Texas,Concho County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,097,Texas,Cooke County,3.4:5.2,3,4.4:9.4,3,3.7:4.9,3,88.5:80.5,3
48,099,Texas,Coryell County,1.9:5.4,2,7.7:13.6,2,6.2:6.7,2,84.2:74.3,2
48,101,Texas,Cottle County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,103,Texas,Crane County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,105,Texas,Crockett County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,107,Texas,Crosby County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,109,Texas,Culberson County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,111,Texas,Dallam County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,113,Texas,Dallas County,12.2:24.9,1,20.4:31.4,1,10.9:10.0,1,56.6:33.7,1
48,115,Texas,Dawson County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,117,Texas,Deaf Smith County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,119,Texas,Delta County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,121,Texas,Denton County,6.5:11.0,1,11.7:16.3,1,16.8:14.2,1,65.0:58.5,1
48,123,Texas,DeWitt County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,125,Texas,Dickens County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,127,Texas,Dimmit County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,129,Texas,Donley County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,131,Texas,Duval County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,133,Texas,Eastland County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,135,Texas,Ector County,0.7:4.6,1,51.8:58.4,1,5.8:5.2,1,41.6:31.8,1
48,137,Texas,Edwards County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
48,139,Texas,Ellis County,15.1:14.0,1,17.6:21.8,1,3.2:4.4,1,64.0:59.7,1
48,141,Texas,El Paso County,2.8:3.5,1,77.1:80.0,1,3.0:3.5,1,17.1:13.0,1
48,143,Texas,Erath County,0.1:1.0,3,6.0:13.3,3,4.7:4.2,3,89.1:81.5,3
48,145,Texas,Falls County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,147,Texas,Fannin County,3.4:5.2,3,4.4:9.4,3,3.7:4.9,3,88.5:80.5,3
48,149,Texas,Fayette County,3.9:5.9,3,18.9:32.3,3,2.5:2.6,3,74.7:59.2,3
48,151,Texas,Fisher County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,153,Texas,Floyd County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,155,Texas,Foard County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,157,Texas,Fort Bend County,14.0:21.0,1,14.6:21.9,1,33.0:23.5,1,38.4:33.6,1
48,159,Texas,Franklin County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,161,Texas,Freestone County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,163,Texas,Frio County,0.6:1.3,3,35.9:47.9,3,2.8:4.6,3,60.6:46.2,3
48,165,Texas,Gaines County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,167,Texas,Galveston County,5.7:12.5,1,14.4:20.6,1,8.7:6.7,1,71.2:60.2,1
48,169,Texas,Garza County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,171,Texas,Gillespie County,0.8:0.7,3,11.0:16.8,3,2.7:4.4,3,85.6:78.2,3
48,173,Texas,Glasscock County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,175,Texas,Goliad County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,177,Texas,Gonzales County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,179,Texas,Gray County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,181,Texas,Grayson County,3.4:5.2,2,4.4:9.4,2,3.7:4.9,2,88.5:80.5,2
48,183,Texas,Gregg County,11.1:23.0,1,8.8:11.2,1,3.3:4.0,1,76.8:61.8,1
48,185,Texas,Grimes County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,187,Texas,Guadalupe County,7.1:7.3,1,29.2:36.2,1,8.0:6.9,1,55.7:49.5,1
48,189,Texas,Hale County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,191,Texas,Hall County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,193,Texas,Hamilton County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,195,Texas,Hansford County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,197,Texas,Hardeman County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,199,Texas,Hardin County,1.6:6.4,2,4.1:6.4,2,4.6:5.2,2,89.7:81.9,2
48,201,Texas,Harris County,11.0:21.0,1,24.2:36.7,1,12.6:10.2,1,52.3:32.1,1
48,203,Texas,Harrison County,8.0:14.4,2,4.6:7.8,2,7.2:7.1,2,80.2:70.7,2
48,205,Texas,Hartley County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,207,Texas,Haskell County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,209,Texas,Hays County,2.7:3.1,1,23.6:36.9,1,6.0:6.4,1,67.7:53.6,1
48,211,Texas,Hemphill County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,213,Texas,Henderson County,4.6:6.4,2,6.1:8.9,2,4.9:6.9,2,84.4:77.7,2
48,215,Texas,Hidalgo County,0.5:0.3,1,83.8:89.1,1,2.8:1.7,1,12.9:8.8,1
48,217,Texas,Hill County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,219,Texas,Hockley County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,221,Texas,Hood County,0.1:1.0,2,6.0:13.3,2,4.7:4.2,2,89.1:81.5,2
48,223,Texas,Hopkins County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,225,Texas,Houston County,6.7:12.5,3,8.4:11.6,3,6.1:5.2,3,78.8:70.8,3
48,227,Texas,Howard County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,229,Texas,Hudspeth County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,231,Texas,Hunt County,5.5:7.2,2,12.1:13.9,2,6.5:6.8,2,76.0:72.1,2
48,233,Texas,Hutchinson County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,235,Texas,Irion County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,237,Texas,Jack County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,239,Texas,Jackson County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,241,Texas,Jasper County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,243,Texas,Jeff Davis County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,245,Texas,Jefferson County,19.6:36.1,1,15.0:16.6,1,5.4:6.0,1,59.9:41.3,1
48,247,Texas,Jim Hogg County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,249,Texas,Jim Wells County,0.9:1.7,2,63.7:73.1,2,3.6:3.1,2,31.8:22.1,2
48,251,Texas,Johnson County,3.1:4.5,1,14.9:19.7,1,6.5:4.4,1,75.5:71.4,1
48,253,Texas,Jones County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,255,Texas,Karnes County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,257,Texas,Kaufman County,19.2:19.6,1,19.5:19.5,1,4.2:4.1,1,57.1:56.8,1
48,259,Texas,Kendall County,0.8:0.7,3,11.0:16.8,3,2.7:4.4,3,85.6:78.2,3
48,261,Texas,Kenedy County,0.9:1.7,3,63.7:73.1,3,3.6:3.1,3,31.8:22.1,3
48,263,Texas,Kent County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,265,Texas,Kerr County,0.8:0.7,2,11.0:16.8,2,2.7:4.4,2,85.6:78.2,2
48,267,Texas,Kimble County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,269,Texas,King County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,271,Texas,Kinney County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
48,273,Texas,Kleberg County,0.9:1.7,3,63.7:73.1,3,3.6:3.1,3,31.8:22.1,3
48,275,Texas,Knox County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,277,Texas,Lamar County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,279,Texas,Lamb County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,281,Texas,Lampasas County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,283,Texas,La Salle County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,285,Texas,Lavaca County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,287,Texas,Lee County,3.9:5.9,3,18.9:32.3,3,2.5:2.6,3,74.7:59.2,3
48,289,Texas,Leon County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,291,Texas,Liberty County,4.7:6.9,2,19.9:26.1,2,6.5:5.1,2,68.9:61.9,2
48,293,Texas,Limestone County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,295,Texas,Lipscomb County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,297,Texas,Live Oak County,0.9:1.7,3,63.7:73.1,3,3.6:3.1,3,31.8:22.1,3
48,299,Texas,Llano County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,301,Texas,Loving County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,303,Texas,Lubbock County,1.7:4.7,1,25.4:34.2,1,7.2:6.4,1,65.7:54.7,1
48,305,Texas,Lynn County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,307,Texas,McCulloch County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,309,Texas,McLennan County,5.1:14.0,1,13.1:24.0,1,3.2:3.5,1,78.6:58.5,1
48,311,Texas,McMullen County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,313,Texas,Madison County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,315,Texas,Marion County,8.0:14.4,3,4.6:7.8,3,7.2:7.1,3,80.2:70.7,3
48,317,Texas,Martin County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,319,Texas,Mason County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,321,Texas,Matagorda County,5.3:11.7,3,18.4:28.8,3,6.2:6.8,3,70.0:52.7,3
48,323,Texas,Maverick County,NA:0.2,NA,75.8:79.3,2,3.8:3.7,2,20.4:16.8,2
48,325,Texas,Medina County,0.6:1.3,2,35.9:47.9,2,2.8:4.6,2,60.6:46.2,2
48,327,Texas,Menard County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,329,Texas,Midland County,2.8:6.0,1,36.9:45.7,1,2.4:3.1,1,57.9:45.2,1
48,331,Texas,Milam County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,333,Texas,Mills County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,335,Texas,Mitchell County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,337,Texas,Montague County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,339,Texas,Montgomery County,4.8:6.3,1,13.7:20.2,1,5.0:6.8,1,76.4:66.7,1
48,341,Texas,Moore County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,343,Texas,Morris County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,345,Texas,Motley County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,347,Texas,Nacogdoches County,3.4:13.3,2,11.1:16.0,2,9.1:5.0,2,76.4:65.7,2
48,349,Texas,Navarro County,4.6:11.5,3,12.7:17.5,3,2.6:3.6,3,80.1:67.4,3
48,351,Texas,Newton County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,353,Texas,Nolan County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,355,Texas,Nueces County,2.2:2.8,1,46.3:59.8,1,5.4:4.2,1,46.1:33.1,1
48,357,Texas,Ochiltree County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,359,Texas,Oldham County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,361,Texas,Orange County,1.6:6.4,2,4.1:6.4,2,4.6:5.2,2,89.7:81.9,2
48,363,Texas,Palo Pinto County,0.1:1.0,3,6.0:13.3,3,4.7:4.2,3,89.1:81.5,3
48,365,Texas,Panola County,12.5:10.1,3,6.1:10.4,3,3.7:6.5,3,77.8:73.1,3
48,367,Texas,Parker County,0.7:1.6,1,9.6:10.7,1,3.4:4.7,1,86.3:83.0,1
48,369,Texas,Parmer County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,371,Texas,Pecos County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,373,Texas,Polk County,6.7:12.5,3,8.4:11.6,3,6.1:5.2,3,78.8:70.8,3
48,375,Texas,Potter County,4.1:7.2,1,20.4:34.8,1,6.4:5.0,1,69.1:53.0,1
48,377,Texas,Presidio County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,379,Texas,Rains County,1.8:3.9,3,7.4:10.1,3,1.2:2.5,3,89.6:83.5,3
48,381,Texas,Randall County,1.0:1.6,1,18.7:18.5,1,6.0:6.2,1,74.4:73.7,1
48,383,Texas,Reagan County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,385,Texas,Real County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
48,387,Texas,Red River County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,389,Texas,Reeves County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,391,Texas,Refugio County,1.9:3.8,3,28.1:45.3,3,6.7:4.3,3,63.3:46.5,3
48,393,Texas,Roberts County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,395,Texas,Robertson County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,397,Texas,Rockwall County,5.5:7.2,2,12.1:13.9,2,6.5:6.8,2,76.0:72.1,2
48,399,Texas,Runnels County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,401,Texas,Rusk County,12.5:10.1,2,6.1:10.4,2,3.7:6.5,2,77.8:73.1,2
48,403,Texas,Sabine County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,405,Texas,San Augustine County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,407,Texas,San Jacinto County,6.7:12.5,3,8.4:11.6,3,6.1:5.2,3,78.8:70.8,3
48,409,Texas,San Patricio County,1.9:3.8,2,28.1:45.3,2,6.7:4.3,2,63.3:46.5,2
48,411,Texas,San Saba County,1.9:5.4,3,7.7:13.6,3,6.2:6.7,3,84.2:74.3,3
48,413,Texas,Schleicher County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,415,Texas,Scurry County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,417,Texas,Shackelford County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,419,Texas,Shelby County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,421,Texas,Sherman County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,423,Texas,Smith County,9.5:15.9,1,13.1:14.5,1,4.6:4.8,1,72.8:64.8,1
48,425,Texas,Somervell County,0.1:1.0,3,6.0:13.3,3,4.7:4.2,3,89.1:81.5,3
48,427,Texas,Starr County,NA:0.1,NA,92.2:96.2,2,0.9:0.9,2,6.9:2.8,2
48,429,Texas,Stephens County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,431,Texas,Sterling County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,433,Texas,Stonewall County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,435,Texas,Sutton County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,437,Texas,Swisher County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,439,Texas,Tarrant County,9.7:18.0,1,16.9:23.5,1,9.8:8.7,1,63.5:49.9,1
48,441,Texas,Taylor County,5.7:9.6,1,12.0:20.3,1,2.9:3.9,1,79.4:66.1,1
48,443,Texas,Terrell County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,445,Texas,Terry County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,447,Texas,Throckmorton County,3.1:2.1,3,15.5:23.1,3,4.5:6.3,3,76.9:68.6,3
48,449,Texas,Titus County,7.6:11.7,3,9.3:13.6,3,6.2:7.0,3,77.0:67.8,3
48,451,Texas,Tom Green County,2.8:1.1,1,27.1:38.6,1,4.7:5.0,1,65.4:55.3,1
48,453,Texas,Travis County,5.2:8.0,1,18.0:27.1,1,12.0:11.8,1,64.8:53.2,1
48,455,Texas,Trinity County,6.7:12.5,3,8.4:11.6,3,6.1:5.2,3,78.8:70.8,3
48,457,Texas,Tyler County,10.1:13.8,3,5.1:6.8,3,4.6:5.3,3,80.2:74.1,3
48,459,Texas,Upshur County,8.0:14.4,3,4.6:7.8,3,7.2:7.1,3,80.2:70.7,3
48,461,Texas,Upton County,0.8:2.2,3,25.5:40.6,3,5.9:4.7,3,67.7:52.5,3
48,463,Texas,Uvalde County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
48,465,Texas,Val Verde County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
48,467,Texas,Van Zandt County,1.8:3.9,2,7.4:10.1,2,1.2:2.5,2,89.6:83.5,2
48,469,Texas,Victoria County,0.8:3.3,1,33.1:44.9,1,3.6:3.8,1,62.5:48.0,1
48,471,Texas,Walker County,6.7:12.5,2,8.4:11.6,2,6.1:5.2,2,78.8:70.8,2
48,473,Texas,Waller County,5.3:11.7,3,18.4:28.8,3,6.2:6.8,3,70.0:52.7,3
48,475,Texas,Ward County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,477,Texas,Washington County,4.6:11.6,3,11.0:19.7,3,4.1:3.2,3,80.3:65.4,3
48,479,Texas,Webb County,0.4:0.8,1,91.1:94.3,1,3.8:1.6,1,4.7:3.3,1
48,481,Texas,Wharton County,5.3:11.7,3,18.4:28.8,3,6.2:6.8,3,70.0:52.7,3
48,483,Texas,Wheeler County,0.3:0.9,3,23.8:35.4,3,3.1:4.2,3,72.9:59.5,3
48,485,Texas,Wichita County,5.0:9.3,1,8.9:15.5,1,8.5:6.9,1,77.6:68.3,1
48,487,Texas,Wilbarger County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,489,Texas,Willacy County,0.9:1.7,3,63.7:73.1,3,3.6:3.1,3,31.8:22.1,3
48,491,Texas,Williamson County,2.9:6.0,1,16.1:20.8,1,17.7:14.0,1,63.3:59.1,1
48,493,Texas,Wilson County,1.3:3.8,3,25.8:32.7,3,4.6:2.9,3,68.3:60.7,3
48,495,Texas,Winkler County,0.4:1.5,3,46.8:57.3,3,2.8:4.1,3,49.9:37.0,3
48,497,Texas,Wise County,0.1:0.9,2,6.4:12.6,2,3.1:4.4,2,90.4:82.1,2
48,499,Texas,Wood County,1.8:3.9,3,7.4:10.1,3,1.2:2.5,3,89.6:83.5,3
48,501,Texas,Yoakum County,4.1:1.4,3,32.5:51.9,3,2.5:3.9,3,61.0:42.8,3
48,503,Texas,Young County,0.1:0.9,3,6.4:12.6,3,3.1:4.4,3,90.4:82.1,3
48,505,Texas,Zapata County,NA:0.1,NA,92.2:96.2,3,0.9:0.9,3,6.9:2.8,3
48,507,Texas,Zavala County,NA:0.2,NA,75.8:79.3,3,3.8:3.7,3,20.4:16.8,3
49,001,Utah,Beaver County,NA:0.3,NA,8.9:7.0,3,1.7:3.5,3,89.3:89.3,3
49,003,Utah,Box Elder County,NA,NA,6.2:9.5,2,6.5:4.0,2,87.2:86.5,2
49,005,Utah,Cache County,NA:0.9,NA,2.7:6.9,2,3.4:5.7,2,93.9:86.5,2
49,007,Utah,Carbon County,NA,NA,8.0:10.7,3,7.4:10.1,3,84.6:79.2,3
