year,state,place,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2021,48,17000,0.013:0.030,2,0.472:0.622,2,0.039:0.030,2,0.476:0.319,2
2021,48,19000,0.083:0.241,2,0.177:0.311,2,0.062:0.070,2,0.678:0.377,2
2021,48,19972,0.064:0.100,2,0.104:0.148,2,0.047:0.062,2,0.786:0.690,2
2021,48,22660,0.004:0.024,2,0.858:0.865,2,0.054:0.028,2,0.084:0.084,2
2021,48,24000,0.022:0.036,2,0.788:0.795,2,0.028:0.029,2,0.162:0.140,2
2021,48,26232,0.032:0.044,2,0.073:0.090,2,0.157:0.134,2,0.739:0.732,2
2021,48,27000,0.102:0.176,2,0.170:0.256,2,0.082:0.066,2,0.647:0.501,2
2021,48,27684,0.094:0.104,2,0.071:0.112,2,0.271:0.233,2,0.564:0.552,2
2021,48,29000,0.134:0.194,3,0.215:0.298,3,0.135:0.123,3,0.516:0.386,3
2021,48,30464,0.174:0.268,2,0.334:0.378,2,0.128:0.086,2,0.363:0.268,2
2021,48,35000,0.102:0.230,2,0.208:0.372,2,0.130:0.109,2,0.559:0.290,2
2021,48,37000,0.026:0.161,3,0.281:0.377,3,0.278:0.199,3,0.415:0.263,3
2021,48,39148,0.332:0.367,1,0.319:0.236,1,0.080:0.100,1,0.270:0.296,1
2021,48,41464,NA:0.005,NA,0.932:0.934,1,0.018:0.011,1,0.049:0.050,1
2021,48,41980,0.037:0.067,2,0.167:0.207,2,0.091:0.084,2,0.705:0.642,2
2021,48,42508,0.077:0.168,1,0.172:0.218,1,0.187:0.136,1,0.563:0.478,1
2021,48,43888,0.071:0.180,2,0.084:0.138,2,0.044:0.072,2,0.801:0.610,2
2021,48,45000,0.016:0.067,3,0.202:0.325,3,0.061:0.047,3,0.722:0.562,3
2021,48,45384,0.010:0.006,1,0.849:0.890,1,0.029:0.027,1,0.112:0.077,1
2021,48,45744,0.066:0.152,1,0.102:0.143,1,0.202:0.154,1,0.629:0.550,1
2021,48,47892,0.151:0.265,2,0.334:0.372,2,0.097:0.062,2,0.417:0.301,2
2021,48,48072,0.051:0.083,1,0.316:0.438,1,0.069:0.042,1,0.564:0.437,1
2021,48,48768,0.014:0.004,2,0.796:0.863,2,0.019:0.011,2,0.171:0.122,2
2021,48,50820,0.030:0.039,2,0.159:0.228,2,0.044:0.048,2,0.767:0.685,2
2021,48,53388,0.028:0.038,2,0.546:0.612,2,0.052:0.045,2,0.374:0.305,2
2021,48,56000,0.008:0.053,3,0.443:0.576,3,0.058:0.038,3,0.491:0.332,3
2021,48,56348,0.285:0.244,2,0.094:0.169,2,0.224:0.166,2,0.396:0.421,2
2021,48,57200,NA,NA,0.940:0.937,2,NA:0.011,NA,0.060:0.052,2
2021,48,58016,0.040:0.113,1,0.095:0.134,1,0.240:0.231,1,0.626:0.522,1
2021,48,61796,0.039:0.119,2,0.078:0.181,2,0.097:0.140,2,0.786:0.559,2
2021,48,63500,0.044:0.111,2,0.163:0.187,2,0.199:0.152,2,0.593:0.550,2
2021,48,64472,0.010:0.027,1,0.259:0.338,1,0.043:0.052,1,0.687:0.583,1
2021,48,65000,0.041:0.066,2,0.460:0.593,2,0.061:0.055,2,0.438:0.286,2
2021,48,70808,0.038:0.117,2,0.078:0.122,2,0.470:0.396,2,0.414:0.365,2
2021,48,72176,0.060:0.096,2,0.133:0.211,2,0.068:0.064,2,0.739:0.630,2
2021,48,74144,0.146:0.257,1,0.096:0.160,1,0.027:0.045,1,0.731:0.538,1
2021,48,76000,0.097:0.192,1,0.186:0.265,1,0.028:0.044,1,0.689:0.499,1
2021,48,79000,0.043:0.078,3,0.099:0.194,3,0.056:0.054,3,0.802:0.674,3
2021,49,43660,0.013:0.009,3,0.048:0.088,3,0.071:0.071,3,0.867:0.832,3
2021,49,44320,0.004:0.003,3,0.053:0.088,3,0.037:0.037,3,0.906:0.873,3
2021,49,55980,0.003:0.020,2,0.109:0.147,2,0.033:0.044,2,0.855:0.789,2
2021,49,57300,NA:0.006,NA,0.080:0.121,2,0.042:0.065,2,0.878:0.808,2
2021,49,62470,NA:0.002,NA,0.149:0.126,1,0.046:0.108,1,0.806:0.764,1
2021,49,65330,0.006:0.004,2,0.027:0.094,2,0.027:0.049,2,0.940:0.853,2
2021,49,67000,0.006:0.024,3,0.119:0.148,3,0.073:0.113,3,0.802:0.714,3
2021,49,67440,NA:0.001,NA,0.051:0.071,2,0.059:0.102,2,0.890:0.826,2
2021,49,70850,0.002:0.004,3,0.081:0.119,3,0.059:0.083,3,0.858:0.795,3
2021,49,82950,0.002:0.006,2,0.133:0.140,2,0.067:0.078,2,0.799:0.776,2
2021,49,83470,0.016:0.025,2,0.249:0.293,2,0.106:0.111,2,0.629:0.571,2
2021,51,01000,0.056:0.199,3,0.059:0.112,3,0.067:0.100,3,0.817:0.588,3
2021,51,16000,0.175:0.265,3,0.049:0.052,3,0.101:0.106,3,0.675:0.577,3
2021,51,35000,0.372:0.498,3,0.046:0.058,3,0.129:0.088,3,0.453:0.356,3
2021,51,47672,0.117:0.200,2,0.008:0.024,2,0.025:0.038,2,0.849:0.738,2
2021,51,56000,0.272:0.412,2,0.052:0.080,2,0.071:0.084,2,0.605:0.424,2
2021,51,57000,0.245:0.418,2,0.057:0.076,2,0.067:0.070,2,0.631:0.435,2
2021,51,64000,0.336:0.427,3,0.077:0.059,3,0.093:0.083,3,0.495:0.432,3
2021,51,67000,0.266:0.396,3,0.031:0.049,3,0.054:0.075,3,0.649:0.480,3
2021,51,68000,0.087:0.242,3,0.033:0.046,3,0.054:0.049,3,0.826:0.662,3
2021,51,76432,0.265:0.351,2,0.032:0.035,2,0.086:0.079,2,0.617:0.535,2
2021,51,82000,0.100:0.175,2,0.041:0.071,2,0.112:0.109,2,0.748:0.644,2
2021,53,03180,0.055:0.057,2,0.065:0.110,2,0.210:0.199,2,0.670:0.634,2
2021,53,05210,0.015:0.034,1,0.008:0.045,1,0.412:0.438,1,0.565:0.482,1
2021,53,05280,0.014:0.010,2,0.030:0.059,2,0.091:0.086,2,0.865:0.845,2
2021,53,22640,0.037:0.040,2,0.052:0.087,2,0.196:0.172,2,0.715:0.701,2
2021,53,23515,0.058:0.173,2,0.068:0.127,2,0.232:0.187,2,0.641:0.512,2
2021,53,35275,0.000:0.019,2,0.107:0.171,2,0.085:0.071,2,0.808:0.740,2
2021,53,35415,0.036:0.106,1,0.069:0.135,1,0.318:0.272,1,0.578:0.487,1
2021,53,35940,0.007:0.014,2,0.019:0.044,2,0.331:0.295,2,0.643:0.647,2
2021,53,53545,0.005:0.019,2,0.229:0.288,2,0.093:0.088,2,0.673:0.605,2
2021,53,57745,0.030:0.109,NA,0.053:0.122,NA,0.346:0.282,NA,0.572:0.487,NA
2021,53,63000,0.031:0.057,2,0.044:0.067,2,0.218:0.247,2,0.708:0.629,2
2021,53,67000,0.014:0.018,3,0.025:0.056,3,0.074:0.079,3,0.887:0.847,3
2021,53,67167,0.006:0.005,2,0.045:0.058,2,0.045:0.054,2,0.904:0.883,2
2021,53,70000,0.030:0.077,3,0.052:0.093,3,0.157:0.166,3,0.762:0.664,3
2021,53,74060,0.013:0.017,1,0.046:0.093,1,0.099:0.129,1,0.842:0.761,1
2021,53,80010,0.001:0.016,2,0.122:0.305,2,0.048:0.074,2,0.828:0.605,2
2021,55,02375,0.000:0.007,3,0.022:0.034,3,0.043:0.075,3,0.934:0.885,3
2021,55,31000,NA:0.020,NA,0.043:0.114,2,0.039:0.064,2,0.919:0.802,2
2021,55,39225,0.021:0.046,2,0.071:0.094,2,0.047:0.066,2,0.860:0.794,2
2021,55,48000,0.021:0.037,3,0.030:0.054,3,0.063:0.108,3,0.886:0.801,3
2021,55,53000,0.203:0.389,2,0.110:0.147,2,0.063:0.066,2,0.624:0.398,2
2021,55,66000,0.023:0.107,3,0.071:0.102,3,0.027:0.040,3,0.880:0.751,3
2022,01,03076,0.100:0.207,2,0.011:0.032,2,0.044:0.085,2,0.844:0.676,2
2022,01,07000,0.349:0.660,3,0.012:0.022,3,0.021:0.034,3,0.618:0.284,3
2022,01,35896,0.070:0.188,3,0.015:0.036,3,0.032:0.047,3,0.883:0.729,3
2022,01,37000,0.127:0.240,3,0.026:0.043,3,0.085:0.062,3,0.762:0.654,3
2022,01,50000,0.220:0.491,3,0.028:0.028,3,0.046:0.045,3,0.706:0.436,3
2022,01,51000,0.424:0.613,3,0.022:0.028,3,0.050:0.044,3,0.503:0.316,3
2022,01,77256,0.177:0.357,2,0.016:0.018,2,0.031:0.038,2,0.775:0.586,2
2022,02,03000,0.033:0.055,2,0.044:0.078,2,0.139:0.236,2,0.784:0.631,2
2022,04,04720,0.048:0.092,2,0.394:0.449,2,0.057:0.054,2,0.501:0.404,2
2022,04,07940,0.024:0.025,2,0.196:0.262,2,0.075:0.071,2,0.705:0.641,2
2022,04,12000,0.020:0.050,3,0.121:0.156,3,0.147:0.153,3,0.713:0.641,3
2022,04,23620,0.001:0.011,3,0.072:0.132,3,0.146:0.271,3,0.782:0.586,3
2022,04,27400,0.020:0.035,1,0.114:0.154,1,0.107:0.108,1,0.760:0.702,1
2022,04,27820,0.029:0.053,1,0.234:0.313,1,0.080:0.079,1,0.657:0.555,1
2022,04,28380,0.058:0.074,2,0.183:0.251,2,0.073:0.074,2,0.686:0.601,2
2022,04,46000,0.015:0.032,2,0.145:0.194,2,0.078:0.080,2,0.762:0.694,2
2022,04,54050,0.016:0.030,2,0.132:0.189,2,0.088:0.090,2,0.764:0.690,2
2022,04,55000,0.040:0.074,2,0.244:0.336,2,0.074:0.084,2,0.643:0.507,2
2022,04,65000,0.004:0.019,3,0.054:0.081,3,0.053:0.078,3,0.889:0.823,3
2022,04,71510,0.048:0.052,1,0.118:0.146,1,0.116:0.071,1,0.718:0.731,1
2022,04,73000,0.037:0.062,3,0.187:0.218,3,0.102:0.148,3,0.675:0.572,3
2022,04,77000,0.026:0.044,2,0.274:0.342,2,0.073:0.082,2,0.627:0.532,2
2022,04,85540,0.007:0.030,2,0.609:0.614,2,0.063:0.041,2,0.321:0.315,2
2022,05,23290,0.007:0.029,2,0.039:0.059,2,0.092:0.135,2,0.862:0.777,2
2022,05,24550,0.012:0.039,2,0.095:0.096,2,0.111:0.126,2,0.781:0.739,2
2022,05,35710,0.027:0.131,2,0.020:0.038,2,0.028:0.065,2,0.926:0.766,2
2022,05,41000,0.202:0.402,1,0.042:0.055,1,0.054:0.049,1,0.702:0.495,1
2022,05,66080,0.005:0.021,3,0.094:0.186,3,0.184:0.183,3,0.717:0.609,3
2022,06,00562,0.019:0.097,2,0.061:0.142,2,0.432:0.380,2,0.489:0.381,2
2022,06,00884,0.014:0.025,2,0.163:0.292,2,0.501:0.505,2,0.322:0.179,2
2022,06,02000,0.004:0.030,3,0.224:0.430,3,0.354:0.250,3,0.419:0.290,3
2022,06,02252,0.089:0.170,1,0.285:0.288,1,0.265:0.215,1,0.361:0.326,1
2022,06,02364,0.040:0.067,2,0.443:0.463,2,0.064:0.070,2,0.453:0.400,2
2022,06,03526,0.034:0.057,2,0.378:0.480,2,0.142:0.104,2,0.447:0.359,2
2022,06,04982,0.108:0.143,2,0.542:0.608,2,0.135:0.116,2,0.214:0.134,2
2022,06,06000,0.027:0.068,1,0.016:0.093,1,0.253:0.272,1,0.704:0.567,1
2022,06,08786,0.014:0.041,3,0.139:0.231,3,0.368:0.327,3,0.479:0.401,3
2022,06,08954,NA:0.038,NA,0.110:0.187,1,0.130:0.153,1,0.761:0.622,1
2022,06,11194,0.004:0.017,1,0.126:0.142,1,0.145:0.137,1,0.725:0.704,1
2022,06,11530,0.286:0.201,1,0.264:0.368,1,0.385:0.327,1,0.065:0.105,1
2022,06,13014,0.011:0.014,1,0.130:0.162,1,0.090:0.123,1,0.769:0.701,1
2022,06,13210,0.070:0.060,2,0.323:0.417,2,0.381:0.317,2,0.227:0.205,2
2022,06,13214,0.071:0.059,2,0.314:0.407,2,0.388:0.328,2,0.227:0.207,2
2022,06,13392,0.080:0.068,1,0.423:0.544,1,0.190:0.165,1,0.306:0.224,1
2022,06,13588,0.010:0.037,1,0.077:0.135,1,0.080:0.100,1,0.833:0.727,1
2022,06,14218,0.017:0.023,1,0.207:0.305,1,0.250:0.174,1,0.526:0.497,1
2022,06,15044,0.405:0.357,2,0.577:0.611,2,0.011:0.020,2,0.007:0.012,2
2022,06,16000,0.011:0.036,3,0.123:0.177,3,0.163:0.186,3,0.703:0.601,3
2022,06,16350,0.041:0.041,2,0.346:0.440,2,0.175:0.136,2,0.438:0.383,2
2022,06,16532,0.003:0.017,2,0.115:0.180,2,0.236:0.200,2,0.645:0.603,2
2022,06,17918,0.010:0.013,2,0.134:0.193,2,0.503:0.479,2,0.354:0.315,2
2022,06,19766,0.035:0.043,1,0.701:0.729,1,0.080:0.102,1,0.184:0.125,1
2022,06,21712,0.005:0.040,2,0.125:0.233,2,0.086:0.086,2,0.785:0.641,2
2022,06,22020,0.124:0.129,1,0.186:0.160,1,0.361:0.371,1,0.329:0.340,1
2022,06,22230,0.000:0.007,1,0.429:0.647,1,0.530:0.321,1,0.041:0.025,1
2022,06,22804,0.024:0.028,1,0.160:0.401,1,0.110:0.107,1,0.707:0.464,1
2022,06,23182,0.124:0.157,1,0.164:0.271,1,0.286:0.228,1,0.426:0.345,1
2022,06,24638,0.010:0.020,2,0.073:0.090,2,0.178:0.171,2,0.739:0.718,2
2022,06,24680,0.070:0.094,1,0.571:0.665,1,0.153:0.081,1,0.206:0.159,1
2022,06,26000,0.009:0.032,2,0.071:0.138,2,0.745:0.632,2,0.175:0.198,2
2022,06,27000,0.049:0.081,3,0.355:0.447,3,0.142:0.137,3,0.453:0.335,3
2022,06,28000,0.009:0.020,3,0.140:0.298,3,0.391:0.310,3,0.460:0.373,3
2022,06,29000,0.006:0.010,3,0.210:0.301,3,0.538:0.503,3,0.246:0.187,3
2022,06,30000,NA:0.021,NA,0.107:0.171,2,0.163:0.162,2,0.730:0.646,2
2022,06,32548,0.104:0.236,NA,0.466:0.517,NA,0.200:0.127,NA,0.230:0.120,NA
2022,06,33000,0.070:0.119,1,0.182:0.304,1,0.427:0.374,1,0.321:0.203,1
2022,06,33182,0.082:0.089,2,0.385:0.394,2,0.126:0.093,2,0.407:0.423,2
2022,06,33434,0.040:0.068,2,0.445:0.464,2,0.064:0.070,2,0.450:0.398,2
2022,06,36000,0.011:0.013,3,0.078:0.136,3,0.226:0.184,3,0.685:0.667,3
2022,06,36448,0.006:0.018,2,0.474:0.665,2,0.065:0.042,2,0.455:0.275,2
2022,06,36546,0.351:0.433,1,0.447:0.392,1,0.077:0.083,1,0.124:0.093,1
2022,06,36770,0.003:0.018,2,0.081:0.123,2,0.543:0.420,2,0.373:0.439,2
2022,06,37692,0.069:0.095,2,0.510:0.551,2,0.220:0.153,2,0.201:0.202,2
2022,06,39496,0.002:0.010,3,0.061:0.128,3,0.527:0.368,3,0.410:0.494,3
2022,06,39892,0.070:0.088,2,0.307:0.306,2,0.349:0.363,2,0.275:0.243,2
2022,06,40130,0.146:0.199,1,0.389:0.390,1,0.097:0.095,1,0.368:0.316,1
2022,06,41992,0.003:0.008,2,0.055:0.093,2,0.417:0.356,2,0.526:0.543,2
2022,06,43000,0.062:0.139,2,0.231:0.345,2,0.167:0.167,2,0.540:0.350,2
2022,06,44000,0.058:0.101,1,0.206:0.371,1,0.174:0.175,1,0.562:0.354,1
2022,06,45484,0.040:0.040,3,0.235:0.358,3,0.357:0.241,3,0.368:0.362,3
2022,06,46842,0.068:0.080,2,0.298:0.297,2,0.120:0.119,2,0.514:0.503,2
2022,06,46898,0.040:0.033,2,0.360:0.565,2,0.127:0.101,2,0.473:0.301,2
2022,06,47766,0.011:0.019,2,0.025:0.103,2,0.829:0.749,2,0.135:0.129,2
2022,06,48256,0.005:0.008,1,0.117:0.163,1,0.181:0.176,1,0.697:0.654,1
2022,06,48354,0.026:0.040,1,0.251:0.360,1,0.157:0.125,1,0.566:0.475,1
2022,06,49270,0.108:0.174,1,0.395:0.518,1,0.303:0.116,1,0.194:0.192,1
2022,06,49670,0.000:0.005,2,0.051:0.111,2,0.452:0.388,2,0.497:0.496,2
2022,06,50076,0.065:0.077,2,0.359:0.285,2,0.116:0.125,2,0.460:0.514,2
2022,06,50258,0.009:0.016,2,0.165:0.257,2,0.099:0.104,2,0.727:0.622,2
2022,06,51182,0.004:0.009,3,0.038:0.119,3,0.146:0.142,3,0.811:0.730,3
2022,06,52526,0.025:0.030,1,0.582:0.642,1,0.235:0.204,1,0.157:0.124,1
2022,06,53000,0.121:0.224,3,0.120:0.192,3,0.209:0.225,3,0.551:0.359,3
2022,06,53322,0.020:0.047,2,0.202:0.277,2,0.141:0.133,2,0.637:0.543,2
2022,06,53896,0.044:0.076,1,0.516:0.584,1,0.214:0.159,1,0.227:0.182,1
2022,06,53980,0.004:0.008,2,0.123:0.289,2,0.249:0.196,2,0.624:0.508,2
2022,06,54652,0.026:0.024,1,0.386:0.539,1,0.117:0.095,1,0.471:0.341,1
2022,06,55156,0.067:0.135,1,0.529:0.522,1,0.137:0.113,1,0.267:0.230,1
2022,06,56000,0.075:0.088,3,0.143:0.235,3,0.228:0.226,3,0.554:0.451,3
2022,06,56700,0.123:0.106,2,0.434:0.559,2,0.232:0.113,2,0.212:0.223,2
2022,06,57456,0.144:0.206,2,0.334:0.384,2,0.324:0.212,2,0.198:0.197,2
2022,06,57792,0.045:0.039,3,0.050:0.099,3,0.473:0.461,3,0.433:0.401,3
2022,06,58072,0.013:0.044,1,0.630:0.691,1,0.232:0.178,1,0.124:0.087,1
2022,06,59444,0.040:0.073,2,0.097:0.165,2,0.224:0.191,2,0.640:0.570,2
2022,06,59451,0.038:0.088,1,0.267:0.337,1,0.207:0.182,1,0.488:0.393,1
2022,06,59920,NA:0.001,NA,0.061:0.099,2,0.061:0.099,2,0.879:0.801,2
2022,06,60102,0.020:0.023,2,0.081:0.215,2,0.321:0.266,2,0.577:0.497,2
2022,06,60466,0.091:0.105,2,0.619:0.648,2,0.093:0.078,2,0.197:0.169,2
2022,06,60620,0.117:0.155,2,0.215:0.341,2,0.255:0.231,2,0.413:0.273,2
2022,06,62000,0.055:0.079,2,0.347:0.459,2,0.113:0.097,2,0.486:0.366,2
2022,06,62938,0.014:0.019,1,0.094:0.121,1,0.153:0.150,1,0.739:0.709,1
2022,06,64000,0.089:0.114,2,0.182:0.229,2,0.257:0.250,2,0.472:0.406,2
2022,06,64224,0.015:0.014,1,0.539:0.695,1,0.122:0.090,1,0.324:0.201,1
2022,06,65000,0.093:0.102,3,0.551:0.637,3,0.077:0.067,3,0.279:0.195,3
2022,06,65042,0.011:0.016,NA,0.142:0.234,NA,0.133:0.116,NA,0.715:0.634,NA
2022,06,66000,0.028:0.055,1,0.148:0.240,1,0.208:0.208,1,0.616:0.498,1
2022,06,67000,0.025:0.045,2,0.080:0.123,2,0.397:0.392,2,0.497:0.439,2
2022,06,68000,0.011:0.030,1,0.121:0.244,1,0.468:0.417,1,0.399:0.309,1
2022,06,68084,0.019:0.097,2,0.061:0.142,2,0.432:0.380,2,0.489:0.381,2
2022,06,68196,0.031:0.021,2,0.114:0.258,2,0.189:0.167,2,0.666:0.553,2
2022,06,68252,0.003:0.012,2,0.079:0.124,2,0.357:0.363,2,0.562:0.501,2
2022,06,68378,0.034:0.038,2,0.035:0.060,2,0.399:0.410,2,0.532:0.492,2
2022,06,69000,0.010:0.007,2,0.505:0.654,2,0.257:0.198,2,0.228:0.142,2
2022,06,69070,0.001:0.023,2,0.113:0.237,2,0.064:0.097,2,0.823:0.644,2
2022,06,69084,0.004:0.007,1,0.073:0.134,1,0.553:0.531,1,0.370:0.329,1
2022,06,69088,0.019:0.027,1,0.223:0.306,1,0.171:0.145,1,0.587:0.522,1
2022,06,69196,0.016:0.012,2,0.335:0.567,2,0.114:0.077,2,0.535:0.344,2
2022,06,70000,0.010:0.046,3,0.157:0.141,3,0.101:0.102,3,0.731:0.711,3
2022,06,70098,0.007:0.018,1,0.158:0.249,1,0.139:0.109,1,0.697:0.624,1
2022,06,72016,0.006:0.014,1,0.160:0.211,1,0.196:0.165,1,0.637:0.609,1
2022,06,73080,0.041:0.049,2,0.908:0.901,2,0.026:0.024,2,0.024:0.027,2
2022,06,75000,0.074:0.120,3,0.336:0.386,3,0.245:0.236,3,0.345:0.258,3
2022,06,77000,0.003:0.010,3,0.055:0.120,3,0.591:0.586,3,0.351:0.284,3
2022,06,78120,0.063:0.060,1,0.183:0.249,1,0.157:0.133,1,0.597:0.558,1
2022,06,78582,0.005:0.008,1,0.061:0.129,1,0.132:0.158,1,0.802:0.705,1
2022,06,80000,0.013:0.031,2,0.109:0.165,2,0.431:0.394,2,0.447:0.411,2
2022,06,80238,0.031:0.054,2,0.164:0.252,2,0.405:0.339,2,0.400:0.356,2
2022,06,80854,0.004:0.046,3,0.168:0.299,3,0.303:0.277,3,0.526:0.377,3
2022,06,81344,0.059:0.089,2,0.285:0.447,2,0.134:0.135,2,0.522:0.328,2
2022,06,81554,0.043:0.056,NA,0.160:0.227,NA,0.143:0.151,NA,0.653:0.566,NA
2022,06,81666,0.110:0.189,1,0.165:0.208,1,0.325:0.276,1,0.400:0.327,1
2022,06,82590,0.088:0.182,2,0.473:0.509,2,0.083:0.075,2,0.357:0.235,2
2022,06,82954,0.005:0.028,1,0.369:0.409,1,0.111:0.086,1,0.515:0.477,1
2022,06,82996,0.012:0.037,2,0.238:0.357,2,0.106:0.113,2,0.644:0.493,2
2022,06,84200,0.014:0.029,2,0.455:0.555,2,0.388:0.283,2,0.143:0.133,2
2022,06,84550,0.003:0.009,2,0.125:0.268,2,0.430:0.399,2,0.442:0.324,2
2022,06,85292,0.007:0.013,2,0.477:0.543,2,0.279:0.229,2,0.237:0.214,2
2022,08,03455,0.003:0.013,1,0.090:0.133,1,0.061:0.055,1,0.847:0.799,1
2022,08,04000,0.112:0.158,3,0.171:0.225,3,0.125:0.113,3,0.592:0.503,3
2022,08,07850,NA:0.004,NA,0.055:0.060,2,0.055:0.118,2,0.890:0.818,2
2022,08,12815,0.023:0.037,2,0.047:0.085,2,0.103:0.122,2,0.827:0.755,2
2022,08,16000,0.027:0.059,3,0.096:0.146,3,0.082:0.075,3,0.795:0.719,3
2022,08,20000,0.055:0.077,1,0.157:0.212,1,0.059:0.081,1,0.729:0.630,1
2022,08,27425,0.003:0.008,2,0.031:0.076,2,0.071:0.060,2,0.895:0.856,2
2022,08,32155,0.048:0.028,2,0.208:0.306,2,0.042:0.046,2,0.702:0.620,2
2022,08,43000,0.006:0.016,3,0.095:0.171,3,0.070:0.058,3,0.829:0.755,3
2022,08,45970,0.003:0.004,2,0.076:0.137,2,0.031:0.064,2,0.890:0.795,2
2022,08,46465,0.003:0.003,2,0.083:0.110,2,0.039:0.048,2,0.875:0.838,2
2022,08,62000,0.009:0.016,3,0.318:0.403,3,0.024:0.033,3,0.648:0.548,3
2022,08,77290,0.022:0.020,2,0.233:0.294,2,0.068:0.067,2,0.676:0.618,2
2022,08,83835,0.005:0.019,2,0.171:0.266,2,0.098:0.095,2,0.726:0.619,2
2022,09,08000,0.149:0.185,1,0.245:0.283,1,0.165:0.134,1,0.441:0.398,1
2022,09,18430,0.053:0.057,2,0.106:0.161,2,0.080:0.113,2,0.761:0.670,2
2022,09,37000,0.452:0.332,3,0.172:0.457,3,0.042:0.056,3,0.334:0.154,3
2022,09,52000,0.152:0.237,1,0.203:0.280,1,0.076:0.111,1,0.569:0.371,1
2022,09,55990,0.068:0.142,2,0.070:0.227,2,0.058:0.059,2,0.804:0.572,2
2022,09,73000,0.057:0.141,3,0.063:0.175,3,0.122:0.098,3,0.758:0.586,3
2022,09,80000,0.124:0.148,2,0.199:0.342,2,0.136:0.122,2,0.542:0.388,2
2022,11,50000,0.221:0.389,1,0.102:0.099,1,0.094:0.096,1,0.582:0.416,1
2022,12,07300,0.012:0.027,2,0.095:0.164,2,0.022:0.043,2,0.871:0.766,2
2022,12,07875,0.107:0.152,2,0.144:0.141,2,0.033:0.051,2,0.715:0.655,2
2022,12,10275,0.032:0.031,1,0.131:0.185,1,0.030:0.038,1,0.807:0.746,1
2022,12,12875,0.038:0.104,2,0.068:0.118,2,0.049:0.047,2,0.845:0.730,2
2022,12,14400,0.143:0.228,1,0.184:0.271,1,0.174:0.133,1,0.500:0.367,1
2022,12,16475,0.051:0.091,2,0.297:0.366,2,0.090:0.079,2,0.562:0.465,2
2022,12,16725,0.104:0.163,2,0.134:0.197,2,0.041:0.118,2,0.721:0.522,2
2022,12,17200,0.069:0.068,2,0.249:0.266,2,0.046:0.038,2,0.636:0.628,2
2022,12,17935,0.017:0.009,2,0.805:0.867,2,0.073:0.040,2,0.104:0.083,2
2022,12,24000,0.096:0.233,3,0.141:0.187,3,0.102:0.071,3,0.660:0.509,3
2022,12,24125,0.047:0.120,2,0.076:0.199,2,0.061:0.064,2,0.816:0.617,2
2022,12,25175,0.119:0.183,1,0.094:0.128,1,0.096:0.099,1,0.691:0.591,1
2022,12,30000,0.012:0.016,2,0.946:0.965,2,0.006:0.003,2,0.037:0.017,2
2022,12,32000,0.064:0.142,2,0.323:0.402,2,0.053:0.058,2,0.560:0.398,2
2022,12,32275,0.043:0.151,3,0.493:0.572,3,0.035:0.023,3,0.430:0.254,3
2022,12,35000,0.172:0.284,3,0.060:0.096,3,0.093:0.088,3,0.675:0.532,3
2022,12,36950,0.064:0.074,2,0.608:0.647,2,0.082:0.073,2,0.246:0.206,2
2022,12,38250,0.074:0.157,2,0.129:0.155,2,0.046:0.035,2,0.752:0.653,2
2022,12,39425,0.033:0.053,2,0.055:0.076,2,0.078:0.049,2,0.834:0.822,2
2022,12,43975,0.021:0.073,2,0.074:0.099,2,0.048:0.066,2,0.858:0.762,2
2022,12,45000,0.039:0.109,2,0.559:0.680,2,0.079:0.050,2,0.323:0.161,2
2022,12,45025,0.013:0.049,2,0.308:0.464,2,0.067:0.071,2,0.612:0.417,2
2022,12,45060,0.413:0.508,2,0.549:0.454,2,0.015:0.016,2,0.023:0.021,2
2022,12,45975,0.280:0.336,2,0.405:0.395,2,0.161:0.120,2,0.154:0.149,2
2022,12,49675,0.009:0.015,3,0.044:0.075,3,0.051:0.044,3,0.895:0.866,3
2022,12,53000,0.101:0.212,3,0.250:0.313,3,0.099:0.083,3,0.550:0.391,3
2022,12,54000,0.118:0.140,1,0.207:0.157,1,0.067:0.068,1,0.608:0.635,1
2022,12,54200,0.039:0.068,2,0.086:0.095,2,0.022:0.049,2,0.854:0.787,2
2022,12,55775,0.126:0.140,2,0.448:0.511,2,0.071:0.065,2,0.354:0.284,2
2022,12,57425,0.160:0.234,2,0.231:0.328,2,0.049:0.064,2,0.561:0.373,2
2022,12,58050,0.106:0.220,2,0.100:0.201,2,0.094:0.070,2,0.701:0.509,2
2022,12,58715,0.162:0.173,1,0.224:0.195,1,0.039:0.041,1,0.575:0.591,1
2022,12,63000,0.051:0.123,3,0.056:0.086,3,0.070:0.067,3,0.822:0.724,3
2022,12,69700,0.160:0.235,2,0.246:0.334,2,0.055:0.067,2,0.538:0.365,2
2022,12,70600,0.168:0.338,1,0.045:0.056,1,0.060:0.064,1,0.726:0.542,1
2022,12,71000,0.094:0.187,2,0.224:0.276,2,0.064:0.065,2,0.619:0.471,2
2022,12,76600,0.147:0.241,2,0.141:0.247,2,0.042:0.069,2,0.669:0.443,2
2022,13,03440,0.164:0.254,2,0.043:0.087,2,0.056:0.066,2,0.737:0.593,2
