year,state,place,subgroup,share_meps20,share_meps20_quality
2018,47,14000,"White, Non-Hispanic",61.281017,1
2017,47,15160,"Black, Non-Hispanic",54.461891,1
2018,47,40000,All,28.046417,1
2018,47,52006,Other Races and Ethnicities,55.276108,1
2017,47,14000,All,80.35054,1
2020,47,51560,Hispanic,8.5516415,1
2016,47,52006,Other Races and Ethnicities,62.923203,1
2017,47,27740,Hispanic,0,1
2020,47,14000,All,64.050453,1
2020,47,27740,Other Races and Ethnicities,0,1
2019,47,48000,"Black, Non-Hispanic",92.124146,1
2018,47,40000,Other Races and Ethnicities,27.132353,1
2018,47,51560,Other Races and Ethnicities,19.89185,1
2017,47,15160,All,45.588051,1
2017,47,52006,"White, Non-Hispanic",47.082294,1
2018,47,27740,Other Races and Ethnicities,0,1
2020,47,51560,"Black, Non-Hispanic",7.814497,1
2017,47,51560,"White, Non-Hispanic",8.6289816,1
2019,47,48000,"White, Non-Hispanic",49.330128,1
2016,47,48000,"Black, Non-Hispanic",94.364632,1
2019,47,15160,Other Races and Ethnicities,31.282051,1
2016,47,14000,All,80.181488,1
2016,47,40000,Other Races and Ethnicities,39.495113,1
2017,47,52006,All,68.823578,1
2017,47,40000,Other Races and Ethnicities,27.091942,1
2018,47,14000,Hispanic,96.97094,1
2020,47,52006,Other Races and Ethnicities,40.242558,1
2018,47,51560,"White, Non-Hispanic",10.591456,1
2017,47,15160,Hispanic,46.992302,1
2016,47,51560,All,29.502924,1
2019,47,40000,Other Races and Ethnicities,28.202143,1
2019,47,52006,Other Races and Ethnicities,41.835064,1
2017,47,52006,"Black, Non-Hispanic",78.532005,1
2019,47,27740,Other Races and Ethnicities,0,1
2016,47,15160,"White, Non-Hispanic",41.302834,1
2017,47,40000,All,29.214769,1
2018,47,27740,Hispanic,0,1
2018,47,15160,Hispanic,43.267258,1
2020,47,27740,"Black, Non-Hispanic",0,1
2016,47,52006,"Black, Non-Hispanic",83.486237,1
2019,47,15160,All,29.852396,1
2019,47,15160,"Black, Non-Hispanic",39.445282,1
2016,47,15160,Hispanic,47.557171,1
2020,47,15160,"Black, Non-Hispanic",36.8922,1
2016,47,27740,Hispanic,0,1
2017,47,27740,All,0,1
2016,47,52006,All,73.615761,1
2017,47,27740,"Black, Non-Hispanic",0,1
2018,47,48000,Hispanic,93.317101,1
2020,47,15160,"White, Non-Hispanic",23.828699,1
2019,47,14000,Hispanic,81.642601,1
2019,47,27740,"White, Non-Hispanic",0,1
2016,47,48000,"White, Non-Hispanic",49.22057,1
2016,47,15160,All,45.984634,1
2016,47,40000,"Black, Non-Hispanic",79.278717,1
2017,47,48000,All,87.569832,1
2017,47,27740,"White, Non-Hispanic",0,1
2020,47,52006,"Black, Non-Hispanic",64.956406,1
2020,47,15160,Other Races and Ethnicities,29.692497,1
2016,47,48000,Hispanic,92.515961,1
2020,47,15160,Hispanic,29.750557,1
2017,47,48000,Hispanic,89.747704,1
2020,47,48000,"White, Non-Hispanic",45.037292,1
2018,47,40000,"White, Non-Hispanic",17.664654,1
2016,47,27740,"White, Non-Hispanic",0,1
2019,47,51560,"White, Non-Hispanic",7.8273416,1
2016,47,27740,"Black, Non-Hispanic",0,1
2017,47,14000,Other Races and Ethnicities,64.346893,1
2016,47,15160,"Black, Non-Hispanic",53.390511,1
2020,47,51560,"White, Non-Hispanic",1.5140867,1
2019,47,40000,Hispanic,46.302464,1
2018,47,14000,"Black, Non-Hispanic",92.558281,1
2019,47,14000,"White, Non-Hispanic",32.982975,1
2018,47,52006,"White, Non-Hispanic",45.954987,1
2017,47,40000,Hispanic,44.492104,1
2017,47,48000,"White, Non-Hispanic",44.373283,1
2018,47,15160,"Black, Non-Hispanic",52.057842,1
2017,47,52006,Other Races and Ethnicities,57.328636,1
2017,47,40000,"White, Non-Hispanic",19.3379,1
2017,47,14000,Hispanic,93.777168,1
2018,47,14000,Other Races and Ethnicities,73.374405,1
2020,47,51560,All,3.8457289,1
2016,47,40000,"White, Non-Hispanic",32.84692,1
2020,47,27740,All,0,1
2017,47,51560,Hispanic,31.962963,1
2016,47,40000,All,42.529598,1
2017,47,51560,All,14.871285,1
2018,47,27740,"White, Non-Hispanic",0,1
2020,47,14000,"White, Non-Hispanic",28.757656,1
2018,47,48000,"White, Non-Hispanic",53.233913,1
2018,47,40000,"Black, Non-Hispanic",63.607269,1
2018,47,15160,"White, Non-Hispanic",37.185425,1
2018,47,15160,All,42.614166,1
2019,47,14000,Other Races and Ethnicities,51.636749,1
2019,47,52006,Hispanic,74.706329,1
2019,47,51560,Hispanic,28.049555,1
2016,47,27740,All,0,1
2018,47,48000,"Black, Non-Hispanic",95.092827,1
2016,47,51560,"White, Non-Hispanic",22.910604,1
2018,47,52006,All,66.939789,1
2020,47,27740,"White, Non-Hispanic",0,1
2019,47,15160,"White, Non-Hispanic",23.75046,1
2020,47,40000,"Black, Non-Hispanic",65.339455,1
2016,47,40000,Hispanic,55.941116,1
2020,47,14000,Other Races and Ethnicities,50.919914,1
2019,47,14000,All,64.565804,1
2020,47,40000,Hispanic,42.885475,1
2018,47,14000,All,82.893257,1
2019,47,48000,Hispanic,90.73616,1
2017,47,48000,Other Races and Ethnicities,68.447052,1
2020,47,14000,Hispanic,84.76725,1
2017,47,27740,Other Races and Ethnicities,0,1
2017,47,48000,"Black, Non-Hispanic",90.87104,1
2020,47,48000,All,84.423904,1
2019,47,14000,"Black, Non-Hispanic",79.517693,1
2019,47,15160,Hispanic,32.240086,1
2019,47,40000,All,30.083227,1
2017,47,14000,"White, Non-Hispanic",62.743778,1
2017,47,14000,"Black, Non-Hispanic",88.852043,1
2017,47,40000,"Black, Non-Hispanic",65.365852,1
2020,47,27740,Hispanic,0,1
2018,47,51560,All,17.358595,1
2020,47,15160,All,28.833069,1
2016,47,48000,All,91.079636,1
2016,47,52006,"White, Non-Hispanic",53.814186,1
2016,47,52006,Hispanic,85.037086,1
2019,47,51560,"Black, Non-Hispanic",24.174229,1
2020,47,40000,"White, Non-Hispanic",16.876766,1
2016,47,15160,Other Races and Ethnicities,49.71785,1
2018,47,15160,Other Races and Ethnicities,44.560669,1
2020,47,52006,"White, Non-Hispanic",27.324186,1
2019,47,48000,All,88.958893,1
2020,47,51560,Other Races and Ethnicities,3.5237389,1
2016,47,14000,Hispanic,96.629776,1
2018,47,52006,Hispanic,82.595657,1
2016,47,14000,"White, Non-Hispanic",62.956547,1
2019,47,27740,"Black, Non-Hispanic",0,1
2018,47,51560,"Black, Non-Hispanic",27.904898,1
2020,47,48000,"Black, Non-Hispanic",87.348808,1
2018,47,51560,Hispanic,35.080109,1
2019,47,27740,All,0,1
2019,47,40000,"Black, Non-Hispanic",66.361176,1
2019,47,52006,"Black, Non-Hispanic",63.574661,1
2018,47,27740,"Black, Non-Hispanic",0,1
2016,47,48000,Other Races and Ethnicities,73.785278,1
2019,47,27740,Hispanic,0,1
2016,47,51560,Hispanic,50.672096,1
2019,47,51560,Other Races and Ethnicities,15.437003,1
2017,47,52006,Hispanic,83.187256,1
2018,47,52006,"Black, Non-Hispanic",74.684814,1
2020,47,40000,All,27.937578,1
2016,47,14000,"Black, Non-Hispanic",87.78434,1
2020,47,48000,Hispanic,86.578163,1
2018,47,27740,All,0,1
2020,47,48000,Other Races and Ethnicities,70.112686,1
2016,47,51560,Other Races and Ethnicities,30.046551,1
2020,47,14000,"Black, Non-Hispanic",79.519592,1
2020,47,52006,All,53.832382,1
2019,47,51560,All,14.050474,1
2019,47,40000,"White, Non-Hispanic",19.410984,1
2017,47,51560,Other Races and Ethnicities,17.422434,1
2018,47,40000,Hispanic,43.924721,1
2017,47,15160,Other Races and Ethnicities,48.743168,1
2017,47,15160,"White, Non-Hispanic",40.208038,1
2019,47,52006,All,54.347401,1
2020,47,40000,Other Races and Ethnicities,27.141863,1
2020,47,52006,Hispanic,68.571053,1
2018,48,19000,Hispanic,84.271378,1
2020,48,13552,Hispanic,0,1
2019,48,57200,Hispanic,96.954758,1
2017,48,6128,All,61.863411,1
2019,48,7000,"White, Non-Hispanic",17.408331,1
2020,48,72176,"White, Non-Hispanic",19.584505,1
2016,48,41464,Hispanic,80.265488,1
2017,48,30464,Other Races and Ethnicities,30.742296,1
2016,48,27684,Hispanic,0,1
2016,48,6128,"White, Non-Hispanic",44.998753,1
2019,48,19972,Other Races and Ethnicities,14.71173,1
2017,48,45384,All,87.110741,1
2016,48,13552,"Black, Non-Hispanic",0,1
2020,48,15976,"Black, Non-Hispanic",0,1
2019,48,5000,Other Races and Ethnicities,8.5148802,1
2016,48,45744,"White, Non-Hispanic",2.4177017,1
2018,48,53388,"Black, Non-Hispanic",24.585436,1
2016,48,24000,"Black, Non-Hispanic",70.466057,1
2020,48,45744,Other Races and Ethnicities,.40113655,1
2017,48,70808,All,2.1297746,1
2019,48,16432,"White, Non-Hispanic",27.043531,1
2016,48,5000,"White, Non-Hispanic",8.5737057,1
2016,48,48768,"Black, Non-Hispanic",60.294117,1
2017,48,48072,Hispanic,19.85416,1
2017,48,7000,Other Races and Ethnicities,38.920689,1
2016,48,27000,"Black, Non-Hispanic",73.351189,1
2017,48,53388,Other Races and Ethnicities,13.481829,1
2020,48,74144,All,50.701725,1
2017,48,16432,Other Races and Ethnicities,25.527426,1
2019,48,19000,All,74.966179,1
2016,48,1000,Other Races and Ethnicities,56.354393,1
2016,48,47892,Hispanic,85.452286,1
2018,48,58016,"Black, Non-Hispanic",10.133161,1
2019,48,53388,Other Races and Ethnicities,12.790698,1
2018,48,45384,"Black, Non-Hispanic",85.714287,1
2016,48,64472,All,42.00491,1
2020,48,3000,"Black, Non-Hispanic",54.665932,1
2016,48,22660,Hispanic,89.918793,1
2017,48,19972,Hispanic,32.866318,1
2016,48,42508,Other Races and Ethnicities,21.67853,1
2016,48,65000,Other Races and Ethnicities,29.837528,1
2018,48,41980,All,2.308224,1
2019,48,42508,All,13.633215,1
2019,48,3000,Hispanic,53.667782,1
2016,48,64472,"White, Non-Hispanic",32.878716,1
2016,48,27000,"White, Non-Hispanic",22.462023,1
2017,48,13552,"Black, Non-Hispanic",0,1
2020,48,74144,Other Races and Ethnicities,27.341137,1
2018,48,47892,Other Races and Ethnicities,59.227985,1
2018,48,10912,Other Races and Ethnicities,69.212959,1
2020,48,41980,Hispanic,0,1
2019,48,47892,Hispanic,59.848221,1
2020,48,41464,Other Races and Ethnicities,39.59391,1
2016,48,26232,Other Races and Ethnicities,0,1
2020,48,76000,"Black, Non-Hispanic",85.896423,1
2017,48,24000,Other Races and Ethnicities,51.782032,1
2017,48,26232,Hispanic,0,1
2017,48,45744,All,5.2306876,1
2020,48,37000,"Black, Non-Hispanic",57.344166,1
2018,48,74144,Hispanic,80.455788,1
2019,48,17000,"Black, Non-Hispanic",56.008583,1
2019,48,35000,Hispanic,77.834801,1
2020,48,3000,Hispanic,46.798504,1
2018,48,45000,Other Races and Ethnicities,35.366478,1
2016,48,74144,"White, Non-Hispanic",38.773884,1
2017,48,79000,"White, Non-Hispanic",44.642063,1
2020,48,7000,Other Races and Ethnicities,42.025089,1
2016,48,56000,Hispanic,83.764618,1
2019,48,10912,All,71.047775,1
2019,48,76000,"Black, Non-Hispanic",89.647842,1
2016,48,1924,Hispanic,15.324091,1
2018,48,29000,Other Races and Ethnicities,56.878178,1
2018,48,37000,All,59.235962,1
2016,48,29000,Hispanic,86.005264,1
2016,48,53388,"White, Non-Hispanic",29.643747,1
2017,48,56348,All,0,1
2016,48,50820,"White, Non-Hispanic",8.7491131,1
2016,48,45000,Other Races and Ethnicities,40.4814,1
2017,48,79000,"Black, Non-Hispanic",66.52739,1
2017,48,26232,Other Races and Ethnicities,0,1
2020,48,19000,Other Races and Ethnicities,37.29491,1
2018,48,39148,"Black, Non-Hispanic",51.659264,1
2019,48,50820,"Black, Non-Hispanic",3.1111112,1
2016,48,7000,All,69.244202,1
2018,48,41464,All,78.740387,1
2017,48,65000,Hispanic,65.026543,1
2017,48,76000,"Black, Non-Hispanic",89.147522,1
2018,48,22660,"Black, Non-Hispanic",70.895523,1
2016,48,41464,"Black, Non-Hispanic",53.333332,1
2020,48,29000,"Black, Non-Hispanic",36.363636,1
2020,48,19972,Hispanic,4.3987865,1
2016,48,79000,Hispanic,80.904335,1
2020,48,39148,Other Races and Ethnicities,29.706202,1
2019,48,53388,"Black, Non-Hispanic",18.597998,1
2016,48,29000,"Black, Non-Hispanic",77.254486,1
2020,48,45744,All,2.0276191,1
2016,48,27684,All,0,1
2016,48,13024,Other Races and Ethnicities,11.188811,1
2019,48,56348,Hispanic,0,1
2016,48,72176,Hispanic,77.64901,1
2016,48,48072,All,21.850864,1
2017,48,48768,Hispanic,82.967361,1
2016,48,56348,All,0,1
2020,48,76000,Other Races and Ethnicities,50.567684,1
2019,48,41464,All,78.903946,1
2016,48,13024,Hispanic,55.945946,1
2020,48,1000,Other Races and Ethnicities,13.751868,1
2020,48,22660,"White, Non-Hispanic",64.972778,1
2018,48,45744,All,3.4950991,1
2016,48,37000,All,80.343994,1
2017,48,72176,"White, Non-Hispanic",44.93251,1
2016,48,56348,"Black, Non-Hispanic",0,1
2020,48,35000,All,67.323067,1
2018,48,61796,"Black, Non-Hispanic",13.42633,1
2020,48,57200,"Black, Non-Hispanic",100,1
2017,48,57200,"Black, Non-Hispanic",100,2
2019,48,5000,"White, Non-Hispanic",5.5846038,1
2018,48,50820,All,7.4921679,1
2020,48,42508,"White, Non-Hispanic",1.5349194,1
2018,48,58016,Other Races and Ethnicities,1.4822729,1
2020,48,48072,All,8.8327131,1
2018,48,79000,Other Races and Ethnicities,46.047157,1
2019,48,27000,"White, Non-Hispanic",18.805735,1
2020,48,56000,"Black, Non-Hispanic",71.370644,1
2019,48,6128,"Black, Non-Hispanic",53.427067,1
2016,48,29000,All,81.137627,1
2017,48,70808,"Black, Non-Hispanic",2.0461471,1
2016,48,43888,"Black, Non-Hispanic",60.776348,1
2018,48,29000,"White, Non-Hispanic",51.323555,1
2019,48,61796,Other Races and Ethnicities,7.082521,1
2019,48,24000,Hispanic,63.483044,1
2019,48,61796,All,12.972142,1
2019,48,13024,All,14.238972,1
2018,48,3000,"White, Non-Hispanic",24.739325,1
2017,48,39148,Hispanic,48.587749,1
2016,48,72176,"White, Non-Hispanic",46.878548,1
2016,48,22660,Other Races and Ethnicities,52.112675,1
2019,48,41464,"White, Non-Hispanic",45.357143,1
2016,48,56000,"White, Non-Hispanic",51.885323,1
2017,48,47892,Hispanic,82.216217,1
2020,48,58016,Other Races and Ethnicities,.88579351,1
2018,48,35000,Other Races and Ethnicities,48.076633,1
2020,48,35000,"Black, Non-Hispanic",72.682617,1
2017,48,39148,"Black, Non-Hispanic",47.674515,1
2019,48,27000,Hispanic,72.079308,1
2019,48,56000,"Black, Non-Hispanic",69.894226,1
2020,48,47892,Hispanic,48.323704,1
2017,48,5000,All,32.70993,1
2019,48,37000,"White, Non-Hispanic",57.525085,1
2018,48,5000,"Black, Non-Hispanic",51.572117,1
2020,48,16432,Other Races and Ethnicities,9.0105028,1
2018,48,63500,All,5.5355902,1
2016,48,19972,All,36.64452,1
2017,48,24000,"White, Non-Hispanic",49.22657,1
2019,48,74144,All,55.339687,1
2017,48,56348,Hispanic,0,1
2016,48,15976,All,5.8310585,1
2019,48,63500,Hispanic,8.1400928,1
2016,48,19972,"White, Non-Hispanic",28.476017,1
2017,48,42508,"Black, Non-Hispanic",10.585468,1
2020,48,65000,Hispanic,58.79866,1
2016,48,5000,All,42.377026,1
2019,48,13024,"Black, Non-Hispanic",9.1428576,1
2019,48,1924,All,0,1
2018,48,1000,Hispanic,49.570236,1
2017,48,41464,Hispanic,79.122009,1
2016,48,45744,Hispanic,20.033854,1
2020,48,13024,"Black, Non-Hispanic",2.3122959,1
2017,48,13552,"White, Non-Hispanic",0,1
2020,48,45384,Hispanic,57.357227,1
2017,48,37000,Other Races and Ethnicities,30.76923,1
2017,48,53388,"Black, Non-Hispanic",21.965748,1
2018,48,27000,All,64.106186,1
2020,48,48072,Hispanic,12.044106,1
2017,48,26232,"White, Non-Hispanic",0,1
2020,48,41464,All,76.340004,1
2018,48,27684,"Black, Non-Hispanic",0,1
2017,48,64472,"Black, Non-Hispanic",33.699059,1
2016,48,7000,"Black, Non-Hispanic",81.922501,1
2020,48,56348,Other Races and Ethnicities,0,1
2019,48,1000,All,25.838728,1
2017,48,37000,Hispanic,80.696182,1
2016,48,64472,"Black, Non-Hispanic",45.413532,1
2016,48,1924,All,6.1542239,1
2019,48,4000,Hispanic,48.834469,1
2017,48,48768,Other Races and Ethnicities,20.512821,1
2018,48,53388,"White, Non-Hispanic",19.267105,1
2019,48,7000,All,63.128178,1
2019,48,70808,"White, Non-Hispanic",.90797168,1
2016,48,26232,"White, Non-Hispanic",0,1
2016,48,48072,Other Races and Ethnicities,11.503623,1
2020,48,72176,All,33.389484,1
2018,48,58016,Hispanic,19.515511,1
2020,48,76000,All,72.355606,1
2019,48,74144,Other Races and Ethnicities,32.513878,1
2018,48,7000,All,62.254353,1
2016,48,10912,Other Races and Ethnicities,78.740158,1
2019,48,24000,All,61.893631,1
2019,48,30464,"White, Non-Hispanic",47.422203,1
2018,48,4000,All,37.424007,1
2017,48,56000,Hispanic,80.665283,1
2019,48,45744,"Black, Non-Hispanic",2.5910931,1
2018,48,56348,"Black, Non-Hispanic",0,1
2016,48,53388,"Black, Non-Hispanic",38.113499,1
2019,48,30464,All,59.764542,1
2018,48,41464,"Black, Non-Hispanic",60.294117,1
2020,48,56348,All,0,1
2020,48,53388,Hispanic,17.044466,1
2017,48,45744,Other Races and Ethnicities,1.3748658,1
2017,48,19972,"Black, Non-Hispanic",28.140043,1
2017,48,1000,All,57.503204,1
2018,48,1000,"White, Non-Hispanic",30.508116,1
2020,48,42508,All,6.8661022,1
2016,48,48072,Hispanic,29.033192,1
2019,48,76000,All,75.078362,1
2020,48,35000,"White, Non-Hispanic",19.004431,1
2020,48,63500,"Black, Non-Hispanic",0,1
2019,48,24000,Other Races and Ethnicities,47.56414,1
2020,48,47892,Other Races and Ethnicities,36.765636,1
2020,48,1000,"White, Non-Hispanic",12.843833,1
2017,48,58016,Hispanic,22.183498,1
2019,48,19000,"Black, Non-Hispanic",82.104492,1
2016,48,15976,"Black, Non-Hispanic",7.2252579,1
2020,48,26232,Hispanic,0,1
2018,48,27000,Other Races and Ethnicities,39.490444,1
2016,48,48072,"Black, Non-Hispanic",26.996967,1
2019,48,6128,"White, Non-Hispanic",39.383659,1
2019,48,17000,Hispanic,56.983162,1
2019,48,4000,"White, Non-Hispanic",11.561008,1
2016,48,29000,"White, Non-Hispanic",69.833138,1
2016,48,35000,All,74.995125,1
2019,48,27684,All,0,1
2016,48,53388,Hispanic,50.810246,1
2016,48,10912,Hispanic,93.88208,1
2017,48,13024,All,32.524544,1
2018,48,19000,"White, Non-Hispanic",23.451172,1
2019,48,13552,Other Races and Ethnicities,0,1
2019,48,45000,"Black, Non-Hispanic",65.122856,1
2017,48,50820,"Black, Non-Hispanic",1.897019,1
2018,48,45744,Other Races and Ethnicities,.94552928,1
2017,48,57200,Hispanic,96.992363,1
2017,48,57200,"White, Non-Hispanic",96.319016,1
2016,48,42508,All,22.442106,1
2018,48,13024,"Black, Non-Hispanic",15.277778,1
2019,48,64472,"White, Non-Hispanic",17.374979,1
2019,48,3000,"Black, Non-Hispanic",62.292004,1
2016,48,13024,"White, Non-Hispanic",12.184731,1
2019,48,63500,Other Races and Ethnicities,.98583978,1
2019,48,29000,Hispanic,54.034805,1
2016,48,26232,"Black, Non-Hispanic",0,1
2019,48,45384,Hispanic,70.288361,1
2020,48,57200,All,97.395836,1
2019,48,48768,"Black, Non-Hispanic",32.8125,1
2018,48,63500,Hispanic,10.598236,1
2016,48,79000,"Black, Non-Hispanic",80.367233,1
2016,48,19972,Other Races and Ethnicities,32.174778,1
2017,48,5000,"White, Non-Hispanic",5.0558085,1
2017,48,16432,All,47.135479,1
2019,48,1000,"White, Non-Hispanic",18.358051,1
2016,48,50820,Other Races and Ethnicities,12.518854,1
2016,48,1924,"White, Non-Hispanic",3.9016519,1
2018,48,63500,Other Races and Ethnicities,1.2282091,1
2019,48,58016,All,5.7333117,1
2020,48,27684,Hispanic,0,1
2018,48,57200,All,97.054298,1
2017,48,50820,"White, Non-Hispanic",2.2451317,1
2018,48,61796,All,11.582406,1
2018,48,22660,Hispanic,86.720551,1
2016,48,37000,Hispanic,91.334923,1
2016,48,26232,Hispanic,0,1
2016,48,56348,"White, Non-Hispanic",0,1
2020,48,79000,"White, Non-Hispanic",14.799331,1
2017,48,41464,"Black, Non-Hispanic",58.974358,1
2020,48,13552,"Black, Non-Hispanic",0,1
2017,48,56000,All,76.389404,1
2016,48,24000,Hispanic,79.26403,1
2020,48,45000,Hispanic,39.254261,1
2017,48,27000,"Black, Non-Hispanic",68.626266,1
2018,48,65000,"White, Non-Hispanic",21.761217,1
2019,48,76000,Other Races and Ethnicities,52.41568,1
2020,48,43888,All,46.246956,1
2017,48,76000,Other Races and Ethnicities,53.269024,1
2019,48,10912,Other Races and Ethnicities,64.957268,1
2017,48,15976,"White, Non-Hispanic",0,1
2019,48,42508,"White, Non-Hispanic",4.3949304,1
2020,48,27684,Other Races and Ethnicities,0,1
2016,48,47892,"Black, Non-Hispanic",71.313255,1
2017,48,19000,Hispanic,84.989204,1
2017,48,45000,"White, Non-Hispanic",18.909418,1
2019,48,47892,"Black, Non-Hispanic",49.177784,1
2017,48,24000,All,64.959068,1
2017,48,27000,Hispanic,69.210915,1
2017,48,4000,"Black, Non-Hispanic",33.440575,1
2018,48,1000,Other Races and Ethnicities,33.652531,1
2016,48,56000,Other Races and Ethnicities,46.52174,1
2019,48,13552,"White, Non-Hispanic",0,1
2016,48,19000,Other Races and Ethnicities,56.242512,1
2016,48,3000,Hispanic,73.279671,1
2016,48,41980,"Black, Non-Hispanic",2.2172949,1
2016,48,74144,Other Races and Ethnicities,42.5,1
2017,48,10912,Other Races and Ethnicities,70.918365,1
2017,48,1000,"Black, Non-Hispanic",71.085861,1
2016,48,70808,Hispanic,10.57327,1
2018,48,3000,"Black, Non-Hispanic",69.212349,1
2019,48,57200,All,96.957848,1
2020,48,15976,All,0,1
2020,48,76000,"White, Non-Hispanic",34.08709,1
2017,48,53388,All,25.200687,1
2020,48,39148,"Black, Non-Hispanic",33.46413,1
2017,48,45744,"Black, Non-Hispanic",4.0279837,1
2017,48,48072,"Black, Non-Hispanic",16.934307,1
2017,48,48768,"White, Non-Hispanic",39.700375,1
2020,48,43888,"White, Non-Hispanic",30.469093,1
2016,48,22660,"White, Non-Hispanic",78.059074,1
2018,48,6128,"White, Non-Hispanic",42.767979,1
2020,48,19972,All,4.198081,1
2016,48,19000,All,81.682762,1
2016,48,53388,All,45.480091,1
2016,48,6128,Hispanic,66.055672,1
2017,48,45384,Hispanic,87.863113,1
2018,48,45744,"Black, Non-Hispanic",2.7563167,1
2019,48,1924,Other Races and Ethnicities,0,1
2019,48,72176,Other Races and Ethnicities,34.956711,1
2020,48,13024,"White, Non-Hispanic",1.9223225,1
2017,48,19000,All,77.989319,1
2017,48,50820,Hispanic,4.1079812,1
2016,48,30464,"White, Non-Hispanic",55.6245,1
2017,48,64472,Other Races and Ethnicities,18.037975,1
2017,48,10912,"White, Non-Hispanic",62.147358,1
2017,48,6128,Hispanic,67.713646,1
2018,48,50820,Other Races and Ethnicities,9.7560978,1
2016,48,19972,"Black, Non-Hispanic",39.312473,1
2017,48,27000,"White, Non-Hispanic",17.324547,1
2019,48,79000,"White, Non-Hispanic",37.283417,1
2017,48,45000,Other Races and Ethnicities,26.045527,1
2017,48,3000,Other Races and Ethnicities,57.313602,1
2019,48,7000,Hispanic,71.807098,1
2016,48,37000,Other Races and Ethnicities,38.51363,1
2020,48,13552,Other Races and Ethnicities,0,1
2020,48,30464,"White, Non-Hispanic",27.589743,1
2020,48,53388,"White, Non-Hispanic",7.3574295,1
2017,48,56348,"White, Non-Hispanic",0,1
2019,48,15976,Other Races and Ethnicities,7.0921984,1
2016,48,56348,Other Races and Ethnicities,0,1
2017,48,15976,Hispanic,0,1
2018,48,22660,"White, Non-Hispanic",74.114021,1
2016,48,58016,Other Races and Ethnicities,4.1419301,1
2017,48,5000,Other Races and Ethnicities,8.1550303,1
2017,48,4000,Other Races and Ethnicities,23.866257,1
2020,48,22660,"Black, Non-Hispanic",70.666664,1
2018,48,5000,Other Races and Ethnicities,9.696291,1
2016,48,17000,Hispanic,62.500298,1
2016,48,56348,Hispanic,0,1
2020,48,1000,All,18.938894,1
2017,48,76000,"White, Non-Hispanic",39.401146,1
2019,48,47892,All,55.565559,1
2017,48,19972,"White, Non-Hispanic",18.522728,1
2019,48,13024,Hispanic,24.2521,1
2019,48,57200,Other Races and Ethnicities,98.181816,1
2016,48,3000,All,55.86702,1
2017,48,27684,Other Races and Ethnicities,0,1
2019,48,45744,All,3.2998564,1
2016,48,45744,Other Races and Ethnicities,2.6353617,1
2016,48,41464,Other Races and Ethnicities,49.392712,1
2016,48,74144,All,66.654198,1
2017,48,13552,Other Races and Ethnicities,0,1
2016,48,37000,"Black, Non-Hispanic",76.728554,1
2020,48,64472,"White, Non-Hispanic",6.0267053,1
2017,48,5000,Hispanic,54.62104,1
2018,48,30464,Hispanic,71.720085,1
2017,48,26232,All,0,1
2018,48,15976,"Black, Non-Hispanic",0,1
2017,48,7000,"White, Non-Hispanic",16.738728,1
2017,48,45744,"White, Non-Hispanic",1.9111826,1
2018,48,72176,"White, Non-Hispanic",33.500343,1
2018,48,16432,"Black, Non-Hispanic",28.468264,1
2017,48,5000,"Black, Non-Hispanic",48.884712,1
2016,48,13024,All,33.024792,1
2017,48,70808,Hispanic,7.6279526,1
2017,48,10912,"Black, Non-Hispanic",81.242035,1
2020,48,29000,"White, Non-Hispanic",31.293037,1
2016,48,65000,Hispanic,70.220978,1
2016,48,30464,All,70.03183,1
2017,48,1924,All,3.1650121,1
2017,48,61796,Other Races and Ethnicities,2.8209193,1
2019,48,29000,All,47.995441,1
2018,48,17000,Hispanic,58.400169,1
2017,48,3000,Hispanic,56.907822,1
2018,48,79000,Hispanic,67.058609,1
2016,48,27000,Other Races and Ethnicities,36.674232,1
2018,48,65000,"Black, Non-Hispanic",56.644852,1
2016,48,56000,All,79.954758,1
2017,48,16432,"Black, Non-Hispanic",29.375765,1
2016,48,10912,All,89.713745,1
2017,48,45384,"White, Non-Hispanic",78.206367,1
2019,48,45744,Other Races and Ethnicities,.74803865,1
2020,48,48072,Other Races and Ethnicities,3.6506801,1
2020,48,56000,Other Races and Ethnicities,28.322784,1
2020,48,27684,All,0,1
2016,48,74144,"Black, Non-Hispanic",70.399223,1
2020,48,3000,All,33.585567,1
2016,48,48072,"White, Non-Hispanic",6.7698736,1
2018,48,41980,"Black, Non-Hispanic",1.8438178,1
2019,48,1924,"Black, Non-Hispanic",0,1
2016,48,1000,Hispanic,73.791138,1
2016,48,7000,Hispanic,75.612129,1
2017,48,63500,All,7.5030422,1
2019,48,35000,"Black, Non-Hispanic",75.940323,1
2017,48,72176,Hispanic,71.064529,1
2018,48,7000,"Black, Non-Hispanic",71.56971,1
2020,48,3000,"White, Non-Hispanic",12.282411,1
2016,48,19972,Hispanic,46.678883,1
2020,48,65000,All,50.252026,1
2017,48,41980,Other Races and Ethnicities,1.2934879,1
2017,48,53388,Hispanic,29.010637,1
2018,48,57200,Hispanic,97.039848,1
2018,48,26232,"Black, Non-Hispanic",0,1
2020,48,22660,Other Races and Ethnicities,35.159817,1
2016,48,48768,"White, Non-Hispanic",60.70039,1
2020,48,29000,Other Races and Ethnicities,38.373238,1
2019,48,72176,"Black, Non-Hispanic",51.962616,1
2017,48,13024,Other Races and Ethnicities,11.374207,1
